73
0,3,2,1,1,1,3,1,3,4,3,1,4,2,1,3,4,4,2,2,3,3,3,2,1,3,2,4,3,3,3,2,1,4,3,3,3,3,3,2,2,2,2,1,2,4,1,1,1,4,4,3,4,1,1,3,4,3,4,2,3,4,3,1,2,1,3,3,4,4,4,1,1,1,0
0,84,59,63,14,42,83,33,47,65,96,80,43,11,19,63,45,75,66,43,47,12,42,10,70,66,31,10,88,44,46,33,30,12,20,45,14,12,71,44,29,89,65,22,13,45,57,33,50,59,77,49,47,67,50,54,62,95,35,15,97,52,42,39,40,63,12,70,41,71,19,62,98,93,0
84,0,22,29,32,87,72,98,42,68,48,71,28,21,47,16,68,83,69,76,76,78,22,68,47,66,26,51,69,84,85,77,72,69,47,10,46,97,57,52,30,28,29,77,67,45,63,100,90,30,100,84,48,47,86,27,61,49,65,81,13,61,61,21,72,56,86,77,84,79,61,33,86,40,84
59,22,0,65,68,31,63,69,20,47,95,26,18,43,96,26,11,96,89,29,55,72,84,82,72,81,37,36,11,43,58,21,43,45,21,57,12,27,50,52,94,50,69,88,70,43,96,92,81,44,66,61,29,51,34,31,43,100,61,97,49,66,94,48,80,51,100,97,58,72,85,68,68,80,59
63,29,65,0,48,22,39,11,40,49,50,91,88,55,77,48,16,12,66,93,86,22,44,71,32,39,36,46,86,42,19,70,89,82,98,48,42,92,62,45,85,64,54,86,65,25,30,31,55,73,24,24,41,88,36,35,43,26,45,60,74,99,60,35,14,80,59,51,42,98,73,61,42,56,63
14,32,68,48,0,61,86,31,84,64,39,98,21,41,96,57,86,67,38,18,99,96,12,53,84,89,18,51,28,77,19,86,54,12,56,91,91,13,54,36,71,26,43,20,51,68,42,31,27,61,92,49,31,86,72,56,81,52,51,38,71,64,17,10,84,46,57,28,45,14,49,66,35,13,14
42,87,31,22,61,0,65,63,47,31,86,49,72,42,59,73,25,73,51,41,42,42,25,47,22,39,47,45,61,24,88,16,22,41,36,29,93,58,26,27,42,77,79,57,13,59,33,17,66,96,67,76,37,34,92,27,43,75,56,24,36,92,61,55,54,35,62,11,80,54,76,73,50,93,42
83,72,63,39,86,65,0,70,55,61,73,70,35,87,58,70,98,39,52,13,90,32,31,78,99,85,60,42,99,14,100,41,10,88,73,31,77,91,36,80,69,76,23,14,83,48,25,58,62,42,33,27,77,99,46,34,93,79,24,92,84,91,14,95,63,32,84,71,70,32,56,31,93,58,83
33,98,69,11,31,63,70,0,65,60,27,56,31,68,56,35,27,81,92,17,65,10,52,19,10,34,96,38,40,95,59,50,20,87,56,37,32,74,91,38,81,71,81,100,40,87,19,51,33,67,21,40,30,14,77,28,100,59,37,45,29,98,62,69,100,44,65,52,56,18,94,73,50,99,33
47,42,20,40,84,47,55,65,0,32,88,39,43,15,16,10,64,46,33,33,89,34,84,76,27,12,75,12,52,50,21,53,53,74,88,24,55,92,72,80,27,28,17,85,67,57,16,25,82,48,63,41,47,46,71,20,69,81,44,10,79,72,85,13,13,78,71,54,46,58,64,38,79,34,47
65,68,47,49,64,31,61,60,32,0,49,18,26,46,13,94,44,74,30,14,86,57,14,35,31,85,28,99,34,72,71,19,59,80,76,82,26,33,80,90,77,45,51,56,82,10,37,13,44,17,72,76,90,91,94,40,34,12,86,51,58,21,23,50,51,90,35,93,80,37,46,16,44,55,65
96,48,95,50,39,86,73,27,88,49,0,19,83,87,65,89,56,11,93,77,44,35,53,68,99,51,14,65,79,65,95,19,33,13,53,26,14,50,89,12,69,36,20,22,33,88,47,68,97,41,48,77,16,98,86,56,74,12,79,44,78,27,55,75,62,18,68,40,77,44,30,33,63,99,96
80,71,26,91,98,49,70,56,39,18,19,0,32,15,51,60,69,58,85,66,97,36,44,47,86,12,11,45,16,81,78,62,32,36,81,54,39,57,91,66,12,57,27,88,54,49,86,22,25,48,10,64,70,85,94,79,66,74,36,70,95,22,18,17,86,50,80,12,32,84,67,45,51,29,80
43,28,18,88,21,72,35,31,43,26,83,32,0,55,61,62,51,39,90,90,13,80,39,39,39,32,45,88,92,12,37,16,85,96,59,14,28,91,21,97,93,74,68,54,70,35,88,39,74,61,87,91,43,22,67,37,19,28,77,19,85,88,96,89,15,51,43,79,54,14,62,80,31,46,43
11,21,43,55,41,42,87,68,15,46,87,15,55,0,74,97,85,97,69,39,27,94,14,57,78,11,11,65,58,38,70,17,32,79,98,59,47,82,37,75,38,37,29,39,82,69,75,42,57,37,84,60,84,30,71,63,47,86,33,92,58,85,80,10,58,19,67,11,83,92,90,23,55,53,11
19,47,96,77,96,59,58,56,16,13,65,51,61,74,0,37,61,47,94,67,47,29,46,62,52,68,90,35,58,73,46,60,24,24,28,51,29,39,47,71,63,98,63,47,39,67,12,91,74,53,40,93,17,27,52,22,45,91,49,76,52,58,60,11,48,97,32,50,72,54,38,63,45,69,19
63,16,26,48,57,73,70,35,10,94,89,60,62,97,37,0,72,62,72,60,50,82,32,56,28,35,96,75,60,99,52,35,88,67,42,48,43,40,65,36,46,73,68,41,25,70,87,83,71,22,81,57,11,98,77,36,84,47,74,43,25,42,79,25,92,28,46,90,55,30,98,94,71,56,63
45,68,11,16,86,25,98,27,64,44,56,69,51,85,61,72,0,21,60,65,72,56,52,19,32,100,57,71,79,89,83,99,98,37,22,46,71,11,13,85,82,77,55,91,12,12,51,85,92,14,94,100,38,33,79,26,98,13,95,23,69,35,86,70,73,81,100,53,79,21,41,91,88,63,45
75,83,96,12,67,73,39,81,46,74,11,58,39,97,47,62,21,0,26,70,21,93,16,78,53,58,41,48,26,78,98,53,41,40,34,61,66,94,94,48,35,49,61,47,85,98,36,58,15,85,69,34,40,30,45,76,96,20,36,12,53,20,69,73,87,15,98,46,64,20,13,56,36,44,75
66,69,89,66,38,51,52,92,33,30,93,85,90,69,94,72,60,26,0,10,23,81,79,59,20,27,60,25,16,53,94,77,88,73,30,50,33,98,93,65,21,69,79,34,40,100,55,87,83,37,96,69,48,87,74,26,90,10,14,96,19,49,94,25,17,62,96,12,30,21,51,76,99,21,66
43,76,29,93,18,41,13,17,33,14,77,66,90,39,67,60,65,70,10,0,52,28,79,73,16,22,58,35,40,13,41,62,85,46,98,59,79,97,90,41,84,91,31,73,54,69,91,73,16,52,100,34,46,100,10,73,99,90,61,72,21,77,21,62,39,19,44,28,93,24,69,18,59,48,43
47,76,55,86,99,42,90,65,89,86,44,97,13,27,47,50,72,21,23,52,0,83,48,54,11,95,18,31,64,49,83,37,84,58,33,58,15,69,48,42,34,54,84,14,11,68,11,87,10,95,29,56,46,48,54,20,76,60,39,92,71,16,30,26,29,85,85,39,70,73,33,36,90,52,47
12,78,72,22,96,42,32,10,34,57,35,36,80,94,29,82,56,93,81,28,83,0,51,14,75,29,72,52,73,65,69,20,68,28,98,92,56,65,44,93,77,47,83,47,80,74,93,69,65,84,29,17,51,25,73,53,84,58,90,37,95,69,28,72,17,20,76,18,62,93,23,92,79,83,12
42,22,84,44,12,25,31,52,84,14,53,44,39,14,46,32,52,16,79,79,48,51,0,15,51,94,29,26,95,86,19,41,56,90,50,40,22,53,44,79,72,52,82,53,17,88,17,72,65,75,93,76,81,93,37,91,16,72,41,23,24,41,87,67,30,44,68,95,13,34,39,93,73,70,42
10,68,82,71,53,47,78,19,76,35,68,47,39,57,62,56,19,78,59,73,54,14,15,0,25,46,87,99,64,90,16,56,93,80,58,53,60,64,29,22,47,79,22,59,30,16,15,30,99,15,16,12,23,87,38,52,76,65,51,80,97,96,20,23,54,18,10,90,95,29,57,84,83,42,10
70,47,72,32,84,22,99,10,27,31,99,86,39,78,52,28,32,53,20,16,11,75,51,25,0,66,72,74,68,83,26,16,24,19,93,59,99,84,13,53,25,60,85,48,85,17,64,13,91,23,76,57,41,37,60,25,79,18,14,60,82,33,61,30,19,40,96,25,45,37,100,17,92,92,70
66,66,81,39,89,39,85,34,12,85,51,12,32,11,68,35,100,58,27,22,95,29,94,46,66,0,23,43,32,37,49,50,25,96,94,27,49,65,73,63,40,55,26,71,61,83,37,77,20,13,38,52,78,88,54,58,19,36,49,11,12,53,15,31,60,49,64,10,82,96,54,56,30,36,66
