99
0,4,4,3,1,2,1,2,2,4,3,3,2,3,2,2,2,4,1,2,3,1,2,3,3,2,4,1,2,4,3,4,3,2,4,4,2,1,1,4,4,1,1,1,1,1,1,4,2,2,2,1,3,2,4,4,4,2,3,1,2,4,4,2,2,1,4,2,4,1,1,1,1,3,2,3,2,1,4,2,1,1,1,2,1,3,4,2,4,2,4,4,1,4,3,3,1,1,4,2,0
0,38,62,29,97,33,59,44,54,11,51,17,65,81,15,16,90,22,82,11,86,70,80,27,93,53,44,91,12,56,23,33,69,22,12,63,25,56,95,54,58,14,91,66,62,71,69,83,77,69,46,90,38,12,98,58,94,59,22,34,83,56,72,25,56,91,39,13,90,36,87,21,64,12,64,92,87,78,78,99,16,67,13,76,69,97,92,58,43,72,92,59,98,82,78,20,94,86,38,65,0
38,0,83,81,87,95,83,48,90,99,72,12,53,28,11,55,69,30,49,24,57,31,87,39,52,96,56,92,57,13,29,11,19,54,78,26,45,23,71,21,77,87,41,76,19,48,63,21,42,69,46,82,85,23,44,43,58,62,47,31,69,11,52,87,73,79,55,99,60,23,47,16,62,10,43,11,12,41,16,65,11,82,74,58,30,20,85,32,78,48,23,74,63,77,74,96,57,59,38,73,38
62,83,0,83,76,83,63,71,69,28,49,98,20,68,59,46,70,18,55,98,51,96,99,95,35,39,16,41,45,53,88,75,13,62,38,65,17,83,73,31,24,77,65,40,54,70,36,58,45,77,91,82,20,80,85,22,59,16,98,64,65,54,12,69,58,93,55,80,86,85,65,46,76,84,88,11,40,80,22,26,41,44,91,19,17,85,78,39,33,94,65,75,20,39,24,19,18,47,59,89,62
29,81,83,0,62,53,40,19,93,87,43,40,90,83,89,75,99,16,59,18,29,61,35,14,48,65,75,93,59,47,27,34,71,25,51,56,32,89,35,21,18,66,85,44,32,71,35,100,51,96,46,57,38,33,86,50,68,38,84,93,35,23,34,90,20,48,95,57,81,11,68,13,49,94,32,24,18,33,53,28,86,32,54,90,77,77,91,10,95,27,51,96,10,38,55,80,35,17,82,56,29
97,87,76,62,0,61,13,28,47,95,87,84,79,33,66,61,24,75,72,34,32,31,84,11,31,56,37,58,85,24,74,39,70,82,67,74,92,43,13,59,99,51,37,69,74,31,61,26,63,65,59,44,33,36,89,66,31,73,63,12,99,100,10,29,83,28,34,70,37,36,82,66,88,93,77,16,52,39,93,52,25,31,29,44,58,73,44,53,35,72,43,78,38,41,65,37,53,16,58,65,97
33,95,83,53,61,0,38,78,23,90,44,42,82,46,35,94,88,23,63,63,95,76,81,76,31,36,37,25,23,60,14,36,79,23,46,37,71,67,19,14,32,88,41,66,21,70,37,21,81,100,61,56,49,81,31,70,32,46,48,50,49,48,54,61,16,41,39,22,100,10,12,39,57,56,43,25,52,27,49,11,76,34,79,15,44,30,29,39,71,42,71,35,96,53,36,56,39,71,59,10,33
59,83,63,40,13,38,0,17,53,41,85,27,95,89,63,50,36,53,50,48,20,66,99,99,28,74,43,92,16,67,88,16,65,25,55,56,85,90,50,79,10,95,76,37,97,70,99,35,60,62,20,52,44,82,53,78,18,92,85,17,19,82,73,51,54,34,85,52,82,51,38,55,69,95,64,58,11,77,34,42,85,60,43,70,50,57,59,77,64,14,44,38,91,54,10,17,18,98,49,93,59
44,48,71,19,28,78,17,0,45,49,11,38,56,99,79,62,89,58,97,64,100,98,59,50,34,95,42,16,62,31,97,66,48,75,49,97,54,80,26,34,83,86,80,69,28,60,41,23,53,73,48,26,23,35,26,23,77,69,51,52,45,65,45,43,28,26,41,45,78,59,52,49,21,71,69,18,97,68,38,39,64,16,71,55,44,30,48,56,11,66,52,97,70,88,56,92,22,25,57,61,44
54,90,69,93,47,23,53,45,0,57,27,30,21,19,65,34,66,68,10,49,13,71,84,65,68,53,46,97,41,50,88,13,27,76,62,84,100,58,55,83,99,22,75,36,56,50,67,21,46,14,42,36,71,89,54,70,38,84,70,22,13,37,89,89,25,79,24,24,79,30,63,67,83,94,52,54,74,70,65,84,84,53,93,30,30,20,26,50,15,38,38,87,90,100,56,78,93,46,86,49,54
11,99,28,87,95,90,41,49,57,0,43,85,45,10,90,70,47,42,31,15,33,11,71,87,76,41,54,37,21,19,31,26,70,59,36,49,67,80,12,37,37,17,89,33,58,54,38,19,58,48,31,55,99,100,62,92,97,19,37,69,79,97,80,50,71,69,37,95,84,48,22,32,27,91,81,50,82,91,83,80,47,52,58,87,83,62,72,38,95,96,66,57,75,56,85,79,37,32,50,90,11
51,72,49,43,87,44,85,11,27,43,0,39,73,96,70,50,48,26,83,37,57,49,20,55,27,32,14,79,58,96,83,53,48,15,75,13,47,75,96,36,42,74,95,70,26,69,94,33,57,62,47,37,49,36,63,58,37,81,76,36,83,24,89,93,66,94,55,26,60,46,54,50,71,99,55,78,30,52,10,52,52,59,74,69,81,35,98,11,62,54,16,28,35,74,99,97,81,66,37,26,51
17,12,98,40,84,42,27,38,30,85,39,0,56,77,62,39,41,52,71,94,71,42,83,91,16,19,14,18,97,70,87,69,11,50,33,58,54,27,73,60,96,34,47,53,61,18,11,40,87,66,63,12,65,90,56,79,20,96,69,26,48,48,85,55,87,29,66,18,46,28,32,53,70,99,12,12,22,96,94,37,93,96,73,18,95,30,72,65,15,60,37,10,67,28,65,58,78,60,68,43,17
65,53,20,90,79,82,95,56,21,45,73,56,0,35,44,62,39,89,28,90,87,52,79,11,95,62,88,74,84,32,78,99,88,66,100,34,11,75,52,93,31,19,66,32,31,25,70,60,35,69,54,85,86,73,33,64,74,23,100,45,57,67,57,84,30,61,43,84,21,69,35,89,33,48,12,40,79,70,86,96,93,20,34,98,86,83,98,47,46,99,30,20,36,45,66,21,20,39,20,52,65
81,28,68,83,33,46,89,99,19,10,96,77,35,0,99,17,80,94,92,73,70,19,31,22,19,12,60,40,33,92,35,53,91,64,66,78,53,94,87,99,83,83,49,48,69,35,47,90,15,74,96,34,20,83,69,53,25,57,49,99,83,100,37,76,76,67,57,37,29,37,34,97,40,46,76,60,60,82,95,19,70,21,92,62,18,34,69,21,42,88,98,44,82,66,30,53,73,80,36,70,81
15,11,59,89,66,35,63,79,65,90,70,62,44,99,0,14,56,91,36,77,27,73,48,19,78,47,91,82,56,86,37,31,11,46,17,46,47,44,49,70,92,60,33,84,34,89,96,85,56,53,28,27,34,45,29,92,67,18,73,26,94,53,12,87,97,67,34,34,33,91,46,97,51,75,40,26,13,84,57,15,44,39,88,83,84,69,48,42,30,82,41,40,66,54,80,76,77,12,86,15,15
16,55,46,75,61,94,50,62,34,70,50,39,62,17,14,0,10,56,20,48,91,15,84,82,97,79,72,65,39,56,32,48,61,64,31,97,10,40,97,35,32,39,62,16,45,93,20,100,49,62,61,43,28,64,58,15,70,31,32,33,85,63,55,99,53,74,74,95,54,18,57,39,29,79,70,10,34,67,63,50,19,22,57,59,46,58,25,75,70,81,33,16,68,95,74,72,62,24,54,50,16
90,69,70,99,24,88,36,89,66,47,48,41,39,80,56,10,0,25,33,14,18,22,96,34,82,94,42,74,61,44,58,82,59,96,71,67,16,22,66,97,66,72,29,66,74,87,55,38,24,80,89,88,93,78,100,46,42,40,49,59,35,25,87,11,77,15,75,12,62,17,54,56,95,22,77,83,96,55,17,37,81,54,37,71,93,69,91,42,57,73,84,67,68,52,89,30,45,19,87,65,90
22,30,18,16,75,23,53,58,68,42,26,52,89,94,91,56,25,0,59,47,44,17,47,98,24,77,12,70,80,67,91,39,50,87,86,96,32,82,58,76,32,25,82,43,54,83,13,45,88,85,12,47,25,41,63,86,37,79,10,21,22,53,82,29,49,72,21,99,83,53,22,52,38,26,20,75,45,94,34,33,47,39,95,85,44,82,62,50,23,20,64,45,75,84,50,44,87,26,12,50,22
82,49,55,59,72,63,50,97,10,31,83,71,28,92,36,20,33,59,0,73,11,100,78,62,43,45,37,37,86,77,22,32,90,14,67,97,54,30,42,48,94,71,53,84,89,30,54,97,11,81,71,37,54,73,76,95,85,35,62,77,76,21,68,79,35,77,53,85,82,93,33,49,99,62,27,30,91,36,53,54,61,65,36,43,69,86,80,72,35,79,57,25,90,71,25,87,80,94,84,90,82
11,24,98,18,34,63,48,64,49,15,37,94,90,73,77,48,14,47,73,0,74,67,56,65,42,100,13,70,23,25,59,11,62,16,70,54,17,46,89,59,38,84,51,92,32,95,97,74,53,83,64,93,55,42,22,29,60,30,63,91,15,25,94,98,48,99,65,55,65,77,94,31,79,56,11,48,91,67,64,59,35,72,79,45,94,19,55,84,37,25,14,28,37,67,68,33,98,97,18,32,11
86,57,51,29,32,95,20,100,13,33,57,71,87,70,27,91,18,44,11,74,0,66,22,18,61,89,15,58,23,81,54,88,59,15,15,29,25,100,35,78,19,46,12,39,81,65,85,39,91,58,58,95,63,42,54,26,26,93,67,88,68,18,99,84,56,54,74,65,84,44,14,20,21,55,65,95,43,83,31,96,48,68,44,85,90,18,14,99,96,64,22,73,31,38,35,73,21,92,97,44,86
70,31,96,61,31,76,66,98,71,11,49,42,52,19,73,15,22,17,100,67,66,0,55,65,100,24,22,33,96,82,76,95,100,51,91,10,24,40,96,60,27,69,53,16,41,37,62,71,79,19,57,18,43,93,65,52,80,27,52,78,20,35,100,38,90,27,19,88,100,64,96,59,99,70,94,38,57,29,78,61,85,51,43,94,19,54,46,79,13,98,21,83,62,92,16,30,38,98,34,53,70
80,87,99,35,84,81,99,59,84,71,20,83,79,31,48,84,96,47,78,56,22,55,0,19,31,50,16,75,14,93,20,46,89,62,93,93,46,41,24,71,96,52,75,96,19,32,10,82,79,28,81,40,53,75,53,57,79,52,95,61,25,29,19,94,60,28,21,79,65,73,74,26,79,25,19,88,49,87,83,88,76,17,32,34,77,66,48,88,80,78,87,48,33,25,12,13,32,66,58,73,80
27,39,95,14,11,76,99,50,65,87,55,91,11,22,19,82,34,98,62,65,18,65,19,0,87,46,27,11,20,40,61,12,38,75,47,64,88,23,20,44,74,46,80,92,53,81,57,53,21,44,59,44,63,48,38,18,56,36,27,83,53,12,49,94,79,25,57,52,68,36,70,23,35,84,95,88,39,85,99,64,65,58,18,65,12,84,56,57,34,69,26,93,43,99,82,31,15,82,86,57,27
93,52,35,48,31,31,28,34,68,76,27,16,95,19,78,97,82,24,43,42,61,100,31,87,0,41,11,46,61,52,45,77,99,84,92,72,92,14,62,66,39,49,90,64,96,48,26,91,86,12,54,55,74,94,66,78,68,33,18,97,76,42,95,17,81,38,63,99,53,43,23,86,24,28,98,24,50,90,94,33,67,85,86,53,97,65,22,98,13,75,61,75,25,24,49,49,22,32,49,15,93
