58
0,4,4,2,1,2,3,4,4,1,1,1,1,1,3,4,3,4,4,2,2,4,3,4,2,4,3,1,4,3,1,4,3,1,2,3,2,2,4,4,1,3,4,1,3,2,3,2,1,4,1,3,3,2,3,1,1,1,2,0
0,85,97,26,44,61,38,94,90,34,14,35,82,68,65,82,11,22,72,24,70,15,89,84,79,61,30,46,14,51,56,16,74,20,26,87,22,97,25,63,92,35,90,24,35,41,99,24,33,70,37,81,80,43,13,99,71,79,19,0
85,0,54,93,72,36,35,22,60,16,95,79,93,40,88,78,32,16,47,40,95,50,43,36,56,14,54,81,20,44,52,52,94,30,89,75,10,40,65,70,72,39,57,73,84,78,28,64,22,21,52,11,53,58,10,62,19,80,80,85
97,54,0,55,60,16,73,30,15,22,49,23,30,45,46,16,62,31,86,88,65,55,70,30,57,36,60,57,42,15,40,45,59,94,87,77,12,42,62,10,99,38,23,52,75,34,85,41,88,50,90,77,59,50,71,38,26,85,77,97
26,93,55,0,83,40,76,85,94,64,37,31,65,89,84,57,51,32,18,43,51,42,85,83,97,50,79,56,78,49,95,60,50,38,32,23,31,72,54,69,60,61,62,10,59,32,48,67,92,62,68,65,55,94,100,21,36,51,31,26
44,72,60,83,0,95,23,54,19,14,54,27,61,82,71,17,75,52,34,53,36,44,68,38,59,98,74,91,40,39,38,100,55,42,44,26,97,63,22,46,38,37,82,99,63,83,67,86,47,20,50,63,56,57,83,34,12,26,63,44
61,36,16,40,95,0,100,93,88,52,54,79,100,64,15,89,79,26,30,72,60,20,43,67,37,29,27,79,41,55,87,70,75,45,25,60,83,65,10,14,94,45,32,40,69,92,86,95,78,22,30,10,68,38,13,53,100,99,10,61
38,35,73,76,23,100,0,65,38,53,12,92,84,21,93,44,16,70,55,45,14,68,52,37,29,73,28,100,88,96,82,59,31,37,60,17,50,84,17,26,16,96,98,49,71,25,78,45,34,45,14,27,36,41,17,59,93,63,100,38
94,22,30,85,54,93,65,0,61,61,10,85,82,59,64,10,67,100,29,60,96,41,77,85,22,14,22,51,47,95,38,31,11,95,58,64,17,14,23,75,21,39,34,82,53,21,12,99,20,49,36,61,39,84,99,40,23,49,71,94
90,60,15,94,19,88,38,61,0,31,42,68,85,94,80,52,52,50,74,86,94,81,36,95,87,47,85,82,15,71,58,40,11,33,42,40,96,33,72,84,93,75,36,77,96,42,50,60,19,74,24,71,14,64,35,67,72,27,75,90
34,16,22,64,14,52,53,61,31,0,72,22,61,21,82,89,22,39,81,45,22,45,11,10,44,100,26,62,15,39,100,46,31,80,37,79,60,54,76,54,51,72,20,92,64,72,68,21,10,14,60,35,62,70,36,13,65,73,100,34
14,95,49,37,54,54,12,10,42,72,0,75,24,73,68,76,59,14,91,91,71,18,11,84,73,79,37,22,54,77,21,50,10,89,58,10,76,50,68,34,89,29,92,70,57,20,21,36,55,14,12,58,86,70,33,26,37,27,87,14
35,79,23,31,27,79,92,85,68,22,75,0,78,60,11,80,74,85,100,39,28,42,51,45,25,26,12,88,11,30,58,80,65,19,12,69,51,93,65,14,56,68,69,38,78,74,13,48,52,46,47,11,88,63,83,95,62,78,50,35
82,93,30,65,61,100,84,82,85,61,24,78,0,95,98,57,49,11,71,92,54,89,43,63,96,95,10,81,16,89,36,68,100,97,16,98,34,79,12,10,12,34,90,20,94,89,49,48,40,78,18,90,79,70,37,32,51,18,72,82
68,40,45,89,82,64,21,59,94,21,73,60,95,0,54,20,72,79,35,82,62,50,46,49,47,58,35,73,24,84,100,20,94,34,92,72,80,28,47,61,52,44,93,57,14,48,78,52,89,29,10,41,17,66,44,50,43,75,67,68
65,88,46,84,71,15,93,64,80,82,68,11,98,54,0,55,86,99,48,11,37,13,53,88,44,48,60,26,43,33,68,72,73,92,58,65,43,66,98,79,30,69,32,92,20,18,42,67,89,58,99,25,75,70,38,80,91,39,19,65
82,78,16,57,17,89,44,10,52,89,76,80,57,20,55,0,33,31,32,39,68,24,20,75,82,66,25,69,15,10,59,73,63,20,53,56,65,38,36,98,13,74,46,37,30,60,73,34,19,48,98,77,88,21,84,77,10,27,59,82
11,32,62,51,75,79,16,67,52,22,59,74,49,72,86,33,0,61,17,43,62,68,32,70,24,74,88,11,18,63,12,40,76,11,76,65,90,24,22,13,26,68,76,61,15,30,31,20,58,66,12,77,51,88,99,82,25,21,100,11
22,16,31,32,52,26,70,100,50,39,14,85,11,79,99,31,61,0,35,73,35,10,60,46,64,63,81,72,39,15,30,24,88,26,45,98,35,97,95,33,60,31,17,73,99,22,85,17,69,24,26,75,29,97,42,82,34,56,48,22
72,47,86,18,34,30,55,29,74,81,91,100,71,35,48,32,17,35,0,39,80,40,45,20,40,54,82,100,15,11,20,92,91,99,72,97,65,59,84,48,99,74,74,49,78,84,15,53,27,77,56,29,32,52,93,95,42,52,94,72
24,40,88,43,53,72,45,60,86,45,91,39,92,82,11,39,43,73,39,0,46,36,74,51,12,12,32,100,28,84,98,60,15,10,27,90,10,59,40,91,92,75,17,25,23,60,33,51,97,10,24,10,55,79,59,55,31,58,55,24
70,95,65,51,36,60,14,96,94,22,71,28,54,62,37,68,62,35,80,46,0,53,32,42,65,11,75,56,65,50,94,17,34,47,53,75,10,93,37,44,65,44,32,91,69,91,93,56,12,22,95,76,33,77,58,61,19,46,98,70
15,50,55,42,44,20,68,41,81,45,18,42,89,50,13,24,68,10,40,36,53,0,15,10,24,16,72,30,36,84,44,94,27,29,28,62,33,44,16,85,19,77,46,40,64,51,60,21,51,78,54,84,21,41,40,47,15,13,28,15
89,43,70,85,68,43,52,77,36,11,11,51,43,46,53,20,32,60,45,74,32,15,0,16,36,28,68,90,98,50,80,38,51,42,52,60,100,69,30,18,92,67,86,31,88,51,26,49,52,83,83,84,39,50,32,55,65,59,38,89
84,36,30,83,38,67,37,85,95,10,84,45,63,49,88,75,70,46,20,51,42,10,16,0,57,66,98,91,47,42,81,13,68,39,76,20,24,38,71,57,23,41,56,25,72,63,38,27,59,72,23,80,56,78,22,34,11,15,68,84
79,56,57,97,59,37,29,22,87,44,73,25,96,47,44,82,24,64,40,12,65,24,36,57,0,86,21,37,64,62,15,86,88,63,24,37,16,20,56,94,33,86,11,80,96,17,80,90,86,99,80,86,69,73,42,66,11,85,86,79
61,14,36,50,98,29,73,14,47,100,79,26,95,58,48,66,74,63,54,12,11,16,28,66,86,0,90,41,84,28,23,48,31,76,57,52,43,78,94,30,92,43,29,59,81,21,15,68,88,12,64,25,41,79,63,26,85,40,63,61
30,54,60,79,74,27,28,22,85,26,37,12,10,35,60,25,88,81,82,32,75,72,68,98,21,90,0,68,16,60,67,28,94,92,17,97,96,60,27,15,25,73,90,72,86,12,88,64,92,59,37,88,57,72,99,66,20,23,56,30
46,81,57,56,91,79,100,51,82,62,22,88,81,73,26,69,11,72,100,100,56,30,90,91,37,41,68,0,96,74,63,12,77,55,78,46,17,39,43,78,64,14,99,70,18,64,27,45,15,84,70,32,13,91,57,11,17,66,57,46
