31
0,1,3,3,4,1,1,4,2,4,1,3,4,1,2,3,2,4,2,1,3,4,1,4,3,3,1,3,3,2,3,1,0
0,61,37,94,37,16,21,88,65,30,96,53,29,57,83,84,99,73,85,84,69,19,78,58,86,32,96,31,71,64,31,50,0
61,0,29,90,77,76,72,81,61,71,94,79,71,15,47,52,42,23,81,67,46,64,47,42,29,71,47,51,52,24,86,39,61
37,29,0,75,37,77,37,24,97,75,12,100,87,91,84,18,35,100,93,22,27,24,57,15,15,61,88,33,60,30,90,30,37
94,90,75,0,11,71,100,91,72,100,64,17,80,60,71,99,15,48,40,67,16,39,51,38,97,24,96,27,35,39,99,52,94
37,77,37,11,0,96,52,48,33,30,34,59,76,28,19,54,42,18,67,13,71,30,44,41,95,55,70,75,53,90,64,32,37
16,76,77,71,96,0,10,59,92,35,14,65,52,41,11,61,70,89,67,92,71,91,70,93,53,81,85,86,54,64,92,74,16
21,72,37,100,52,10,0,52,61,70,76,92,23,64,41,84,18,18,23,84,81,92,78,42,55,23,55,17,80,84,28,83,21
88,81,24,91,48,59,52,0,21,54,92,28,45,12,73,44,45,18,35,83,46,66,33,57,98,62,83,97,21,84,40,71,88
65,61,97,72,33,92,61,21,0,78,76,26,56,53,23,26,15,97,96,26,53,85,53,70,57,80,84,69,87,49,59,20,65
30,71,75,100,30,35,70,54,78,0,72,89,88,81,64,32,59,48,16,23,39,43,80,52,81,71,40,73,26,87,34,81,30
96,94,12,64,34,14,76,92,76,72,0,80,72,23,87,63,18,95,13,19,12,42,47,23,53,65,65,44,33,85,80,94,96
53,79,100,17,59,65,92,28,26,89,80,0,67,41,11,27,85,20,27,87,11,90,37,57,61,18,72,17,49,61,20,16,53
29,71,87,80,76,52,23,45,56,88,72,67,0,73,80,32,81,76,12,96,15,21,71,71,64,17,56,50,96,20,47,40,29
57,15,91,60,28,41,64,12,53,81,23,41,73,0,27,14,81,75,84,16,87,27,37,80,73,45,78,13,36,81,83,29,57
83,47,84,71,19,11,41,73,23,64,87,11,80,27,0,45,67,45,21,96,21,41,64,91,75,49,64,89,62,90,27,47,83
84,52,18,99,54,61,84,44,26,32,63,27,32,14,45,0,61,62,78,61,44,59,46,47,51,77,17,67,47,73,27,40,84
99,42,35,15,42,70,18,45,15,59,18,85,81,81,67,61,0,54,64,74,21,52,22,74,85,95,74,56,38,20,28,63,99
73,23,100,48,18,89,18,18,97,48,95,20,76,75,45,62,54,0,57,27,80,54,85,32,56,72,28,18,33,91,61,97,73
85,81,93,40,67,67,23,35,96,16,13,27,12,84,21,78,64,57,0,63,63,49,66,88,54,65,46,60,41,44,13,88,85
84,67,22,67,13,92,84,83,26,23,19,87,96,16,96,61,74,27,63,0,38,61,57,73,89,55,61,14,22,79,87,81,84
69,46,27,16,71,71,81,46,53,39,12,11,15,87,21,44,21,80,63,38,0,39,13,23,29,11,39,12,92,91,96,59,69
19,64,24,39,30,91,92,66,85,43,42,90,21,27,41,59,52,54,49,61,39,0,95,99,92,91,21,50,27,56,80,24,19
78,47,57,51,44,70,78,33,53,80,47,37,71,37,64,46,22,85,66,57,13,95,0,38,29,58,67,38,81,52,40,62,78
58,42,15,38,41,93,42,57,70,52,23,57,71,80,91,47,74,32,88,73,23,99,38,0,54,56,87,45,40,43,86,28,58
86,29,15,97,95,53,55,98,57,81,53,61,64,73,75,51,85,56,54,89,29,92,29,54,0,50,22,13,27,73,46,49,86
32,71,61,24,55,81,23,62,80,71,65,18,17,45,49,77,95,72,65,55,11,91,58,56,50,0,24,63,44,34,48,23,32
96,47,88,96,70,85,55,83,84,40,65,72,56,78,64,17,74,28,46,61,39,21,67,87,22,24,0,40,16,39,33,51,96
31,51,33,27,75,86,17,97,69,73,44,17,50,13,89,67,56,18,60,14,12,50,38,45,13,63,40,0,40,67,92,18,31
71,52,60,35,53,54,80,21,87,26,33,49,96,36,62,47,38,33,41,22,92,27,81,40,27,44,16,40,0,46,24,90,71
64,24,30,39,90,64,84,84,49,87,85,61,20,81,90,73,20,91,44,79,91,56,52,43,73,34,39,67,46,0,61,11,64
31,86,90,99,64,92,28,40,59,34,80,20,47,83,27,27,28,61,13,87,96,80,40,86,46,48,33,92,24,61,0,34,31
50,39,30,52,32,74,83,71,20,81,94,16,40,29,47,40,63,97,88,81,59,24,62,28,49,23,51,18,90,11,34,0,50
0,61,37,94,37,16,21,88,65,30,96,53,29,57,83,84,99,73,85,84,69,19,78,58,86,32,96,31,71,64,31,50,0
