60
0,2,4,4,2,1,2,4,4,2,3,2,4,4,3,1,2,2,3,4,2,2,3,1,2,1,1,2,3,1,3,1,1,4,1,2,3,2,1,2,4,1,3,3,3,1,4,4,4,3,3,4,4,4,1,3,2,1,1,2,2,0
0,55,85,79,73,96,92,39,100,41,81,36,36,67,72,19,43,92,31,52,48,45,96,69,70,81,23,63,94,78,69,84,26,80,27,89,73,22,94,18,100,97,29,64,83,42,95,25,32,75,30,48,84,39,80,14,42,90,67,92,75,0
55,0,69,38,45,74,49,15,12,84,60,64,57,83,19,53,15,90,15,51,91,29,59,12,66,48,50,31,16,99,82,76,33,58,30,66,55,28,96,39,67,61,69,73,14,60,10,71,62,64,42,55,81,59,28,99,87,81,19,78,69,55
85,69,0,38,51,41,100,17,45,86,79,30,95,53,16,32,10,49,41,12,32,71,73,35,81,12,15,56,27,27,31,65,12,62,78,55,85,68,84,25,77,25,69,98,37,43,38,55,50,62,95,86,85,39,29,39,54,95,87,57,55,85
79,38,38,0,36,78,76,32,12,52,50,13,68,94,75,63,76,46,40,36,50,46,14,58,32,48,24,41,10,29,55,75,80,91,31,15,10,100,41,37,77,93,30,86,77,82,68,17,61,51,72,13,47,90,24,17,65,93,70,31,46,79
73,45,51,36,0,100,81,60,23,11,34,61,74,84,54,56,41,47,42,79,34,51,86,65,81,32,63,58,11,92,61,46,72,27,95,43,16,27,98,20,43,39,48,24,89,19,76,13,27,79,49,34,11,97,96,57,78,93,98,74,48,73
96,74,41,78,100,0,17,27,30,80,21,32,79,62,32,65,99,28,23,96,30,25,73,95,89,16,95,38,71,62,76,17,40,10,36,87,59,69,16,40,84,19,97,24,39,73,44,34,43,91,85,49,54,13,60,67,66,56,21,81,28,96
92,49,100,76,81,17,0,33,91,90,56,46,96,82,72,99,81,67,30,34,55,97,45,64,18,77,47,33,60,99,16,71,41,86,77,29,30,29,49,98,32,88,40,34,67,75,15,50,34,20,26,69,51,90,78,40,35,20,48,64,41,92
39,15,17,32,60,27,33,0,28,90,95,19,76,36,70,73,92,37,66,30,90,67,66,42,17,90,68,20,65,61,56,13,95,83,66,71,79,22,99,69,81,50,52,82,51,99,90,16,20,22,52,20,65,97,80,73,24,12,75,89,79,39
100,12,45,12,23,30,91,28,0,85,81,63,47,96,28,89,63,46,45,72,59,72,43,99,15,61,67,18,33,61,100,77,29,58,85,96,85,22,43,94,69,63,62,24,54,29,30,41,25,60,73,17,77,47,75,37,76,43,21,92,23,100
41,84,86,52,11,80,90,90,85,0,14,40,27,34,85,40,22,77,28,55,61,76,21,86,58,23,43,56,92,24,79,49,38,80,71,67,94,71,76,19,94,67,46,26,87,86,33,76,50,11,49,46,59,36,51,40,18,10,40,79,43,41
81,60,79,50,34,21,56,95,81,14,0,26,30,82,57,68,26,98,13,65,24,56,78,53,33,15,35,68,51,20,71,69,82,97,19,55,58,18,20,54,92,39,39,59,59,25,86,70,75,43,68,31,68,89,80,90,90,19,35,10,71,81
36,64,30,13,61,32,46,19,63,40,26,0,89,35,53,44,58,98,54,19,94,80,89,69,97,60,71,79,55,65,41,80,50,84,30,38,51,24,15,63,79,99,39,90,97,73,12,19,55,41,70,92,33,46,58,72,54,56,72,88,77,36
36,57,95,68,74,79,96,76,47,27,30,89,0,49,98,67,87,24,68,27,36,89,99,87,21,42,76,62,41,90,14,57,83,89,72,38,21,73,20,57,85,84,10,12,48,43,47,68,49,12,75,62,66,96,29,86,26,83,40,78,59,36
67,83,53,94,84,62,82,36,96,34,82,35,49,0,41,53,46,37,60,100,31,84,79,80,21,59,64,94,62,82,73,85,34,92,74,35,89,48,11,40,61,56,79,82,21,51,57,75,92,90,13,33,76,20,78,76,17,78,81,62,37,67
72,19,16,75,54,32,72,70,28,85,57,53,98,41,0,68,20,50,76,84,32,13,74,97,54,39,38,89,11,42,59,14,91,98,14,67,99,90,63,79,52,58,60,42,42,71,90,15,77,42,26,93,91,49,17,97,44,59,21,59,87,72
19,53,32,63,56,65,99,73,89,40,68,44,67,53,68,0,35,66,62,26,17,17,56,13,26,96,98,25,73,24,64,94,10,19,36,63,20,69,76,38,49,69,45,34,38,92,95,77,55,69,87,66,64,94,88,81,56,66,39,27,54,19
43,15,10,76,41,99,81,92,63,22,26,58,87,46,20,35,0,80,30,35,90,72,67,39,60,88,10,96,46,71,19,25,31,88,46,27,36,88,28,44,22,44,80,26,28,95,89,91,94,82,26,24,97,84,94,94,37,85,19,50,36,43
92,90,49,46,47,28,67,37,46,77,98,98,24,37,50,66,80,0,49,58,49,16,75,76,82,60,15,37,92,85,61,23,49,97,42,35,90,72,26,98,90,17,67,100,30,80,97,21,48,26,13,71,12,61,33,49,18,37,86,60,79,92
31,15,41,40,42,23,30,66,45,28,13,54,68,60,76,62,30,49,0,26,62,75,62,21,38,11,46,47,69,67,62,99,85,78,45,14,33,24,75,78,59,94,92,69,89,35,15,87,46,18,15,45,92,20,77,61,89,90,52,48,62,31
52,51,12,36,79,96,34,30,72,55,65,19,27,100,84,26,35,58,26,0,36,44,93,78,35,28,62,77,90,34,66,28,29,57,94,41,71,74,93,76,53,54,94,30,99,65,12,84,100,25,62,16,85,93,98,25,84,37,47,29,88,52
48,91,32,50,34,30,55,90,59,61,24,94,36,31,32,17,90,49,62,36,0,76,82,29,94,75,69,60,74,97,73,97,29,28,97,27,90,92,67,83,79,61,90,62,22,91,25,73,82,52,90,32,44,99,82,25,22,12,30,69,22,48
45,29,71,46,51,25,97,67,72,76,56,80,89,84,13,17,72,16,75,44,76,0,36,83,55,38,90,98,93,24,54,59,52,80,80,54,75,30,22,30,10,88,23,60,53,30,82,37,79,56,49,13,69,86,97,27,72,73,75,65,79,45
96,59,73,14,86,73,45,66,43,21,78,89,99,79,74,56,67,75,62,93,82,36,0,24,27,29,64,28,21,36,78,77,91,53,73,52,58,94,12,37,74,21,100,89,21,24,84,30,92,97,99,76,42,85,75,12,12,99,33,39,52,96
69,12,35,58,65,95,64,42,99,86,53,69,87,80,97,13,39,76,21,78,29,83,24,0,81,70,83,30,83,11,41,95,49,16,82,76,47,60,34,30,91,98,28,24,97,40,24,61,52,86,85,64,98,73,66,20,17,21,89,86,49,69
