84
0,3,4,3,3,1,4,3,1,2,3,1,2,3,4,1,1,3,1,4,2,2,3,2,4,2,4,1,2,4,1,3,2,1,1,2,1,3,3,3,4,2,2,2,3,4,3,4,1,4,4,3,3,3,2,2,2,2,4,4,3,3,1,3,2,2,3,4,3,1,2,4,1,2,3,2,4,2,4,3,1,2,2,2,3,0
0,56,18,37,84,33,71,22,85,68,84,90,28,91,43,17,29,62,49,66,76,80,83,33,34,43,86,31,12,38,80,24,32,71,16,54,19,28,54,85,29,27,28,80,48,67,70,43,82,82,70,52,97,66,44,59,85,55,87,46,51,99,73,33,38,92,57,90,60,11,60,78,26,10,47,64,32,99,35,21,72,19,13,54,88,0
56,0,65,61,39,85,64,97,33,16,88,51,17,48,90,60,98,68,24,20,35,90,15,16,54,85,42,25,14,17,81,87,12,77,71,79,12,69,36,59,78,27,65,64,49,67,51,84,66,100,31,62,16,43,60,28,49,69,82,90,43,79,97,96,74,35,69,49,84,33,74,47,45,88,76,96,82,96,46,68,80,74,55,90,60,56
18,65,0,50,40,75,90,51,18,64,47,84,32,22,89,64,88,94,46,24,14,41,60,23,28,67,41,57,90,68,81,83,53,80,54,100,67,76,93,23,70,97,63,34,11,69,52,13,97,31,74,93,94,16,75,41,97,42,65,54,97,36,21,47,36,76,72,53,46,50,36,46,69,12,85,35,33,65,29,52,44,65,78,94,79,18
37,61,50,0,63,74,21,71,100,40,89,69,32,71,35,51,88,85,60,100,37,12,37,76,33,89,69,33,22,12,80,82,100,56,95,50,63,45,32,24,80,66,11,44,13,37,42,56,51,22,21,24,53,78,54,41,12,12,21,88,39,96,69,99,43,68,99,51,39,21,47,72,22,98,12,46,90,79,44,72,70,95,68,21,88,37
84,39,40,63,0,67,85,41,71,12,23,85,72,77,59,44,69,36,22,50,95,35,27,81,20,11,80,72,32,82,80,81,28,90,35,92,59,68,24,41,86,85,94,91,67,23,63,38,53,10,71,68,54,73,33,10,94,32,57,62,82,61,34,90,21,78,35,78,54,36,64,73,36,10,92,84,97,99,53,98,92,15,57,95,48,84
33,85,75,74,67,0,85,28,53,45,47,69,62,81,92,51,63,14,27,18,65,43,37,26,47,76,90,64,14,54,56,46,96,28,66,85,30,15,70,17,30,57,69,64,89,63,89,63,35,48,26,67,38,62,19,76,56,30,81,76,20,91,44,81,52,92,23,88,29,74,41,22,17,49,27,74,23,78,91,22,48,55,77,40,18,33
71,64,90,21,85,85,0,73,92,86,52,90,84,66,88,31,19,65,25,46,49,100,95,39,77,31,20,44,91,80,62,49,41,82,65,17,67,78,64,96,39,48,16,89,18,26,57,38,78,67,30,25,72,23,86,73,64,90,92,75,90,38,97,71,61,100,62,59,54,78,28,88,13,57,58,24,23,16,97,71,76,91,75,99,46,71
22,97,51,71,41,28,73,0,93,41,88,74,59,96,70,94,38,72,45,49,98,49,13,11,49,24,40,61,41,78,63,62,43,49,92,21,92,80,51,99,46,33,12,95,92,65,17,73,95,63,39,90,25,18,51,73,86,55,24,10,94,29,95,76,81,47,42,72,42,14,98,28,55,15,73,22,22,77,62,79,37,25,48,84,65,22
85,33,18,100,71,53,92,93,0,83,81,47,32,30,22,35,24,73,83,61,77,16,20,77,24,48,67,96,71,94,96,48,25,54,59,30,13,57,36,31,53,75,81,11,29,85,12,13,35,86,75,23,89,58,33,97,38,86,36,83,67,22,51,73,99,22,43,66,38,68,94,85,100,94,46,100,75,94,87,42,54,16,49,73,86,85
68,16,64,40,12,45,86,41,83,0,24,48,30,63,17,50,89,84,57,92,95,54,40,41,32,31,97,97,15,80,44,87,73,19,83,41,66,43,84,31,46,11,31,35,57,10,68,28,74,92,37,81,22,74,44,34,43,15,98,64,38,73,22,39,24,56,68,36,17,40,88,79,23,41,49,21,28,53,18,19,76,58,67,74,100,68
84,88,47,89,23,47,52,88,81,24,0,90,80,97,95,90,96,49,73,33,94,71,58,87,98,65,60,56,53,46,22,44,58,90,57,25,52,35,52,16,93,47,86,95,49,29,61,64,70,83,78,57,73,95,54,58,60,64,46,57,96,54,40,56,60,45,39,92,79,50,39,72,12,42,71,25,54,45,94,16,58,85,36,100,48,84
90,51,84,69,85,69,90,74,47,48,90,0,27,39,11,30,13,29,54,20,58,91,53,82,86,53,39,37,27,23,78,42,45,29,33,74,58,63,54,30,46,24,61,73,54,55,89,94,99,89,94,17,48,43,21,86,60,49,19,60,67,32,34,75,33,55,91,57,23,96,46,21,30,85,71,54,10,29,86,45,46,81,64,60,19,90
28,17,32,32,72,62,84,59,32,30,80,27,0,59,65,38,12,62,58,97,56,91,31,24,18,42,75,93,49,77,78,30,88,34,66,86,75,69,86,57,52,84,91,48,60,74,44,24,90,80,10,55,95,50,89,72,42,61,18,67,52,34,21,52,44,83,93,63,39,69,96,26,84,42,36,87,10,23,41,22,95,81,92,43,64,28
91,48,22,71,77,81,66,96,30,63,97,39,59,0,97,11,38,19,20,62,42,87,43,30,85,34,22,50,73,13,30,23,56,97,92,21,28,24,80,60,98,31,69,65,18,36,70,97,40,77,78,100,18,10,68,54,53,12,61,56,55,85,22,71,75,89,40,48,90,83,24,23,72,78,88,99,56,94,93,89,40,84,28,54,14,91
43,90,89,35,59,92,88,70,22,17,95,11,65,97,0,50,71,26,93,50,88,59,83,22,83,93,65,69,40,29,23,94,86,82,35,92,64,34,74,12,45,26,45,37,42,29,23,65,54,27,70,74,69,35,67,81,98,40,52,40,94,58,92,15,40,93,89,38,23,57,89,77,69,36,16,79,53,73,12,92,73,63,20,55,100,43
17,60,64,51,44,51,31,94,35,50,90,30,38,11,50,0,78,19,25,32,22,26,90,88,53,64,44,91,95,20,49,30,54,81,78,45,41,88,83,36,84,40,80,46,67,90,27,48,92,30,43,49,58,40,17,85,35,62,32,86,33,72,41,78,23,56,85,64,16,48,78,34,84,36,92,15,100,56,38,48,72,29,68,92,91,17
29,98,88,88,69,63,19,38,24,89,96,13,12,38,71,78,0,16,54,35,42,89,52,100,48,85,21,90,62,91,53,30,24,85,15,74,55,22,67,79,28,42,68,60,92,53,25,51,40,78,36,38,37,16,37,49,80,19,78,100,99,81,45,95,86,71,38,94,77,79,90,43,85,80,75,76,11,30,55,85,29,84,72,38,22,29
62,68,94,85,36,14,65,72,73,84,49,29,62,19,26,19,16,0,97,56,80,29,67,79,95,91,32,63,42,12,58,45,83,12,17,67,92,22,20,87,77,90,37,85,48,57,39,87,22,88,59,72,15,96,60,13,60,38,100,67,25,86,35,100,34,40,70,19,100,45,40,90,78,26,41,77,66,50,73,74,35,82,72,93,36,62
49,24,46,60,22,27,25,45,83,57,73,54,58,20,93,25,54,97,0,42,92,92,57,66,88,92,31,89,80,99,25,36,24,30,55,17,35,51,26,26,99,63,82,17,86,57,78,51,97,25,91,35,17,46,88,21,13,59,24,22,17,82,97,56,56,46,13,23,87,55,69,55,45,19,55,11,53,72,31,46,59,14,85,10,31,49
66,20,24,100,50,18,46,49,61,92,33,20,97,62,50,32,35,56,42,0,49,91,29,57,67,21,67,96,64,35,37,53,19,13,68,87,84,23,95,24,91,53,51,38,62,94,84,18,56,67,71,55,44,29,53,92,61,63,40,93,59,67,46,22,99,28,65,52,51,80,83,17,43,51,99,68,38,34,95,24,33,79,62,58,69,66
76,35,14,37,95,65,49,98,77,95,94,58,56,42,88,22,42,80,92,49,0,37,10,89,76,71,30,68,55,40,50,77,25,71,65,24,49,45,64,25,51,65,86,83,35,61,90,44,53,95,94,99,51,90,55,37,20,73,34,34,59,52,80,50,63,90,19,15,57,81,44,93,18,57,75,13,58,14,41,60,36,41,74,51,17,76
80,90,41,12,35,43,100,49,16,54,71,91,91,87,59,26,89,29,92,91,37,0,83,86,22,75,45,98,67,20,51,27,60,15,94,56,25,51,90,96,19,74,100,26,72,37,94,76,65,57,66,61,41,96,56,31,27,54,77,42,12,21,45,34,43,30,94,85,43,46,57,41,42,75,71,93,58,46,42,42,31,45,17,32,93,80
83,15,60,37,27,37,95,13,20,40,58,53,31,43,83,90,52,67,57,29,10,83,0,75,75,88,29,27,45,26,76,96,78,23,84,29,81,61,45,94,70,58,79,74,25,73,93,73,35,33,61,22,93,44,85,38,31,61,34,53,46,72,31,11,36,53,54,40,38,94,95,78,43,19,22,31,22,85,52,20,13,61,10,28,51,83
33,16,23,76,81,26,39,11,77,41,87,82,24,30,22,88,100,79,66,57,89,86,75,0,45,15,58,95,75,66,79,95,23,10,99,79,62,67,69,78,69,24,56,52,85,49,48,66,47,77,46,56,18,74,74,78,36,35,45,81,19,79,40,31,58,50,68,84,15,41,32,73,99,26,55,21,63,72,17,86,46,33,92,52,41,33
34,54,28,33,20,47,77,49,24,32,98,86,18,85,83,53,48,95,88,67,76,22,75,45,0,33,14,85,64,79,71,46,50,100,25,26,18,28,91,73,35,39,58,36,65,30,99,47,77,16,19,68,66,45,47,47,69,93,35,92,21,49,59,10,90,38,66,58,18,68,14,98,92,14,17,46,78,54,68,62,41,100,99,72,40,34
43,85,67,89,11,76,31,24,48,31,65,53,42,34,93,64,85,91,92,21,71,75,88,15,33,0,69,97,84,42,15,69,50,49,18,40,70,68,85,35,13,60,51,36,61,24,35,36,36,17,18,93,36,90,81,58,99,25,64,52,21,52,33,46,99,30,13,43,84,37,14,12,81,16,89,84,35,69,51,41,43,43,84,76,73,43
86,42,41,69,80,90,20,40,67,97,60,39,75,22,65,44,21,32,31,67,30,45,29,58,14,69,0,70,67,13,21,31,23,71,16,93,69,31,37,89,12,58,69,65,85,89,47,68,58,52,100,99,39,70,87,44,64,38,87,69,14,23,44,17,22,64,59,61,100,16,82,14,95,50,61,85,88,52,38,53,82,40,42,44,88,86
31,25,57,33,72,64,44,61,96,97,56,37,93,50,69,91,90,63,89,96,68,98,27,95,85,97,70,0,38,100,59,89,33,23,23,58,96,75,90,100,67,23,93,50,47,52,74,91,64,66,13,57,52,83,14,35,98,56,12,56,17,13,77,80,69,76,66,91,63,29,40,56,88,62,86,48,31,76,68,23,91,14,94,69,63,31
12,14,90,22,32,14,91,41,71,15,53,27,49,73,40,95,62,42,80,64,55,67,45,75,64,84,67,38,0,58,36,13,80,67,31,56,79,49,52,22,36,73,44,52,23,76,81,93,95,53,39,67,87,91,73,41,21,35,78,79,17,58,16,84,13,56,79,48,19,63,59,50,100,82,72,89,32,62,82,25,97,32,24,73,65,12
38,17,68,12,82,54,80,78,94,80,46,23,77,13,29,20,91,12,99,35,40,20,26,66,79,42,13,100,58,0,33,82,40,27,27,14,40,71,43,26,98,35,42,22,98,39,13,42,22,65,19,62,31,30,44,93,61,39,53,55,16,40,62,47,28,62,91,82,85,68,55,100,25,44,65,23,61,47,69,47,66,50,19,56,44,38
80,81,81,80,80,56,62,63,96,44,22,78,78,30,23,49,53,58,25,37,50,51,76,79,71,15,21,59,36,33,0,42,61,48,45,53,47,15,86,49,60,33,22,65,54,19,78,55,93,86,21,11,65,64,44,69,33,97,43,83,66,62,99,33,20,72,59,73,64,90,10,35,53,91,89,67,48,93,63,61,21,32,14,73,56,80
24,87,83,82,81,46,49,62,48,87,44,42,30,23,94,30,30,45,36,53,77,27,96,95,46,69,31,89,13,82,42,0,89,38,44,64,94,84,93,68,99,24,53,92,93,67,51,10,33,63,34,94,68,93,38,74,45,59,24,96,32,28,97,44,23,27,73,87,10,38,26,76,61,54,88,87,13,19,91,63,97,40,80,59,37,24
32,12,53,100,28,96,41,43,25,73,58,45,88,56,86,54,24,83,24,19,25,60,78,23,50,50,23,33,80,40,61,89,0,72,62,38,36,83,56,60,52,83,30,76,79,85,84,66,83,69,82,31,74,44,61,48,63,74,74,61,79,27,34,37,54,36,11,55,87,44,49,21,77,67,61,36,57,73,75,48,76,86,97,23,99,32
71,77,80,56,90,28,82,49,54,19,90,29,34,97,82,81,85,12,30,13,71,15,23,10,100,49,71,23,67,27,48,38,72,0,27,57,22,30,22,92,22,95,77,32,82,61,74,80,80,87,15,85,20,31,70,31,84,12,19,56,31,32,81,75,23,30,69,70,82,86,15,74,10,87,53,11,55,94,65,99,57,86,44,64,94,71
16,71,54,95,35,66,65,92,59,83,57,33,66,92,35,78,15,17,55,68,65,94,84,99,25,18,16,23,31,27,45,44,62,27,0,15,36,63,37,75,32,79,76,84,60,58,38,79,93,74,14,91,29,65,93,34,60,17,46,39,71,96,25,63,46,36,38,84,47,96,57,40,46,81,55,11,81,100,10,63,57,30,36,91,61,16
54,79,100,50,92,85,17,21,30,41,25,74,86,21,92,45,74,67,17,87,24,56,29,79,26,40,93,58,56,14,53,64,38,57,15,0,27,99,66,95,56,90,42,52,80,42,74,80,91,78,87,97,54,38,67,72,75,13,65,81,87,20,47,82,83,36,23,29,55,96,54,45,13,43,37,10,69,33,46,31,15,66,26,41,56,54
19,12,67,63,59,30,67,92,13,66,52,58,75,28,64,41,55,92,35,84,49,25,81,62,18,70,69,96,79,40,47,94,36,22,36,27,0,31,98,37,27,19,56,62,69,78,19,41,71,40,45,61,85,27,74,56,30,59,24,77,100,42,35,82,35,84,30,69,35,79,34,54,83,56,89,82,34,95,74,26,54,57,22,96,48,19
28,69,76,45,68,15,78,80,57,43,35,63,69,24,34,88,22,22,51,23,45,51,61,67,28,68,31,75,49,71,15,84,83,30,63,99,31,0,50,47,17,62,21,77,22,100,97,48,52,86,66,59,27,100,31,48,71,36,25,62,22,49,40,97,20,95,37,83,67,84,50,52,66,77,47,69,73,59,51,61,51,74,37,11,57,28
54,36,93,32,24,70,64,51,36,84,52,54,86,80,74,83,67,20,26,95,64,90,45,69,91,85,37,90,52,43,86,93,56,22,37,66,98,50,0,25,13,42,51,93,54,17,73,72,100,80,52,70,71,100,23,79,85,38,60,72,67,54,22,87,32,64,30,91,59,13,36,81,63,99,47,11,91,16,71,71,98,78,13,99,17,54
85,59,23,24,41,17,96,99,31,31,16,30,57,60,12,36,79,87,26,24,25,96,94,78,73,35,89,100,22,26,49,68,60,92,75,95,37,47,25,0,62,22,87,10,32,22,67,46,50,23,50,23,20,36,85,45,37,73,92,79,93,69,67,74,87,43,31,84,86,60,65,51,53,28,78,15,23,87,21,27,60,93,22,12,23,85
29,78,70,80,86,30,39,46,53,46,93,46,52,98,45,84,28,77,99,91,51,19,70,69,35,13,12,67,36,98,60,99,52,22,32,56,27,17,13,62,0,53,36,88,72,79,57,93,12,55,38,50,11,25,99,77,55,15,56,70,75,66,68,48,66,19,58,11,18,18,87,88,67,79,82,42,70,19,41,72,52,17,98,22,48,29
27,27,97,66,85,57,48,33,75,11,47,24,84,31,26,40,42,90,63,53,65,74,58,24,39,60,58,23,73,35,33,24,83,95,79,90,19,62,42,22,53,0,80,96,10,33,85,12,30,59,28,92,78,71,12,67,39,95,47,71,88,100,38,81,95,56,48,52,19,61,20,54,68,70,15,79,50,29,87,67,89,100,80,74,40,27
28,65,63,11,94,69,16,12,81,31,86,61,91,69,45,80,68,37,82,51,86,100,79,56,58,51,69,93,44,42,22,53,30,77,76,42,56,21,51,87,36,80,0,60,93,96,95,82,68,83,33,19,13,94,39,45,78,96,18,73,22,96,31,85,77,40,87,98,73,63,59,42,61,63,76,36,73,67,69,41,66,69,40,52,31,28
