68
0,3,4,3,4,2,2,2,1,4,2,2,1,3,4,1,1,1,3,1,3,3,1,1,4,1,2,3,4,1,4,4,3,3,1,4,2,1,3,2,3,1,2,1,3,1,1,1,1,3,4,1,3,2,4,1,3,1,3,2,3,3,4,3,4,1,1,3,1,0
0,31,23,73,45,15,13,96,15,92,21,75,45,52,42,72,62,96,26,32,70,18,97,18,14,37,80,19,92,73,24,14,82,16,96,77,75,37,55,20,33,27,72,87,24,34,73,60,91,43,42,15,46,61,23,10,88,83,36,31,44,32,67,81,66,28,15,59,13,0
31,0,19,100,63,52,57,53,94,92,74,39,75,38,39,10,60,11,86,62,11,27,71,49,75,24,44,24,39,53,95,55,12,77,91,92,38,27,19,57,94,99,41,65,64,46,17,72,51,96,88,17,41,93,57,100,82,16,14,71,59,100,83,65,82,66,80,68,71,31
23,19,0,20,51,26,22,96,47,58,78,74,25,68,68,46,14,83,93,33,79,67,85,57,91,84,86,99,37,30,64,71,16,67,23,17,43,81,22,62,19,49,18,75,41,98,35,39,73,96,32,96,51,92,78,90,42,47,75,29,41,40,16,42,72,30,40,60,35,23
73,100,20,0,26,87,52,100,96,16,98,24,50,75,22,66,19,57,89,49,60,39,97,48,85,45,58,73,45,61,59,60,11,19,82,73,49,20,29,48,63,49,59,67,21,94,61,81,80,49,33,39,94,19,81,71,51,29,32,32,13,58,66,34,61,83,28,56,12,73
45,63,51,26,0,20,13,57,19,84,14,87,64,63,53,24,56,93,19,40,24,31,71,57,96,34,32,24,62,64,71,85,82,100,23,78,25,15,100,80,91,55,55,72,55,18,54,94,71,76,71,52,76,79,72,35,50,78,72,68,69,83,48,18,37,55,80,51,67,45
15,52,26,87,20,0,38,63,86,42,100,63,75,78,85,21,64,72,12,30,98,33,35,54,60,78,14,41,70,11,62,60,72,35,97,30,40,56,88,44,27,83,36,62,15,25,56,42,47,22,35,42,73,53,56,85,93,14,87,97,29,23,42,74,31,72,37,37,80,15
13,57,22,52,13,38,0,26,30,48,57,70,94,90,89,77,96,100,88,77,99,76,34,47,91,87,37,84,50,85,86,44,75,64,93,26,92,20,78,99,19,70,97,74,44,27,25,63,52,19,98,20,51,76,46,41,96,63,14,87,40,74,39,95,86,68,85,88,35,13
96,53,96,100,57,63,26,0,84,63,54,63,31,45,67,26,27,15,21,89,21,42,74,10,14,22,34,91,67,30,80,96,97,32,14,96,96,51,72,20,52,33,64,58,98,38,69,64,23,36,33,88,10,67,88,86,54,22,39,91,74,23,40,15,90,60,17,38,61,96
15,94,47,96,19,86,30,84,0,49,59,73,37,85,41,10,40,74,82,15,19,70,42,80,89,31,93,88,17,48,48,45,71,74,27,26,53,95,90,45,40,32,74,75,73,29,79,26,48,31,98,65,18,99,76,58,57,31,40,48,10,59,31,78,88,54,41,69,33,15
