66
0,1,3,3,4,4,3,1,4,1,1,3,1,2,2,2,4,3,4,2,3,3,1,2,1,4,2,4,3,1,3,3,2,4,1,4,4,3,2,1,4,1,3,3,4,4,4,3,1,4,2,2,4,2,4,1,1,4,4,3,1,3,2,1,1,3,4,0
0,86,72,76,15,69,47,80,55,93,74,48,81,23,15,58,29,73,25,88,25,55,43,27,29,49,95,89,41,10,57,55,47,15,74,10,41,29,86,51,39,98,93,41,73,66,97,56,71,97,44,24,19,45,80,27,15,37,63,37,44,26,31,98,42,84,31,0
86,0,65,22,81,74,99,92,56,12,32,96,28,49,72,23,43,42,65,27,39,15,11,60,10,69,19,35,97,77,15,37,84,12,87,32,91,92,17,36,45,94,89,13,41,54,26,13,74,65,25,94,34,76,32,55,71,27,16,72,71,46,27,11,98,82,36,86
72,65,0,87,18,44,90,45,99,23,100,87,17,20,67,63,13,58,46,58,34,13,40,54,82,33,43,56,78,46,66,84,56,73,61,24,80,90,21,49,96,50,42,45,95,13,21,75,32,65,14,58,45,24,20,39,66,32,16,26,66,22,22,63,84,17,77,72
76,22,87,0,10,95,98,63,41,35,74,48,65,53,51,70,94,99,10,74,42,13,79,38,17,65,36,58,17,23,43,99,23,40,36,79,18,77,87,71,77,98,54,56,52,91,64,54,44,64,11,22,77,28,59,92,60,55,45,86,17,91,56,36,34,84,70,76
15,81,18,10,0,99,65,91,81,61,66,57,30,81,30,74,20,86,29,56,81,10,29,17,51,41,92,96,75,89,80,18,35,95,38,88,80,76,40,19,13,42,100,48,16,73,30,81,71,46,69,25,46,97,19,83,12,35,45,69,31,87,35,96,62,35,54,15
69,74,44,95,99,0,31,46,77,69,42,30,77,100,43,92,79,100,98,30,64,41,98,35,11,46,77,51,12,18,50,54,70,60,61,95,22,79,36,19,55,77,100,95,83,67,41,22,53,36,14,23,25,45,81,94,90,48,92,56,67,32,74,41,11,25,45,69
47,99,90,98,65,31,0,92,62,32,69,12,87,42,62,43,80,25,81,17,37,43,24,38,39,36,84,36,78,69,40,73,59,81,12,82,90,18,15,74,77,25,35,39,61,29,58,18,99,58,58,43,45,72,49,15,53,64,11,31,30,74,29,13,59,46,97,47
80,92,45,63,91,46,92,0,90,22,97,20,96,45,73,79,75,40,75,53,29,94,45,78,33,32,76,47,96,99,57,98,76,86,24,80,53,54,69,87,58,47,11,37,38,94,99,20,13,28,73,11,20,59,86,40,62,39,34,63,81,50,70,60,85,91,82,80
55,56,99,41,81,77,62,90,0,29,100,24,70,81,84,100,78,78,27,97,63,26,92,28,47,78,30,82,58,94,37,50,33,10,20,35,74,18,28,99,90,88,73,72,47,26,72,12,39,59,75,53,25,81,55,55,23,69,98,15,83,19,36,68,43,27,45,55
