42
0,3,4,2,2,2,3,2,4,1,3,2,4,4,1,1,2,3,3,1,3,3,4,1,2,3,3,1,3,1,3,3,1,4,1,2,3,4,3,1,4,3,4,0
0,50,55,87,78,65,24,24,46,40,44,94,74,50,77,70,32,84,29,59,13,58,25,93,63,69,29,77,84,26,94,23,93,58,22,81,13,96,100,77,38,25,71,0
50,0,53,47,73,75,56,13,52,75,15,86,25,68,93,47,100,84,53,37,85,12,36,48,38,73,35,94,81,35,71,54,23,53,92,83,17,43,10,73,54,93,38,50
55,53,0,62,44,79,46,66,81,95,83,16,32,75,91,18,11,60,33,16,82,74,46,92,77,74,61,63,25,86,53,31,63,97,35,53,69,41,87,81,94,50,23,55
87,47,62,0,79,80,99,26,49,51,28,93,24,94,53,26,94,59,22,78,85,19,70,49,27,16,52,99,72,37,44,62,94,41,72,76,71,46,34,65,23,92,74,87
78,73,44,79,0,84,94,52,67,32,80,64,81,44,86,90,81,59,20,97,41,39,80,19,67,31,76,23,84,65,13,73,83,64,51,27,93,47,33,87,24,57,74,78
65,75,79,80,84,0,52,24,18,63,79,68,12,67,24,39,75,89,54,28,85,67,75,93,45,49,97,68,23,13,11,56,53,64,58,75,85,78,95,65,36,31,44,65
24,56,46,99,94,52,0,81,50,70,92,85,89,32,98,64,87,96,93,47,65,38,88,87,51,27,45,65,30,100,57,76,47,50,55,53,59,79,42,77,29,19,61,24
24,13,66,26,52,24,81,0,68,63,57,49,48,12,41,71,45,61,73,34,69,45,63,94,100,68,58,99,78,29,42,89,23,31,47,89,71,90,91,89,90,57,11,24
46,52,81,49,67,18,50,68,0,39,34,47,47,94,51,61,69,89,62,78,53,57,61,18,21,45,96,47,36,81,16,76,32,56,25,24,28,21,45,63,27,65,91,46
40,75,95,51,32,63,70,63,39,0,26,15,79,88,27,14,68,85,54,23,87,57,51,22,80,22,78,75,29,51,47,40,73,11,43,30,71,11,51,94,76,42,85,40
44,15,83,28,80,79,92,57,34,26,0,39,89,22,57,59,76,17,33,39,48,20,71,47,56,34,84,56,49,71,64,33,85,21,19,21,71,65,62,40,20,18,43,44
94,86,16,93,64,68,85,49,47,15,39,0,83,97,58,100,92,54,81,81,57,84,91,73,80,28,42,100,96,73,27,72,43,43,64,35,28,35,39,35,40,78,60,94
74,25,32,24,81,12,89,48,47,79,89,83,0,62,50,18,71,15,70,61,25,48,44,86,43,28,31,62,10,64,77,28,68,25,83,14,57,45,22,23,59,17,44,74
50,68,75,94,44,67,32,12,94,88,22,97,62,0,38,69,70,71,90,86,66,16,65,19,27,13,38,30,72,99,30,59,39,14,51,97,86,40,95,46,27,83,98,50
77,93,91,53,86,24,98,41,51,27,57,58,50,38,0,99,36,62,61,85,31,17,100,10,76,40,30,40,47,83,86,66,97,35,56,85,44,58,98,40,40,91,37,77
70,47,18,26,90,39,64,71,61,14,59,100,18,69,99,0,68,98,25,98,56,51,67,84,44,78,100,22,75,85,31,25,27,56,93,64,10,57,19,44,61,51,13,70
32,100,11,94,81,75,87,45,69,68,76,92,71,70,36,68,0,97,71,14,30,50,34,74,69,94,14,62,43,83,66,68,68,79,98,77,82,23,47,41,62,13,30,32
84,84,60,59,59,89,96,61,89,85,17,54,15,71,62,98,97,0,75,94,22,93,78,90,25,95,12,23,34,34,59,96,14,86,13,99,73,87,47,14,32,67,61,84
29,53,33,22,20,54,93,73,62,54,33,81,70,90,61,25,71,75,0,75,48,46,73,20,68,82,68,54,29,55,66,81,94,98,16,33,58,67,41,90,17,86,46,29
59,37,16,78,97,28,47,34,78,23,39,81,61,86,85,98,14,94,75,0,66,37,45,34,98,78,66,63,70,90,14,95,93,72,43,66,34,65,23,76,98,71,57,59
13,85,82,85,41,85,65,69,53,87,48,57,25,66,31,56,30,22,48,66,0,51,84,16,86,77,14,70,62,40,98,55,78,48,31,86,99,78,24,36,44,14,11,13
58,12,74,19,39,67,38,45,57,57,20,84,48,16,17,51,50,93,46,37,51,0,37,24,35,62,27,84,40,100,39,77,67,30,39,76,81,14,31,36,96,75,83,58
25,36,46,70,80,75,88,63,61,51,71,91,44,65,100,67,34,78,73,45,84,37,0,33,48,39,47,29,94,12,50,72,96,61,17,86,20,42,75,14,53,66,39,25
93,48,92,49,19,93,87,94,18,22,47,73,86,19,10,84,74,90,20,34,16,24,33,0,91,26,42,40,75,100,80,45,33,54,90,68,24,86,74,81,14,23,33,93
63,38,77,27,67,45,51,100,21,80,56,80,43,27,76,44,69,25,68,98,86,35,48,91,0,49,56,76,44,21,23,89,50,25,67,32,38,64,58,60,25,84,51,63
69,73,74,16,31,49,27,68,45,22,34,28,28,13,40,78,94,95,82,78,77,62,39,26,49,0,69,38,63,82,96,47,29,38,20,46,88,13,76,58,52,41,31,69
29,35,61,52,76,97,45,58,96,78,84,42,31,38,30,100,14,12,68,66,14,27,47,42,56,69,0,94,76,80,92,14,23,66,49,12,65,26,17,87,95,92,80,29
77,94,63,99,23,68,65,99,47,75,56,100,62,30,40,22,62,23,54,63,70,84,29,40,76,38,94,0,15,37,89,72,57,46,35,75,37,69,47,39,89,29,59,77
84,81,25,72,84,23,30,78,36,29,49,96,10,72,47,75,43,34,29,70,62,40,94,75,44,63,76,15,0,59,12,83,28,12,77,21,82,53,99,97,94,38,38,84
26,35,86,37,65,13,100,29,81,51,71,73,64,99,83,85,83,34,55,90,40,100,12,100,21,82,80,37,59,0,76,40,35,57,31,33,10,40,42,79,19,65,11,26
94,71,53,44,13,11,57,42,16,47,64,27,77,30,86,31,66,59,66,14,98,39,50,80,23,96,92,89,12,76,0,61,28,40,12,20,98,19,23,70,16,42,76,94
23,54,31,62,73,56,76,89,76,40,33,72,28,59,66,25,68,96,81,95,55,77,72,45,89,47,14,72,83,40,61,0,40,80,65,49,96,77,67,98,68,52,27,23
93,23,63,94,83,53,47,23,32,73,85,43,68,39,97,27,68,14,94,93,78,67,96,33,50,29,23,57,28,35,28,40,0,46,74,30,14,45,33,75,63,68,80,93
58,53,97,41,64,64,50,31,56,11,21,43,25,14,35,56,79,86,98,72,48,30,61,54,25,38,66,46,12,57,40,80,46,0,84,20,49,53,25,22,91,43,42,58
22,92,35,72,51,58,55,47,25,43,19,64,83,51,56,93,98,13,16,43,31,39,17,90,67,20,49,35,77,31,12,65,74,84,0,30,79,88,68,74,54,96,72,22
81,83,53,76,27,75,53,89,24,30,21,35,14,97,85,64,77,99,33,66,86,76,86,68,32,46,12,75,21,33,20,49,30,20,30,0,19,61,39,44,82,36,36,81
13,17,69,71,93,85,59,71,28,71,71,28,57,86,44,10,82,73,58,34,99,81,20,24,38,88,65,37,82,10,98,96,14,49,79,19,0,62,12,38,98,11,37,13
96,43,41,46,47,78,79,90,21,11,65,35,45,40,58,57,23,87,67,65,78,14,42,86,64,13,26,69,53,40,19,77,45,53,88,61,62,0,41,81,70,28,62,96
100,10,87,34,33,95,42,91,45,51,62,39,22,95,98,19,47,47,41,23,24,31,75,74,58,76,17,47,99,42,23,67,33,25,68,39,12,41,0,24,65,22,28,100
77,73,81,65,87,65,77,89,63,94,40,35,23,46,40,44,41,14,90,76,36,36,14,81,60,58,87,39,97,79,70,98,75,22,74,44,38,81,24,0,94,51,80,77
