112
0,2,1,1,3,4,3,3,2,3,4,4,1,2,3,3,3,2,3,3,1,1,2,2,3,2,3,4,4,2,2,2,3,1,4,3,4,1,2,4,1,2,4,4,4,3,1,4,4,2,4,4,4,1,3,2,4,1,4,2,1,4,2,1,3,4,3,1,4,4,3,4,1,1,4,3,1,2,1,2,4,3,3,2,4,2,1,1,4,2,3,4,3,4,1,4,3,1,1,2,1,3,1,3,3,2,4,2,3,4,2,1,2,0
0,29,11,32,97,72,59,22,41,91,90,18,56,11,31,15,84,58,97,79,22,83,28,13,98,26,22,18,42,34,45,30,93,23,27,29,100,62,19,33,98,33,65,64,50,69,33,18,11,50,36,36,78,76,76,41,41,81,28,77,20,59,55,88,28,12,100,86,23,11,37,29,49,11,92,18,64,29,38,18,59,73,23,93,79,47,55,74,73,48,87,55,74,90,77,63,70,26,13,78,96,72,33,70,56,13,39,74,89,39,30,40,64,0
29,0,39,41,34,45,15,84,46,16,83,49,42,68,10,13,37,73,84,51,26,29,30,63,31,29,60,32,75,15,69,40,89,82,60,68,66,34,93,86,49,89,60,95,34,96,72,92,33,57,72,72,54,89,62,93,72,73,57,57,88,99,42,46,61,80,21,86,76,100,28,32,66,18,83,33,61,64,37,92,60,85,15,30,77,39,89,32,94,76,61,48,72,83,19,78,35,48,64,40,64,84,62,99,24,95,88,59,90,71,45,14,49,29
11,39,0,48,15,40,79,23,16,39,18,76,35,82,42,34,48,39,30,36,11,16,74,51,34,24,78,10,79,31,86,46,15,46,48,81,97,52,87,26,43,14,56,57,86,15,41,20,96,60,88,29,75,40,28,88,96,77,57,49,11,43,19,17,21,40,62,14,72,18,27,20,14,100,50,12,82,24,39,38,10,14,68,98,19,32,68,88,72,15,62,11,96,16,86,96,78,28,67,84,97,38,73,81,88,58,17,73,85,30,85,35,71,11
32,41,48,0,54,22,19,17,23,65,74,55,27,19,34,74,98,60,26,50,57,39,30,20,23,32,15,72,74,89,13,39,30,62,75,75,22,94,74,64,52,78,86,82,79,99,68,63,79,55,13,52,61,34,87,66,46,57,95,50,57,34,95,73,77,35,57,60,37,19,41,48,39,67,34,81,92,42,34,56,59,100,50,30,74,47,53,26,88,16,29,72,12,89,96,48,49,77,74,79,81,55,42,78,59,69,32,13,55,60,22,41,34,32
97,34,15,54,0,93,33,93,23,63,89,62,52,81,92,82,68,37,11,16,89,85,62,16,10,13,76,25,13,70,17,100,82,39,83,74,25,98,32,62,92,76,96,35,35,51,22,52,59,48,79,17,69,73,24,89,89,10,19,30,44,50,81,28,24,49,23,74,24,69,67,13,34,22,32,100,84,53,57,66,56,94,35,96,26,33,65,47,84,61,79,50,21,98,19,80,10,68,100,25,68,25,53,35,60,73,65,75,36,90,82,99,91,97
72,45,40,22,93,0,28,17,19,54,29,99,93,30,64,67,70,86,22,51,41,27,42,84,11,70,89,58,40,62,93,23,49,45,92,87,28,98,62,34,86,53,47,43,51,39,85,26,48,90,16,67,56,12,53,33,36,42,34,95,51,61,36,86,83,58,59,97,20,16,21,56,45,42,20,87,100,65,28,18,45,38,96,85,66,100,85,21,61,90,95,53,54,71,27,27,13,13,87,72,25,48,26,19,61,40,96,82,18,31,93,75,89,72
59,15,79,19,33,28,0,18,50,82,25,28,67,86,63,81,47,54,73,24,24,86,42,22,44,46,48,19,60,70,59,78,48,52,99,93,13,75,72,34,41,85,85,43,61,96,72,29,68,74,36,44,37,39,24,42,61,76,53,87,10,29,38,94,49,78,20,49,19,36,28,48,77,83,29,36,18,84,29,69,87,53,87,26,62,96,36,52,16,17,33,29,10,60,38,17,10,82,86,64,19,41,25,24,89,32,86,10,84,69,93,18,22,59
22,84,23,17,93,17,18,0,25,36,56,45,99,48,61,68,84,96,60,43,12,18,50,22,93,50,52,83,28,41,43,13,59,62,14,34,46,72,14,82,27,58,54,59,87,31,81,48,67,96,58,25,28,97,28,55,40,32,67,82,74,24,96,62,98,78,72,55,23,83,48,55,35,100,56,38,75,26,40,13,89,34,79,30,34,80,13,75,81,42,89,61,74,65,17,83,41,48,13,41,70,25,62,86,55,65,79,72,32,95,50,30,35,22
41,46,16,23,23,19,50,25,0,22,80,79,33,57,59,34,75,16,17,76,27,84,73,12,55,67,39,52,48,33,13,88,26,14,68,69,56,27,81,40,71,18,86,35,87,12,63,95,49,26,34,17,14,64,57,97,83,80,48,30,25,41,46,53,65,98,24,100,26,47,60,41,13,18,82,14,26,65,41,13,84,25,50,33,71,49,94,90,60,83,72,82,45,58,33,72,48,99,23,94,48,61,27,94,99,86,31,76,73,41,75,72,82,41
91,16,39,65,63,54,82,36,22,0,43,63,37,78,44,30,51,81,63,21,40,74,47,62,58,100,84,47,85,59,20,24,90,52,26,30,72,27,11,93,82,43,33,46,60,18,37,28,43,89,70,80,100,19,65,10,50,86,16,59,56,21,43,51,58,72,67,100,64,34,64,100,89,78,60,48,21,64,90,22,15,81,23,51,75,42,63,66,72,28,92,92,54,89,61,73,65,21,90,67,96,57,27,14,11,13,62,33,54,54,59,21,74,91
90,83,18,74,89,29,25,56,80,43,0,88,56,19,15,25,39,73,32,70,37,73,19,34,22,88,30,36,89,17,25,27,76,29,66,21,64,41,87,26,64,19,43,29,86,48,55,81,63,87,92,96,98,54,90,95,74,46,95,36,29,24,65,14,53,30,81,44,18,38,63,62,70,96,40,91,51,60,71,32,26,37,17,74,55,45,87,94,51,60,46,33,64,91,99,38,74,93,38,71,69,65,67,15,51,91,51,62,15,40,40,65,17,90
18,49,76,55,62,99,28,45,79,63,88,0,67,78,14,79,83,11,14,14,88,93,72,10,82,90,28,91,100,14,52,46,78,51,99,100,95,35,39,51,35,97,91,43,51,99,20,50,20,86,36,42,23,90,54,23,76,76,42,63,13,27,90,58,34,28,30,31,24,58,73,18,100,75,80,10,64,62,13,50,75,13,67,32,34,64,80,14,76,68,82,50,13,84,92,35,17,49,67,78,70,14,57,60,81,40,45,37,47,35,15,67,12,18
56,42,35,27,52,93,67,99,33,37,56,67,0,54,19,35,58,39,31,47,36,31,54,23,94,88,57,19,62,48,89,24,46,25,99,10,13,10,16,77,60,57,40,50,46,98,73,10,93,60,17,18,100,11,83,41,100,68,23,96,25,18,31,15,29,87,75,82,34,39,62,24,23,65,73,34,78,75,100,88,69,58,91,89,30,49,57,43,54,56,16,53,69,18,19,56,82,43,86,47,68,85,44,62,57,49,100,36,59,25,46,51,88,56
11,68,82,19,81,30,86,48,57,78,19,78,54,0,36,87,95,20,95,15,88,43,36,13,44,83,83,33,23,21,17,83,35,75,51,63,67,59,39,60,12,93,33,90,63,17,32,64,74,35,23,30,46,35,36,72,53,82,73,21,87,85,89,17,53,52,11,95,89,45,60,86,13,76,16,19,28,60,86,53,48,32,40,95,50,73,64,50,29,92,88,100,31,74,29,71,75,42,28,21,65,29,33,16,44,63,44,97,37,25,30,42,85,11
31,10,42,34,92,64,63,61,59,44,15,14,19,36,0,84,95,98,77,65,41,24,83,73,30,60,48,54,52,14,34,71,14,57,92,69,90,29,72,49,52,68,95,63,15,47,29,69,27,100,91,68,70,39,18,12,100,88,91,23,56,29,88,49,10,93,31,28,32,77,73,49,34,87,90,69,55,47,61,52,85,87,47,42,50,91,38,95,46,75,88,95,52,32,27,53,89,30,49,76,70,100,46,75,56,95,65,11,42,96,73,72,99,31
15,13,34,74,82,67,81,68,34,30,25,79,35,87,84,0,36,50,84,79,58,44,92,30,87,47,74,28,54,18,58,86,45,21,52,24,53,87,59,21,53,97,91,50,48,35,57,59,86,99,14,23,100,31,15,16,69,53,19,52,54,29,11,80,86,60,76,68,21,93,100,79,85,19,69,92,62,31,97,53,51,61,56,83,60,84,80,12,64,53,92,18,63,60,82,26,41,72,32,96,60,76,54,100,36,19,64,14,61,41,98,15,64,15
84,37,48,98,68,70,47,84,75,51,39,83,58,95,95,36,0,13,30,35,77,96,14,76,67,17,24,32,85,40,38,86,39,60,78,41,94,30,22,37,23,67,55,29,55,32,87,84,61,38,82,96,13,81,66,12,46,28,27,33,36,39,19,10,51,15,25,100,69,19,93,54,24,84,72,66,66,30,18,48,16,35,72,32,93,78,26,28,65,13,64,95,57,12,82,75,15,92,19,12,15,78,81,53,96,15,39,66,73,100,90,45,67,84
58,73,39,60,37,86,54,96,16,81,73,11,39,20,98,50,13,0,95,21,29,80,74,47,92,12,34,20,98,39,29,76,46,15,79,65,54,69,81,36,37,91,86,57,33,75,77,10,17,13,73,41,33,72,85,82,88,56,82,69,92,87,28,61,78,96,25,43,59,61,86,40,22,98,70,12,16,44,41,87,80,29,64,88,89,58,18,18,65,80,19,29,81,80,89,27,73,83,79,74,84,14,82,18,77,31,36,77,43,45,83,13,68,58
97,84,30,26,11,22,73,60,17,63,32,14,31,95,77,84,30,95,0,40,92,46,31,92,17,62,34,75,15,66,43,75,25,49,35,21,27,51,69,29,62,75,55,36,62,80,88,45,32,51,97,80,100,87,15,75,13,79,97,50,53,65,35,55,90,75,78,90,19,37,84,83,66,63,98,34,60,81,47,93,12,42,27,20,65,75,25,23,88,94,14,48,27,43,71,64,57,27,93,64,22,42,86,77,82,90,31,83,94,42,34,53,76,97
79,51,36,50,16,51,24,43,76,21,70,14,47,15,65,79,35,21,40,0,13,69,30,93,31,43,14,95,24,81,73,52,74,34,20,94,66,20,25,68,38,16,38,45,42,28,75,94,67,57,40,63,58,87,48,24,91,57,31,49,100,63,32,50,61,72,50,66,77,30,32,96,60,27,78,39,97,62,32,100,83,11,64,56,38,25,37,91,42,39,66,91,98,93,39,92,98,47,86,85,37,57,66,58,32,42,82,60,38,92,71,87,94,79
22,26,11,57,89,41,24,12,27,40,37,88,36,88,41,58,77,29,92,13,0,92,58,95,22,33,65,87,79,54,25,50,76,19,12,80,49,52,100,99,83,73,20,35,46,28,93,34,63,90,15,51,52,68,93,75,59,67,87,65,16,40,94,89,81,78,26,32,91,88,40,14,63,52,99,21,83,61,52,40,19,48,97,37,53,25,18,25,47,44,58,47,89,88,59,96,28,73,69,77,95,47,95,50,35,17,76,88,79,38,97,51,50,22
83,29,16,39,85,27,86,18,84,74,73,93,31,43,24,44,96,80,46,69,92,0,96,19,99,89,45,12,69,54,13,91,81,37,67,38,51,13,98,31,66,59,65,26,22,61,15,13,12,64,16,62,13,76,43,30,72,66,97,13,34,42,59,79,45,27,39,18,53,16,75,88,86,22,96,54,24,25,38,93,68,75,72,67,43,80,24,82,35,50,85,100,77,45,16,27,31,98,66,92,72,61,54,79,49,13,100,67,78,38,11,24,27,83
28,30,74,30,62,42,42,50,73,47,19,72,54,36,83,92,14,74,31,30,58,96,0,76,61,54,69,80,54,90,99,59,85,47,66,16,41,40,10,64,14,70,36,91,73,78,52,55,83,78,37,51,32,98,87,55,75,86,76,51,87,30,64,47,100,61,31,52,90,17,10,71,50,98,73,55,55,19,30,100,77,67,65,27,69,31,21,31,76,18,50,97,52,69,80,94,38,22,92,29,21,27,56,12,22,35,28,23,92,56,99,23,16,28
13,63,51,20,16,84,22,22,12,62,34,10,23,13,73,30,76,47,92,93,95,19,76,0,75,73,43,88,25,21,84,51,83,49,56,19,96,26,36,17,74,36,16,34,26,14,29,83,10,21,51,10,94,64,74,70,77,98,71,40,27,11,72,43,23,18,81,83,56,79,96,86,63,28,48,43,74,13,92,37,65,61,42,37,63,44,85,19,70,68,34,49,87,45,83,76,65,26,83,37,12,20,25,77,93,90,24,55,71,90,100,80,24,13
