32
0,2,4,3,3,3,4,4,4,1,4,1,4,4,2,2,2,4,1,1,4,1,4,3,2,3,4,2,4,4,3,1,1,0
0,41,84,91,80,15,12,83,66,96,31,100,99,66,78,37,65,68,45,43,86,20,86,59,30,44,65,65,56,61,27,91,37,0
41,0,24,73,94,47,74,16,66,26,17,39,75,72,27,48,30,89,35,58,27,43,70,37,40,11,43,86,32,82,34,60,57,41
84,24,0,92,35,32,49,16,98,21,66,31,48,40,100,89,75,70,29,64,83,12,96,92,79,28,47,51,80,86,76,16,85,84
91,73,92,0,16,61,84,33,42,16,80,31,57,19,18,47,23,10,48,92,63,76,95,24,74,15,77,73,12,41,88,97,67,91
80,94,35,16,0,98,97,64,60,89,70,77,21,66,18,68,22,65,91,63,10,93,49,48,32,66,68,62,39,47,33,81,46,80
15,47,32,61,98,0,19,39,91,93,70,67,21,17,41,99,29,73,15,55,58,96,45,85,89,23,76,50,69,69,10,14,26,15
12,74,49,84,97,19,0,48,26,11,49,31,38,64,65,33,65,70,16,18,36,13,52,36,16,61,72,87,24,65,13,77,40,12
83,16,16,33,64,39,48,0,81,29,13,24,100,58,27,64,69,94,53,51,16,96,27,10,74,52,73,100,41,36,28,61,38,83
66,66,98,42,60,91,26,81,0,63,24,24,94,50,21,88,34,92,61,30,25,80,25,11,89,19,85,73,65,92,91,79,93,66
96,26,21,16,89,93,11,29,63,0,46,17,97,51,49,75,79,56,13,27,15,65,64,38,89,31,53,51,94,66,98,83,98,96
31,17,66,80,70,70,49,13,24,46,0,61,37,33,84,36,91,34,98,81,28,85,55,11,48,75,10,70,89,33,12,79,46,31
100,39,31,31,77,67,31,24,24,17,61,0,66,23,32,57,34,76,43,32,16,76,13,21,32,86,39,55,16,28,67,32,28,100
99,75,48,57,21,21,38,100,94,97,37,66,0,51,46,59,38,41,42,72,37,28,93,20,61,61,61,88,30,66,74,58,31,99
66,72,40,19,66,17,64,58,50,51,33,23,51,0,16,73,19,18,38,28,59,66,100,15,97,12,19,80,85,62,29,97,43,66
78,27,100,18,18,41,65,27,21,49,84,32,46,16,0,78,54,38,97,95,11,75,95,43,33,94,57,57,45,39,59,58,82,78
37,48,89,47,68,99,33,64,88,75,36,57,59,73,78,0,60,38,35,45,32,60,83,97,90,64,67,31,71,81,16,31,74,37
65,30,75,23,22,29,65,69,34,79,91,34,38,19,54,60,0,41,49,22,60,62,27,39,67,91,99,84,44,48,46,52,34,65
68,89,70,10,65,73,70,94,92,56,34,76,41,18,38,38,41,0,87,84,46,97,67,28,26,22,81,78,21,45,12,33,12,68
45,35,29,48,91,15,16,53,61,13,98,43,42,38,97,35,49,87,0,91,33,32,87,72,12,82,92,82,88,66,33,46,63,45
43,58,64,92,63,55,18,51,30,27,81,32,72,28,95,45,22,84,91,0,39,45,11,36,60,93,19,85,41,80,89,78,82,43
86,27,83,63,10,58,36,16,25,15,28,16,37,59,11,32,60,46,33,39,0,24,64,39,12,94,22,30,80,91,95,79,91,86
20,43,12,76,93,96,13,96,80,65,85,76,28,66,75,60,62,97,32,45,24,0,33,55,19,67,31,66,62,46,50,37,26,20
86,70,96,95,49,45,52,27,25,64,55,13,93,100,95,83,27,67,87,11,64,33,0,55,37,20,88,99,26,94,70,87,61,86
59,37,92,24,48,85,36,10,11,38,11,21,20,15,43,97,39,28,72,36,39,55,55,0,42,46,79,26,62,63,62,49,19,59
30,40,79,74,32,89,16,74,89,89,48,32,61,97,33,90,67,26,12,60,12,19,37,42,0,48,39,87,34,55,41,50,55,30
44,11,28,15,66,23,61,52,19,31,75,86,61,12,94,64,91,22,82,93,94,67,20,46,48,0,25,74,28,37,81,36,60,44
65,43,47,77,68,76,72,73,85,53,10,39,61,19,57,67,99,81,92,19,22,31,88,79,39,25,0,91,39,86,36,47,92,65
65,86,51,73,62,50,87,100,73,51,70,55,88,80,57,31,84,78,82,85,30,66,99,26,87,74,91,0,81,89,41,72,60,65
56,32,80,12,39,69,24,41,65,94,89,16,30,85,45,71,44,21,88,41,80,62,26,62,34,28,39,81,0,72,97,17,63,56
61,82,86,41,47,69,65,36,92,66,33,28,66,62,39,81,48,45,66,80,91,46,94,63,55,37,86,89,72,0,74,32,60,61
27,34,76,88,33,10,13,28,91,98,12,67,74,29,59,16,46,12,33,89,95,50,70,62,41,81,36,41,97,74,0,46,32,27
91,60,16,97,81,14,77,61,79,83,79,32,58,97,58,31,52,33,46,78,79,37,87,49,50,36,47,72,17,32,46,0,20,91
37,57,85,67,46,26,40,38,93,98,46,28,31,43,82,74,34,12,63,82,91,26,61,19,55,60,92,60,63,60,32,20,0,37
0,41,84,91,80,15,12,83,66,96,31,100,99,66,78,37,65,68,45,43,86,20,86,59,30,44,65,65,56,61,27,91,37,0
