36
0,3,4,4,1,1,4,2,3,4,2,3,2,1,2,2,1,2,3,3,2,2,3,2,4,3,4,3,1,4,1,4,2,4,4,1,3,0
0,85,71,24,71,55,32,92,67,45,38,20,33,56,36,32,85,15,12,78,48,98,49,17,73,85,89,93,43,13,12,13,89,58,24,76,91,0
85,0,23,87,35,10,32,76,35,60,56,43,46,74,84,73,18,68,59,22,44,71,93,84,25,66,20,14,42,94,83,33,100,85,14,30,44,85
71,23,0,66,42,77,46,82,44,96,49,68,58,81,85,92,51,32,34,27,94,35,49,73,73,27,12,26,53,88,51,28,50,71,50,80,31,71
24,87,66,0,89,56,75,49,11,94,51,60,56,81,11,43,54,23,40,37,49,38,78,68,68,13,54,92,15,15,19,80,50,15,70,71,39,24
71,35,42,89,0,68,57,15,81,19,59,11,34,45,12,19,11,83,81,45,23,19,18,36,21,31,96,37,51,43,26,42,25,69,13,20,25,71
55,10,77,56,68,0,34,55,91,82,56,94,30,12,49,23,100,97,47,81,54,62,42,55,87,59,36,47,65,81,65,71,63,93,11,41,96,55
32,32,46,75,57,34,0,19,96,75,45,45,74,91,30,73,38,37,51,92,77,38,18,85,26,59,93,69,44,73,57,23,10,88,82,60,42,32
92,76,82,49,15,55,19,0,86,29,39,71,73,49,57,10,81,10,13,82,34,59,72,14,39,64,75,43,67,17,91,64,12,74,89,14,38,92
67,35,44,11,81,91,96,86,0,32,18,38,21,57,15,42,55,77,34,59,31,60,35,37,34,76,57,76,90,84,97,76,97,74,11,19,67,67
45,60,96,94,19,82,75,29,32,0,50,100,97,24,11,54,98,62,42,18,79,36,21,71,55,56,45,26,80,61,83,98,84,69,60,74,34,45
38,56,49,51,59,56,45,39,18,50,0,28,17,15,13,61,58,72,76,12,16,66,38,54,12,14,22,43,76,51,47,64,26,54,12,84,41,38
20,43,68,60,11,94,45,71,38,100,28,0,79,56,45,86,27,93,11,10,36,56,32,92,40,93,13,89,17,71,78,55,71,31,12,40,85,20
33,46,58,56,34,30,74,73,21,97,17,79,0,22,44,60,21,85,14,77,84,37,89,30,92,85,26,86,75,84,34,82,22,48,23,63,54,33
56,74,81,81,45,12,91,49,57,24,15,56,22,0,32,68,43,82,14,82,83,30,46,76,44,11,62,51,59,37,76,78,33,96,84,33,43,56
36,84,85,11,12,49,30,57,15,11,13,45,44,32,0,56,97,73,56,35,13,67,98,18,63,77,34,40,30,85,39,67,98,46,67,64,40,36
32,73,92,43,19,23,73,10,42,54,61,86,60,68,56,0,26,16,34,63,28,89,82,12,39,28,87,40,65,63,71,92,48,43,71,57,18,32
85,18,51,54,11,100,38,81,55,98,58,27,21,43,97,26,0,56,35,100,95,60,24,32,99,47,82,41,29,47,31,80,69,52,13,45,21,85
15,68,32,23,83,97,37,10,77,62,72,93,85,82,73,16,56,0,91,22,14,20,97,48,75,57,87,22,24,90,68,12,79,79,73,76,68,15
12,59,34,40,81,47,51,13,34,42,76,11,14,14,56,34,35,91,0,64,58,99,58,92,79,11,62,13,36,14,76,100,69,24,48,78,40,12
78,22,27,37,45,81,92,82,59,18,12,10,77,82,35,63,100,22,64,0,87,61,34,24,83,75,95,14,59,47,19,98,40,47,47,96,47,78
48,44,94,49,23,54,77,34,31,79,16,36,84,83,13,28,95,14,58,87,0,68,69,30,57,62,25,24,58,37,58,86,50,74,43,48,50,48
98,71,35,38,19,62,38,59,60,36,66,56,37,30,67,89,60,20,99,61,68,0,10,56,34,54,35,21,50,90,63,14,48,21,25,60,38,98
49,93,49,78,18,42,18,72,35,21,38,32,89,46,98,82,24,97,58,34,69,10,0,53,34,61,54,24,60,55,83,86,42,97,91,32,36,49
17,84,73,68,36,55,85,14,37,71,54,92,30,76,18,12,32,48,92,24,30,56,53,0,31,26,71,40,84,14,96,95,33,36,46,69,33,17
73,25,73,68,21,87,26,39,34,55,12,40,92,44,63,39,99,75,79,83,57,34,34,31,0,19,76,27,25,39,53,95,77,79,89,91,91,73
85,66,27,13,31,59,59,64,76,56,14,93,85,11,77,28,47,57,11,75,62,54,61,26,19,0,83,33,62,10,74,36,53,81,58,51,74,85
89,20,12,54,96,36,93,75,57,45,22,13,26,62,34,87,82,87,62,95,25,35,54,71,76,83,0,64,52,36,65,70,88,28,78,97,84,89
93,14,26,92,37,47,69,43,76,26,43,89,86,51,40,40,41,22,13,14,24,21,24,40,27,33,64,0,47,27,95,46,99,61,61,54,11,93
43,42,53,15,51,65,44,67,90,80,76,17,75,59,30,65,29,24,36,59,58,50,60,84,25,62,52,47,0,47,73,96,79,79,82,62,32,43
13,94,88,15,43,81,73,17,84,61,51,71,84,37,85,63,47,90,14,47,37,90,55,14,39,10,36,27,47,0,93,35,45,84,67,24,33,13
12,83,51,19,26,65,57,91,97,83,47,78,34,76,39,71,31,68,76,19,58,63,83,96,53,74,65,95,73,93,0,79,74,45,14,30,87,12
13,33,28,80,42,71,23,64,76,98,64,55,82,78,67,92,80,12,100,98,86,14,86,95,95,36,70,46,96,35,79,0,88,42,82,65,53,13
89,100,50,50,25,63,10,12,97,84,26,71,22,33,98,48,69,79,69,40,50,48,42,33,77,53,88,99,79,45,74,88,0,96,37,24,31,89
58,85,71,15,69,93,88,74,74,69,54,31,48,96,46,43,52,79,24,47,74,21,97,36,79,81,28,61,79,84,45,42,96,0,33,26,40,58
24,14,50,70,13,11,82,89,11,60,12,12,23,84,67,71,13,73,48,47,43,25,91,46,89,58,78,61,82,67,14,82,37,33,0,17,34,24
76,30,80,71,20,41,60,14,19,74,84,40,63,33,64,57,45,76,78,96,48,60,32,69,91,51,97,54,62,24,30,65,24,26,17,0,18,76
91,44,31,39,25,96,42,38,67,34,41,85,54,43,40,18,21,68,40,47,50,38,36,33,91,74,84,11,32,33,87,53,31,40,34,18,0,91
0,85,71,24,71,55,32,92,67,45,38,20,33,56,36,32,85,15,12,78,48,98,49,17,73,85,89,93,43,13,12,13,89,58,24,76,91,0
