75
0,4,3,2,1,4,2,3,4,4,4,3,2,3,4,2,3,1,3,3,1,1,1,1,4,2,1,4,2,1,4,1,3,4,4,1,3,3,3,4,2,2,3,4,2,1,3,2,1,1,1,4,4,2,1,4,1,1,2,1,4,1,2,3,2,1,4,4,1,4,1,2,1,4,4,4,0
0,91,62,63,82,50,53,95,74,80,30,18,34,43,63,47,67,71,29,12,42,20,19,45,60,72,49,96,26,13,43,28,91,21,86,94,97,13,25,71,43,41,18,15,91,23,95,46,37,42,75,29,46,20,32,98,25,35,68,76,85,45,98,46,41,43,78,92,55,99,19,23,38,40,48,26,0
91,0,87,69,48,68,99,86,63,89,72,83,24,92,50,11,39,33,16,98,61,28,33,63,14,31,65,70,20,87,33,26,35,48,87,59,85,32,78,90,33,32,41,56,42,38,69,70,33,80,72,97,89,84,49,52,15,99,84,53,82,54,82,94,40,95,90,25,17,55,88,33,43,43,38,72,91
62,87,0,84,11,72,47,71,44,27,99,45,57,82,11,19,26,99,11,14,44,53,27,57,48,56,45,92,62,37,60,83,32,71,60,44,59,39,26,78,30,74,94,11,79,11,55,20,66,50,32,70,11,91,11,48,52,36,11,22,38,80,88,97,22,81,59,66,81,54,86,36,16,33,72,70,62
63,69,84,0,50,81,33,77,33,27,76,33,47,24,91,32,66,47,93,70,40,80,16,50,87,29,74,86,40,87,68,71,50,50,88,77,63,44,66,62,77,27,83,89,35,70,45,61,36,89,38,98,46,38,35,24,55,76,40,68,45,88,93,87,70,20,39,88,12,36,27,70,96,66,53,35,63
82,48,11,50,0,18,39,50,100,61,54,48,42,40,31,45,59,60,18,56,95,66,50,90,99,62,71,73,26,90,56,44,77,22,87,89,59,72,14,56,65,58,66,87,45,49,51,44,100,69,83,23,48,18,60,82,37,73,37,33,73,21,14,19,48,30,14,66,32,75,69,61,50,37,29,21,82
50,68,72,81,18,0,43,43,98,38,69,47,26,95,37,96,32,76,19,45,13,21,39,32,33,74,64,87,72,52,24,32,94,78,48,38,72,39,99,74,96,15,11,53,43,61,23,94,34,96,82,51,24,68,69,69,37,10,82,89,31,13,65,94,46,69,23,80,74,30,52,26,100,57,92,92,50
53,99,47,33,39,43,0,59,61,47,78,30,57,72,77,57,29,15,60,59,51,87,31,33,52,57,91,93,82,45,94,25,24,96,76,52,37,13,100,27,35,47,69,18,100,51,97,27,81,32,96,65,12,21,85,78,73,47,94,62,70,50,59,72,30,78,46,73,76,74,63,52,16,73,49,70,53
95,86,71,77,50,43,59,0,17,17,27,97,87,92,99,47,30,96,38,68,85,70,65,51,11,70,21,97,33,81,39,54,13,62,30,72,20,80,26,77,53,28,39,76,79,51,11,82,66,13,62,86,10,25,34,28,16,24,22,37,99,11,21,55,79,31,83,87,61,79,92,50,53,44,97,67,95
74,63,44,33,100,98,61,17,0,47,62,60,83,41,70,60,66,20,21,49,46,40,43,32,30,82,80,94,88,96,56,70,46,34,98,34,79,74,62,83,36,79,75,20,38,64,21,64,90,66,25,61,54,24,72,35,45,67,74,20,34,97,100,75,75,83,84,65,73,37,81,83,35,91,73,82,74
80,89,27,27,61,38,47,17,47,0,41,65,81,10,88,22,53,32,63,42,31,55,62,25,23,44,75,14,99,73,84,55,25,24,57,64,15,22,99,92,67,99,35,23,94,61,17,65,31,51,57,62,76,94,54,40,24,32,45,57,71,69,84,64,61,13,96,55,89,43,32,67,96,50,90,58,80
30,72,99,76,54,69,78,27,62,41,0,69,40,100,14,56,57,35,12,84,69,80,15,47,96,92,22,68,58,11,77,96,67,36,43,96,44,52,33,37,23,49,75,69,30,88,36,54,12,92,12,87,66,89,59,54,55,67,16,48,96,23,51,71,66,77,21,56,68,70,61,70,79,62,87,82,30
18,83,45,33,48,47,30,97,60,65,69,0,60,73,11,56,27,32,81,80,85,62,73,50,59,53,61,36,99,93,66,17,93,58,16,61,39,50,70,53,43,41,79,62,84,93,85,77,93,100,99,75,70,70,83,39,20,88,91,85,78,81,85,75,54,31,31,12,68,95,91,11,52,20,89,31,18
34,24,57,47,42,26,57,87,83,81,40,60,0,79,11,49,38,42,24,96,73,50,80,68,33,88,43,53,45,71,21,89,92,66,22,10,59,85,14,33,42,97,80,70,38,58,10,70,93,92,87,62,49,13,45,60,45,80,48,39,40,61,17,88,59,15,42,76,26,29,81,17,89,17,66,34,34
43,92,82,24,40,95,72,92,41,10,100,73,79,0,14,62,60,30,63,35,57,34,63,88,95,38,16,87,72,36,68,98,71,94,21,100,31,99,34,64,59,69,76,19,36,95,67,33,87,44,35,55,31,82,62,61,45,24,100,77,17,52,25,21,54,97,83,88,61,72,63,81,13,67,72,61,43
63,50,11,91,31,37,77,99,70,88,14,11,11,14,0,30,67,28,34,87,58,43,19,92,98,14,95,42,54,98,15,28,28,81,79,15,29,53,35,35,14,69,98,64,70,41,71,36,63,62,30,55,39,61,75,96,42,24,64,52,10,31,25,73,49,37,25,10,24,25,93,20,91,88,70,47,63
47,11,19,32,45,96,57,47,60,22,56,56,49,62,30,0,53,37,77,29,82,66,23,34,30,26,54,34,71,20,47,16,86,30,100,42,30,78,40,90,32,96,46,52,14,79,55,41,75,69,39,57,61,98,99,53,16,27,66,11,96,78,48,49,34,21,59,68,54,71,47,39,44,44,17,72,47
67,39,26,66,59,32,29,30,66,53,57,27,38,60,67,53,0,99,45,35,32,87,61,43,89,33,26,93,34,26,63,78,37,52,36,82,14,14,11,55,16,69,92,36,69,93,26,53,53,89,51,21,28,52,88,77,55,68,71,15,40,59,97,52,28,41,50,93,68,52,17,42,28,39,27,73,67
