66
0,1,3,2,3,3,2,2,1,4,3,2,4,1,2,1,1,1,2,2,2,4,4,2,3,1,1,1,4,2,1,3,1,2,4,3,2,3,1,3,3,4,3,4,1,4,2,2,3,3,2,2,3,2,1,3,4,2,3,3,2,3,4,2,2,1,2,0
0,60,97,94,64,56,53,42,15,62,16,13,33,44,43,58,33,50,22,82,19,90,92,37,93,88,85,26,52,49,29,60,73,51,88,75,29,46,29,59,25,17,52,17,89,69,18,47,64,44,93,91,14,47,84,66,16,95,79,13,35,75,55,78,95,30,19,0
60,0,98,68,92,38,24,95,94,72,49,92,32,100,54,31,52,93,46,17,11,81,26,10,36,46,34,37,13,20,87,66,11,56,62,97,92,95,90,46,38,51,51,17,90,17,95,37,82,99,36,28,12,18,20,95,67,74,36,18,35,32,91,71,16,18,52,60
97,98,0,43,68,38,44,27,85,93,66,56,18,21,87,59,40,59,35,60,24,59,85,18,97,28,19,19,78,71,72,88,88,51,48,75,95,31,47,51,19,95,14,37,63,38,12,89,83,78,33,37,11,91,78,62,55,45,53,92,17,35,86,65,54,13,21,97
94,68,43,0,47,16,29,57,74,75,84,68,94,67,93,15,80,33,90,77,64,38,21,17,98,73,83,46,51,41,46,34,94,29,92,59,76,86,44,81,72,29,29,90,11,23,46,42,41,24,47,31,32,50,97,71,40,90,68,63,21,30,15,30,33,42,54,94
64,92,68,47,0,40,22,99,39,19,59,66,58,50,75,97,68,81,98,26,25,39,48,77,58,76,81,41,10,84,72,45,16,24,14,52,88,86,73,68,15,32,47,99,21,79,74,71,13,26,44,52,50,24,78,28,15,26,24,43,46,93,43,19,24,42,23,64
56,38,38,16,40,0,27,39,72,31,92,75,69,68,78,22,10,100,35,73,57,39,22,92,77,44,70,44,27,80,67,16,69,86,60,33,73,75,23,32,78,21,20,69,43,57,56,31,99,68,46,99,24,51,19,20,32,54,14,66,51,31,69,74,88,65,95,56
53,24,44,29,22,27,0,65,71,36,98,88,14,54,99,31,57,18,44,31,87,11,29,28,24,85,92,90,41,59,18,18,85,93,25,25,87,78,36,81,87,41,30,81,27,98,15,45,70,58,30,31,37,100,97,90,100,36,92,66,10,75,97,62,56,59,72,53
42,95,27,57,99,39,65,0,77,53,23,40,77,58,65,31,90,21,73,14,95,42,42,66,82,40,42,10,82,24,21,69,15,78,75,81,84,31,52,53,25,88,23,96,89,17,32,48,76,72,100,65,17,11,81,48,34,53,16,82,27,29,85,41,61,33,14,42
15,94,85,74,39,72,71,77,0,37,38,41,11,57,69,34,80,13,25,23,54,96,29,55,26,40,61,55,100,94,95,21,18,28,57,13,46,88,55,12,65,41,81,92,57,39,15,66,15,83,89,75,78,39,100,71,85,65,57,92,72,95,96,17,34,90,83,15
62,72,93,75,19,31,36,53,37,0,71,86,55,71,42,74,35,96,87,48,75,90,79,10,83,46,30,57,79,37,84,89,75,31,79,80,73,78,48,12,23,90,61,44,75,30,55,25,38,89,18,36,40,63,45,73,69,69,95,65,31,34,49,21,17,75,13,62
16,49,66,84,59,92,98,23,38,71,0,69,59,33,51,81,46,87,56,32,16,81,70,99,20,38,76,39,25,26,74,55,30,100,98,48,58,45,42,41,65,37,37,33,47,25,59,45,56,24,54,86,21,21,30,62,46,72,39,44,66,35,52,25,11,87,43,16
13,92,56,68,66,75,88,40,41,86,69,0,87,63,56,79,78,68,93,18,87,41,56,75,97,77,29,66,16,58,92,90,54,98,44,53,55,82,19,20,12,12,43,39,45,19,88,62,35,71,75,56,100,55,29,98,46,33,21,55,20,44,72,70,23,69,36,13
33,32,18,94,58,69,14,77,11,55,59,87,0,30,83,50,38,55,72,78,73,40,14,40,80,10,21,97,61,31,56,11,89,86,56,11,47,21,98,17,40,27,64,91,11,81,13,32,84,19,56,93,27,73,82,59,83,35,88,25,53,30,67,96,72,87,55,33
