97
0,4,2,2,1,4,2,3,3,2,3,3,2,4,1,1,1,2,2,1,2,2,1,1,4,4,3,1,3,3,2,1,3,2,3,3,3,3,3,4,2,4,3,1,3,1,3,3,4,3,1,2,3,4,1,2,2,4,3,4,3,1,2,1,4,4,4,2,2,1,4,1,3,3,3,3,2,2,3,4,2,4,2,1,1,3,3,3,4,1,4,2,4,4,1,2,2,2,0
0,74,28,21,63,42,61,71,79,19,31,36,98,21,71,38,38,85,10,66,99,91,25,49,53,75,18,54,83,45,43,16,45,74,57,16,14,91,92,63,71,85,76,54,10,79,96,55,45,12,97,56,83,14,25,78,87,19,72,74,81,52,10,86,91,99,60,72,41,60,25,48,28,29,12,52,89,39,51,92,28,93,83,19,13,81,82,85,49,89,75,21,33,63,100,74,78,26,0
74,0,21,96,59,78,40,70,97,96,65,36,94,96,87,43,76,93,99,98,43,24,30,32,74,77,40,69,75,16,62,85,25,20,87,23,13,70,52,91,26,42,86,44,99,66,45,34,76,53,71,46,52,44,70,66,45,10,60,72,40,31,25,83,89,49,10,74,82,20,18,37,85,27,44,16,93,49,59,37,74,83,64,37,28,75,14,29,72,64,75,89,18,26,98,35,86,44,74
28,21,0,28,10,54,31,23,98,19,64,38,75,87,54,10,92,74,85,56,52,94,89,36,69,39,54,87,97,25,59,88,98,13,68,34,59,90,15,31,22,82,31,68,46,83,82,36,57,47,17,87,51,74,27,92,97,70,26,68,31,65,45,98,48,51,56,71,18,32,92,25,27,11,100,10,60,49,98,47,90,53,36,81,97,19,85,58,52,72,80,71,53,45,71,32,98,33,28
21,96,28,0,71,75,46,81,21,52,80,19,77,93,69,51,49,65,90,87,91,99,75,76,82,95,55,87,45,10,75,40,91,97,65,61,11,38,38,12,53,25,96,54,99,46,55,59,65,17,60,63,48,51,28,61,39,89,34,87,80,56,25,51,55,19,76,70,92,98,75,100,84,73,24,51,63,62,67,36,95,26,59,82,70,60,60,19,10,11,43,46,58,55,75,14,37,70,21
63,59,10,71,0,70,40,17,73,10,68,65,33,55,13,43,32,51,61,48,61,52,22,64,70,81,83,30,97,18,42,72,34,75,52,11,87,56,39,64,42,71,78,23,47,83,85,99,71,11,78,48,75,60,68,50,53,41,10,40,84,10,100,43,24,20,11,12,84,65,28,96,62,31,74,61,33,69,53,25,54,85,84,84,16,71,69,86,32,76,58,45,11,60,52,82,43,51,63
42,78,54,75,70,0,82,47,67,30,28,11,79,41,29,73,34,31,73,84,70,25,76,38,13,53,60,42,62,83,37,57,50,51,46,16,23,28,93,34,50,44,97,48,97,67,65,49,56,37,42,77,85,52,10,40,41,51,41,19,23,85,33,79,65,24,69,97,81,22,92,42,86,33,64,61,63,17,82,24,48,29,44,67,95,96,98,67,72,21,13,71,38,92,46,84,87,28,42
61,40,31,46,40,82,0,71,10,61,97,36,95,73,28,59,91,10,44,80,21,88,88,30,35,64,77,52,100,30,36,45,81,95,86,96,11,12,42,74,69,42,77,28,63,68,23,18,53,81,33,97,68,28,80,45,62,47,19,22,97,44,70,86,96,78,29,36,91,67,83,59,49,61,81,75,93,24,71,17,38,24,22,26,71,16,29,96,57,28,28,63,51,93,42,84,85,31,61
71,70,23,81,17,47,71,0,30,45,65,65,25,19,18,52,45,13,26,41,50,77,54,95,30,32,69,79,48,50,97,96,73,37,10,55,33,71,42,89,75,88,86,48,45,26,76,45,33,41,35,73,79,54,58,59,42,16,70,60,34,56,55,67,85,25,23,74,89,75,40,99,95,25,75,52,58,70,10,70,27,49,27,26,12,100,76,14,89,37,67,69,84,54,75,93,51,15,71
79,97,98,21,73,67,10,30,0,22,96,34,38,59,86,91,42,74,83,59,88,63,78,25,69,25,61,19,76,47,79,89,65,47,38,86,22,21,59,29,18,55,40,49,60,31,37,61,41,27,63,80,74,20,30,65,36,91,30,10,10,31,91,51,85,98,90,94,17,82,32,58,90,54,65,41,56,53,72,29,67,97,76,71,91,57,42,19,37,11,89,74,45,17,70,68,50,18,79
19,96,19,52,10,30,61,45,22,0,59,11,60,33,100,36,42,58,11,48,22,17,54,59,26,90,25,60,35,12,29,26,93,25,52,50,56,27,97,97,24,94,67,22,30,26,80,88,21,88,66,29,59,28,88,79,93,87,46,42,90,100,64,48,86,90,53,48,68,86,56,79,22,89,23,52,53,30,93,26,62,75,62,47,15,10,54,54,46,41,30,76,85,38,81,37,12,18,19
31,65,64,80,68,28,97,65,96,59,0,60,87,87,15,67,56,50,41,70,95,87,79,65,55,86,73,50,73,85,13,37,59,49,55,93,91,11,98,12,22,10,72,99,19,36,83,50,75,87,43,85,100,83,40,31,71,63,30,66,75,45,73,41,85,72,41,32,96,39,65,47,28,78,23,47,73,97,17,13,91,62,92,72,88,52,67,19,35,34,45,53,52,64,34,79,33,45,31
36,36,38,19,65,11,36,65,34,11,60,0,43,25,38,60,28,77,74,30,77,53,83,40,29,47,24,69,29,30,86,77,45,81,19,63,81,80,79,17,21,44,81,99,38,37,73,49,50,42,30,88,90,85,88,57,19,31,99,47,57,72,61,39,37,16,94,15,23,18,46,43,38,68,20,99,73,48,35,61,32,63,64,28,58,29,56,33,63,70,89,74,45,38,87,26,87,71,36
98,94,75,77,33,79,95,25,38,60,87,43,0,77,65,17,27,100,93,42,23,55,35,82,54,50,26,42,94,87,86,99,94,84,11,46,24,25,92,78,87,61,94,19,34,64,89,50,10,91,74,46,63,84,37,19,73,76,99,35,45,96,95,20,32,83,58,59,22,50,38,23,22,25,68,78,44,30,30,55,34,65,24,10,36,77,81,100,70,92,56,79,40,52,93,13,40,31,98
21,96,87,93,55,41,73,19,59,33,87,25,77,0,36,20,40,41,64,91,54,52,68,55,35,36,96,58,26,26,17,77,61,66,94,29,72,32,91,67,25,57,54,45,75,95,94,49,60,91,47,77,55,25,78,93,16,92,83,87,68,79,72,62,34,20,26,56,60,83,70,88,58,55,51,72,63,50,20,90,48,30,94,17,43,23,17,93,79,25,98,16,47,31,39,90,13,72,21
71,87,54,69,13,29,28,18,86,100,15,38,65,36,0,92,67,84,22,93,50,69,37,87,49,30,66,39,100,12,77,11,20,42,36,88,30,53,43,87,24,68,82,50,26,75,30,43,74,67,83,37,19,97,93,50,79,55,52,15,77,48,21,36,25,21,77,48,16,72,71,99,77,37,73,75,28,55,49,67,17,72,13,68,89,65,46,92,30,36,88,64,90,37,36,91,83,95,71
38,43,10,51,43,73,59,52,91,36,67,60,17,20,92,0,49,14,52,10,33,88,51,11,45,79,73,11,81,69,26,84,21,47,71,74,48,43,89,52,89,84,11,29,39,98,55,52,35,79,49,21,52,35,81,36,52,62,61,12,63,19,24,71,87,56,84,50,98,43,47,63,61,42,32,48,63,87,47,70,72,94,15,32,74,10,95,78,75,13,93,15,95,82,77,32,49,71,38
38,76,92,49,32,34,91,45,42,42,56,28,27,40,67,49,0,57,60,76,72,96,65,66,66,58,48,46,11,80,10,71,17,92,55,27,18,51,29,86,50,62,78,17,69,59,16,68,27,65,10,49,31,84,63,66,62,61,96,28,22,51,73,19,60,24,17,38,34,63,73,55,58,70,79,53,89,32,72,46,71,66,46,25,38,49,39,87,78,84,18,72,94,65,43,90,99,29,38
85,93,74,65,51,31,10,13,74,58,50,77,100,41,84,14,57,0,65,62,99,34,23,26,77,99,54,63,64,89,99,51,37,14,74,65,74,93,85,81,62,28,14,18,88,44,70,10,42,48,23,31,97,39,97,17,24,65,33,94,30,58,21,82,54,36,35,13,26,18,73,36,63,66,49,79,40,68,19,54,44,69,87,95,63,39,70,92,19,90,19,46,98,18,70,81,53,61,85
10,99,85,90,61,73,44,26,83,11,41,74,93,64,22,52,60,65,0,17,56,18,17,50,26,54,62,43,86,95,29,40,44,12,76,42,17,46,59,28,86,11,93,61,73,76,35,17,78,33,24,73,66,83,96,13,59,54,44,81,71,25,83,99,58,39,38,37,35,49,45,15,36,57,58,64,26,60,40,94,55,88,76,72,21,90,57,70,67,92,51,24,18,86,87,92,94,48,10
66,98,56,87,48,84,80,41,59,48,70,30,42,91,93,10,76,62,17,0,42,22,14,28,15,13,100,87,36,27,72,18,49,97,21,36,29,23,68,56,90,81,74,26,21,77,73,86,14,33,93,70,38,56,92,100,80,52,96,52,65,11,38,38,45,59,46,76,83,54,89,99,45,97,52,29,58,52,47,60,73,54,71,46,20,76,55,68,40,86,19,25,89,56,93,69,91,58,66
99,43,52,91,61,70,21,50,88,22,95,77,23,54,50,33,72,99,56,42,0,33,63,11,27,16,86,72,95,89,32,20,81,72,39,48,69,65,10,92,71,100,63,98,24,57,77,28,42,82,56,47,40,96,59,29,48,93,62,37,63,76,37,80,51,21,99,87,81,32,16,89,23,17,31,22,38,86,95,89,97,48,75,41,31,93,26,16,79,97,70,65,15,96,34,75,16,34,99
91,24,94,99,52,25,88,77,63,17,87,53,55,52,69,88,96,34,18,22,33,0,13,84,74,47,95,12,11,53,90,46,57,60,54,63,41,100,86,48,11,31,53,69,54,98,100,35,87,40,43,71,99,41,37,89,59,34,31,12,10,26,25,48,80,67,69,95,68,15,43,19,97,43,87,50,100,28,95,25,54,46,76,15,89,80,88,96,100,84,10,28,25,76,83,37,15,83,91
25,30,89,75,22,76,88,54,78,54,79,83,35,68,37,51,65,23,17,14,63,13,0,91,11,88,23,39,73,54,40,86,98,78,78,57,34,59,57,61,61,85,17,27,74,24,60,87,81,89,22,19,61,47,91,48,51,53,98,87,90,64,89,30,69,12,49,15,39,26,27,71,86,53,32,22,65,86,83,37,56,70,72,100,92,50,72,98,86,35,50,95,29,80,76,80,94,18,25
49,32,36,76,64,38,30,95,25,59,65,40,82,55,87,11,66,26,50,28,11,84,91,0,10,60,28,39,47,99,29,71,94,52,75,81,11,81,88,17,20,35,60,60,97,31,39,87,74,50,15,90,83,52,23,72,79,50,11,96,39,19,10,77,85,93,20,50,79,15,46,24,77,20,65,66,99,92,98,38,89,53,51,72,96,76,97,63,71,79,68,100,99,49,42,86,36,32,49
