38
0,1,2,4,4,2,4,1,1,4,2,2,3,4,1,1,4,1,1,2,1,2,3,2,4,1,1,4,4,1,1,4,1,3,4,2,1,2,2,0
0,26,94,71,17,100,26,75,40,62,76,93,66,36,38,30,71,95,12,40,69,26,53,48,33,46,21,94,65,36,21,38,46,50,70,85,73,25,10,0
26,0,32,81,32,82,70,80,48,51,43,81,89,63,54,81,11,66,65,10,64,24,10,71,20,75,14,94,100,14,79,45,49,23,84,46,67,22,78,26
94,32,0,41,18,78,96,47,12,85,63,68,29,71,33,37,15,40,45,57,21,81,37,60,47,29,90,17,67,59,91,95,24,29,54,65,28,99,90,94
71,81,41,0,62,95,60,38,38,46,41,26,59,48,36,63,25,65,42,49,35,44,13,57,55,76,98,94,35,47,65,37,41,18,46,99,33,63,95,71
17,32,18,62,0,63,94,82,11,43,91,91,49,56,44,79,77,41,100,98,46,87,12,17,39,46,99,81,70,100,51,56,100,97,55,25,52,71,14,17
100,82,78,95,63,0,71,47,94,72,11,75,66,55,98,63,65,80,61,25,89,60,17,95,16,36,63,24,86,40,26,13,11,34,38,12,82,32,15,100
26,70,96,60,94,71,0,93,57,34,85,44,100,37,49,39,61,89,14,99,10,94,70,17,71,96,17,33,69,84,55,52,23,46,16,12,14,79,14,26
75,80,47,38,82,47,93,0,85,36,57,75,15,87,92,64,55,17,34,15,61,78,56,18,42,46,18,69,100,32,26,79,65,35,63,87,55,16,29,75
40,48,12,38,11,94,57,85,0,59,49,45,61,95,39,28,87,89,59,27,34,85,15,10,80,22,65,68,90,83,13,89,61,64,55,81,14,87,15,40
62,51,85,46,43,72,34,36,59,0,51,84,80,43,25,97,89,66,85,16,41,49,34,17,72,10,26,90,80,96,31,13,27,69,29,73,84,94,56,62
76,43,63,41,91,11,85,57,49,51,0,57,73,96,59,73,90,26,93,13,12,81,78,22,38,55,62,16,76,29,75,62,33,98,22,43,51,60,76,76
93,81,68,26,91,75,44,75,45,84,57,0,79,97,75,26,78,92,76,57,51,89,25,50,37,78,21,78,47,53,70,62,35,17,24,94,28,31,15,93
66,89,29,59,49,66,100,15,61,80,73,79,0,91,18,80,90,78,73,98,93,22,55,84,11,23,90,21,54,84,53,34,15,85,49,98,59,46,10,66
36,63,71,48,56,55,37,87,95,43,96,97,91,0,99,69,81,77,63,20,85,29,68,77,45,12,42,30,46,86,44,67,96,30,44,62,95,31,59,36
38,54,33,36,44,98,49,92,39,25,59,75,18,99,0,100,63,58,22,89,61,92,96,64,72,41,69,63,79,26,81,65,74,21,23,40,26,93,13,38
30,81,37,63,79,63,39,64,28,97,73,26,80,69,100,0,19,76,31,51,59,15,64,99,52,97,48,91,30,96,75,39,17,12,51,60,80,78,63,30
71,11,15,25,77,65,61,55,87,89,90,78,90,81,63,19,0,49,38,79,15,70,100,57,82,93,55,57,36,13,78,39,20,44,73,86,86,99,14,71
95,66,40,65,41,80,89,17,89,66,26,92,78,77,58,76,49,0,77,46,97,54,17,39,39,67,44,91,31,45,16,37,65,93,54,69,68,47,80,95
12,65,45,42,100,61,14,34,59,85,93,76,73,63,22,31,38,77,0,99,81,17,59,62,52,60,67,24,76,89,76,85,75,90,22,48,87,67,64,12
40,10,57,49,98,25,99,15,27,16,13,57,98,20,89,51,79,46,99,0,63,24,71,99,27,40,85,44,67,90,19,72,91,34,47,24,33,19,57,40
69,64,21,35,46,89,10,61,34,41,12,51,93,85,61,59,15,97,81,63,0,77,28,15,26,95,77,31,64,45,70,47,47,28,99,41,72,13,57,69
26,24,81,44,87,60,94,78,85,49,81,89,22,29,92,15,70,54,17,24,77,0,74,66,41,98,90,40,43,46,70,25,45,94,88,68,84,93,24,26
53,10,37,13,12,17,70,56,15,34,78,25,55,68,96,64,100,17,59,71,28,74,0,60,97,53,84,92,48,26,59,100,96,41,21,26,87,17,73,53
48,71,60,57,17,95,17,18,10,17,22,50,84,77,64,99,57,39,62,99,15,66,60,0,63,81,69,93,17,20,64,59,61,25,15,97,27,50,53,48
33,20,47,55,39,16,71,42,80,72,38,37,11,45,72,52,82,39,52,27,26,41,97,63,0,89,32,45,64,13,85,31,13,73,52,70,71,38,87,33
46,75,29,76,46,36,96,46,22,10,55,78,23,12,41,97,93,67,60,40,95,98,53,81,89,0,34,85,80,94,99,22,37,72,50,94,80,99,70,46
21,14,90,98,99,63,17,18,65,26,62,21,90,42,69,48,55,44,67,85,77,90,84,69,32,34,0,59,82,24,10,81,76,86,33,66,33,10,39,21
94,94,17,94,81,24,33,69,68,90,16,78,21,30,63,91,57,91,24,44,31,40,92,93,45,85,59,0,91,98,80,68,67,57,72,89,79,29,68,94
65,100,67,35,70,86,69,100,90,80,76,47,54,46,79,30,36,31,76,67,64,43,48,17,64,80,82,91,0,45,85,37,23,15,51,22,91,19,84,65
36,14,59,47,100,40,84,32,83,96,29,53,84,86,26,96,13,45,89,90,45,46,26,20,13,94,24,98,45,0,30,91,20,45,42,75,69,32,89,36
21,79,91,65,51,26,55,26,13,31,75,70,53,44,81,75,78,16,76,19,70,70,59,64,85,99,10,80,85,30,0,58,44,47,16,37,28,40,52,21
38,45,95,37,56,13,52,79,89,13,62,62,34,67,65,39,39,37,85,72,47,25,100,59,31,22,81,68,37,91,58,0,88,49,14,50,91,72,49,38
46,49,24,41,100,11,23,65,61,27,33,35,15,96,74,17,20,65,75,91,47,45,96,61,13,37,76,67,23,20,44,88,0,64,88,67,51,60,88,46
50,23,29,18,97,34,46,35,64,69,98,17,85,30,21,12,44,93,90,34,28,94,41,25,73,72,86,57,15,45,47,49,64,0,59,79,89,21,97,50
70,84,54,46,55,38,16,63,55,29,22,24,49,44,23,51,73,54,22,47,99,88,21,15,52,50,33,72,51,42,16,14,88,59,0,79,92,45,11,70
85,46,65,99,25,12,12,87,81,73,43,94,98,62,40,60,86,69,48,24,41,68,26,97,70,94,66,89,22,75,37,50,67,79,79,0,11,44,81,85
73,67,28,33,52,82,14,55,14,84,51,28,59,95,26,80,86,68,87,33,72,84,87,27,71,80,33,79,91,69,28,91,51,89,92,11,0,34,89,73
25,22,99,63,71,32,79,16,87,94,60,31,46,31,93,78,99,47,67,19,13,93,17,50,38,99,10,29,19,32,40,72,60,21,45,44,34,0,71,25
10,78,90,95,14,15,14,29,15,56,76,15,10,59,13,63,14,80,64,57,57,24,73,53,87,70,39,68,84,89,52,49,88,97,11,81,89,71,0,10
0,26,94,71,17,100,26,75,40,62,76,93,66,36,38,30,71,95,12,40,69,26,53,48,33,46,21,94,65,36,21,38,46,50,70,85,73,25,10,0
