15
0,1,3,2,2,4,3,4,3,3,3,3,4,1,4,3,0
0,77,55,38,29,88,54,81,59,85,39,68,21,53,86,85,0
77,0,50,14,58,59,49,91,20,15,42,39,49,82,48,28,77
55,50,0,82,92,69,69,24,77,14,56,68,86,73,54,89,55
38,14,82,0,51,17,55,53,93,33,99,37,85,58,63,23,38
29,58,92,51,0,98,66,96,56,95,24,54,38,99,14,88,29
88,59,69,17,98,0,45,12,34,41,99,94,64,27,78,16,88
54,49,69,55,66,45,0,47,12,57,40,88,37,91,20,15,54
81,91,24,53,96,12,47,0,78,12,94,59,36,38,75,91,81
59,20,77,93,56,34,12,78,0,39,12,22,67,24,27,12,59
85,15,14,33,95,41,57,12,39,0,97,71,42,10,74,35,85
39,42,56,99,24,99,40,94,12,97,0,17,73,54,87,66,39
68,39,68,37,54,94,88,59,22,71,17,0,11,10,44,68,68
21,49,86,85,38,64,37,36,67,42,73,11,0,37,55,94,21
53,82,73,58,99,27,91,38,24,10,54,10,37,0,30,45,53
86,48,54,63,14,78,20,75,27,74,87,44,55,30,0,76,86
85,28,89,23,88,16,15,91,12,35,66,68,94,45,76,0,85
0,77,55,38,29,88,54,81,59,85,39,68,21,53,86,85,0
