44
0,1,4,3,1,3,3,3,2,2,1,3,2,1,3,1,1,4,3,2,4,2,3,3,4,3,1,3,3,1,2,2,1,4,4,3,3,3,1,3,2,1,1,4,2,0
0,96,37,94,53,52,43,19,96,59,28,20,94,41,13,44,90,52,59,10,61,24,68,88,44,58,92,33,78,87,78,37,74,92,66,38,94,46,44,86,29,11,58,55,38,0
96,0,73,87,59,55,50,18,66,86,73,96,42,17,53,64,35,60,62,37,82,96,81,41,97,62,69,52,85,15,11,82,20,17,24,70,36,58,85,66,38,26,37,87,64,96
37,73,0,86,61,76,12,46,88,79,20,40,18,74,17,85,26,52,29,28,54,38,69,75,51,66,91,50,59,45,13,53,57,27,64,60,31,36,34,21,93,76,59,94,47,37
94,87,86,0,17,15,25,50,74,38,74,68,71,54,36,39,58,25,13,71,43,77,80,65,54,52,68,55,35,20,96,44,67,22,96,70,91,31,63,41,24,30,87,71,33,94
53,59,61,17,0,52,31,79,69,89,70,95,90,59,52,39,85,21,16,51,90,18,34,74,61,40,12,10,71,96,52,64,66,49,28,36,69,28,32,50,32,48,62,33,26,53
52,55,76,15,52,0,18,55,22,72,60,71,16,66,49,88,60,96,28,52,14,14,42,24,92,75,81,26,67,87,14,52,10,95,43,98,32,57,57,35,56,92,76,48,70,52
43,50,12,25,31,18,0,43,75,55,75,38,90,46,10,32,12,26,81,29,64,64,35,14,64,68,31,13,47,47,44,60,54,95,30,32,76,21,24,99,25,93,83,58,91,43
19,18,46,50,79,55,43,0,42,26,62,67,36,27,70,63,59,91,91,26,25,76,63,75,49,48,43,36,50,23,84,70,17,89,91,86,60,34,80,26,84,36,20,44,52,19
96,66,88,74,69,22,75,42,0,46,15,46,81,19,11,32,89,73,27,95,95,67,73,48,17,47,45,23,16,33,19,48,82,27,26,43,32,14,55,95,62,48,90,86,91,96
59,86,79,38,89,72,55,26,46,0,47,40,27,54,83,22,55,53,18,12,65,10,51,44,85,21,75,23,69,55,10,29,63,92,44,98,20,22,93,74,90,77,81,78,42,59
28,73,20,74,70,60,75,62,15,47,0,39,74,54,30,47,87,60,76,81,26,79,48,40,67,98,37,56,85,17,17,48,17,60,97,51,42,24,76,53,14,25,52,63,39,28
20,96,40,68,95,71,38,67,46,40,39,0,46,23,80,77,82,64,53,30,32,21,61,15,69,74,24,77,61,94,93,40,97,33,97,71,38,25,68,40,77,25,14,74,23,20
