63
0,3,4,2,4,2,1,4,4,4,2,4,1,4,3,4,4,4,1,2,1,4,1,2,1,4,4,3,3,1,2,1,4,4,4,2,3,1,1,4,2,3,3,1,4,2,1,3,2,2,4,4,2,1,1,2,1,2,4,4,3,2,3,3,0
0,88,36,10,99,50,57,91,31,90,55,13,67,79,44,54,61,78,84,79,57,93,52,36,52,12,83,35,32,45,70,66,92,82,13,79,77,33,18,83,34,95,99,35,53,86,38,49,66,12,40,69,16,33,30,87,13,81,92,68,36,86,49,34,0
88,0,73,32,78,60,75,65,82,59,41,30,92,16,64,87,37,62,12,45,93,81,35,37,24,85,56,83,100,14,62,82,36,22,72,98,67,77,44,96,21,62,20,66,34,13,36,80,60,65,60,19,28,23,100,39,87,97,33,97,12,29,70,51,88
36,73,0,36,43,21,51,78,73,83,62,30,69,86,14,46,68,10,62,92,46,17,12,51,61,34,35,74,26,32,27,22,32,40,39,74,47,18,50,100,89,39,34,61,12,74,95,56,83,21,89,45,41,52,86,96,99,99,14,27,69,44,79,99,36
10,32,36,0,86,17,60,88,41,91,38,96,85,93,16,47,34,14,37,42,66,76,47,21,39,24,48,11,65,85,55,16,93,69,94,71,94,38,24,99,41,73,23,14,41,58,43,77,99,60,53,77,22,68,66,15,99,37,71,16,48,25,12,80,10
99,78,43,86,0,10,71,42,83,16,66,12,75,62,72,81,74,95,80,53,72,43,51,66,32,82,52,53,80,81,18,21,28,44,35,95,88,12,60,32,26,12,75,34,49,40,22,43,42,36,10,90,97,87,98,71,43,78,75,85,46,36,41,46,99
50,60,21,17,10,0,34,18,35,48,49,15,48,28,22,44,35,40,61,34,29,52,20,96,45,69,88,50,32,85,51,59,15,91,96,94,69,65,57,42,65,29,61,72,98,75,62,87,12,57,73,23,89,33,35,99,86,24,28,75,46,44,90,77,50
57,75,51,60,71,34,0,87,80,42,58,93,27,84,61,76,97,84,34,10,100,32,24,39,68,88,61,30,75,63,94,96,90,79,72,64,10,23,48,31,76,28,47,64,34,90,14,60,27,65,86,55,89,49,79,38,62,79,82,20,60,12,64,80,57
91,65,78,88,42,18,87,0,70,18,24,14,97,87,59,98,69,88,82,23,66,89,77,44,80,61,38,73,75,81,62,54,42,100,18,87,33,48,31,69,76,35,63,63,60,90,41,69,67,47,23,89,55,68,71,22,24,83,12,87,43,50,90,81,91
31,82,73,41,83,35,80,70,0,45,91,83,18,91,97,96,67,69,86,11,28,95,51,99,25,29,75,100,14,71,12,61,28,29,13,41,43,95,62,32,87,14,77,25,53,95,96,25,94,100,64,60,53,20,80,53,19,52,41,39,48,24,10,46,31
90,59,83,91,16,48,42,18,45,0,73,60,62,86,27,36,80,25,19,67,28,62,90,46,90,32,76,82,19,19,89,88,92,98,69,32,30,46,37,91,32,93,93,58,32,72,82,89,53,90,15,50,87,76,20,41,25,41,45,22,30,31,66,52,90
55,41,62,38,66,49,58,24,91,73,0,35,96,51,33,36,43,31,81,81,78,94,100,56,66,45,39,53,58,14,82,49,16,31,60,25,46,53,54,10,96,77,86,14,81,79,35,96,56,84,73,81,24,26,98,79,30,23,28,49,35,59,71,47,55
13,30,30,96,12,15,93,14,83,60,35,0,57,50,18,71,16,76,75,22,31,44,82,79,35,74,23,44,77,18,10,44,14,26,53,54,26,37,79,84,91,36,13,52,29,47,24,91,26,56,26,53,89,22,96,99,66,13,36,45,15,65,16,60,13
67,92,69,85,75,48,27,97,18,62,96,57,0,69,80,14,74,59,55,32,48,38,50,22,10,65,29,15,98,17,53,74,74,54,83,89,59,47,30,35,27,82,68,71,81,60,36,62,23,38,26,15,32,45,15,82,78,93,90,97,66,43,30,51,67
79,16,86,93,62,28,84,87,91,86,51,50,69,0,75,36,85,22,32,43,87,44,86,18,62,25,50,68,89,89,66,17,51,40,66,21,34,22,59,86,77,51,60,12,42,87,31,73,31,73,80,11,30,81,30,88,96,11,59,60,70,21,49,47,79
44,64,14,16,72,22,61,59,97,27,33,18,80,75,0,67,82,88,75,21,28,13,24,25,99,40,57,42,24,76,25,17,18,64,20,61,52,59,42,86,42,17,66,17,84,51,26,26,86,29,90,27,94,72,77,73,20,51,75,91,95,45,54,83,44
54,87,46,47,81,44,76,98,96,36,36,71,14,36,67,0,44,14,51,75,36,11,18,15,25,74,94,11,78,48,66,62,65,93,20,52,58,12,62,51,57,94,31,32,25,49,72,59,21,65,15,64,46,50,16,84,68,44,100,73,99,61,58,73,54
61,37,68,34,74,35,97,69,67,80,43,16,74,85,82,44,0,94,42,40,64,86,87,39,41,92,32,81,89,100,54,92,49,60,79,31,98,46,17,63,49,81,64,36,83,43,12,72,53,64,73,95,30,55,24,34,16,72,47,68,81,70,34,31,61
78,62,10,14,95,40,84,88,69,25,31,76,59,22,88,14,94,0,89,88,27,29,16,81,95,34,31,37,90,37,82,90,14,84,46,72,26,37,18,81,61,68,39,90,11,19,100,28,29,71,93,68,75,99,46,85,10,45,85,47,37,54,79,92,78
84,12,62,37,80,61,34,82,86,19,81,75,55,32,75,51,42,89,0,34,50,37,82,65,77,26,49,53,81,70,57,55,53,99,68,82,100,43,27,100,45,21,47,88,90,99,18,58,26,100,58,100,53,92,100,46,13,55,82,32,47,17,66,12,84
79,45,92,42,53,34,10,23,11,67,81,22,32,43,21,75,40,88,34,0,98,21,96,75,56,99,59,74,19,25,34,88,94,61,13,80,31,47,34,94,82,25,13,23,92,58,15,25,72,56,74,88,84,74,99,71,100,88,61,64,20,87,92,34,79
57,93,46,66,72,29,100,66,28,28,78,31,48,87,28,36,64,27,50,98,0,60,49,92,82,17,62,90,36,96,96,11,10,64,17,27,93,45,28,88,15,67,63,16,76,80,13,97,89,44,85,94,94,15,90,91,24,13,73,17,57,37,39,59,57
93,81,17,76,43,52,32,89,95,62,94,44,38,44,13,11,86,29,37,21,60,0,14,50,13,53,90,61,85,50,34,22,100,45,38,63,94,91,41,25,21,13,86,64,98,81,94,91,38,10,28,80,73,91,88,91,83,44,40,52,58,83,54,53,93
52,35,12,47,51,20,24,77,51,90,100,82,50,86,24,18,87,16,82,96,49,14,0,20,89,20,68,41,58,50,33,66,14,90,60,36,87,43,32,75,76,14,42,13,50,77,70,13,95,25,48,54,78,58,89,38,74,40,37,57,22,35,11,11,52
36,37,51,21,66,96,39,44,99,46,56,79,22,18,25,15,39,81,65,75,92,50,20,0,36,15,60,82,81,87,64,84,92,74,54,50,51,26,89,99,25,74,16,56,54,35,83,96,31,15,33,29,37,30,11,67,35,55,52,61,51,15,73,88,36
52,24,61,39,32,45,68,80,25,90,66,35,10,62,99,25,41,95,77,56,82,13,89,36,0,68,57,46,30,90,60,67,41,28,57,57,35,94,44,32,53,10,67,80,86,70,14,60,39,47,21,50,27,46,85,56,29,46,24,62,49,89,40,99,52
12,85,34,24,82,69,88,61,29,32,45,74,65,25,40,74,92,34,26,99,17,53,20,15,68,0,52,60,64,69,53,49,70,89,25,50,85,27,98,78,22,100,28,82,46,71,30,47,34,67,23,66,86,42,36,94,15,14,81,76,44,49,17,30,12
83,56,35,48,52,88,61,38,75,76,39,23,29,50,57,94,32,31,49,59,62,90,68,60,57,52,0,65,26,100,42,70,18,99,44,69,51,48,23,43,64,17,24,72,15,63,39,12,62,59,85,48,25,90,88,54,32,65,11,88,54,20,48,26,83
35,83,74,11,53,50,30,73,100,82,53,44,15,68,42,11,81,37,53,74,90,61,41,82,46,60,65,0,72,51,30,85,98,22,46,99,22,39,89,79,76,90,19,82,75,26,52,40,10,80,21,39,23,60,65,96,93,13,39,65,29,12,26,91,35
32,100,26,65,80,32,75,75,14,19,58,77,98,89,24,78,89,90,81,19,36,85,58,81,30,64,26,72,0,31,43,25,79,99,96,68,18,78,79,61,34,39,37,40,61,28,16,49,48,55,18,35,51,38,67,13,95,33,40,72,38,22,43,16,32
45,14,32,85,81,85,63,81,71,19,14,18,17,89,76,48,100,37,70,25,96,50,50,87,90,69,100,51,31,0,89,73,82,46,57,98,11,86,64,92,36,50,13,11,43,98,26,18,41,22,22,34,65,19,56,43,70,18,56,17,100,72,60,72,45
70,62,27,55,18,51,94,62,12,89,82,10,53,66,25,66,54,82,57,34,96,34,33,64,60,53,42,30,43,89,0,86,99,11,67,16,70,74,22,84,59,32,57,83,91,17,57,72,87,75,65,17,92,74,40,67,33,68,64,20,62,60,16,31,70
66,82,22,16,21,59,96,54,61,88,49,44,74,17,17,62,92,90,55,88,11,22,66,84,67,49,70,85,25,73,86,0,74,20,77,83,13,18,59,72,66,90,27,89,17,32,69,22,18,71,71,31,35,68,91,85,21,52,47,82,28,44,49,86,66
92,36,32,93,28,15,90,42,28,92,16,14,74,51,18,65,49,14,53,94,10,100,14,92,41,70,18,98,79,82,99,74,0,59,52,71,42,80,60,51,50,47,47,80,72,34,54,40,72,14,53,77,95,60,43,57,86,60,20,34,24,68,95,93,92
82,22,40,69,44,91,79,100,29,98,31,26,54,40,64,93,60,84,99,61,64,45,90,74,28,89,99,22,99,46,11,20,59,0,14,32,75,60,73,51,10,26,93,80,69,65,38,62,86,30,53,70,56,45,85,11,58,10,96,12,99,62,54,66,82
13,72,39,94,35,96,72,18,13,69,60,53,83,66,20,20,79,46,68,13,17,38,60,54,57,25,44,46,96,57,67,77,52,14,0,58,69,92,44,54,68,82,12,55,39,47,34,47,70,18,94,50,74,23,58,59,35,55,97,100,76,40,82,85,13
79,98,74,71,95,94,64,87,41,32,25,54,89,21,61,52,31,72,82,80,27,63,36,50,57,50,69,99,68,98,16,83,71,32,58,0,88,74,31,24,38,53,53,78,54,66,53,100,97,60,64,51,75,56,33,54,33,53,19,38,50,21,44,54,79
77,67,47,94,88,69,10,33,43,30,46,26,59,34,52,58,98,26,100,31,93,94,87,51,35,85,51,22,18,11,70,13,42,75,69,88,0,77,59,73,60,12,63,72,28,13,31,83,26,26,89,72,73,11,21,55,24,95,64,77,74,20,19,36,77
33,77,18,38,12,65,23,48,95,46,53,37,47,22,59,12,46,37,43,47,45,91,43,26,94,27,48,39,78,86,74,18,80,60,92,74,77,0,80,50,70,63,21,22,69,82,24,53,39,26,14,58,55,18,69,69,83,50,89,99,19,73,33,74,33
18,44,50,24,60,57,48,31,62,37,54,79,30,59,42,62,17,18,27,34,28,41,32,89,44,98,23,89,79,64,22,59,60,73,44,31,59,80,0,39,27,34,37,84,60,60,15,95,11,97,75,59,40,62,26,77,56,44,23,32,35,32,63,97,18
83,96,100,99,32,42,31,69,32,91,10,84,35,86,86,51,63,81,100,94,88,25,75,99,32,78,43,79,61,92,84,72,51,51,54,24,73,50,39,0,80,60,49,18,27,67,34,47,95,59,36,10,62,44,100,74,95,19,77,27,80,33,70,65,83
34,21,89,41,26,65,76,76,87,32,96,91,27,77,42,57,49,61,45,82,15,21,76,25,53,22,64,76,34,36,59,66,50,10,68,38,60,70,27,80,0,42,95,78,14,46,77,90,70,88,24,80,46,52,13,61,33,38,89,16,71,42,57,30,34
95,62,39,73,12,29,28,35,14,93,77,36,82,51,17,94,81,68,21,25,67,13,14,74,10,100,17,90,39,50,32,90,47,26,82,53,12,63,34,60,42,0,21,12,86,64,14,76,84,18,94,36,94,69,34,69,77,71,25,96,74,38,72,27,95
99,20,34,23,75,61,47,63,77,93,86,13,68,60,66,31,64,39,47,13,63,86,42,16,67,28,24,19,37,13,57,27,47,93,12,53,63,21,37,49,95,21,0,34,62,73,89,100,50,29,98,70,24,22,52,89,27,65,68,54,36,62,89,74,99
35,66,61,14,34,72,64,63,25,58,14,52,71,12,17,32,36,90,88,23,16,64,13,56,80,82,72,82,40,11,83,89,80,80,55,78,72,22,84,18,78,12,34,0,59,69,98,74,70,40,96,58,94,46,26,13,41,100,38,40,75,96,72,16,35
53,34,12,41,49,98,34,60,53,32,81,29,81,42,84,25,83,11,90,92,76,98,50,54,86,46,15,75,61,43,91,17,72,69,39,54,28,69,60,27,14,86,62,59,0,65,64,39,40,13,70,54,12,56,91,46,30,87,69,35,56,54,77,61,53
