42
0,3,1,4,3,1,3,1,4,2,2,1,3,2,1,3,1,2,4,4,4,4,2,3,1,1,1,4,2,3,4,4,1,3,3,2,1,1,2,3,4,4,4,0
0,54,25,52,28,96,86,67,32,38,89,94,61,51,23,95,75,77,92,100,49,70,38,60,34,72,23,89,65,38,45,17,30,19,91,96,70,37,63,32,44,31,94,0
54,0,12,99,93,57,38,44,59,81,62,48,100,28,84,34,83,90,59,91,89,88,57,27,35,95,46,32,11,52,70,78,15,83,10,30,10,58,42,60,90,56,26,54
25,12,0,11,39,47,50,19,12,47,37,58,30,52,28,59,40,73,23,84,100,79,82,59,40,25,46,85,52,60,15,91,26,52,57,91,83,94,31,74,59,11,99,25
52,99,11,0,90,34,100,52,25,90,47,13,74,49,51,79,51,84,88,50,26,45,42,27,91,95,66,54,18,50,16,24,23,31,81,28,36,96,90,55,55,73,19,52
28,93,39,90,0,50,42,10,47,13,78,62,16,31,72,73,99,18,85,40,72,98,92,52,18,66,51,17,64,80,68,79,82,51,13,72,33,56,99,24,94,15,79,28
96,57,47,34,50,0,48,69,83,98,10,41,48,89,89,88,24,54,41,59,47,86,73,95,67,97,87,97,21,18,24,97,79,40,26,93,32,57,82,74,31,14,69,96
86,38,50,100,42,48,0,99,84,68,82,27,16,84,88,60,50,99,63,76,51,85,98,89,82,37,54,47,77,88,17,38,91,76,72,14,45,85,44,83,65,60,58,86
67,44,19,52,10,69,99,0,87,20,91,48,96,94,73,75,40,41,80,63,49,10,90,32,83,27,47,61,38,45,86,26,19,68,11,97,75,84,56,22,27,94,25,67
32,59,12,25,47,83,84,87,0,39,91,84,71,76,19,57,81,85,21,72,14,97,24,24,85,17,35,94,57,21,23,12,32,81,30,21,23,45,74,48,12,74,43,32
38,81,47,90,13,98,68,20,39,0,22,27,46,70,95,19,44,51,72,59,19,14,46,92,88,62,61,23,67,73,61,73,39,89,12,63,57,28,68,33,80,21,40,38
89,62,37,47,78,10,82,91,91,22,0,23,98,55,82,34,91,62,64,95,51,13,78,69,41,75,36,91,47,92,76,68,35,16,74,54,53,82,89,93,50,90,25,89
94,48,58,13,62,41,27,48,84,27,23,0,83,65,31,34,32,76,42,48,69,47,49,55,56,14,88,67,93,31,90,14,99,11,96,64,68,79,30,72,21,72,31,94
61,100,30,74,16,48,16,96,71,46,98,83,0,27,80,99,94,12,21,36,17,82,17,40,18,30,85,14,91,16,34,89,55,86,82,29,54,93,33,50,67,23,12,61
51,28,52,49,31,89,84,94,76,70,55,65,27,0,59,20,76,100,21,82,75,74,76,48,55,30,47,67,76,36,86,26,19,69,89,86,85,86,94,45,47,15,20,51
23,84,28,51,72,89,88,73,19,95,82,31,80,59,0,85,75,54,46,42,33,31,67,91,60,58,98,84,26,26,65,52,89,55,39,86,94,26,24,46,77,22,94,23
95,34,59,79,73,88,60,75,57,19,34,34,99,20,85,0,31,92,75,15,53,69,41,81,98,19,63,69,47,55,73,39,50,77,21,48,78,38,84,63,51,44,25,95
75,83,40,51,99,24,50,40,81,44,91,32,94,76,75,31,0,18,41,18,30,87,42,39,54,64,18,41,38,90,72,69,37,11,18,58,60,89,59,14,74,15,64,75
77,90,73,84,18,54,99,41,85,51,62,76,12,100,54,92,18,0,23,65,25,36,70,80,32,29,86,55,67,88,30,64,63,79,53,98,100,50,85,54,71,97,31,77
92,59,23,88,85,41,63,80,21,72,64,42,21,21,46,75,41,23,0,54,73,37,92,56,28,55,43,11,88,11,74,73,57,39,54,49,14,89,87,67,35,58,82,92
100,91,84,50,40,59,76,63,72,59,95,48,36,82,42,15,18,65,54,0,37,46,84,18,37,37,98,52,19,61,88,98,92,56,35,47,98,35,36,100,18,18,42,100
49,89,100,26,72,47,51,49,14,19,51,69,17,75,33,53,30,25,73,37,0,12,73,78,76,21,24,90,56,93,96,25,34,92,53,83,22,51,26,66,90,84,32,49
70,88,79,45,98,86,85,10,97,14,13,47,82,74,31,69,87,36,37,46,12,0,43,87,34,95,10,20,23,35,87,81,57,96,33,27,92,69,12,52,34,52,61,70
38,57,82,42,92,73,98,90,24,46,78,49,17,76,67,41,42,70,92,84,73,43,0,79,33,28,16,25,99,17,33,10,39,75,89,14,16,54,19,19,28,26,43,38
60,27,59,27,52,95,89,32,24,92,69,55,40,48,91,81,39,80,56,18,78,87,79,0,22,68,40,72,11,51,34,100,75,51,32,12,77,97,51,14,73,64,44,60
34,35,40,91,18,67,82,83,85,88,41,56,18,55,60,98,54,32,28,37,76,34,33,22,0,91,34,15,55,63,51,28,73,52,94,50,63,11,43,28,45,99,97,34
72,95,25,95,66,97,37,27,17,62,75,14,30,30,58,19,64,29,55,37,21,95,28,68,91,0,74,49,71,29,79,94,64,91,20,46,62,64,84,70,79,50,35,72
23,46,46,66,51,87,54,47,35,61,36,88,85,47,98,63,18,86,43,98,24,10,16,40,34,74,0,28,96,19,55,97,54,73,60,30,71,39,18,34,96,41,35,23
89,32,85,54,17,97,47,61,94,23,91,67,14,67,84,69,41,55,11,52,90,20,25,72,15,49,28,0,56,67,14,85,20,65,65,99,15,91,33,71,80,18,57,89
65,11,52,18,64,21,77,38,57,67,47,93,91,76,26,47,38,67,88,19,56,23,99,11,55,71,96,56,0,27,92,55,31,42,52,26,87,46,51,92,57,54,80,65
38,52,60,50,80,18,88,45,21,73,92,31,16,36,26,55,90,88,11,61,93,35,17,51,63,29,19,67,27,0,12,39,22,79,25,72,82,36,31,90,43,61,71,38
45,70,15,16,68,24,17,86,23,61,76,90,34,86,65,73,72,30,74,88,96,87,33,34,51,79,55,14,92,12,0,36,74,92,84,19,60,94,68,85,23,41,66,45
17,78,91,24,79,97,38,26,12,73,68,14,89,26,52,39,69,64,73,98,25,81,10,100,28,94,97,85,55,39,36,0,55,77,31,90,98,19,88,79,35,23,69,17
30,15,26,23,82,79,91,19,32,39,35,99,55,19,89,50,37,63,57,92,34,57,39,75,73,64,54,20,31,22,74,55,0,37,51,81,85,22,67,28,68,28,45,30
19,83,52,31,51,40,76,68,81,89,16,11,86,69,55,77,11,79,39,56,92,96,75,51,52,91,73,65,42,79,92,77,37,0,74,62,66,62,77,32,79,85,58,19
