33
0,3,2,4,3,2,2,2,3,1,3,1,1,2,4,2,1,3,3,1,2,3,1,2,4,4,3,3,3,4,2,3,4,4,0
0,71,61,98,12,92,43,96,44,88,13,27,83,19,90,77,35,72,29,89,39,79,18,77,17,79,45,74,12,87,60,98,28,87,0
71,0,24,21,68,15,71,63,46,56,35,96,24,15,11,69,50,15,82,81,99,79,72,86,34,37,82,18,79,99,72,54,81,30,71
61,24,0,56,67,58,29,100,13,18,19,62,45,47,43,25,22,47,90,29,15,30,62,11,44,48,98,29,70,19,52,72,50,52,61
98,21,56,0,72,46,16,67,26,60,44,30,29,68,71,55,48,63,100,75,32,80,99,32,34,28,42,11,24,16,13,77,33,63,98
12,68,67,72,0,53,31,17,14,12,44,87,66,52,89,57,79,47,81,49,14,46,77,82,73,92,87,75,61,41,21,89,69,20,12
92,15,58,46,53,0,58,50,60,83,30,35,57,58,20,18,46,67,16,86,88,21,49,20,46,74,98,62,22,46,19,84,31,80,92
43,71,29,16,31,58,0,63,17,67,75,84,47,83,47,80,91,72,80,41,14,38,11,66,98,41,96,36,71,75,75,29,42,93,43
96,63,100,67,17,50,63,0,92,60,33,21,94,60,27,69,27,24,35,14,54,98,68,61,33,37,31,64,40,98,48,96,37,26,96
44,46,13,26,14,60,17,92,0,49,47,68,88,45,53,19,68,25,32,49,52,58,52,23,72,48,33,90,88,64,91,59,84,13,44
88,56,18,60,12,83,67,60,49,0,53,53,87,40,72,30,94,87,44,92,20,53,56,50,41,72,24,78,52,56,19,72,75,62,88
13,35,19,44,44,30,75,33,47,53,0,81,55,19,91,76,90,46,36,25,98,76,36,59,90,40,18,57,83,40,50,20,14,38,13
27,96,62,30,87,35,84,21,68,53,81,0,31,32,85,88,82,74,50,75,62,63,23,55,56,47,33,12,10,87,82,66,15,86,27
83,24,45,29,66,57,47,94,88,87,55,31,0,58,73,28,58,30,99,26,16,79,77,22,73,73,97,52,72,89,34,41,54,80,83
19,15,47,68,52,58,83,60,45,40,19,32,58,0,31,16,89,24,80,19,19,13,80,73,31,11,36,33,53,89,59,36,56,54,19
90,11,43,71,89,20,47,27,53,72,91,85,73,31,0,20,53,32,61,90,64,74,58,57,91,99,91,90,73,61,37,31,17,59,90
77,69,25,55,57,18,80,69,19,30,76,88,28,16,20,0,45,35,56,89,43,58,50,77,23,79,69,12,100,70,81,95,47,29,77
35,50,22,48,79,46,91,27,68,94,90,82,58,89,53,45,0,45,100,83,24,26,99,83,50,32,68,52,26,99,35,47,29,34,35
72,15,47,63,47,67,72,24,25,87,46,74,30,24,32,35,45,0,27,95,34,62,54,11,59,47,64,15,42,53,23,72,62,39,72
29,82,90,100,81,16,80,35,32,44,36,50,99,80,61,56,100,27,0,45,49,61,86,59,41,19,50,42,33,63,72,22,35,16,29
89,81,29,75,49,86,41,14,49,92,25,75,26,19,90,89,83,95,45,0,12,51,88,92,28,61,56,53,86,41,27,52,52,87,89
39,99,15,32,14,88,14,54,52,20,98,62,16,19,64,43,24,34,49,12,0,65,61,86,26,90,86,71,98,70,27,36,26,12,39
79,79,30,80,46,21,38,98,58,53,76,63,79,13,74,58,26,62,61,51,65,0,66,27,65,37,33,66,100,15,13,26,88,34,79
18,72,62,99,77,49,11,68,52,56,36,23,77,80,58,50,99,54,86,88,61,66,0,11,11,62,64,60,18,99,54,42,68,39,18
77,86,11,32,82,20,66,61,23,50,59,55,22,73,57,77,83,11,59,92,86,27,11,0,51,39,34,28,42,36,70,35,22,13,77
17,34,44,34,73,46,98,33,72,41,90,56,73,31,91,23,50,59,41,28,26,65,11,51,0,44,68,36,80,46,14,72,47,14,17
79,37,48,28,92,74,41,37,48,72,40,47,73,11,99,79,32,47,19,61,90,37,62,39,44,0,100,24,30,67,86,67,72,81,79
45,82,98,42,87,98,96,31,33,24,18,33,97,36,91,69,68,64,50,56,86,33,64,34,68,100,0,97,60,64,57,95,80,15,45
74,18,29,11,75,62,36,64,90,78,57,12,52,33,90,12,52,15,42,53,71,66,60,28,36,24,97,0,53,99,25,83,80,56,74
12,79,70,24,61,22,71,40,88,52,83,10,72,53,73,100,26,42,33,86,98,100,18,42,80,30,60,53,0,84,93,74,56,76,12
87,99,19,16,41,46,75,98,64,56,40,87,89,89,61,70,99,53,63,41,70,15,99,36,46,67,64,99,84,0,97,84,30,24,87
60,72,52,13,21,19,75,48,91,19,50,82,34,59,37,81,35,23,72,27,27,13,54,70,14,86,57,25,93,97,0,93,32,55,60
98,54,72,77,89,84,29,96,59,72,20,66,41,36,31,95,47,72,22,52,36,26,42,35,72,67,95,83,74,84,93,0,70,58,98
28,81,50,33,69,31,42,37,84,75,14,15,54,56,17,47,29,62,35,52,26,88,68,22,47,72,80,80,56,30,32,70,0,57,28
87,30,52,63,20,80,93,26,13,62,38,86,80,54,59,29,34,39,16,87,12,34,39,13,14,81,15,56,76,24,55,58,57,0,87
0,71,61,98,12,92,43,96,44,88,13,27,83,19,90,77,35,72,29,89,39,79,18,77,17,79,45,74,12,87,60,98,28,87,0
