25
0,3,1,1,2,3,3,2,4,1,3,4,3,4,3,1,2,3,4,1,1,2,3,4,4,3,0
0,41,22,39,70,52,23,17,15,98,47,15,83,74,28,84,38,50,96,73,56,63,46,93,71,86,0
41,0,65,18,87,83,18,100,37,70,35,94,90,91,80,22,42,99,53,93,11,47,17,61,52,100,41
22,65,0,63,85,37,39,86,57,36,70,38,57,69,86,10,40,31,70,40,44,21,98,48,14,65,22
39,18,63,0,83,79,91,17,72,39,38,70,18,24,71,16,73,31,11,97,45,72,43,47,93,94,39
70,87,85,83,0,52,32,22,93,10,61,54,46,55,47,80,84,76,19,100,28,65,26,28,97,52,70
52,83,37,79,52,0,67,61,33,80,43,93,56,93,72,69,36,78,58,80,67,30,20,42,23,26,52
23,18,39,91,32,67,0,95,13,20,40,52,33,95,33,31,26,69,82,55,70,11,58,43,52,27,23
17,100,86,17,22,61,95,0,79,93,25,92,23,52,23,82,18,75,29,95,51,14,15,59,49,36,17
15,37,57,72,93,33,13,79,0,32,63,54,95,45,70,62,69,13,26,32,12,33,61,81,21,71,15
98,70,36,39,10,80,20,93,32,0,58,99,57,56,10,82,22,38,92,93,49,29,69,46,39,91,98
47,35,70,38,61,43,40,25,63,58,0,74,83,70,75,70,52,96,52,85,75,16,56,80,94,20,47
15,94,38,70,54,93,52,92,54,99,74,0,37,69,24,46,33,87,92,27,100,84,11,11,56,44,15
83,90,57,18,46,56,33,23,95,57,83,37,0,37,54,53,19,20,43,50,55,86,62,61,44,15,83
74,91,69,24,55,93,95,52,45,56,70,69,37,0,96,82,17,37,41,11,38,15,88,57,26,69,74
28,80,86,71,47,72,33,23,70,10,75,24,54,96,0,96,60,72,49,17,47,44,66,94,32,59,28
84,22,10,16,80,69,31,82,62,82,70,46,53,82,96,0,94,86,20,84,75,26,34,85,55,78,84
38,42,40,73,84,36,26,18,69,22,52,33,19,17,60,94,0,24,33,15,52,20,46,54,23,68,38
50,99,31,31,76,78,69,75,13,38,96,87,20,37,72,86,24,0,63,59,26,100,64,33,25,82,50
96,53,70,11,19,58,82,29,26,92,52,92,43,41,49,20,33,63,0,69,46,96,40,24,26,19,96
73,93,40,97,100,80,55,95,32,93,85,27,50,11,17,84,15,59,69,0,64,21,51,72,38,13,73
56,11,44,45,28,67,70,51,12,49,75,100,55,38,47,75,52,26,46,64,0,67,66,91,40,75,56
63,47,21,72,65,30,11,14,33,29,16,84,86,15,44,26,20,100,96,21,67,0,44,38,72,16,63
46,17,98,43,26,20,58,15,61,69,56,11,62,88,66,34,46,64,40,51,66,44,0,59,31,55,46
93,61,48,47,28,42,43,59,81,46,80,11,61,57,94,85,54,33,24,72,91,38,59,0,83,22,93
71,52,14,93,97,23,52,49,21,39,94,56,44,26,32,55,23,25,26,38,40,72,31,83,0,36,71
86,100,65,94,52,26,27,36,71,91,20,44,15,69,59,78,68,82,19,13,75,16,55,22,36,0,86
0,41,22,39,70,52,23,17,15,98,47,15,83,74,28,84,38,50,96,73,56,63,46,93,71,86,0
