79
0,2,2,1,2,4,4,3,1,3,4,3,2,1,2,1,1,4,3,1,2,2,3,2,3,3,2,3,3,4,2,2,2,1,4,1,2,4,4,1,4,2,1,4,3,3,1,1,1,2,3,2,1,3,1,1,4,2,2,3,2,4,3,4,2,4,2,3,1,4,1,1,4,3,4,4,4,1,3,4,0
0,72,48,49,49,92,42,53,87,43,18,81,78,51,73,63,40,79,45,82,96,22,41,55,89,24,97,53,45,28,63,87,45,81,46,32,45,87,92,17,28,97,63,14,17,67,98,50,93,32,91,25,85,83,57,53,87,85,87,54,80,58,97,79,63,64,98,15,48,27,69,27,69,95,47,89,100,56,100,84,0
72,0,87,25,97,50,14,70,56,41,33,57,35,67,77,96,88,78,27,15,16,47,72,54,58,33,70,34,84,13,90,47,17,10,68,75,24,16,65,31,54,83,67,30,28,74,64,18,84,17,43,37,38,77,34,95,23,64,99,64,10,14,32,78,96,95,97,100,14,97,42,95,43,69,35,39,12,28,82,88,72
48,87,0,24,28,70,26,19,46,10,30,98,68,16,36,62,80,20,10,13,100,74,73,92,81,45,68,77,74,73,100,68,52,24,87,35,21,68,53,30,92,27,15,81,57,55,31,95,73,54,11,94,76,22,35,32,90,73,26,36,63,11,61,96,59,44,74,84,99,39,16,42,14,18,24,35,78,17,76,34,48
49,25,24,0,59,11,75,69,54,84,38,29,90,49,37,86,14,10,14,16,19,76,44,65,63,26,74,11,93,44,59,18,87,24,77,91,21,70,42,84,17,57,10,27,18,33,84,53,65,14,64,83,98,34,88,63,84,50,84,22,92,55,51,62,24,26,60,93,58,78,100,83,13,81,12,87,89,25,20,45,49
49,97,28,59,0,61,80,48,91,99,69,54,84,50,69,76,71,41,87,34,30,99,33,83,21,41,24,81,83,81,24,38,47,74,24,42,78,20,27,97,66,32,65,17,40,83,98,72,75,68,69,23,14,92,84,80,52,32,100,71,59,54,59,58,67,49,43,28,10,48,50,81,24,67,43,38,31,21,55,44,49
92,50,70,11,61,0,24,94,40,49,34,64,83,30,41,40,36,72,54,21,75,38,98,87,76,55,79,48,96,27,30,21,45,28,80,92,17,48,96,77,73,38,78,23,26,30,43,86,63,52,55,42,50,15,91,16,20,72,46,36,89,37,74,36,63,54,44,59,52,78,41,41,24,39,26,10,27,13,68,72,92
42,14,26,75,80,24,0,17,50,58,61,69,47,63,90,20,43,16,58,98,12,48,18,38,59,81,92,19,34,24,46,35,30,46,59,19,60,41,97,92,73,44,19,81,43,84,78,93,96,14,88,70,43,41,20,15,64,14,49,85,35,91,46,66,20,44,53,28,26,94,66,21,88,80,95,48,58,50,63,49,42
53,70,19,69,48,94,17,0,96,54,52,19,83,96,60,23,66,28,91,28,49,91,12,90,65,28,67,63,68,43,10,95,45,27,50,50,43,17,33,14,49,14,75,94,34,29,87,14,63,62,91,83,78,41,22,16,87,45,60,84,65,83,36,36,11,52,75,90,10,66,62,81,92,44,86,79,97,46,70,45,53
87,56,46,54,91,40,50,96,0,11,93,55,90,100,86,95,79,44,16,30,93,82,42,31,73,83,41,62,58,19,77,52,30,38,97,73,48,86,94,51,57,66,100,97,15,84,99,25,35,79,14,56,19,48,81,63,45,61,58,67,90,55,18,46,53,88,74,12,73,71,85,69,72,81,14,81,60,95,100,98,87
43,41,10,84,99,49,58,54,11,0,13,54,39,86,37,80,43,86,91,51,90,88,100,78,60,13,84,24,100,29,66,73,70,67,27,37,38,29,13,65,12,94,17,25,84,69,96,16,63,23,18,65,93,26,65,95,35,52,19,59,61,28,24,76,15,44,59,32,58,67,89,62,94,92,24,29,31,49,54,35,43
18,33,30,38,69,34,61,52,93,13,0,13,43,51,88,97,19,63,79,23,14,46,36,98,17,56,10,34,17,22,89,13,46,86,99,40,68,38,83,33,48,57,21,86,22,28,88,42,73,87,93,55,91,15,41,40,31,87,44,18,84,59,24,78,53,100,44,76,73,33,10,80,58,45,35,20,31,32,39,48,18
81,57,98,29,54,64,69,19,55,54,13,0,29,67,97,82,86,80,70,27,80,78,70,64,50,17,96,99,88,57,28,12,71,25,27,35,65,49,60,97,96,66,34,32,27,65,73,53,35,31,13,30,14,84,74,15,93,30,94,88,64,96,37,51,38,28,68,57,17,80,65,91,67,58,95,59,27,43,100,63,81
78,35,68,90,84,83,47,83,90,39,43,29,0,35,55,28,62,20,75,40,15,68,60,42,60,94,77,11,26,57,81,61,88,53,45,59,77,11,94,38,28,95,30,18,85,16,45,20,10,93,71,23,40,45,14,71,44,74,35,87,10,89,84,96,12,30,85,76,77,98,43,50,28,32,23,47,79,41,95,79,78
51,67,16,49,50,30,63,96,100,86,51,67,35,0,47,22,74,64,74,90,40,38,33,70,69,19,74,28,53,63,17,53,16,49,34,89,63,16,43,64,26,34,51,29,32,33,61,21,86,91,65,87,18,57,29,70,32,71,42,89,45,81,38,56,65,40,46,82,38,98,48,64,66,57,84,81,58,72,25,84,51
73,77,36,37,69,41,90,60,86,37,88,97,55,47,0,91,57,29,43,30,93,73,60,22,92,63,45,32,79,31,22,53,90,84,58,88,28,77,21,56,97,72,95,77,87,62,84,14,51,21,73,58,59,53,83,37,71,66,19,65,94,44,18,27,24,40,19,90,15,56,58,30,79,69,15,17,100,11,12,35,73
63,96,62,86,76,40,20,23,95,80,97,82,28,22,91,0,64,15,49,22,69,28,89,38,21,26,21,76,24,67,27,56,58,80,15,30,66,74,96,20,65,50,98,94,36,91,78,60,29,17,43,45,63,42,82,82,13,54,49,18,53,11,76,79,40,73,17,21,20,72,30,12,61,70,83,77,43,84,67,40,63
