24
0,4,2,4,1,1,3,2,1,4,1,1,2,2,1,4,2,4,4,2,4,3,1,1,2,0
0,66,19,92,54,72,70,53,17,27,68,67,95,24,46,89,75,58,58,91,46,44,47,36,100,0
66,0,73,19,16,97,69,44,73,77,32,74,50,41,18,66,87,33,44,15,17,29,11,90,46,66
19,73,0,85,17,48,60,95,60,57,98,84,59,36,37,90,53,90,59,20,57,46,54,56,23,19
92,19,85,0,62,83,79,58,60,88,95,64,45,64,59,79,86,20,80,63,93,79,73,80,85,92
54,16,17,62,0,64,17,23,43,62,34,71,22,28,25,59,72,51,23,40,33,24,48,86,52,54
72,97,48,83,64,0,28,70,44,87,24,35,82,11,64,70,46,62,70,75,79,91,67,73,98,72
70,69,60,79,17,28,0,47,63,79,98,74,51,46,54,41,43,18,82,42,79,72,84,87,64,70
53,44,95,58,23,70,47,0,54,11,76,68,42,32,50,22,18,77,80,65,18,94,58,49,84,53
17,73,60,60,43,44,63,54,0,26,72,84,55,10,68,25,58,56,95,40,96,85,94,58,89,17
27,77,57,88,62,87,79,11,26,0,75,99,79,30,68,56,30,57,38,79,97,61,44,23,39,27
68,32,98,95,34,24,98,76,72,75,0,33,90,85,32,20,38,90,12,47,74,28,93,37,55,68
67,74,84,64,71,35,74,68,84,99,33,0,74,75,84,21,62,87,51,98,39,23,66,40,19,67
95,50,59,45,22,82,51,42,55,79,90,74,0,100,77,21,73,97,75,68,88,33,33,75,80,95
24,41,36,64,28,11,46,32,10,30,85,75,100,0,43,71,78,30,15,66,85,41,100,10,11,24
46,18,37,59,25,64,54,50,68,68,32,84,77,43,0,70,75,96,27,88,71,44,14,16,95,46
89,66,90,79,59,70,41,22,25,56,20,21,21,71,70,0,91,73,91,85,35,28,32,30,82,89
75,87,53,86,72,46,43,18,58,30,38,62,73,78,75,91,0,25,91,100,49,59,71,82,49,75
58,33,90,20,51,62,18,77,56,57,90,87,97,30,96,73,25,0,44,97,76,50,46,51,13,58
58,44,59,80,23,70,82,80,95,38,12,51,75,15,27,91,91,44,0,61,30,57,47,76,30,58
91,15,20,63,40,75,42,65,40,79,47,98,68,66,88,85,100,97,61,0,44,15,32,44,56,91
46,17,57,93,33,79,79,18,96,97,74,39,88,85,71,35,49,76,30,44,0,91,37,40,12,46
44,29,46,79,24,91,72,94,85,61,28,23,33,41,44,28,59,50,57,15,91,0,46,87,54,44
47,11,54,73,48,67,84,58,94,44,93,66,33,100,14,32,71,46,47,32,37,46,0,15,55,47
36,90,56,80,86,73,87,49,58,23,37,40,75,10,16,30,82,51,76,44,40,87,15,0,33,36
100,46,23,85,52,98,64,84,89,39,55,19,80,11,95,82,49,13,30,56,12,54,55,33,0,100
0,66,19,92,54,72,70,53,17,27,68,67,95,24,46,89,75,58,58,91,46,44,47,36,100,0
