38
0,4,1,2,1,2,3,2,3,4,3,4,2,4,4,4,4,2,2,3,3,4,3,4,1,1,3,3,3,1,3,2,2,4,3,1,3,4,1,0
0,51,71,52,59,83,87,28,96,43,57,27,79,48,16,81,74,61,10,92,21,38,12,97,21,17,83,24,57,68,87,45,46,68,92,43,91,40,22,0
51,0,11,46,100,90,53,11,24,44,51,41,58,66,51,27,93,60,64,92,12,87,12,10,67,95,91,92,35,65,23,27,86,99,46,59,23,76,81,51
71,11,0,24,32,10,15,23,14,44,60,76,70,35,10,19,30,56,63,41,53,71,26,43,33,77,96,84,58,36,58,68,65,23,51,34,20,67,54,71
52,46,24,0,12,23,31,75,40,95,40,88,14,44,54,50,67,30,16,95,84,42,19,11,30,18,20,64,67,37,54,47,60,72,71,82,35,76,88,52
59,100,32,12,0,52,66,43,37,52,97,44,16,62,71,21,10,66,10,73,33,23,85,69,81,98,17,65,97,69,20,36,54,29,42,55,65,12,32,59
83,90,10,23,52,0,98,40,56,47,14,12,30,91,12,18,42,41,63,27,100,10,90,37,89,10,84,28,92,26,27,35,41,79,96,65,83,58,82,83
87,53,15,31,66,98,0,24,21,30,60,51,97,60,78,58,19,14,71,66,79,99,20,97,73,36,80,78,82,94,87,17,37,44,97,86,45,83,19,87
28,11,23,75,43,40,24,0,29,83,38,77,79,50,15,14,88,89,94,12,97,15,57,26,68,73,21,95,51,97,61,13,48,40,28,77,92,97,99,28
96,24,14,40,37,56,21,29,0,32,96,20,44,35,55,82,61,22,42,41,40,73,95,47,43,74,16,34,62,70,23,26,99,67,57,34,56,72,100,96
43,44,44,95,52,47,30,83,32,0,17,62,90,36,20,99,97,35,31,52,43,25,49,49,96,83,26,46,75,98,30,90,27,45,50,76,59,66,45,43
57,51,60,40,97,14,60,38,96,17,0,85,28,43,64,23,20,85,19,20,45,72,65,76,17,62,83,21,40,17,57,76,17,35,47,87,83,90,50,57
27,41,76,88,44,12,51,77,20,62,85,0,87,46,87,64,21,46,41,90,13,10,88,45,66,87,90,12,66,21,41,70,78,12,88,91,11,79,55,27
79,58,70,14,16,30,97,79,44,90,28,87,0,49,86,49,54,12,68,45,16,46,32,30,76,28,18,86,32,58,51,43,31,40,76,98,86,13,48,79
48,66,35,44,62,91,60,50,35,36,43,46,49,0,31,71,81,48,15,43,22,19,59,66,16,93,57,61,73,100,61,91,99,57,29,22,96,94,39,48
