58
0,2,4,3,4,1,3,4,4,2,4,2,2,2,1,2,1,2,3,2,3,1,2,2,2,1,4,3,1,1,1,3,4,2,2,4,1,1,4,1,4,4,1,1,2,4,3,4,3,1,3,4,4,1,3,2,1,1,3,0
0,33,97,91,84,91,87,16,54,38,44,12,29,77,85,17,13,73,45,45,62,54,26,18,11,71,69,76,29,38,73,99,93,47,84,11,11,13,81,32,48,87,42,45,46,18,33,18,99,20,63,11,90,19,65,31,57,75,62,0
33,0,17,39,78,87,10,55,65,28,38,78,84,37,67,62,98,31,97,62,29,57,56,67,56,53,91,13,19,54,96,74,95,24,25,64,36,63,53,81,74,29,35,31,63,24,69,46,95,76,11,10,89,50,66,35,32,98,83,33
97,17,0,57,63,70,31,91,21,16,30,26,91,20,72,20,26,57,10,47,98,52,83,51,47,20,47,83,20,100,22,87,56,91,43,98,30,18,42,70,41,100,32,72,55,69,59,42,35,17,59,11,52,81,80,32,25,91,90,97
91,39,57,0,27,77,44,82,99,60,43,99,26,14,35,58,30,63,15,25,91,36,64,48,97,37,15,74,23,79,95,80,38,68,53,66,36,16,35,11,36,71,91,12,46,42,30,25,68,20,90,38,26,60,58,16,48,58,59,91
84,78,63,27,0,42,29,78,36,33,24,60,76,99,64,47,53,51,57,59,69,70,54,60,67,48,55,91,41,34,16,72,12,52,48,50,25,97,27,74,89,95,58,38,30,69,85,12,59,86,52,94,96,26,63,15,58,41,23,84
91,87,70,77,42,0,79,16,21,11,58,56,80,76,78,84,81,68,89,19,90,98,35,37,83,64,67,60,89,15,13,17,54,33,93,52,25,47,11,42,56,55,84,70,77,60,57,59,43,32,35,70,25,19,82,71,14,74,87,91
87,10,31,44,29,79,0,30,57,53,44,74,26,53,86,96,99,78,54,39,32,74,41,40,12,47,22,36,49,94,51,93,13,59,39,45,68,64,88,70,78,17,12,26,66,46,98,51,52,35,51,86,72,74,64,39,24,17,21,87
16,55,91,82,78,16,30,0,12,59,61,77,97,11,12,43,32,34,53,78,18,81,77,46,52,63,70,78,59,95,48,90,93,64,16,97,20,59,93,96,20,98,87,43,63,30,23,76,91,18,70,18,43,29,20,26,68,100,48,16
54,65,21,99,36,21,57,12,0,82,91,40,12,80,59,66,57,57,72,41,81,78,17,78,31,56,18,80,54,75,82,66,94,88,48,51,80,100,66,19,82,46,73,38,57,17,73,45,66,28,31,26,35,98,47,73,42,47,88,54
38,28,16,60,33,11,53,59,82,0,49,54,17,73,14,45,43,26,43,72,27,41,43,74,78,11,77,21,64,87,99,55,15,88,23,90,30,53,45,94,53,26,57,26,77,14,61,62,14,90,56,41,99,38,93,98,44,88,60,38
44,38,30,43,24,58,44,61,91,49,0,100,59,50,56,35,15,31,56,75,35,91,97,83,71,33,70,48,50,78,17,56,34,62,32,70,27,65,39,80,54,26,64,14,73,87,24,64,39,58,75,84,54,86,58,79,91,94,86,44
12,78,26,99,60,56,74,77,40,54,100,0,51,87,68,71,44,71,62,61,25,90,93,53,30,12,20,53,62,100,39,68,56,63,24,75,76,37,81,22,17,78,67,87,42,74,69,49,57,58,99,83,38,19,22,64,88,18,81,12
29,84,91,26,76,80,26,97,12,17,59,51,0,44,81,97,70,62,79,70,29,12,11,36,88,41,73,56,21,70,47,79,44,64,97,22,93,93,40,13,83,52,99,35,30,71,88,73,95,95,65,47,84,14,95,87,45,74,75,29
77,37,20,14,99,76,53,11,80,73,50,87,44,0,40,100,29,78,90,26,75,45,22,41,65,38,21,19,70,94,42,39,35,60,73,51,80,76,41,14,62,42,54,17,45,13,95,21,68,91,60,16,87,52,25,44,52,97,27,77
85,67,72,35,64,78,86,12,59,14,56,68,81,40,0,66,16,43,32,59,65,67,72,60,55,78,33,47,95,55,91,18,22,99,57,41,87,47,83,59,79,72,61,45,68,91,41,34,37,13,51,53,52,29,42,73,16,44,42,85
17,62,20,58,47,84,96,43,66,45,35,71,97,100,66,0,91,67,59,19,26,97,91,84,84,19,63,97,44,77,59,49,51,15,19,42,86,54,82,85,12,47,83,28,100,59,76,12,51,61,21,78,58,84,67,98,96,41,11,17
13,98,26,30,53,81,99,32,57,43,15,44,70,29,16,91,0,34,39,49,31,65,69,100,42,14,11,86,48,77,90,14,58,33,79,88,68,77,82,90,62,67,24,71,10,62,52,98,48,90,21,53,55,97,32,72,90,62,99,13
73,31,57,63,51,68,78,34,57,26,31,71,62,78,43,67,34,0,49,14,61,43,60,60,95,76,12,74,70,32,53,59,68,44,57,98,70,52,76,42,40,22,31,78,14,81,61,92,36,91,22,90,14,17,68,28,66,73,84,73
45,97,10,15,57,89,54,53,72,43,56,62,79,90,32,59,39,49,0,95,52,97,89,68,60,70,72,89,85,23,82,42,18,51,11,43,45,71,47,96,67,17,80,76,43,25,62,85,16,26,25,83,50,66,91,76,46,34,99,45
45,62,47,25,59,19,39,78,41,72,75,61,70,26,59,19,49,14,95,0,30,99,58,82,81,10,78,73,31,27,14,37,88,32,19,92,92,49,27,22,73,64,32,96,29,46,17,44,22,39,58,72,20,75,77,96,21,88,40,45
62,29,98,91,69,90,32,18,81,27,35,25,29,75,65,26,31,61,52,30,0,95,44,46,95,34,96,28,53,10,17,17,73,56,70,79,38,19,64,12,97,36,12,68,74,36,47,73,71,88,92,93,91,46,87,20,28,85,86,62
54,57,52,36,70,98,74,81,78,41,91,90,12,45,67,97,65,43,97,99,95,0,51,88,76,85,97,57,50,33,37,75,29,99,92,10,97,52,10,68,18,42,54,17,56,50,88,59,17,42,63,57,88,65,32,85,22,32,23,54
26,56,83,64,54,35,41,77,17,43,97,93,11,22,72,91,69,60,89,58,44,51,0,73,91,30,35,27,100,49,20,46,44,13,43,43,96,40,40,98,19,12,33,38,69,71,60,25,66,18,32,100,94,33,95,51,83,87,36,26
18,67,51,48,60,37,40,46,78,74,83,53,36,41,60,84,100,60,68,82,46,88,73,0,80,34,87,34,78,87,71,22,89,40,39,88,31,100,11,12,97,17,23,75,95,84,50,80,66,84,33,85,57,90,93,54,89,77,17,18
11,56,47,97,67,83,12,52,31,78,71,30,88,65,55,84,42,95,60,81,95,76,91,80,0,40,47,34,99,26,90,56,61,62,100,29,76,74,53,81,49,26,11,26,15,17,14,46,45,48,49,11,97,17,43,58,26,97,76,11
71,53,20,37,48,64,47,63,56,11,33,12,41,38,78,19,14,76,70,10,34,85,30,34,40,0,19,59,46,27,81,48,55,44,14,86,64,83,28,34,14,72,86,24,30,74,28,23,90,79,90,45,85,96,65,51,35,97,48,71
69,91,47,15,55,67,22,70,18,77,70,20,73,21,33,63,11,12,72,78,96,97,35,87,47,19,0,65,64,51,59,91,76,57,92,84,45,69,13,46,66,98,92,18,32,56,51,17,31,70,17,19,87,62,98,29,42,23,55,69
76,13,83,74,91,60,36,78,80,21,48,53,56,19,47,97,86,74,89,73,28,57,27,34,34,59,65,0,33,74,97,43,28,71,80,14,74,14,75,71,19,45,26,70,95,65,15,82,46,21,32,95,98,53,28,49,24,70,18,76
29,19,20,23,41,89,49,59,54,64,50,62,21,70,95,44,48,70,85,31,53,50,100,78,99,46,64,33,0,30,38,55,95,44,43,23,42,27,80,42,22,41,14,11,62,36,90,85,42,43,50,32,65,34,84,71,15,59,28,29
38,54,100,79,34,15,94,95,75,87,78,100,70,94,55,77,77,32,23,27,10,33,49,87,26,27,51,74,30,0,10,33,65,41,50,44,28,69,46,99,92,64,65,71,25,40,71,18,92,95,23,61,48,53,86,76,50,13,61,38
73,96,22,95,16,13,51,48,82,99,17,39,47,42,91,59,90,53,82,14,17,37,20,71,90,81,59,97,38,10,0,42,75,78,52,60,74,32,60,90,90,92,72,80,82,63,27,25,57,66,29,26,46,63,29,78,35,82,61,73
99,74,87,80,72,17,93,90,66,55,56,68,79,39,18,49,14,59,42,37,17,75,46,22,56,48,91,43,55,33,42,0,31,27,51,34,99,61,52,79,50,50,77,24,32,10,84,82,15,43,14,31,61,83,59,20,62,23,37,99
93,95,56,38,12,54,13,93,94,15,34,56,44,35,22,51,58,68,18,88,73,29,44,89,61,55,76,28,95,65,75,31,0,100,44,41,64,25,30,30,42,95,69,90,86,15,74,70,91,56,66,64,21,30,67,68,43,39,80,93
47,24,91,68,52,33,59,64,88,88,62,63,64,60,99,15,33,44,51,32,56,99,13,40,62,44,57,71,44,41,78,27,100,0,94,76,47,21,64,89,52,99,59,39,100,83,48,84,88,40,46,53,54,84,49,58,87,59,98,47
84,25,43,53,48,93,39,16,48,23,32,24,97,73,57,19,79,57,11,19,70,92,43,39,100,14,92,80,43,50,52,51,44,94,0,15,26,50,22,85,29,37,83,81,87,82,44,89,77,33,18,59,69,16,48,54,88,88,35,84
11,64,98,66,50,52,45,97,51,90,70,75,22,51,41,42,88,98,43,92,79,10,43,88,29,86,84,14,23,44,60,34,41,76,15,0,27,74,30,11,21,29,46,48,22,83,63,10,38,98,85,54,84,73,10,14,40,76,93,11
11,36,30,36,25,25,68,20,80,30,27,76,93,80,87,86,68,70,45,92,38,97,96,31,76,64,45,74,42,28,74,99,64,47,26,27,0,36,12,77,98,36,93,83,36,57,68,24,96,14,72,83,58,13,89,95,28,57,32,11
13,63,18,16,97,47,64,59,100,53,65,37,93,76,47,54,77,52,71,49,19,52,40,100,74,83,69,14,27,69,32,61,25,21,50,74,36,0,39,34,81,70,48,63,62,35,92,52,71,49,26,91,85,77,99,23,64,73,67,13
81,53,42,35,27,11,88,93,66,45,39,81,40,41,83,82,82,76,47,27,64,10,40,11,53,28,13,75,80,46,60,52,30,64,22,30,12,39,0,87,84,97,30,83,32,35,50,25,73,83,87,54,23,25,57,78,95,83,23,81
32,81,70,11,74,42,70,96,19,94,80,22,13,14,59,85,90,42,96,22,12,68,98,12,81,34,46,71,42,99,90,79,30,89,85,11,77,34,87,0,11,81,99,90,33,60,98,41,94,94,46,79,80,80,24,81,92,44,66,32
48,74,41,36,89,56,78,20,82,53,54,17,83,62,79,12,62,40,67,73,97,18,19,97,49,14,66,19,22,92,90,50,42,52,29,21,98,81,84,11,0,78,76,85,82,59,41,78,40,29,34,76,94,15,76,17,58,80,81,48
87,29,100,71,95,55,17,98,46,26,26,78,52,42,72,47,67,22,17,64,36,42,12,17,26,72,98,45,41,64,92,50,95,99,37,29,36,70,97,81,78,0,62,71,12,26,73,41,52,64,35,97,46,17,39,34,56,49,49,87
42,35,32,91,58,84,12,87,73,57,64,67,99,54,61,83,24,31,80,32,12,54,33,23,11,86,92,26,14,65,72,77,69,59,83,46,93,48,30,99,76,62,0,98,46,30,60,93,60,28,28,70,46,86,92,55,43,53,54,42
45,31,72,12,38,70,26,43,38,26,14,87,35,17,45,28,71,78,76,96,68,17,38,75,26,24,18,70,11,71,80,24,90,39,81,48,83,63,83,90,85,71,98,0,50,76,47,79,24,27,78,37,28,98,23,36,66,96,58,45
46,63,55,46,30,77,66,63,57,77,73,42,30,45,68,100,10,14,43,29,74,56,69,95,15,30,32,95,62,25,82,32,86,100,87,22,36,62,32,33,82,12,46,50,0,79,62,95,93,52,15,10,72,69,62,37,96,69,47,46
18,24,69,42,69,60,46,30,17,14,87,74,71,13,91,59,62,81,25,46,36,50,71,84,17,74,56,65,36,40,63,10,15,83,82,83,57,35,35,60,59,26,30,76,79,0,88,17,45,25,35,98,47,71,50,59,54,26,100,18
33,69,59,30,85,57,98,23,73,61,24,69,88,95,41,76,52,61,62,17,47,88,60,50,14,28,51,15,90,71,27,84,74,48,44,63,68,92,50,98,41,73,60,47,62,88,0,32,66,92,15,94,27,79,86,40,12,67,60,33
18,46,42,25,12,59,51,76,45,62,64,49,73,21,34,12,98,92,85,44,73,59,25,80,46,23,17,82,85,18,25,82,70,84,89,10,24,52,25,41,78,41,93,79,95,17,32,0,15,94,100,33,12,92,49,99,74,60,34,18
99,95,35,68,59,43,52,91,66,14,39,57,95,68,37,51,48,36,16,22,71,17,66,66,45,90,31,46,42,92,57,15,91,88,77,38,96,71,73,94,40,52,60,24,93,45,66,15,0,53,51,51,78,40,31,94,25,79,63,99
20,76,17,20,86,32,35,18,28,90,58,58,95,91,13,61,90,91,26,39,88,42,18,84,48,79,70,21,43,95,66,43,56,40,33,98,14,49,83,94,29,64,28,27,52,25,92,94,53,0,16,38,16,79,45,26,95,84,50,20
63,11,59,90,52,35,51,70,31,56,75,99,65,60,51,21,21,22,25,58,92,63,32,33,49,90,17,32,50,23,29,14,66,46,18,85,72,26,87,46,34,35,28,78,15,35,15,100,51,16,0,15,78,84,73,14,73,32,25,63
11,10,11,38,94,70,86,18,26,41,84,83,47,16,53,78,53,90,83,72,93,57,100,85,11,45,19,95,32,61,26,31,64,53,59,54,83,91,54,79,76,97,70,37,10,98,94,33,51,38,15,0,79,38,82,32,50,90,73,11
90,89,52,26,96,25,72,43,35,99,54,38,84,87,52,58,55,14,50,20,91,88,94,57,97,85,87,98,65,48,46,61,21,54,69,84,58,85,23,80,94,46,46,28,72,47,27,12,78,16,78,79,0,75,19,31,56,25,12,90
19,50,81,60,26,19,74,29,98,38,86,19,14,52,29,84,97,17,66,75,46,65,33,90,17,96,62,53,34,53,63,83,30,84,16,73,13,77,25,80,15,17,86,98,69,71,79,92,40,79,84,38,75,0,74,86,32,42,56,19
65,66,80,58,63,82,64,20,47,93,58,22,95,25,42,67,32,68,91,77,87,32,95,93,43,65,98,28,84,86,29,59,67,49,48,10,89,99,57,24,76,39,92,23,62,50,86,49,31,45,73,82,19,74,0,12,74,32,56,65
31,35,32,16,15,71,39,26,73,98,79,64,87,44,73,98,72,28,76,96,20,85,51,54,58,51,29,49,71,76,78,20,68,58,54,14,95,23,78,81,17,34,55,36,37,59,40,99,94,26,14,32,31,86,12,0,59,18,72,31
57,32,25,48,58,14,24,68,42,44,91,88,45,52,16,96,90,66,46,21,28,22,83,89,26,35,42,24,15,50,35,62,43,87,88,40,28,64,95,92,58,56,43,66,96,54,12,74,25,95,73,50,56,32,74,59,0,15,62,57
75,98,91,58,41,74,17,100,47,88,94,18,74,97,44,41,62,73,34,88,85,32,87,77,97,97,23,70,59,13,82,23,39,59,88,76,57,73,83,44,80,49,53,96,69,26,67,60,79,84,32,90,25,42,32,18,15,0,99,75
62,83,90,59,23,87,21,48,88,60,86,81,75,27,42,11,99,84,99,40,86,23,36,17,76,48,55,18,28,61,61,37,80,98,35,93,32,67,23,66,81,49,54,58,47,100,60,34,63,50,25,73,12,56,56,72,62,99,0,62
0,33,97,91,84,91,87,16,54,38,44,12,29,77,85,17,13,73,45,45,62,54,26,18,11,71,69,76,29,38,73,99,93,47,84,11,11,13,81,32,48,87,42,45,46,18,33,18,99,20,63,11,90,19,65,31,57,75,62,0
