89
0,3,4,4,4,1,1,3,1,1,1,3,2,3,2,2,3,2,3,1,3,4,1,2,1,3,3,2,2,3,1,2,4,1,2,2,3,4,3,3,4,3,4,2,3,4,3,4,3,2,1,1,4,4,2,1,4,1,2,1,2,3,1,3,2,3,2,4,1,1,3,3,1,2,4,1,1,4,1,4,2,4,1,3,1,4,4,3,3,3,0
0,93,13,24,36,11,85,75,35,25,53,65,45,57,42,52,32,39,16,43,45,14,10,89,62,73,100,67,13,12,88,30,28,58,23,27,11,42,75,49,10,56,61,45,79,32,15,95,88,22,41,68,78,57,17,77,27,35,72,68,70,85,94,66,94,83,11,99,77,22,54,82,10,54,22,53,15,19,77,12,50,27,25,78,65,31,21,28,90,34,0
93,0,55,66,22,82,65,93,64,54,60,42,25,56,39,15,56,11,11,52,22,81,59,96,41,66,22,29,66,86,35,19,53,98,54,41,33,31,40,16,62,11,27,55,53,81,31,65,16,34,42,60,99,99,81,92,33,62,96,61,26,62,47,20,51,41,71,78,11,12,92,79,85,51,12,31,52,78,59,35,42,78,79,26,83,37,53,26,50,33,93
13,55,0,15,46,25,39,97,52,74,53,91,68,60,44,86,51,74,50,72,92,35,19,17,57,84,13,15,85,68,31,28,35,28,16,14,37,19,21,74,15,17,48,96,87,82,63,87,55,38,44,96,60,98,22,82,25,65,26,80,44,76,21,64,100,11,99,82,43,76,70,60,88,32,72,90,86,83,20,83,32,72,85,85,40,51,22,77,47,59,13
24,66,15,0,62,63,30,66,52,17,47,41,97,19,31,17,88,10,91,46,82,76,98,90,49,41,32,11,87,83,39,70,66,75,68,86,35,35,68,27,42,28,78,57,71,91,37,72,38,72,80,50,16,72,24,17,94,40,60,91,15,19,83,36,45,24,44,98,18,17,53,85,24,46,79,93,53,53,63,29,88,43,29,88,70,67,35,58,79,80,24
36,22,46,62,0,98,81,91,84,65,95,67,93,77,51,18,63,16,41,48,85,47,53,14,47,22,73,19,20,48,21,70,13,49,86,25,54,62,68,19,30,71,59,36,10,100,40,59,18,61,23,53,78,38,27,38,16,89,24,69,48,28,77,34,57,25,19,93,86,83,17,31,26,28,85,43,13,68,74,82,41,37,44,73,50,89,19,72,12,89,36
11,82,25,63,98,0,27,11,29,11,33,84,21,63,89,19,43,54,42,87,40,77,95,92,47,28,94,30,30,46,100,51,11,91,40,56,48,95,69,24,33,43,14,27,36,69,84,58,82,47,75,94,93,38,52,26,62,74,24,91,19,99,37,46,42,99,44,54,89,63,54,71,65,87,77,65,54,84,73,83,58,49,75,52,54,38,40,16,83,89,11
85,65,39,30,81,27,0,80,84,82,28,55,97,68,99,84,77,98,56,86,82,83,28,97,80,28,35,55,47,48,56,55,59,59,70,91,48,100,89,67,48,14,43,56,15,28,28,84,93,41,62,60,69,58,39,91,88,100,86,50,16,41,26,29,77,94,47,61,24,58,45,88,34,61,81,41,18,82,88,71,23,49,94,60,58,97,72,38,56,28,85
75,93,97,66,91,11,80,0,69,19,85,97,93,56,15,44,53,59,26,39,34,90,98,38,40,97,41,69,17,27,20,92,88,95,14,53,70,39,44,61,22,82,17,38,12,34,75,79,46,44,33,56,28,19,75,47,34,79,41,33,100,84,68,16,85,84,32,18,56,26,63,54,26,87,95,62,17,44,63,69,40,40,36,95,78,72,87,21,19,43,75
35,64,52,52,84,29,84,69,0,12,36,20,86,38,41,90,17,30,60,79,38,52,16,98,63,63,87,83,56,86,24,14,88,40,59,89,99,25,64,37,27,62,17,17,53,99,14,99,73,17,99,33,87,42,79,49,57,37,44,31,25,97,25,19,54,23,83,78,30,42,93,63,67,33,29,52,22,62,96,55,11,50,24,95,17,83,98,67,38,50,35
25,54,74,17,65,11,82,19,12,0,38,66,89,39,19,15,33,24,33,38,29,17,54,54,51,86,21,19,85,89,20,42,64,63,71,31,10,38,84,46,70,81,62,52,19,82,78,85,37,74,61,32,40,55,60,82,62,47,11,78,53,71,17,34,67,24,37,91,58,57,76,78,94,64,91,36,41,40,85,16,69,54,40,51,85,71,18,74,33,80,25
53,60,53,47,95,33,28,85,36,38,0,11,13,53,24,42,13,67,86,17,90,11,30,88,61,55,72,11,49,63,80,18,80,72,32,88,32,81,92,36,40,76,60,20,56,15,88,95,62,70,41,82,92,97,69,76,40,36,60,10,98,94,94,71,21,43,81,92,10,96,20,30,10,70,65,24,54,63,60,83,57,96,45,11,31,44,41,86,45,37,53
65,42,91,41,67,84,55,97,20,66,11,0,37,32,48,82,42,25,75,92,18,42,42,62,74,32,27,12,32,62,98,76,70,57,11,69,80,29,87,84,78,52,29,50,92,31,15,38,42,30,54,54,66,13,72,16,18,56,79,24,86,61,47,58,19,78,92,28,23,84,72,37,81,52,74,12,72,32,87,90,22,52,25,18,96,76,95,64,52,48,65
