52
0,2,3,2,1,2,4,3,1,2,1,2,1,1,3,3,3,2,2,1,3,1,2,3,3,4,4,1,1,2,2,2,3,1,2,4,4,2,1,4,3,2,2,4,3,2,1,3,3,1,2,1,3,0
0,35,55,93,32,13,25,41,75,25,40,75,85,14,95,73,55,93,96,85,11,32,73,35,86,14,80,80,11,22,16,33,77,67,13,74,40,89,49,28,83,55,22,88,32,41,74,33,91,35,24,85,93,0
35,0,49,14,23,41,44,87,51,62,65,13,44,20,27,75,88,59,62,21,12,21,74,95,66,34,15,77,20,42,41,69,82,32,60,28,67,73,29,26,94,35,78,68,34,26,31,44,69,58,56,41,48,35
55,49,0,91,95,35,57,65,56,42,67,18,81,89,62,32,57,12,12,13,42,39,35,50,100,48,57,86,38,24,69,64,57,38,39,32,25,49,90,73,24,93,67,71,68,62,88,55,89,58,82,13,15,55
93,14,91,0,47,81,68,82,46,67,10,74,49,39,71,30,90,46,40,36,48,75,78,89,92,72,56,97,42,85,37,13,50,80,23,59,74,21,33,93,67,87,56,22,16,52,14,16,59,44,59,93,56,93
32,23,95,47,0,97,75,25,100,32,25,82,55,46,80,73,31,42,39,42,25,27,41,45,65,47,21,90,52,100,22,52,19,30,68,58,24,34,77,90,49,57,97,90,48,77,65,64,70,17,46,74,29,32
13,41,35,81,97,0,73,46,51,72,34,33,23,52,79,13,19,37,64,34,93,53,59,10,91,68,80,42,55,67,72,18,38,60,20,54,84,64,91,10,51,19,73,83,69,70,29,85,91,22,97,98,61,13
25,44,57,68,75,73,0,48,96,98,61,97,34,18,75,41,87,70,28,39,34,84,12,91,39,54,52,50,32,83,56,66,42,26,82,39,90,33,73,37,37,21,40,41,14,44,92,54,26,40,41,86,68,25
41,87,65,82,25,46,48,0,18,72,74,66,67,42,54,69,39,75,30,59,89,27,58,54,30,21,22,74,19,33,81,61,61,73,100,40,16,67,98,57,57,29,38,41,22,85,10,57,35,65,67,21,51,41
75,51,56,46,100,51,96,18,0,94,74,76,43,48,19,93,21,46,63,78,72,90,92,56,43,38,10,62,41,57,62,53,17,14,65,45,56,76,93,86,67,69,31,10,43,70,76,66,67,58,61,43,62,75
25,62,42,67,32,72,98,72,94,0,40,97,13,77,88,95,76,44,52,49,43,73,96,37,62,96,54,24,28,36,11,58,21,51,82,65,61,10,20,53,34,18,19,36,36,33,40,90,66,37,23,23,14,25
40,65,67,10,25,34,61,74,74,40,0,72,10,85,50,75,34,99,68,100,96,66,52,49,96,24,71,80,42,43,84,48,61,20,82,79,15,57,38,19,19,70,41,81,43,66,86,71,26,51,98,87,79,40
75,13,18,74,82,33,97,66,76,97,72,0,53,89,37,74,14,47,30,81,66,74,81,33,78,89,100,67,96,45,30,45,17,49,36,66,93,53,91,37,13,34,10,17,13,23,20,32,96,51,74,98,21,75
85,44,81,49,55,23,34,67,43,13,10,53,0,39,59,44,19,78,57,50,66,77,21,23,13,20,62,49,57,57,51,74,36,72,11,79,19,35,10,46,80,94,35,73,65,46,39,33,59,67,70,83,15,85
14,20,89,39,46,52,18,42,48,77,85,89,39,0,10,58,58,24,93,78,81,72,10,96,76,65,51,83,92,31,54,63,21,71,78,17,40,86,60,26,10,83,28,84,43,41,87,97,55,75,30,94,28,14
95,27,62,71,80,79,75,54,19,88,50,37,59,10,0,87,11,63,72,84,49,30,59,46,89,66,28,23,97,21,84,33,87,91,71,57,20,55,17,28,39,89,56,93,55,97,45,88,94,73,96,39,65,95
73,75,32,30,73,13,41,69,93,95,75,74,44,58,87,0,44,83,26,29,56,17,67,68,23,25,30,46,62,93,99,30,39,49,72,61,19,49,85,97,40,97,96,63,47,64,28,29,13,65,87,85,10,73
55,88,57,90,31,19,87,39,21,76,34,14,19,58,11,44,0,50,95,38,39,74,99,51,69,77,11,41,71,25,16,73,97,45,64,69,44,72,21,63,37,98,68,24,59,59,32,83,39,33,69,83,53,55
93,59,12,46,42,37,70,75,46,44,99,47,78,24,63,83,50,0,57,76,82,98,86,90,67,70,12,56,75,88,48,27,44,52,27,69,82,88,78,16,25,20,47,49,33,73,43,36,63,56,38,34,77,93
96,62,12,40,39,64,28,30,63,52,68,30,57,93,72,26,95,57,0,83,12,62,28,31,80,47,63,33,75,90,79,84,82,57,76,35,39,33,64,16,23,75,11,64,34,44,30,95,45,62,19,67,50,96
