71
0,4,4,2,2,1,3,2,3,1,3,1,3,2,1,1,3,4,2,1,2,4,3,4,2,1,4,3,2,3,3,4,4,2,4,3,1,1,3,2,1,4,4,3,1,3,2,1,4,4,4,1,4,1,4,1,4,2,2,2,4,4,1,2,3,1,2,4,4,4,2,2,0
0,30,77,18,61,94,69,71,90,51,68,50,68,33,53,86,53,60,78,99,77,37,56,23,80,94,99,100,74,95,42,61,49,44,51,60,28,14,85,67,94,62,67,52,33,70,22,39,85,90,39,62,11,13,16,25,52,20,12,80,99,30,31,97,82,87,39,33,87,39,15,64,0
30,0,61,57,48,67,25,65,64,90,85,35,79,34,55,53,39,26,87,47,48,99,48,86,59,88,37,47,75,69,21,28,33,76,38,48,53,83,97,69,65,51,81,87,88,47,63,82,31,63,61,47,68,18,11,55,94,63,12,53,95,22,88,63,36,58,34,93,100,85,87,49,30
77,61,0,25,79,20,13,35,99,99,24,11,20,36,57,26,79,55,32,16,100,51,68,72,27,13,93,65,68,33,83,34,42,83,19,73,40,71,85,48,12,54,38,87,98,68,43,41,64,48,46,67,100,52,22,39,37,54,45,21,21,79,71,50,25,56,36,35,66,51,78,30,77
18,57,25,0,79,87,89,37,83,90,19,100,20,27,85,15,92,73,70,28,17,38,79,44,54,16,32,99,99,58,47,46,14,28,96,67,13,78,52,64,56,43,42,58,64,46,83,87,32,94,72,67,99,42,21,96,37,28,37,15,58,98,47,18,35,97,75,30,48,55,88,57,18
61,48,79,79,0,23,50,30,45,39,45,32,58,28,13,96,50,15,60,67,68,19,81,33,44,13,52,55,39,84,30,31,26,15,40,75,72,35,93,37,30,93,79,91,42,26,81,57,76,57,24,35,100,55,19,27,72,96,15,31,100,92,47,98,10,65,43,17,17,41,47,37,61
94,67,20,87,23,0,96,41,49,19,19,34,87,98,78,77,94,79,69,23,52,59,50,33,99,80,65,65,69,50,24,78,44,19,81,52,65,36,41,11,46,53,27,74,54,45,70,55,32,58,51,41,41,87,34,66,13,23,22,91,42,81,31,84,99,39,44,43,45,93,47,87,94
69,25,13,89,50,96,0,50,13,19,13,89,41,98,12,22,43,52,68,42,41,78,98,36,84,87,42,66,26,74,21,25,37,78,85,88,47,68,77,66,57,18,78,33,85,11,35,55,69,26,55,96,58,13,83,49,26,42,79,88,13,64,88,41,61,90,77,73,40,68,81,76,69
71,65,35,37,30,41,50,0,64,15,59,38,88,97,42,32,47,69,46,85,86,54,14,66,56,66,21,57,52,75,25,13,10,73,96,24,42,27,94,32,56,87,69,93,72,61,78,88,39,11,98,33,80,11,41,85,30,54,77,62,57,50,86,42,32,96,70,30,34,72,42,12,71
90,64,99,83,45,49,13,64,0,50,13,19,67,45,79,28,59,39,49,51,75,34,61,27,90,11,79,62,75,27,13,35,56,93,99,92,88,99,68,84,55,36,95,61,26,86,19,91,88,94,64,86,43,77,31,16,14,36,96,81,99,23,73,77,22,72,29,96,44,43,45,75,90
51,90,99,90,39,19,19,15,50,0,14,89,77,87,71,20,93,42,80,33,65,85,81,93,54,71,72,15,44,11,96,98,92,99,57,37,98,47,46,90,16,94,51,22,40,32,95,30,13,30,99,36,38,42,73,90,59,88,37,29,35,33,86,44,82,62,68,55,63,100,12,33,51
68,85,24,19,45,19,13,59,13,14,0,68,22,45,94,99,85,30,57,46,87,29,39,23,57,38,60,17,87,15,58,27,13,98,66,72,94,21,47,45,52,75,33,60,84,11,52,41,49,51,50,54,11,56,29,20,21,42,49,48,40,88,68,14,79,77,18,94,90,90,95,42,68
50,35,11,100,32,34,89,38,19,89,68,0,28,95,58,95,27,51,75,95,89,62,18,86,57,60,63,71,41,26,49,91,11,29,95,87,18,56,31,53,45,57,81,67,56,84,97,54,32,26,30,41,73,15,65,94,63,62,57,45,65,10,19,99,66,47,77,58,99,47,26,32,50
68,79,20,20,58,87,41,88,67,77,22,28,0,13,39,32,97,65,95,99,98,86,88,49,69,67,26,27,43,19,32,25,48,32,83,72,18,87,49,77,91,90,85,36,40,41,88,65,14,40,28,80,44,36,67,27,63,10,99,13,10,88,69,100,82,55,84,33,88,42,24,28,68
