95
0,3,2,2,1,4,3,2,3,3,4,2,2,3,1,2,2,4,4,1,2,1,3,3,4,4,3,1,2,1,4,1,3,1,4,4,3,1,3,2,4,3,4,1,3,2,2,3,2,4,1,2,3,2,3,4,1,1,3,1,1,4,1,3,4,1,3,3,3,3,1,2,3,1,1,4,1,4,1,3,3,2,1,3,2,1,1,4,3,2,4,2,3,2,2,1,0
0,49,16,83,28,17,90,47,63,52,40,22,47,48,18,31,63,68,12,40,83,54,53,75,66,96,86,50,94,94,68,19,79,81,80,28,32,50,31,100,13,51,76,43,51,82,24,95,22,69,18,80,81,35,85,28,58,64,72,79,45,28,20,13,83,41,87,16,18,30,11,64,100,28,87,17,42,67,22,23,72,52,12,25,93,48,33,17,92,96,98,29,62,59,42,33,0
49,0,45,95,25,41,36,11,95,64,38,92,53,88,86,91,84,36,82,68,73,45,70,58,92,75,54,16,100,50,74,17,96,91,44,20,47,16,75,52,41,95,42,50,58,23,82,32,25,60,70,40,75,99,76,93,83,39,53,68,74,72,94,19,78,35,28,78,91,77,71,92,61,20,22,98,60,57,28,27,76,56,66,89,88,45,64,10,83,66,67,24,39,100,74,18,49
16,45,0,64,72,43,52,20,40,93,28,16,42,25,41,93,36,71,33,30,80,25,58,55,70,51,49,26,15,42,97,73,14,29,14,81,38,90,75,69,97,67,99,68,16,31,25,36,96,51,68,89,23,52,96,29,62,68,82,89,28,73,33,66,37,82,37,69,50,20,66,97,23,50,48,30,48,92,92,76,94,38,63,11,92,45,60,57,38,94,19,23,17,34,12,29,16
83,95,64,0,29,32,10,64,25,86,47,54,30,65,92,44,23,68,54,16,41,71,54,44,73,31,84,43,58,74,64,97,71,60,31,27,67,15,66,53,89,32,94,15,60,67,65,48,28,53,61,32,51,37,63,28,47,22,73,38,82,10,71,80,50,63,16,44,53,45,61,21,72,34,94,58,95,84,57,28,68,75,14,53,83,60,21,46,94,45,71,90,16,58,13,10,83
28,25,72,29,0,32,90,84,89,82,88,93,100,14,88,85,85,86,22,88,13,58,48,78,76,33,65,46,75,87,49,33,45,84,80,33,34,25,37,41,93,87,17,63,83,57,23,83,33,94,89,56,48,100,57,20,17,68,96,74,25,33,12,80,59,12,28,31,65,68,53,76,74,59,52,78,45,81,29,100,61,99,57,70,33,74,23,10,46,60,83,53,58,54,84,41,28
17,41,43,32,32,0,54,32,34,41,39,48,57,88,77,63,41,85,75,93,72,41,28,29,71,13,52,94,73,39,44,16,37,18,27,62,12,24,33,18,95,97,27,12,77,96,53,22,24,97,36,93,62,96,20,20,98,14,24,19,87,64,99,55,54,86,37,59,97,100,23,61,64,10,85,24,51,60,82,16,43,28,75,18,43,23,66,96,39,19,44,81,80,99,61,77,17
90,36,52,10,90,54,0,18,34,82,80,70,12,54,63,17,50,90,89,50,13,94,98,69,28,40,24,76,81,56,81,37,26,47,76,94,91,39,56,78,36,36,49,17,19,78,49,33,45,27,34,50,66,98,23,24,55,75,90,70,53,43,26,51,43,12,95,66,58,12,84,93,41,40,25,95,30,35,99,41,57,74,94,56,60,83,57,74,62,53,45,56,74,25,27,11,90
47,11,20,64,84,32,18,0,24,83,48,47,85,87,21,83,100,39,88,23,87,93,37,61,46,34,89,74,85,76,79,13,42,21,43,51,82,66,44,83,11,50,57,10,96,39,83,20,13,97,90,53,93,89,100,26,16,28,100,22,98,25,80,26,75,29,54,16,54,12,97,77,17,98,91,81,97,52,47,20,37,77,40,99,41,29,28,49,24,13,40,25,41,34,28,81,47
63,95,40,25,89,34,34,24,0,84,85,81,99,100,13,100,64,40,50,60,33,79,68,22,93,50,29,51,48,40,87,97,97,43,46,10,75,86,83,37,56,61,79,13,54,39,86,97,40,76,74,71,44,88,10,20,34,70,33,57,74,20,80,13,18,12,96,25,31,30,57,93,88,36,33,19,93,80,35,57,32,45,36,35,30,94,45,64,55,67,100,55,84,90,43,58,63
52,64,93,86,82,41,82,83,84,0,97,37,99,62,44,74,84,39,66,74,38,57,38,86,15,62,63,41,88,57,86,12,63,61,78,94,80,79,32,99,19,20,57,40,20,38,98,57,36,86,18,14,40,80,29,63,80,77,97,41,77,10,71,28,56,29,42,27,10,40,56,59,55,83,23,48,100,33,30,61,17,25,42,24,29,56,55,40,80,27,86,35,20,31,45,17,52
40,38,28,47,88,39,80,48,85,97,0,69,72,88,27,83,47,17,41,27,90,34,41,53,34,45,20,55,52,20,40,13,77,39,80,76,69,78,65,52,20,22,25,75,19,29,59,45,61,73,91,11,13,26,89,36,82,19,28,80,29,53,71,49,23,100,49,23,32,69,83,76,21,40,62,27,34,83,27,80,84,75,15,77,34,20,40,91,30,84,98,97,97,73,66,79,40
22,92,16,54,93,48,70,47,81,37,69,0,14,100,79,61,25,34,19,14,67,95,82,68,13,19,58,50,66,65,37,99,85,64,51,21,24,52,45,13,96,44,44,92,97,29,100,66,94,17,48,42,96,16,78,38,89,53,83,41,84,100,62,64,20,77,13,51,29,65,76,15,28,88,38,59,83,45,95,62,21,97,89,28,68,34,24,50,16,31,60,55,48,42,20,59,22
47,53,42,30,100,57,12,85,99,99,72,14,0,41,50,65,20,100,27,13,80,90,70,82,91,24,82,20,34,87,76,58,52,94,91,71,71,13,35,21,68,50,51,24,96,48,61,26,32,16,21,28,62,71,15,41,85,83,32,99,20,90,48,20,34,57,84,81,56,36,56,100,32,63,88,95,46,82,24,60,73,61,86,49,15,52,36,94,30,68,29,75,54,42,45,57,47
48,88,25,65,14,88,54,87,100,62,88,100,41,0,66,42,87,86,62,10,56,92,89,33,21,39,42,63,92,66,41,86,10,60,30,72,56,18,76,48,25,18,80,83,47,73,45,58,58,41,98,45,46,45,29,98,43,32,15,24,75,31,36,46,38,98,89,39,33,95,39,46,59,64,51,30,63,64,79,12,20,76,86,88,92,91,18,80,29,38,80,26,64,92,37,28,48
18,86,41,92,88,77,63,21,13,44,27,79,50,66,0,99,50,21,63,38,34,97,96,64,100,54,65,75,47,30,50,85,84,82,68,69,64,24,93,98,69,63,64,85,35,87,68,56,16,59,38,44,29,34,89,96,91,56,98,12,83,66,43,71,90,43,99,73,63,52,24,32,36,63,88,23,97,16,52,31,18,35,95,100,42,43,31,84,44,96,88,40,32,34,15,30,18
31,91,93,44,85,63,17,83,100,74,83,61,65,42,99,0,48,39,47,51,11,71,38,72,85,50,14,84,51,24,60,66,100,47,68,94,86,38,89,35,60,87,49,79,24,88,95,85,66,22,58,12,93,18,50,23,62,51,29,95,87,85,14,42,75,28,64,47,27,29,95,19,53,65,14,91,25,82,53,80,26,24,10,50,97,43,33,23,13,49,39,65,62,91,27,50,31
63,84,36,23,85,41,50,100,64,84,47,25,20,87,50,48,0,57,85,64,54,79,12,51,74,23,93,94,44,26,13,53,65,83,80,34,76,68,43,83,23,68,43,34,38,52,56,26,81,13,35,28,59,31,55,63,59,94,92,19,43,39,44,46,33,39,24,12,34,34,86,47,79,28,46,60,68,59,73,29,45,41,70,84,87,35,49,30,74,39,41,30,72,41,18,16,63
68,36,71,68,86,85,90,39,40,39,17,34,100,86,21,39,57,0,79,96,72,17,51,25,31,38,71,30,49,60,19,30,59,65,50,54,41,25,91,26,88,15,86,43,25,19,22,80,80,100,52,90,58,96,87,59,84,37,25,45,78,40,98,83,18,52,60,68,33,99,88,73,31,26,80,16,26,56,91,41,26,34,36,53,39,73,56,76,77,79,19,21,48,87,67,93,68
12,82,33,54,22,75,89,88,50,66,41,19,27,62,63,47,85,79,0,77,23,33,84,29,41,21,41,48,96,89,39,69,35,92,27,98,26,81,14,83,90,28,86,31,55,36,89,24,22,79,43,57,82,15,66,92,30,61,42,72,25,58,24,34,45,44,80,64,40,100,99,50,65,54,55,26,61,100,97,84,29,14,96,48,24,80,73,80,77,59,74,82,59,23,79,25,12
40,68,30,16,88,93,50,23,60,74,27,14,13,10,38,51,64,96,77,0,61,94,56,18,86,85,80,44,11,74,75,69,93,16,39,23,58,41,76,88,84,43,46,10,31,99,35,33,58,14,22,81,78,40,44,74,32,73,79,93,68,79,83,29,19,72,81,32,29,92,57,41,51,83,71,66,18,45,36,87,92,71,40,59,15,19,12,54,76,28,52,57,59,75,96,49,40
83,73,80,41,13,72,13,87,33,38,90,67,80,56,34,11,54,72,23,61,0,42,35,34,22,98,51,26,90,30,62,44,45,38,94,98,93,49,99,76,94,38,64,62,67,95,29,82,94,23,30,100,74,28,99,43,81,92,47,46,87,13,56,50,50,70,51,47,91,93,84,50,62,48,27,47,69,95,28,93,67,54,57,32,38,20,89,97,75,17,18,100,52,28,36,55,83
54,45,25,71,58,41,94,93,79,57,34,95,90,92,97,71,79,17,33,94,42,0,99,65,27,87,42,77,36,41,22,59,46,80,68,95,17,47,15,25,42,58,62,98,39,83,72,90,98,47,15,20,93,62,40,61,81,82,17,76,21,78,62,83,59,92,61,84,62,23,14,43,18,28,76,85,76,29,54,55,10,69,82,21,21,81,31,48,46,65,20,36,38,98,33,16,54
53,70,58,54,48,28,98,37,68,38,41,82,70,89,96,38,12,51,84,56,35,99,0,43,32,16,10,25,15,54,72,13,100,40,75,60,39,88,59,91,43,36,85,37,15,62,88,47,45,55,98,57,95,13,82,66,20,97,82,77,33,84,87,40,22,32,86,99,78,38,87,12,96,28,100,58,84,97,23,32,34,70,74,25,10,100,18,53,30,52,80,34,11,82,81,70,53
75,58,55,44,78,29,69,61,22,86,53,68,82,33,64,72,51,25,29,18,34,65,43,0,95,53,45,61,45,30,39,100,49,52,25,94,11,58,21,25,57,75,69,52,96,70,62,100,39,33,76,20,96,97,86,40,23,95,84,90,63,91,52,26,51,84,83,34,41,99,76,12,84,84,17,24,90,90,98,70,96,21,28,83,46,32,74,63,82,37,43,44,35,76,63,52,75
66,92,70,73,76,71,28,46,93,15,34,13,91,21,100,85,74,31,41,86,22,27,32,95,0,45,95,100,44,71,84,56,27,48,53,72,27,76,29,48,84,42,50,25,56,63,36,23,18,66,78,65,100,21,76,76,52,53,76,87,20,84,19,82,64,51,25,10,89,95,51,47,26,81,60,71,16,55,66,81,19,61,52,51,66,88,74,78,84,21,15,58,42,85,79,89,66
