75
0,2,3,4,1,3,2,4,2,1,2,3,4,4,3,3,4,2,1,4,1,3,1,3,3,4,2,3,4,4,4,1,3,3,1,2,4,1,2,4,3,1,2,2,3,4,2,1,4,2,4,3,1,3,1,4,3,3,4,1,1,2,3,1,3,2,4,4,4,4,3,2,1,2,4,3,0
0,20,24,23,40,97,65,78,87,41,83,52,91,27,43,10,29,60,82,64,35,29,97,49,69,11,28,79,34,59,82,34,18,41,83,86,81,28,58,76,98,51,78,74,82,89,96,81,47,21,77,10,44,26,25,83,94,14,13,93,13,66,49,28,49,47,13,62,55,13,55,38,68,32,55,45,0
20,0,85,29,24,72,68,27,24,80,32,51,42,46,79,15,66,41,32,26,78,33,48,31,99,12,67,84,61,70,95,83,66,13,13,47,28,65,43,97,43,45,89,28,88,78,53,57,14,74,58,31,87,47,83,62,60,97,41,13,61,54,62,75,25,71,88,22,17,40,22,30,48,79,84,17,20
24,85,0,61,95,36,38,11,96,100,24,30,60,32,90,50,53,92,65,27,30,50,59,86,24,53,26,28,22,46,71,45,30,35,40,63,21,77,95,14,38,95,54,56,91,15,35,24,84,21,60,47,60,70,63,17,58,69,85,19,87,58,25,13,70,100,66,54,47,54,93,53,43,57,29,97,24
23,29,61,0,79,68,12,38,76,13,96,46,62,93,84,67,81,12,83,96,50,26,62,89,59,39,75,87,52,76,72,28,72,66,27,88,95,89,12,63,17,50,12,19,63,21,64,70,83,17,35,93,70,22,81,61,44,77,71,46,77,10,88,75,30,65,27,82,54,55,79,74,95,36,34,50,23
40,24,95,79,0,89,50,68,48,59,17,83,55,39,54,53,89,94,94,58,15,70,41,24,33,50,48,39,98,75,32,44,58,49,13,52,43,35,27,78,95,25,79,62,78,57,80,11,47,57,87,20,70,85,58,88,80,33,69,11,77,79,94,12,13,25,52,88,100,23,32,97,75,18,72,54,40
97,72,36,68,89,0,86,64,60,15,90,60,53,24,96,27,79,29,96,41,50,21,47,34,53,47,55,10,96,90,46,45,41,39,35,61,87,37,81,38,38,93,72,20,80,72,14,27,63,51,39,59,83,58,38,92,95,71,34,51,41,10,19,29,71,92,52,62,67,22,45,87,79,12,37,50,97
65,68,38,12,50,86,0,84,29,75,42,36,11,29,72,54,52,40,18,25,25,31,93,86,55,76,90,53,84,66,36,11,17,67,96,25,53,62,51,37,99,75,15,63,46,31,62,87,54,12,25,73,34,81,46,23,49,60,47,36,26,22,34,65,80,46,42,51,27,16,97,69,65,36,37,52,65
78,27,11,38,68,64,84,0,13,25,20,49,82,64,65,24,59,50,32,29,96,30,60,97,36,92,56,41,45,88,53,93,17,67,93,80,12,75,16,33,28,53,30,85,75,15,99,20,92,85,61,18,52,81,36,64,73,79,92,92,52,79,96,57,56,68,69,32,87,73,55,34,63,78,13,52,78
87,24,96,76,48,60,29,13,0,12,97,83,35,32,53,78,29,53,69,71,33,35,69,16,71,22,57,95,30,10,40,64,45,22,24,29,84,77,66,72,44,82,99,60,74,31,50,44,19,57,65,56,23,27,75,45,76,42,71,86,42,50,40,96,62,47,64,87,78,74,86,30,100,37,39,90,87
41,80,100,13,59,15,75,25,12,0,30,30,89,60,52,38,99,53,36,96,32,12,92,29,67,74,74,27,83,48,51,13,86,45,60,100,18,12,49,44,38,96,51,28,100,67,75,31,89,95,24,93,51,39,88,46,85,66,92,39,25,36,85,71,25,49,74,86,58,62,11,82,60,48,37,67,41
