40
0,2,3,1,2,1,3,4,1,1,2,3,2,1,3,3,1,1,4,4,3,1,4,4,2,2,4,1,2,2,2,2,3,1,4,4,1,1,1,3,4,0
0,31,68,77,57,77,98,12,69,42,86,34,90,52,43,96,93,94,97,87,86,46,13,42,88,60,18,98,16,100,68,96,82,85,27,67,77,43,18,72,75,0
31,0,66,49,18,69,45,28,86,63,14,67,27,18,88,44,69,13,65,40,65,68,71,38,92,67,20,73,67,56,51,88,77,33,43,92,47,72,17,88,81,31
68,66,0,83,91,85,39,83,23,13,58,58,10,65,54,39,18,74,34,55,55,12,78,90,84,30,76,94,64,39,10,83,83,73,79,79,81,49,27,17,57,68
77,49,83,0,41,53,39,75,23,47,45,60,44,28,50,67,94,28,67,79,74,41,11,80,85,67,38,47,81,47,40,55,22,85,74,38,79,96,76,16,12,77
57,18,91,41,0,35,55,86,47,75,85,63,32,88,90,56,15,37,23,68,76,24,21,31,94,94,91,19,72,21,36,39,21,58,71,98,100,82,29,95,37,57
77,69,85,53,35,0,76,90,82,19,23,100,98,37,69,38,66,32,60,25,36,95,43,15,14,55,31,19,22,82,43,43,63,51,24,88,69,52,18,29,71,77
98,45,39,39,55,76,0,77,13,35,65,33,38,64,19,33,14,93,98,32,86,55,37,93,56,21,15,85,45,84,49,12,17,51,85,27,30,92,12,77,16,98
12,28,83,75,86,90,77,0,88,73,21,31,44,43,14,64,41,11,13,91,87,38,51,12,29,36,25,18,29,47,18,49,21,86,36,45,94,26,14,68,78,12
69,86,23,23,47,82,13,88,0,53,36,25,69,17,24,25,61,33,93,65,94,26,26,70,35,40,40,66,21,15,22,83,44,72,33,38,87,23,96,56,62,69
42,63,13,47,75,19,35,73,53,0,94,86,92,72,30,44,32,60,51,20,55,27,92,71,86,38,71,61,29,58,62,15,47,14,47,90,96,65,74,89,77,42
86,14,58,45,85,23,65,21,36,94,0,69,79,56,13,26,33,80,67,58,49,84,28,11,17,43,93,28,54,51,27,57,43,33,19,69,84,55,59,45,51,86
34,67,58,60,63,100,33,31,25,86,69,0,93,97,28,89,21,46,71,80,100,80,81,27,31,18,38,58,63,44,80,47,34,89,27,69,33,40,56,44,34,34
90,27,10,44,32,98,38,44,69,92,79,93,0,27,97,18,79,78,62,15,38,45,58,27,80,86,21,61,93,24,55,56,71,42,76,16,91,46,21,28,64,90
52,18,65,28,88,37,64,43,17,72,56,97,27,0,82,16,72,34,67,96,28,75,13,39,55,66,10,30,23,46,12,23,48,100,83,65,19,14,39,62,50,52
43,88,54,50,90,69,19,14,24,30,13,28,97,82,0,33,61,94,53,55,36,71,94,46,92,34,38,30,57,27,49,64,52,69,66,75,70,77,54,52,43,43
96,44,39,67,56,38,33,64,25,44,26,89,18,16,33,0,22,81,76,66,41,22,81,96,39,32,63,83,60,32,79,51,82,41,52,89,24,16,67,48,80,96
93,69,18,94,15,66,14,41,61,32,33,21,79,72,61,22,0,92,84,67,40,20,71,18,73,88,78,24,61,46,85,16,42,68,75,19,12,45,53,73,64,93
