43
0,4,4,1,3,3,1,3,2,2,1,1,3,4,4,2,3,1,3,2,1,4,2,1,4,3,4,4,4,3,2,1,3,3,4,3,3,1,1,2,4,2,4,4,0
0,12,32,45,34,38,45,16,33,17,73,45,20,99,89,11,93,69,91,42,36,33,42,68,66,76,94,70,16,86,15,49,99,73,57,42,86,45,15,87,93,62,41,76,0
12,0,52,66,44,47,80,78,38,53,29,100,73,86,64,44,38,86,10,20,22,72,87,70,44,52,95,78,86,83,76,84,28,60,100,48,76,95,54,81,51,10,43,27,12
32,52,0,22,77,22,22,94,86,42,28,40,15,62,61,80,48,91,35,78,100,90,38,46,32,57,37,50,24,11,68,38,89,93,96,36,18,53,28,35,69,56,100,33,32
45,66,22,0,84,26,71,19,53,97,32,80,50,53,75,70,19,43,80,78,62,88,46,38,12,74,58,74,61,91,24,20,18,22,61,85,35,93,62,90,60,81,24,80,45
34,44,77,84,0,86,81,88,14,41,100,21,92,43,13,32,47,10,38,29,11,55,12,53,51,46,45,13,45,78,79,12,49,28,39,82,90,41,90,77,87,68,26,26,34
38,47,22,26,86,0,53,25,93,11,53,78,53,12,16,29,29,57,100,22,25,50,43,81,90,46,78,82,62,78,50,31,17,51,30,82,83,29,45,65,41,100,86,33,38
45,80,22,71,81,53,0,67,36,89,36,56,30,76,71,64,62,16,97,55,19,30,45,45,15,21,79,30,58,47,55,95,28,54,96,11,42,72,44,48,33,93,70,75,45
16,78,94,19,88,25,67,0,82,26,11,79,62,87,42,71,99,14,53,75,35,71,76,27,17,59,31,72,68,52,70,56,31,79,15,41,34,95,98,22,89,45,81,84,16
33,38,86,53,14,93,36,82,0,48,22,13,59,19,83,34,97,60,84,27,15,86,56,90,33,71,90,20,43,44,91,99,15,37,68,92,33,78,52,23,95,50,25,85,33
17,53,42,97,41,11,89,26,48,0,54,17,61,56,92,27,83,15,81,18,24,52,94,27,98,67,100,54,64,26,62,92,70,36,41,83,63,56,93,21,18,11,80,41,17
73,29,28,32,100,53,36,11,22,54,0,36,97,60,62,38,93,92,71,13,54,15,47,50,60,45,41,80,100,74,70,98,26,65,55,66,42,76,13,74,43,32,30,15,73
45,100,40,80,21,78,56,79,13,17,36,0,35,45,12,11,44,93,29,81,14,30,41,55,15,98,86,27,73,26,43,77,46,88,23,23,81,51,70,32,12,95,32,88,45
20,73,15,50,92,53,30,62,59,61,97,35,0,97,23,93,67,22,50,19,80,92,43,60,97,92,98,42,92,82,47,92,58,18,40,39,13,58,53,84,27,79,55,23,20
99,86,62,53,43,12,76,87,19,56,60,45,97,0,15,50,39,96,28,87,81,35,65,95,91,100,81,93,82,95,39,56,32,39,40,65,12,86,24,38,57,60,35,65,99
89,64,61,75,13,16,71,42,83,92,62,12,23,15,0,67,94,14,76,41,67,67,50,86,92,59,56,50,47,87,81,42,36,79,61,72,59,13,75,23,40,39,44,34,89
11,44,80,70,32,29,64,71,34,27,38,11,93,50,67,0,16,14,26,95,22,81,95,45,24,84,89,37,28,78,65,39,44,21,22,82,37,56,98,49,99,71,54,25,11
93,38,48,19,47,29,62,99,97,83,93,44,67,39,94,16,0,43,68,70,42,60,82,25,45,69,32,50,99,20,58,60,83,60,80,98,90,22,75,43,15,32,60,81,93
69,86,91,43,10,57,16,14,60,15,92,93,22,96,14,14,43,0,23,49,90,10,88,35,100,26,21,100,60,30,99,49,29,22,23,65,20,27,28,27,69,18,66,30,69
91,10,35,80,38,100,97,53,84,81,71,29,50,28,76,26,68,23,0,93,97,97,33,92,86,26,16,19,82,55,67,24,10,66,94,13,13,92,94,53,86,23,16,46,91
42,20,78,78,29,22,55,75,27,18,13,81,19,87,41,95,70,49,93,0,21,48,31,73,66,65,82,24,68,66,45,42,35,50,89,13,18,30,15,52,17,38,50,29,42
36,22,100,62,11,25,19,35,15,24,54,14,80,81,67,22,42,90,97,21,0,32,65,87,83,59,63,54,26,36,47,73,84,36,47,12,69,25,13,71,72,57,47,92,36
33,72,90,88,55,50,30,71,86,52,15,30,92,35,67,81,60,10,97,48,32,0,11,11,55,31,92,58,34,17,19,35,37,23,59,78,11,52,97,16,34,15,59,28,33
42,87,38,46,12,43,45,76,56,94,47,41,43,65,50,95,82,88,33,31,65,11,0,47,100,71,42,42,13,84,11,90,87,93,50,12,34,10,35,21,78,37,63,28,42
68,70,46,38,53,81,45,27,90,27,50,55,60,95,86,45,25,35,92,73,87,11,47,0,37,63,58,35,84,51,21,25,75,45,77,28,35,45,59,31,81,97,98,56,68
66,44,32,12,51,90,15,17,33,98,60,15,97,91,92,24,45,100,86,66,83,55,100,37,0,87,54,36,80,71,77,86,27,16,30,71,54,77,79,12,41,76,81,58,66
76,52,57,74,46,46,21,59,71,67,45,98,92,100,59,84,69,26,26,65,59,31,71,63,87,0,27,11,15,66,20,93,77,72,45,91,71,93,38,61,29,34,43,46,76
94,95,37,58,45,78,79,31,90,100,41,86,98,81,56,89,32,21,16,82,63,92,42,58,54,27,0,69,18,37,24,53,29,63,39,48,35,30,88,33,33,75,58,17,94
70,78,50,74,13,82,30,72,20,54,80,27,42,93,50,37,50,100,19,24,54,58,42,35,36,11,69,0,92,35,58,48,90,84,70,97,48,23,68,63,98,43,26,78,70
16,86,24,61,45,62,58,68,43,64,100,73,92,82,47,28,99,60,82,68,26,34,13,84,80,15,18,92,0,39,84,42,28,49,11,57,48,87,85,29,98,60,100,38,16
86,83,11,91,78,78,47,52,44,26,74,26,82,95,87,78,20,30,55,66,36,17,84,51,71,66,37,35,39,0,18,89,43,18,10,21,33,38,81,100,98,59,17,30,86
15,76,68,24,79,50,55,70,91,62,70,43,47,39,81,65,58,99,67,45,47,19,11,21,77,20,24,58,84,18,0,45,68,85,72,51,41,85,16,94,72,72,49,55,15
49,84,38,20,12,31,95,56,99,92,98,77,92,56,42,39,60,49,24,42,73,35,90,25,86,93,53,48,42,89,45,0,21,91,93,17,40,63,29,70,14,36,90,57,49
99,28,89,18,49,17,28,31,15,70,26,46,58,32,36,44,83,29,10,35,84,37,87,75,27,77,29,90,28,43,68,21,0,85,89,94,43,86,40,59,51,52,21,25,99
73,60,93,22,28,51,54,79,37,36,65,88,18,39,79,21,60,22,66,50,36,23,93,45,16,72,63,84,49,18,85,91,85,0,22,25,50,96,48,18,62,56,26,51,73
57,100,96,61,39,30,96,15,68,41,55,23,40,40,61,22,80,23,94,89,47,59,50,77,30,45,39,70,11,10,72,93,89,22,0,43,64,81,22,33,30,28,59,76,57
42,48,36,85,82,82,11,41,92,83,66,23,39,65,72,82,98,65,13,13,12,78,12,28,71,91,48,97,57,21,51,17,94,25,43,0,22,24,100,16,95,43,50,93,42
86,76,18,35,90,83,42,34,33,63,42,81,13,12,59,37,90,20,13,18,69,11,34,35,54,71,35,48,48,33,41,40,43,50,64,22,0,71,22,93,35,75,100,12,86
45,95,53,93,41,29,72,95,78,56,76,51,58,86,13,56,22,27,92,30,25,52,10,45,77,93,30,23,87,38,85,63,86,96,81,24,71,0,30,79,28,76,99,69,45
15,54,28,62,90,45,44,98,52,93,13,70,53,24,75,98,75,28,94,15,13,97,35,59,79,38,88,68,85,81,16,29,40,48,22,100,22,30,0,26,25,20,48,24,15
87,81,35,90,77,65,48,22,23,21,74,32,84,38,23,49,43,27,53,52,71,16,21,31,12,61,33,63,29,100,94,70,59,18,33,16,93,79,26,0,98,73,58,41,87
93,51,69,60,87,41,33,89,95,18,43,12,27,57,40,99,15,69,86,17,72,34,78,81,41,29,33,98,98,98,72,14,51,62,30,95,35,28,25,98,0,29,53,17,93
62,10,56,81,68,100,93,45,50,11,32,95,79,60,39,71,32,18,23,38,57,15,37,97,76,34,75,43,60,59,72,36,52,56,28,43,75,76,20,73,29,0,72,24,62
41,43,100,24,26,86,70,81,25,80,30,32,55,35,44,54,60,66,16,50,47,59,63,98,81,43,58,26,100,17,49,90,21,26,59,50,100,99,48,58,53,72,0,14,41
76,27,33,80,26,33,75,84,85,41,15,88,23,65,34,25,81,30,46,29,92,28,28,56,58,46,17,78,38,30,55,57,25,51,76,93,12,69,24,41,17,24,14,0,76
0,12,32,45,34,38,45,16,33,17,73,45,20,99,89,11,93,69,91,42,36,33,42,68,66,76,94,70,16,86,15,49,99,73,57,42,86,45,15,87,93,62,41,76,0
