69
0,4,4,2,4,1,4,2,3,2,4,3,2,3,3,4,1,2,3,4,3,1,1,2,2,1,1,3,2,4,2,2,3,4,3,3,4,3,1,2,2,4,2,4,2,1,4,3,2,1,1,1,3,1,3,2,3,2,3,1,3,3,3,1,1,2,2,2,2,3,0
0,31,11,12,30,15,15,40,72,90,70,89,75,21,99,83,28,80,62,46,90,72,32,98,51,97,96,41,88,21,58,47,42,80,67,26,27,58,78,75,56,95,37,97,25,12,53,28,84,41,24,22,22,66,58,39,27,49,70,88,86,84,10,41,32,46,31,34,18,57,0
31,0,10,23,89,63,94,71,57,55,90,23,87,11,63,96,80,90,78,37,29,27,76,96,80,11,69,85,17,34,11,98,60,97,28,17,26,38,30,50,49,87,69,74,47,83,86,85,73,61,32,34,59,95,27,85,75,32,35,98,69,50,86,75,68,61,81,32,59,26,31
11,10,0,45,92,15,67,50,99,34,14,46,24,96,54,79,49,83,89,83,36,57,14,89,52,97,54,77,73,51,86,26,100,30,75,10,17,60,76,44,10,29,78,88,43,29,20,57,92,100,32,34,25,10,62,75,36,11,62,17,51,46,30,87,24,94,82,76,59,45,11
12,23,45,0,68,56,41,39,26,99,28,81,23,69,93,11,47,31,97,64,85,77,73,44,55,95,83,63,46,91,19,16,53,65,67,60,22,16,52,16,88,44,76,86,42,92,84,14,88,91,98,94,43,82,48,23,13,88,82,73,85,19,98,61,17,15,36,41,66,22,12
30,89,92,68,0,66,80,100,67,60,59,92,80,96,85,79,35,60,28,56,81,46,40,56,36,22,38,23,89,86,65,47,10,21,61,43,100,67,71,10,96,71,72,78,85,85,50,83,60,63,43,49,60,38,41,16,34,24,96,32,98,55,39,44,94,62,53,38,34,93,30
15,63,15,56,66,0,19,99,98,79,95,24,30,57,61,43,63,51,94,93,30,97,34,27,17,38,59,47,67,94,26,25,21,64,79,83,19,56,66,30,11,37,98,71,15,11,94,12,92,57,89,95,48,21,58,29,100,52,38,45,97,58,76,59,76,19,65,61,42,94,15
15,94,67,41,80,19,0,61,97,35,49,73,18,56,21,15,46,47,47,98,49,82,40,30,15,63,44,60,66,59,82,28,91,39,97,85,15,24,81,38,16,15,78,86,100,69,57,64,74,16,35,60,21,100,60,45,89,82,77,46,73,87,21,68,12,76,42,98,24,20,15
40,71,50,39,100,99,61,0,13,48,39,97,100,22,76,78,96,88,24,51,11,92,83,16,27,92,96,56,51,98,51,41,42,56,53,39,22,25,18,39,53,76,13,58,88,77,17,73,61,82,56,26,58,39,36,71,23,39,52,87,49,97,56,72,60,20,43,81,23,31,40
72,57,99,26,67,98,97,13,0,12,62,24,32,40,73,39,78,52,44,76,39,25,20,29,96,36,84,46,37,15,38,28,68,37,30,49,98,73,15,52,86,32,79,85,36,59,48,64,83,71,31,19,83,50,10,68,97,12,86,82,21,13,46,44,76,77,85,73,74,46,72
90,55,34,99,60,79,35,48,12,0,41,35,85,37,38,93,85,89,41,38,46,84,11,30,92,41,12,15,20,17,45,29,12,87,27,43,60,22,93,60,79,90,95,65,96,41,100,23,70,43,59,23,49,39,37,30,10,10,66,37,29,96,71,54,65,35,20,30,72,31,90
70,90,14,28,59,95,49,39,62,41,0,38,61,90,48,81,38,99,91,78,63,39,31,59,43,76,50,36,50,74,82,26,88,42,15,27,49,32,38,83,13,65,62,54,38,68,68,99,14,46,98,29,92,50,23,32,97,96,43,51,13,45,24,86,68,23,44,31,44,34,70
89,23,46,81,92,24,73,97,24,35,38,0,61,90,80,62,38,29,94,82,87,64,76,15,43,23,65,22,68,41,30,82,39,27,91,84,98,48,51,86,21,81,41,78,77,49,68,94,15,64,14,36,56,36,45,39,15,27,80,59,94,19,28,89,73,92,73,65,100,63,89
75,87,24,23,80,30,18,100,32,85,61,61,0,43,31,45,45,10,69,26,80,34,22,44,89,45,27,85,36,90,81,29,55,74,33,38,68,71,38,69,44,78,60,58,39,95,69,33,95,23,47,25,74,19,12,79,33,93,94,100,21,47,88,70,10,27,28,62,69,71,75
21,11,96,69,96,57,56,22,40,37,90,90,43,0,53,83,19,48,47,20,66,76,11,80,32,43,52,47,40,70,36,80,16,46,78,31,71,97,61,58,37,33,36,56,30,82,71,43,97,23,98,37,47,69,15,95,79,18,43,35,97,97,91,87,18,49,89,33,36,87,21
99,63,54,93,85,61,21,76,73,38,48,80,31,53,0,20,96,64,57,76,19,28,58,86,58,53,25,52,11,17,31,69,70,40,67,24,58,65,16,92,53,27,17,58,49,98,47,11,64,42,59,82,74,34,42,33,12,26,30,84,66,84,92,78,88,99,33,52,79,85,99
83,96,79,11,79,43,15,78,39,93,81,62,45,83,20,0,70,69,78,66,73,72,25,14,18,26,84,67,44,25,86,15,18,86,88,82,23,60,18,49,68,12,94,78,89,45,27,79,42,91,23,59,89,11,62,43,31,63,22,60,59,94,35,93,53,74,29,52,32,71,83
28,80,49,47,35,63,46,96,78,85,38,38,45,19,96,70,0,100,87,97,19,91,90,64,32,37,67,37,35,68,49,34,83,63,68,87,57,81,87,65,77,38,35,89,11,63,68,13,70,49,14,42,54,28,36,92,47,69,19,36,34,77,21,12,87,90,85,68,29,72,28
80,90,83,31,60,51,47,88,52,89,99,29,10,48,64,69,100,0,61,40,72,33,19,46,60,55,59,71,92,10,18,92,76,54,42,40,86,76,47,76,19,42,35,53,66,23,33,37,98,48,67,48,36,47,21,84,60,54,85,81,84,88,12,25,99,50,85,12,75,84,80
62,78,89,97,28,94,47,24,44,41,91,94,69,47,57,78,87,61,0,28,23,30,76,44,19,33,70,86,49,15,69,92,22,65,10,77,29,56,89,84,28,72,51,47,89,25,74,22,46,99,46,58,54,76,14,98,11,50,35,97,35,18,28,19,42,37,78,94,57,48,62
46,37,83,64,56,93,98,51,76,38,78,82,26,20,76,66,97,40,28,0,75,34,16,51,22,83,79,92,94,83,87,31,75,61,34,84,66,22,90,39,72,52,44,98,98,51,77,15,50,37,12,20,77,89,54,80,36,76,49,36,56,29,22,49,29,13,55,75,97,38,46
90,29,36,85,81,30,49,11,39,46,63,87,80,66,19,73,19,72,23,75,0,85,21,79,17,43,57,81,31,69,37,96,18,83,99,59,46,44,12,10,51,93,93,19,29,44,22,28,60,72,75,83,88,100,76,18,95,65,21,43,67,100,68,50,98,93,82,37,73,79,90
72,27,57,77,46,97,82,92,25,84,39,64,34,76,28,72,91,33,30,34,85,0,67,77,81,46,49,53,59,99,78,11,14,74,70,47,20,74,31,27,99,19,35,60,58,47,71,99,31,17,69,10,79,30,55,91,13,59,46,99,49,64,49,76,97,85,47,49,21,45,72
32,76,14,73,40,34,40,83,20,11,31,76,22,11,58,25,90,19,76,16,21,67,0,63,58,49,19,15,38,29,72,82,95,19,14,38,37,98,66,75,41,58,51,13,89,87,92,97,45,71,34,79,26,99,80,13,89,72,88,76,32,71,61,38,16,53,61,23,54,33,32
