20
0,3,3,1,2,1,2,4,4,3,4,2,3,4,3,1,4,4,2,3,4,0
0,44,54,18,79,19,45,92,22,94,74,52,80,60,77,39,54,88,91,70,10,0
44,0,33,55,91,57,75,85,67,59,74,80,78,35,59,59,98,47,59,49,92,44
54,33,0,58,62,56,88,51,56,74,49,72,95,44,90,41,71,55,43,81,10,54
18,55,58,0,25,80,91,26,65,38,97,17,13,41,80,97,67,20,34,76,26,18
79,91,62,25,0,23,44,27,51,62,44,60,96,52,34,93,62,39,75,92,35,79
19,57,56,80,23,0,25,61,10,78,75,59,84,48,82,52,46,31,21,11,68,19
45,75,88,91,44,25,0,11,24,49,91,53,60,57,73,21,34,11,73,93,96,45
92,85,51,26,27,61,11,0,93,98,60,94,52,21,57,33,95,71,65,64,72,92
22,67,56,65,51,10,24,93,0,11,32,44,96,61,76,63,87,100,22,90,12,22
94,59,74,38,62,78,49,98,11,0,11,77,41,41,70,61,40,42,59,66,50,94
74,74,49,97,44,75,91,60,32,11,0,58,61,80,95,78,98,12,47,38,59,74
52,80,72,17,60,59,53,94,44,77,58,0,25,42,12,69,95,54,87,35,80,52
80,78,95,13,96,84,60,52,96,41,61,25,0,55,69,32,10,92,98,34,19,80
60,35,44,41,52,48,57,21,61,41,80,42,55,0,83,100,63,43,82,10,71,60
77,59,90,80,34,82,73,57,76,70,95,12,69,83,0,23,85,17,81,93,63,77
39,59,41,97,93,52,21,33,63,61,78,69,32,100,23,0,41,33,82,43,84,39
54,98,71,67,62,46,34,95,87,40,98,95,10,63,85,41,0,47,82,54,80,54
88,47,55,20,39,31,11,71,100,42,12,54,92,43,17,33,47,0,18,59,91,88
91,59,43,34,75,21,73,65,22,59,47,87,98,82,81,82,82,18,0,39,38,91
70,49,81,76,92,11,93,64,90,66,38,35,34,10,93,43,54,59,39,0,79,70
10,92,10,26,35,68,96,72,12,50,59,80,19,71,63,84,80,91,38,79,0,10
0,44,54,18,79,19,45,92,22,94,74,52,80,60,77,39,54,88,91,70,10,0
