62
0,4,3,2,4,2,1,3,2,3,1,1,3,3,1,3,1,4,1,3,4,2,4,3,3,2,1,2,2,1,2,2,1,1,2,4,3,3,1,4,2,3,1,1,3,2,2,3,4,2,3,1,3,3,2,3,2,4,3,2,3,3,2,0
0,98,53,85,72,45,63,82,33,69,87,66,46,74,16,51,89,38,59,19,15,98,71,75,11,100,57,59,39,46,81,82,52,36,35,93,29,83,92,61,92,64,99,53,32,59,58,39,55,99,94,87,74,42,68,91,47,26,23,21,12,46,51,0
98,0,78,67,45,96,69,76,41,94,94,87,88,36,17,16,13,56,77,11,30,37,45,56,56,84,92,69,75,14,70,69,95,28,18,82,65,53,14,82,87,25,27,95,73,18,18,17,64,91,88,16,53,70,35,49,20,32,81,18,98,71,26,98
53,78,0,60,63,36,23,70,52,51,90,37,68,41,87,35,22,85,25,86,24,46,60,71,68,80,34,71,77,37,34,82,83,30,17,17,51,53,87,48,31,88,91,42,60,18,78,13,45,12,86,88,36,94,89,33,89,36,91,79,55,60,33,53
85,67,60,0,60,38,42,43,65,74,24,96,31,96,83,60,75,50,49,39,10,12,13,50,37,88,97,10,92,28,75,14,62,50,27,45,66,14,41,99,75,11,40,57,50,52,79,20,17,13,16,80,59,63,76,100,34,33,16,12,37,78,77,85
72,45,63,60,0,70,53,70,45,81,82,96,56,65,57,22,83,23,63,32,73,10,27,58,67,41,47,95,31,42,21,32,49,27,87,78,95,20,58,71,99,56,59,49,80,74,39,50,67,79,73,76,20,77,86,75,68,78,85,76,75,94,74,72
45,96,36,38,70,0,31,18,85,59,34,69,40,74,74,27,45,70,21,44,62,25,93,19,86,30,54,84,40,83,41,14,27,51,47,91,88,24,40,60,97,60,79,62,63,85,17,57,17,22,18,42,84,82,71,35,76,73,97,13,87,83,13,45
63,69,23,42,53,31,0,50,90,76,81,17,11,29,98,75,59,99,23,29,29,59,57,64,33,39,37,51,72,44,44,19,60,36,63,90,99,65,68,25,92,56,99,59,91,78,18,45,28,29,90,86,58,13,75,19,25,91,31,18,90,23,85,63
82,76,70,43,70,18,50,0,94,97,90,98,89,16,20,69,22,93,48,18,40,44,56,91,36,71,22,67,89,43,89,43,31,16,48,77,68,65,61,35,67,83,89,26,52,95,76,90,53,19,58,69,72,89,42,72,50,18,95,43,46,10,99,82
33,41,52,65,45,85,90,94,0,91,68,85,52,80,74,89,80,88,83,100,24,67,20,82,94,16,24,17,62,13,45,48,77,89,96,17,100,59,99,12,51,78,47,85,23,55,65,34,81,11,69,14,99,93,88,64,72,61,62,35,49,46,66,33
69,94,51,74,81,59,76,97,91,0,60,41,55,91,18,41,58,92,75,96,40,62,35,93,95,83,16,10,25,67,20,27,43,11,68,87,37,47,65,53,66,68,71,73,31,80,87,35,55,91,19,95,77,72,55,19,49,81,84,29,62,47,15,69
87,94,90,24,82,34,81,90,68,60,0,13,70,65,28,31,15,35,26,43,89,30,65,30,66,90,28,65,88,67,25,12,12,47,12,39,78,20,13,27,79,88,38,55,31,32,78,32,41,56,97,24,37,96,92,22,32,58,79,17,70,21,82,87
