37
0,4,4,4,4,3,3,3,2,4,2,4,4,4,1,4,3,4,2,1,2,4,3,2,2,3,3,4,2,4,2,2,3,3,1,1,1,1,0
0,84,59,58,54,62,61,79,96,75,99,53,71,45,66,33,48,55,31,41,71,22,55,88,43,34,98,77,18,75,88,21,12,92,74,77,88,52,0
84,0,87,61,45,70,32,81,37,68,41,68,59,64,95,59,36,42,67,59,30,48,64,21,53,88,50,13,20,99,21,19,95,45,61,32,44,81,84
59,87,0,65,73,84,44,80,61,94,63,98,90,89,45,75,93,10,37,32,88,89,44,71,29,14,12,80,70,44,17,27,100,91,66,24,29,65,59
58,61,65,0,39,58,24,36,64,82,81,15,76,57,34,45,55,75,21,60,25,78,37,24,23,62,72,28,15,72,71,95,34,40,47,55,81,39,58
54,45,73,39,0,39,77,10,33,43,98,80,74,74,48,86,64,37,26,73,74,94,97,26,29,32,41,35,83,96,46,30,31,32,37,19,31,18,54
62,70,84,58,39,0,24,25,71,41,37,24,26,76,21,17,98,19,43,99,55,41,89,44,28,25,62,10,70,38,72,98,97,51,35,22,89,40,62
61,32,44,24,77,24,0,96,94,84,77,37,35,81,49,10,83,64,27,67,95,49,43,59,12,77,83,71,47,13,37,30,37,28,18,32,47,59,61
79,81,80,36,10,25,96,0,51,14,55,20,20,21,51,37,56,40,34,13,72,78,57,85,23,85,90,69,48,26,28,78,96,98,49,51,20,40,79
96,37,61,64,33,71,94,51,0,93,24,14,65,95,27,59,35,57,88,54,100,61,95,24,89,20,25,77,99,10,43,15,88,70,89,74,82,85,96
75,68,94,82,43,41,84,14,93,0,41,36,10,14,84,13,18,68,36,31,97,50,20,59,70,58,61,84,86,97,46,21,79,80,45,13,48,49,75
99,41,63,81,98,37,77,55,24,41,0,68,44,78,100,42,88,47,58,84,44,87,16,57,39,37,98,63,12,25,17,64,53,31,30,19,99,79,99
53,68,98,15,80,24,37,20,14,36,68,0,53,36,50,92,84,43,30,60,58,42,93,16,17,39,31,22,99,98,84,67,22,15,21,86,47,38,53
71,59,90,76,74,26,35,20,65,10,44,53,0,33,32,91,96,80,74,56,48,78,38,72,44,24,41,29,14,45,55,99,16,70,100,83,27,71,71
45,64,89,57,74,76,81,21,95,14,78,36,33,0,70,99,37,76,14,90,25,82,26,58,22,93,83,36,31,87,97,32,59,76,72,19,53,70,45
66,95,45,34,48,21,49,51,27,84,100,50,32,70,0,75,44,83,27,81,65,83,11,88,11,86,57,55,27,41,55,88,31,78,94,36,96,43,66
33,59,75,45,86,17,10,37,59,13,42,92,91,99,75,0,29,61,21,23,35,48,70,47,25,65,73,13,68,12,54,62,60,21,88,96,89,33,33
48,36,93,55,64,98,83,56,35,18,88,84,96,37,44,29,0,33,34,63,70,52,53,77,24,55,10,36,16,55,11,21,80,46,38,96,83,46,48
55,42,10,75,37,19,64,40,57,68,47,43,80,76,83,61,33,0,42,20,42,43,48,96,43,36,55,77,12,34,73,47,62,96,50,19,12,79,55
31,67,37,21,26,43,27,34,88,36,58,30,74,14,27,21,34,42,0,23,71,55,54,93,50,79,75,82,67,31,18,37,75,51,24,35,97,30,31
41,59,32,60,73,99,67,13,54,31,84,60,56,90,81,23,63,20,23,0,58,32,42,81,92,47,87,76,100,99,31,91,77,37,38,80,46,12,41
71,30,88,25,74,55,95,72,100,97,44,58,48,25,65,35,70,42,71,58,0,77,80,55,45,53,36,95,19,63,45,99,40,62,42,20,90,11,71
22,48,89,78,94,41,49,78,61,50,87,42,78,82,83,48,52,43,55,32,77,0,78,79,92,78,27,44,47,59,39,76,66,57,20,84,14,90,22
55,64,44,37,97,89,43,57,95,20,16,93,38,26,11,70,53,48,54,42,80,78,0,17,10,24,100,64,85,85,58,24,47,26,47,40,25,42,55
88,21,71,24,26,44,59,85,24,59,57,16,72,58,88,47,77,96,93,81,55,79,17,0,85,90,81,15,44,88,29,88,54,43,37,44,66,28,88
43,53,29,23,29,28,12,23,89,70,39,17,44,22,11,25,24,43,50,92,45,92,10,85,0,39,23,11,67,61,28,96,21,96,89,43,26,21,43
34,88,14,62,32,25,77,85,20,58,37,39,24,93,86,65,55,36,79,47,53,78,24,90,39,0,49,94,44,38,76,39,42,28,77,18,97,18,34
98,50,12,72,41,62,83,90,25,61,98,31,41,83,57,73,10,55,75,87,36,27,100,81,23,49,0,67,59,37,92,10,13,16,88,41,72,19,98
77,13,80,28,35,10,71,69,77,84,63,22,29,36,55,13,36,77,82,76,95,44,64,15,11,94,67,0,90,20,75,94,60,79,49,46,43,50,77
18,20,70,15,83,70,47,48,99,86,12,99,14,31,27,68,16,12,67,100,19,47,85,44,67,44,59,90,0,58,35,21,90,44,59,51,59,69,18
75,99,44,72,96,38,13,26,10,97,25,98,45,87,41,12,55,34,31,99,63,59,85,88,61,38,37,20,58,0,29,21,15,15,65,73,78,50,75
88,21,17,71,46,72,37,28,43,46,17,84,55,97,55,54,11,73,18,31,45,39,58,29,28,76,92,75,35,29,0,16,85,14,21,26,58,97,88
21,19,27,95,30,98,30,78,15,21,64,67,99,32,88,62,21,47,37,91,99,76,24,88,96,39,10,94,21,21,16,0,89,84,43,98,39,31,21
12,95,100,34,31,97,37,96,88,79,53,22,16,59,31,60,80,62,75,77,40,66,47,54,21,42,13,60,90,15,85,89,0,78,81,12,27,97,12
92,45,91,40,32,51,28,98,70,80,31,15,70,76,78,21,46,96,51,37,62,57,26,43,96,28,16,79,44,15,14,84,78,0,32,66,69,66,92
74,61,66,47,37,35,18,49,89,45,30,21,100,72,94,88,38,50,24,38,42,20,47,37,89,77,88,49,59,65,21,43,81,32,0,84,67,26,74
77,32,24,55,19,22,32,51,74,13,19,86,83,19,36,96,96,19,35,80,20,84,40,44,43,18,41,46,51,73,26,98,12,66,84,0,28,96,77
88,44,29,81,31,89,47,20,82,48,99,47,27,53,96,89,83,12,97,46,90,14,25,66,26,97,72,43,59,78,58,39,27,69,67,28,0,10,88
52,81,65,39,18,40,59,40,85,49,79,38,71,70,43,33,46,79,30,12,11,90,42,28,21,18,19,50,69,50,97,31,97,66,26,96,10,0,52
0,84,59,58,54,62,61,79,96,75,99,53,71,45,66,33,48,55,31,41,71,22,55,88,43,34,98,77,18,75,88,21,12,92,74,77,88,52,0
