67
0,4,4,4,1,2,2,1,2,2,3,4,2,1,2,2,2,2,2,2,3,2,1,4,2,3,4,2,2,3,2,3,3,2,1,4,4,4,1,4,3,4,2,3,4,2,4,2,2,3,4,1,3,2,1,2,2,4,4,1,3,3,1,1,2,1,4,4,0
0,87,42,44,42,16,68,52,95,65,40,29,48,41,86,70,60,89,80,74,87,32,65,30,78,15,57,45,12,51,64,16,44,14,47,93,51,18,17,39,69,56,97,84,54,59,95,27,56,97,87,18,24,94,57,19,37,85,24,69,34,43,35,51,41,50,29,33,0
87,0,12,76,14,18,58,92,27,46,95,91,87,22,16,91,59,61,29,78,54,62,30,53,58,43,31,43,31,24,23,78,77,76,65,89,18,38,56,92,82,46,83,13,72,73,13,80,38,84,84,43,82,17,47,55,71,24,51,15,24,88,74,48,78,77,84,90,87
42,12,0,63,19,38,19,10,36,94,20,62,41,49,61,73,42,76,100,59,58,10,28,58,18,13,61,45,83,92,24,66,18,69,64,27,67,74,58,91,14,93,74,19,85,80,64,10,32,48,81,43,50,48,69,73,37,90,65,86,19,48,42,68,23,89,18,12,42
44,76,63,0,33,33,56,82,24,62,65,57,43,75,38,62,65,46,53,44,34,53,19,29,63,83,10,27,27,38,66,79,64,28,58,94,62,38,14,67,100,14,76,45,10,59,29,83,13,27,33,33,19,87,83,75,14,61,76,70,41,24,66,75,62,14,96,29,44
42,14,19,33,0,50,95,27,93,82,19,29,89,59,49,96,65,35,45,60,42,79,74,37,40,79,51,89,63,39,77,43,21,57,78,80,77,67,95,30,14,99,94,67,92,26,12,83,50,83,60,70,21,72,88,85,68,63,55,63,10,14,85,41,49,37,30,69,42
16,18,38,33,50,0,93,59,97,91,60,25,82,97,42,92,30,30,31,29,10,12,41,48,84,25,76,70,25,14,49,95,33,50,38,85,36,43,10,63,19,88,71,69,96,37,14,85,94,56,63,89,33,45,69,14,79,73,39,32,30,95,44,94,60,50,46,40,16
68,58,19,56,95,93,0,47,79,51,72,20,84,57,35,68,48,14,53,97,34,57,87,72,40,30,65,99,90,48,73,39,45,28,31,70,38,48,51,56,74,22,42,18,27,13,63,54,27,48,97,94,78,80,67,73,63,10,96,11,56,100,99,91,23,55,16,46,68
52,92,10,82,27,59,47,0,27,45,54,78,93,55,90,74,51,52,47,29,99,28,20,99,23,55,28,97,73,48,61,92,75,70,24,13,67,27,79,20,27,66,50,38,60,73,52,59,22,43,34,96,56,26,75,12,34,47,11,88,45,54,98,41,100,48,94,72,52
95,27,36,24,93,97,79,27,0,96,67,46,62,61,56,27,84,34,10,74,50,48,45,99,43,73,21,68,11,59,98,42,75,88,28,50,20,27,30,54,69,67,24,73,60,44,63,18,86,17,62,40,28,47,12,37,18,31,95,52,38,84,72,44,52,44,82,88,95
65,46,94,62,82,91,51,45,96,0,45,64,75,53,88,100,70,43,66,89,35,91,75,59,26,20,57,68,74,64,22,56,67,13,44,54,46,70,15,53,75,96,40,94,18,10,64,98,34,43,97,84,48,59,36,68,33,76,65,96,78,51,45,86,67,87,21,57,65
40,95,20,65,19,60,72,54,67,45,0,50,99,50,78,62,70,61,64,41,61,52,44,15,76,39,53,13,69,47,50,38,27,98,19,63,86,74,43,69,53,27,25,81,42,89,25,71,83,87,72,74,12,65,25,94,24,63,39,78,26,39,96,65,56,22,69,51,40
29,91,62,57,29,25,20,78,46,64,50,0,12,35,73,42,92,65,37,53,90,56,61,72,94,99,70,94,39,94,42,66,85,93,12,34,100,87,98,43,24,95,79,38,73,18,66,94,98,29,48,40,99,88,98,47,11,99,28,23,43,53,65,52,88,52,55,32,29
48,87,41,43,89,82,84,93,62,75,99,12,0,54,59,48,26,46,36,58,26,49,21,78,36,26,57,14,56,69,83,15,20,26,89,41,67,17,91,47,84,82,98,32,35,43,91,61,28,36,79,67,28,84,66,45,70,20,53,84,100,14,39,38,18,45,67,88,48
41,22,49,75,59,97,57,55,61,53,50,35,54,0,14,35,43,25,52,49,87,47,51,83,92,95,19,43,95,91,56,69,64,26,30,61,43,68,64,91,64,56,96,73,15,100,83,40,75,73,62,99,15,62,89,15,15,16,99,42,53,82,44,63,34,17,29,95,41
86,16,61,38,49,42,35,90,56,88,78,73,59,14,0,99,13,70,73,95,60,20,73,29,82,72,100,62,73,39,24,88,86,91,22,46,14,86,52,81,80,100,45,97,95,45,22,45,26,56,92,100,20,65,32,19,58,46,19,29,53,17,50,25,12,71,67,91,86
70,91,73,62,96,92,68,74,27,100,62,42,48,35,99,0,64,62,66,37,46,42,61,56,70,30,83,93,77,95,26,35,50,22,12,76,35,15,97,88,23,27,94,31,18,35,40,43,25,99,71,26,71,81,44,83,12,100,10,78,46,41,16,15,16,39,41,90,70
60,59,42,65,65,30,48,51,84,70,70,92,26,43,13,64,0,54,23,97,91,77,71,36,56,87,100,48,67,79,30,57,41,14,94,25,30,17,66,35,79,46,54,37,71,15,50,73,65,14,89,19,85,92,90,97,32,52,88,20,19,33,92,19,74,95,76,32,60
89,61,76,46,35,30,14,52,34,43,61,65,46,25,70,62,54,0,23,19,33,24,28,28,26,15,88,24,51,16,23,88,13,85,74,11,17,60,30,67,36,67,84,54,33,15,88,27,35,50,11,72,99,35,66,79,61,24,26,80,17,71,98,78,80,91,38,43,89
80,29,100,53,45,31,53,47,10,66,64,37,36,52,73,66,23,23,0,11,76,10,47,81,69,78,36,20,21,22,12,29,13,81,86,83,28,32,47,96,28,77,75,64,34,54,99,96,79,39,51,32,45,88,11,22,11,92,88,47,80,77,21,81,53,67,74,44,80
74,78,59,44,60,29,97,29,74,89,41,53,58,49,95,37,97,19,11,0,85,90,38,71,48,23,53,77,96,21,12,54,42,100,45,52,35,18,52,75,23,55,49,11,71,42,51,40,78,73,78,58,31,57,43,15,84,24,94,83,94,89,61,50,38,53,73,71,74
87,54,58,34,42,10,34,99,50,35,61,90,26,87,60,46,91,33,76,85,0,46,17,99,67,52,80,83,100,69,93,38,31,79,10,73,15,43,12,74,15,76,56,93,21,91,69,29,93,52,95,69,99,29,84,51,84,28,74,94,11,16,65,89,94,49,54,57,87
32,62,10,53,79,12,57,28,48,91,52,56,49,47,20,42,77,24,10,90,46,0,42,83,22,87,14,95,94,37,28,92,13,81,72,35,93,89,100,50,23,11,37,76,58,67,39,15,68,13,91,32,73,74,29,41,54,30,53,49,100,64,95,57,37,29,13,62,32
65,30,28,19,74,41,87,20,45,75,44,61,21,51,73,61,71,28,47,38,17,42,0,40,71,21,37,71,29,49,85,28,22,30,99,27,34,87,15,96,20,24,11,60,43,42,77,75,97,75,13,10,61,42,62,26,61,92,41,19,25,49,38,26,26,17,67,98,65
30,53,58,29,37,48,72,99,99,59,15,72,78,83,29,56,36,28,81,71,99,83,40,0,97,40,100,71,69,61,74,73,57,37,64,21,31,62,51,49,98,20,22,52,90,74,15,47,24,37,80,35,51,38,64,68,26,84,21,30,66,25,57,83,66,12,11,19,30
78,58,18,63,40,84,40,23,43,26,76,94,36,92,82,70,56,26,69,48,67,22,71,97,0,61,44,79,67,37,19,26,54,27,52,94,75,43,43,99,64,39,25,53,64,75,41,48,62,37,16,37,19,47,10,36,32,98,81,51,49,34,60,96,69,13,62,17,78
15,43,13,83,79,25,30,55,73,20,39,99,26,95,72,30,87,15,78,23,52,87,21,40,61,0,53,65,58,60,46,82,37,76,88,10,67,71,15,55,51,57,83,69,89,59,98,19,56,86,49,15,41,62,38,52,19,72,35,71,38,90,60,29,85,57,33,98,15
57,31,61,10,51,76,65,28,21,57,53,70,57,19,100,83,100,88,36,53,80,14,37,100,44,53,0,22,99,100,94,58,40,55,47,92,79,65,39,62,87,39,63,28,45,43,95,88,23,19,48,84,48,41,20,75,87,64,39,32,29,79,96,89,13,81,11,63,57
45,43,45,27,89,70,99,97,68,68,13,94,14,43,62,93,48,24,20,77,83,95,71,71,79,65,22,0,54,70,83,78,75,54,97,97,99,98,88,57,98,40,37,65,56,27,72,78,33,47,64,28,81,46,68,66,12,88,75,18,99,57,90,84,12,15,11,46,45
