64
0,2,1,4,2,1,3,2,1,2,4,3,3,4,4,2,2,2,4,1,1,1,1,3,2,3,3,2,4,1,2,1,4,3,2,4,4,2,3,3,4,1,3,3,2,4,2,4,2,1,1,1,3,4,2,2,2,4,3,1,2,2,2,4,1,0
0,46,87,68,20,59,47,50,44,70,72,23,37,84,62,70,32,51,61,31,21,38,58,55,60,14,26,82,27,99,30,22,70,74,25,33,62,14,67,91,66,67,97,26,20,53,88,49,39,84,72,53,10,51,83,44,47,69,56,99,88,84,27,93,90,0
46,0,34,64,61,44,28,68,25,53,77,28,28,22,84,51,85,76,70,68,33,51,68,37,95,62,23,91,42,62,89,52,39,53,92,90,44,30,41,20,86,51,75,40,78,54,22,50,34,43,78,90,76,74,63,26,21,76,62,10,68,99,91,38,47,46
87,34,0,52,45,44,41,28,75,59,98,41,65,54,89,39,83,48,10,13,28,45,13,85,70,58,19,94,28,19,31,70,68,53,91,24,20,89,21,98,99,46,83,82,18,37,50,76,66,12,81,78,58,57,37,95,73,97,93,75,20,98,98,36,79,87
68,64,52,0,32,61,60,33,39,10,66,10,100,54,87,11,97,44,84,82,55,49,96,21,79,43,87,98,16,64,82,95,15,17,52,32,32,85,22,78,75,61,84,72,100,47,59,20,46,19,55,68,50,89,33,88,59,14,93,61,25,59,98,86,92,68
20,61,45,32,0,62,92,16,84,59,33,42,74,50,43,32,59,25,56,35,91,63,76,47,59,64,53,97,80,60,11,87,72,61,97,19,27,30,96,94,70,93,74,20,11,85,49,89,54,75,93,22,62,32,93,45,96,29,58,33,85,69,90,75,39,20
59,44,44,61,62,0,45,62,49,73,54,39,26,68,48,57,44,55,35,20,62,32,27,65,62,53,32,39,69,10,60,19,17,85,16,74,69,91,25,96,67,30,64,65,64,27,42,17,95,56,95,98,37,96,21,66,41,86,81,41,21,11,10,60,38,59
47,28,41,60,92,45,0,46,74,27,40,48,49,62,31,63,25,87,84,51,76,97,24,37,16,87,46,91,71,96,56,75,55,85,11,24,11,11,49,98,47,65,64,60,28,63,92,92,26,41,78,14,53,74,41,42,15,38,62,39,80,14,49,63,29,47
50,68,28,33,16,62,46,0,40,73,94,86,42,60,56,65,68,25,74,25,71,97,19,68,91,31,10,95,30,27,24,91,19,48,44,14,95,60,98,84,74,63,28,78,52,36,26,45,98,27,69,29,80,28,57,39,18,68,76,96,44,88,23,29,51,50
44,25,75,39,84,49,74,40,0,17,69,93,37,19,13,36,75,19,77,36,61,47,41,11,65,91,72,86,19,62,50,54,94,98,59,12,81,34,45,31,71,44,79,66,36,64,17,64,10,23,24,92,96,10,18,31,73,81,23,71,40,27,27,15,92,44
70,53,59,10,59,73,27,73,17,0,58,59,64,21,18,11,24,96,77,43,82,85,24,43,85,66,38,54,74,13,94,26,21,69,25,38,86,42,95,49,71,79,31,42,96,72,77,33,97,69,44,50,93,85,71,73,94,27,40,98,13,23,50,34,74,70
72,77,98,66,33,54,40,94,69,58,0,55,49,52,81,28,83,29,96,13,13,78,13,22,19,74,61,13,16,65,100,40,88,46,83,66,24,73,43,79,59,93,60,26,15,15,83,74,44,84,63,81,28,17,46,76,15,22,15,93,65,11,38,30,18,72
23,28,41,10,42,39,48,86,93,59,55,0,50,10,55,38,92,21,81,89,36,90,58,57,77,64,36,70,63,27,79,74,56,63,44,29,73,86,32,93,83,67,60,75,58,44,99,99,68,32,76,35,20,99,62,84,14,28,96,50,70,29,78,29,11,23
37,28,65,100,74,26,49,42,37,64,49,50,0,81,43,59,99,75,27,17,47,30,71,69,13,55,93,73,86,90,35,14,78,37,90,37,80,84,25,86,52,55,93,82,77,76,40,63,59,66,59,18,80,16,63,62,92,76,17,100,26,45,32,30,40,37
84,22,54,54,50,68,62,60,19,21,52,10,81,0,37,59,75,46,56,69,95,28,68,58,69,59,95,14,88,38,54,48,76,25,62,15,31,76,21,28,71,45,16,31,84,40,45,44,34,46,54,72,74,35,32,23,20,38,77,33,57,92,51,50,79,84
62,84,89,87,43,48,31,56,13,18,81,55,43,37,0,25,91,34,51,93,67,69,17,53,67,87,26,48,51,89,35,30,33,90,58,12,48,81,33,79,55,43,60,67,96,92,12,22,76,71,82,96,63,62,84,10,28,78,40,66,55,73,40,56,46,62
70,51,39,11,32,57,63,65,36,11,28,38,59,59,25,0,15,53,23,71,57,72,97,28,45,24,92,70,38,64,36,36,95,33,34,56,89,67,14,70,51,11,35,94,79,33,96,80,73,10,100,30,24,85,11,59,82,70,43,17,70,91,22,80,42,70
32,85,83,97,59,44,25,68,75,24,83,92,99,75,91,15,0,40,71,73,80,74,81,86,30,14,69,55,87,46,58,61,17,42,79,40,84,51,50,32,87,87,23,30,50,69,26,90,28,47,78,48,11,24,100,46,94,49,87,33,83,97,70,32,22,32
51,76,48,44,25,55,87,25,19,96,29,21,75,46,34,53,40,0,13,24,33,73,10,82,69,70,98,88,63,46,100,55,13,24,72,94,39,85,88,25,32,100,47,69,26,24,85,63,92,72,57,22,61,34,100,98,20,55,86,56,40,34,69,44,45,51
61,70,10,84,56,35,84,74,77,77,96,81,27,56,51,23,71,13,0,27,19,41,83,42,66,28,17,89,86,13,36,37,27,37,29,31,47,53,78,50,12,99,64,64,94,70,93,93,10,80,37,34,24,74,32,26,99,74,11,72,40,40,54,25,71,61
31,68,13,82,35,20,51,25,36,43,13,89,17,69,93,71,73,24,27,0,89,62,17,19,40,12,49,37,23,69,29,77,81,92,18,70,82,28,82,87,34,100,80,81,59,48,41,20,48,76,88,53,56,28,96,32,39,10,43,80,82,36,73,33,72,31
21,33,28,55,91,62,76,71,61,82,13,36,47,95,67,57,80,33,19,89,0,64,56,17,20,79,24,69,20,10,77,93,21,10,58,38,88,51,81,13,48,47,21,91,59,51,78,100,29,32,70,83,93,85,87,73,87,26,96,41,47,62,82,65,34,21
38,51,45,49,63,32,97,97,47,85,78,90,30,28,69,72,74,73,41,62,64,0,19,71,33,89,77,43,60,48,15,43,11,76,12,14,87,15,15,98,14,72,48,47,50,78,42,91,64,35,25,62,34,25,57,40,88,11,43,34,13,65,86,61,37,38
58,68,13,96,76,27,24,19,41,24,13,58,71,68,17,97,81,10,83,17,56,19,0,43,51,12,36,16,25,43,72,54,11,55,57,23,69,61,88,30,88,62,68,85,10,84,31,44,93,97,50,81,74,47,68,35,13,56,45,52,92,41,93,39,50,58
55,37,85,21,47,65,37,68,11,43,22,57,69,58,53,28,86,82,42,19,17,71,43,0,86,32,98,11,90,10,71,68,63,24,10,44,65,44,27,71,13,12,82,31,76,45,30,58,39,89,10,39,46,24,10,84,51,89,49,52,84,58,99,34,36,55
60,95,70,79,59,62,16,91,65,85,19,77,13,69,67,45,30,69,66,40,20,33,51,86,0,89,97,53,56,59,21,53,58,79,51,93,40,15,74,34,68,44,26,80,86,10,40,89,35,94,55,22,12,57,78,67,54,30,96,67,18,95,20,38,16,60
