29
0,3,2,4,1,1,2,3,2,3,1,1,2,1,3,4,2,1,1,4,3,1,2,3,2,4,3,2,1,4,0
0,37,85,84,65,81,80,64,89,12,70,29,18,54,76,82,80,40,65,19,15,45,56,85,53,42,48,20,49,74,0
37,0,26,64,87,75,59,23,74,64,100,68,31,100,59,97,22,58,97,52,12,91,47,72,82,93,31,40,51,69,37
85,26,0,13,56,15,63,43,37,98,76,37,97,43,79,34,97,54,26,58,67,40,68,18,32,42,47,19,45,36,85
84,64,13,0,56,85,80,53,17,79,34,50,35,48,34,17,24,86,91,38,20,79,54,99,18,41,100,53,92,74,84
65,87,56,56,0,26,41,100,27,19,87,79,84,87,14,44,98,20,91,43,27,49,64,30,49,89,72,61,21,69,65
81,75,15,85,26,0,76,73,99,16,71,89,15,44,72,49,18,38,84,35,48,80,74,47,22,91,22,26,40,51,81
80,59,63,80,41,76,0,48,27,24,35,53,95,36,51,25,32,33,64,17,50,84,37,68,79,40,70,17,13,27,80
64,23,43,53,100,73,48,0,75,93,70,24,91,96,61,58,85,50,34,80,63,85,23,65,30,70,63,84,35,10,64
89,74,37,17,27,99,27,75,0,10,94,64,78,28,56,11,12,90,15,45,20,18,89,54,10,40,92,34,95,84,89
12,64,98,79,19,16,24,93,10,0,72,90,58,47,61,36,51,98,92,65,86,91,93,35,89,74,74,54,70,49,12
70,100,76,34,87,71,35,70,94,72,0,24,67,33,92,44,42,42,33,26,38,87,95,79,40,51,92,32,52,100,70
29,68,37,50,79,89,53,24,64,90,24,0,66,100,32,93,87,18,76,47,26,69,19,92,88,14,58,92,87,79,29
18,31,97,35,84,15,95,91,78,58,67,66,0,77,75,71,89,12,41,13,78,15,97,90,13,17,83,22,54,38,18
54,100,43,48,87,44,36,96,28,47,33,100,77,0,42,36,62,65,38,79,87,56,89,96,85,54,30,23,26,94,54
76,59,79,34,14,72,51,61,56,61,92,32,75,42,0,79,50,19,38,85,46,22,61,23,52,31,21,100,42,25,76
82,97,34,17,44,49,25,58,11,36,44,93,71,36,79,0,76,11,50,62,25,100,45,60,69,12,70,85,91,29,82
80,22,97,24,98,18,32,85,12,51,42,87,89,62,50,76,0,100,99,30,83,21,24,85,95,61,69,97,17,24,80
40,58,54,86,20,38,33,50,90,98,42,18,12,65,19,11,100,0,50,45,97,40,88,20,42,60,54,92,68,15,40
65,97,26,91,91,84,64,34,15,92,33,76,41,38,38,50,99,50,0,45,39,85,89,70,57,21,82,17,10,79,65
19,52,58,38,43,35,17,80,45,65,26,47,13,79,85,62,30,45,45,0,95,10,28,27,87,25,100,25,20,77,19
15,12,67,20,27,48,50,63,20,86,38,26,78,87,46,25,83,97,39,95,0,78,35,47,75,94,33,66,53,28,15
45,91,40,79,49,80,84,85,18,91,87,69,15,56,22,100,21,40,85,10,78,0,72,20,49,50,33,61,88,100,45
56,47,68,54,64,74,37,23,89,93,95,19,97,89,61,45,24,88,89,28,35,72,0,75,39,71,73,65,18,56,56
85,72,18,99,30,47,68,65,54,35,79,92,90,96,23,60,85,20,70,27,47,20,75,0,54,96,17,20,35,25,85
53,82,32,18,49,22,79,30,10,89,40,88,13,85,52,69,95,42,57,87,75,49,39,54,0,97,48,84,56,57,53
42,93,42,41,89,91,40,70,40,74,51,14,17,54,31,12,61,60,21,25,94,50,71,96,97,0,54,94,21,54,42
48,31,47,100,72,22,70,63,92,74,92,58,83,30,21,70,69,54,82,100,33,33,73,17,48,54,0,59,94,47,48
20,40,19,53,61,26,17,84,34,54,32,92,22,23,100,85,97,92,17,25,66,61,65,20,84,94,59,0,76,10,20
49,51,45,92,21,40,13,35,95,70,52,87,54,26,42,91,17,68,10,20,53,88,18,35,56,21,94,76,0,21,49
74,69,36,74,69,51,27,10,84,49,100,79,38,94,25,29,24,15,79,77,28,100,56,25,57,54,47,10,21,0,74
0,37,85,84,65,81,80,64,89,12,70,29,18,54,76,82,80,40,65,19,15,45,56,85,53,42,48,20,49,74,0
