78
0,3,2,2,1,4,3,1,1,4,1,2,3,1,4,1,1,4,1,1,1,2,3,1,4,1,1,3,4,4,3,1,4,1,2,3,1,4,4,2,3,2,2,4,2,1,3,2,2,4,4,2,3,1,2,3,1,3,3,1,2,2,1,2,4,4,4,2,4,2,1,2,3,3,2,3,3,4,1,0
0,98,36,89,90,47,33,32,34,86,70,19,75,86,77,10,29,95,33,75,24,21,11,71,77,72,75,37,47,55,28,96,38,54,66,15,96,91,48,21,78,53,36,44,22,53,31,22,77,49,59,85,38,84,18,85,52,16,12,34,64,92,83,43,73,14,55,91,85,65,72,13,76,58,69,63,25,84,93,0
98,0,80,55,19,60,66,75,13,90,54,72,75,63,41,66,58,56,87,31,43,14,68,23,37,81,19,64,66,87,50,40,55,36,40,64,27,85,76,70,20,69,48,25,88,86,61,26,30,19,69,88,29,98,80,64,13,60,34,81,52,30,26,71,84,88,95,29,30,26,51,24,72,91,98,45,59,26,92,98
36,80,0,80,56,89,100,36,90,24,93,45,43,62,65,26,19,22,11,61,14,67,57,41,96,94,13,84,59,90,15,20,75,13,46,82,30,64,57,41,90,29,44,90,22,82,31,96,81,37,36,92,40,92,34,54,97,79,12,28,15,50,42,24,24,64,17,39,81,28,80,34,75,13,90,44,70,90,90,36
89,55,80,0,40,39,51,95,56,84,65,82,25,68,74,83,63,43,59,49,87,51,22,100,27,90,58,46,16,20,37,44,99,64,40,29,93,97,55,80,98,15,20,28,30,18,54,55,10,81,14,28,36,23,69,60,57,18,92,51,38,37,50,14,83,60,42,46,21,100,46,100,12,17,55,96,52,56,13,89
90,19,56,40,0,28,60,53,46,31,76,62,73,46,71,11,83,14,18,82,64,74,76,50,20,67,89,45,57,76,99,86,76,64,95,37,84,35,96,50,82,28,47,42,28,100,98,25,65,11,51,90,83,61,53,54,33,92,12,92,70,88,70,94,68,54,79,100,35,23,58,11,78,72,58,21,19,97,34,90
47,60,89,39,28,0,82,35,63,83,92,49,77,73,58,84,37,55,82,38,94,26,35,52,19,52,79,84,20,95,18,52,80,45,46,29,17,60,48,59,73,74,97,94,41,38,57,66,14,81,52,55,18,17,98,19,59,40,96,61,92,88,67,42,48,94,16,40,45,62,61,29,58,92,41,21,77,87,96,47
33,66,100,51,60,82,0,62,19,14,19,51,39,75,88,26,30,24,91,78,15,86,13,39,42,19,20,95,34,21,70,56,16,50,87,59,94,61,39,80,23,66,69,68,82,87,88,64,71,96,28,71,75,70,71,86,37,28,25,75,14,92,60,71,18,14,46,12,35,18,25,53,42,88,75,69,42,35,13,33
32,75,36,95,53,35,62,0,16,34,84,38,26,21,35,63,26,80,12,28,44,91,25,35,28,10,60,30,19,43,18,89,100,22,61,44,46,28,90,25,67,29,63,58,49,92,89,68,70,84,78,15,35,78,100,19,85,90,85,61,30,46,11,98,31,54,72,93,34,75,92,62,64,82,100,89,51,81,36,32
34,13,90,56,46,63,19,16,0,24,30,28,88,62,100,16,37,23,88,46,92,23,13,39,39,61,97,29,43,84,49,60,38,50,45,98,89,12,49,82,49,68,86,62,40,27,29,80,54,77,31,79,53,22,61,73,73,83,78,76,66,76,25,51,35,18,13,40,59,50,26,14,42,21,78,76,17,16,99,34
