28
0,2,4,3,4,3,3,4,4,2,1,1,4,4,4,4,2,2,3,3,1,4,3,2,1,1,1,4,4,0
0,51,94,31,33,73,49,95,75,78,11,98,24,42,87,20,40,85,79,75,24,65,42,87,79,37,80,39,42,0
51,0,92,100,84,44,64,15,28,12,23,46,55,42,73,86,87,76,33,42,94,59,89,45,17,37,48,55,44,51
94,92,0,60,31,88,97,50,64,94,52,32,47,22,24,30,48,53,64,24,30,49,24,48,76,90,19,50,74,94
31,100,60,0,89,24,42,79,53,67,28,75,13,61,52,95,100,39,87,51,66,43,38,83,92,88,88,29,88,31
33,84,31,89,0,88,86,34,36,11,15,26,29,17,37,42,27,35,40,24,81,57,84,32,15,12,78,17,41,33
73,44,88,24,88,0,63,65,95,63,87,77,12,34,77,53,70,83,56,89,26,38,19,73,85,35,44,84,97,73
49,64,97,42,86,63,0,62,92,82,79,18,62,58,91,56,31,63,71,88,27,30,58,64,61,68,38,87,57,49
95,15,50,79,34,65,62,0,33,66,77,81,48,30,81,29,62,59,47,98,87,72,39,38,57,89,54,31,12,95
75,28,64,53,36,95,92,33,0,76,80,44,68,92,97,51,21,22,23,92,46,35,32,41,53,71,77,54,41,75
78,12,94,67,11,63,82,66,76,0,32,18,37,96,57,31,99,65,23,98,88,84,62,71,76,95,74,80,56,78
11,23,52,28,15,87,79,77,80,32,0,35,50,64,77,37,19,69,54,54,52,70,40,29,91,55,22,53,68,11
98,46,32,75,26,77,18,81,44,18,35,0,46,44,82,18,86,73,24,96,97,74,27,26,71,41,100,60,62,98
24,55,47,13,29,12,62,48,68,37,50,46,0,43,55,32,92,59,60,79,76,43,73,81,36,35,48,53,70,24
42,42,22,61,17,34,58,30,92,96,64,44,43,0,49,59,87,26,39,28,39,15,25,42,38,61,52,30,39,42
87,73,24,52,37,77,91,81,97,57,77,82,55,49,0,64,44,25,29,75,70,68,92,25,50,53,88,79,44,87
20,86,30,95,42,53,56,29,51,31,37,18,32,59,64,0,63,77,93,79,86,62,22,34,55,57,60,66,41,20
40,87,48,100,27,70,31,62,21,99,19,86,92,87,44,63,0,69,65,32,66,79,42,45,94,70,58,91,77,40
85,76,53,39,35,83,63,59,22,65,69,73,59,26,25,77,69,0,42,10,17,40,47,91,13,80,41,72,62,85
79,33,64,87,40,56,71,47,23,23,54,24,60,39,29,93,65,42,0,44,28,99,63,19,52,57,65,34,42,79
75,42,24,51,24,89,88,98,92,98,54,96,79,28,75,79,32,10,44,0,24,53,10,32,80,90,100,60,22,75
24,94,30,66,81,26,27,87,46,88,52,97,76,39,70,86,66,17,28,24,0,69,45,34,27,79,79,71,83,24
65,59,49,43,57,38,30,72,35,84,70,74,43,15,68,62,79,40,99,53,69,0,25,52,14,46,33,23,80,65
42,89,24,38,84,19,58,39,32,62,40,27,73,25,92,22,42,47,63,10,45,25,0,35,68,58,41,65,54,42
87,45,48,83,32,73,64,38,41,71,29,26,81,42,25,34,45,91,19,32,34,52,35,0,30,71,11,21,55,87
79,17,76,92,15,85,61,57,53,76,91,71,36,38,50,55,94,13,52,80,27,14,68,30,0,76,13,19,37,79
37,37,90,88,12,35,68,89,71,95,55,41,35,61,53,57,70,80,57,90,79,46,58,71,76,0,97,44,62,37
80,48,19,88,78,44,38,54,77,74,22,100,48,52,88,60,58,41,65,100,79,33,41,11,13,97,0,31,75,80
39,55,50,29,17,84,87,31,54,80,53,60,53,30,79,66,91,72,34,60,71,23,65,21,19,44,31,0,96,39
42,44,74,88,41,97,57,12,41,56,68,62,70,39,44,41,77,62,42,22,83,80,54,55,37,62,75,96,0,42
0,51,94,31,33,73,49,95,75,78,11,98,24,42,87,20,40,85,79,75,24,65,42,87,79,37,80,39,42,0
