79
0,1,2,1,4,3,4,2,3,2,4,2,2,2,1,1,2,1,4,2,2,1,1,1,1,4,1,4,3,3,2,3,1,3,4,2,4,3,3,3,1,3,1,4,1,2,4,1,4,4,4,2,3,1,2,2,2,1,2,4,4,3,2,1,3,3,1,1,2,1,1,1,1,3,4,1,2,3,3,2,0
0,92,38,31,62,85,18,50,35,10,14,93,98,16,66,79,39,22,61,35,98,10,32,31,35,17,97,42,69,90,51,32,43,94,29,40,19,81,39,12,15,20,56,79,56,97,99,82,33,79,85,35,61,26,94,65,82,10,63,14,95,25,51,65,17,31,46,87,100,22,99,25,68,94,92,79,82,35,69,81,0
92,0,84,30,30,26,100,72,17,61,95,48,69,43,79,61,79,91,72,61,27,52,75,55,99,99,25,67,19,37,63,60,12,20,19,42,12,46,93,19,92,12,33,15,10,44,16,61,64,25,28,68,79,22,64,83,21,17,38,26,82,61,16,78,35,95,22,19,50,31,62,29,32,43,94,44,91,57,91,89,92
38,84,0,71,17,10,82,78,37,89,96,64,50,10,52,77,44,24,20,99,29,76,88,98,25,34,63,53,100,94,68,19,92,57,100,97,27,19,64,53,51,14,42,45,36,67,87,80,49,77,99,16,31,33,66,42,64,24,38,24,46,33,14,87,92,27,49,48,60,60,74,12,56,55,53,63,70,40,32,73,38
31,30,71,0,26,27,57,38,51,40,62,26,20,15,22,14,78,92,37,31,10,86,45,69,77,62,65,32,94,40,24,98,84,69,75,72,44,69,24,77,61,54,79,61,78,17,13,65,95,67,82,92,20,26,92,71,55,96,47,32,77,36,23,81,95,40,99,62,17,96,37,73,32,15,42,60,71,80,50,35,31
62,30,17,26,0,63,48,43,83,15,23,94,54,89,97,85,86,23,36,95,96,89,12,22,23,19,28,50,37,51,79,36,33,55,25,33,13,45,20,91,39,47,16,27,36,29,61,48,62,33,29,79,26,42,89,36,29,10,62,82,65,34,22,40,50,64,68,81,10,69,52,60,21,23,26,66,97,56,50,77,62
85,26,10,27,63,0,22,29,53,93,85,41,95,47,96,81,34,99,36,73,71,29,33,16,28,62,37,46,94,27,19,57,61,17,43,50,69,88,81,32,25,36,61,20,79,29,14,59,73,17,80,81,21,67,39,78,16,46,76,23,44,28,52,15,52,26,12,14,19,48,68,26,32,92,75,43,28,20,42,87,85
18,100,82,57,48,22,0,50,95,69,99,78,33,59,45,56,20,56,72,97,90,39,86,100,78,34,17,86,45,97,72,60,75,85,68,76,34,63,17,44,65,17,44,71,88,95,100,53,11,91,78,84,92,73,35,75,32,92,37,77,89,69,59,28,91,59,76,35,91,37,56,33,89,23,97,95,99,60,38,67,18
50,72,78,38,43,29,50,0,42,83,74,79,46,33,73,46,11,55,40,25,45,39,20,92,43,73,77,25,81,65,21,71,20,69,64,69,66,10,40,64,90,76,17,52,57,68,16,23,15,83,23,68,87,94,69,63,57,34,86,16,43,32,67,90,24,27,38,59,58,99,55,87,82,43,48,91,22,76,39,69,50
35,17,37,51,83,53,95,42,0,18,12,61,33,47,11,95,28,15,11,92,56,51,19,89,52,98,15,70,23,19,20,75,97,87,54,39,19,45,71,39,99,29,86,36,38,39,20,65,42,90,24,93,62,34,74,43,57,81,50,44,78,11,15,25,59,29,31,47,90,59,88,53,52,64,94,87,31,81,68,46,35
10,61,89,40,15,93,69,83,18,0,47,48,96,39,41,43,30,58,26,67,44,32,26,96,27,74,48,55,58,36,17,99,78,19,17,31,70,11,63,23,39,38,92,37,13,78,73,89,81,29,38,85,100,72,62,63,67,53,27,75,35,47,56,57,96,21,60,44,82,89,84,36,56,76,47,63,65,79,44,67,10
14,95,96,62,23,85,99,74,12,47,0,63,84,64,73,35,59,99,58,76,87,52,87,12,51,95,33,93,75,49,62,70,39,61,30,98,63,31,94,77,21,22,71,89,19,44,18,88,55,19,10,58,98,92,63,45,51,98,57,15,13,23,73,71,54,41,95,19,26,79,96,26,91,45,30,97,38,49,35,11,14
93,48,64,26,94,41,78,79,61,48,63,0,29,100,90,96,41,67,84,24,89,32,48,36,83,37,39,75,60,79,42,30,32,53,58,19,55,90,99,24,16,25,40,11,66,38,58,49,57,95,64,73,36,30,28,80,91,12,73,83,13,81,69,12,58,68,19,53,52,53,62,31,24,89,25,80,33,11,68,48,93
98,69,50,20,54,95,33,46,33,96,84,29,0,48,100,23,84,52,16,14,27,46,18,23,35,64,28,55,85,86,91,44,90,37,87,97,28,87,77,51,18,83,88,64,94,19,42,55,72,92,70,16,85,69,55,42,14,29,40,18,11,67,79,69,30,33,18,82,29,57,83,60,100,68,72,50,75,34,92,98,98
16,43,10,15,89,47,59,33,47,39,64,100,48,0,10,57,12,80,54,83,53,34,26,64,10,56,33,98,43,42,82,39,10,76,12,91,10,97,47,27,92,56,95,94,36,52,31,23,23,37,63,41,43,69,94,10,70,60,11,35,94,12,76,98,45,88,65,73,88,77,35,72,91,19,59,26,40,89,73,48,16
66,79,52,22,97,96,45,73,11,41,73,90,100,10,0,78,49,80,90,12,28,95,90,62,51,31,69,34,87,77,54,18,97,87,12,16,36,89,33,70,51,27,36,93,65,22,38,73,80,52,59,24,26,86,34,82,37,71,13,41,49,49,20,26,73,55,77,41,25,48,13,50,62,66,64,20,57,17,100,18,66
79,61,77,14,85,81,56,46,95,43,35,96,23,57,78,0,25,51,27,16,21,47,41,23,76,41,83,14,42,66,32,30,25,43,57,62,15,89,76,79,45,92,43,70,49,87,86,57,84,18,76,18,55,15,52,58,74,22,73,77,17,58,94,48,29,88,79,48,41,71,36,82,46,57,94,96,26,18,89,53,79
39,79,44,78,86,34,20,11,28,30,59,41,84,12,49,25,0,25,71,98,59,53,17,70,82,69,58,79,51,90,84,30,86,97,80,19,14,47,91,61,35,67,56,35,94,82,34,12,71,78,87,83,73,21,28,63,64,92,48,54,46,67,44,14,93,45,37,15,93,94,99,73,86,85,70,30,32,86,20,59,39
22,91,24,92,23,99,56,55,15,58,99,67,52,80,80,51,25,0,32,99,32,79,96,58,44,71,27,29,28,36,99,65,22,89,20,12,67,91,75,44,97,60,61,94,61,34,41,40,36,34,27,68,21,72,82,41,44,72,71,55,46,30,79,47,21,78,53,18,41,80,64,97,73,68,92,85,27,71,58,70,22
61,72,20,37,36,36,72,40,11,26,58,84,16,54,90,27,71,32,0,50,86,94,39,69,31,74,57,15,29,41,92,10,99,33,73,30,46,31,52,46,19,19,32,84,24,66,37,71,20,70,83,26,28,23,67,28,24,21,80,87,65,100,47,10,62,26,40,36,78,42,12,10,38,50,40,17,99,77,76,35,61
35,61,99,31,95,73,97,25,92,67,76,24,14,83,12,16,98,99,50,0,70,38,45,63,75,94,99,60,29,97,69,83,87,85,59,91,13,97,77,66,47,15,93,50,53,95,80,51,79,16,18,94,14,89,41,80,56,45,86,70,33,38,21,77,62,66,56,60,24,65,89,91,92,52,88,65,83,64,45,31,35
98,27,29,10,96,71,90,45,56,44,87,89,27,53,28,21,59,32,86,70,0,54,54,37,45,44,18,20,98,35,58,97,44,57,72,55,53,86,90,74,19,94,47,14,96,95,84,47,61,97,15,89,83,51,86,12,27,42,42,88,28,81,83,75,43,41,66,86,98,35,91,39,45,67,60,23,38,93,53,32,98
10,52,76,86,89,29,39,39,51,32,52,32,46,34,95,47,53,79,94,38,54,0,75,92,60,58,99,27,41,35,35,84,48,40,66,13,40,90,64,16,15,18,100,28,75,29,53,75,57,79,93,40,61,54,35,33,27,67,90,56,71,98,68,63,42,34,95,75,10,50,52,94,40,95,48,39,31,81,87,81,10
32,75,88,45,12,33,86,20,19,26,87,48,18,26,90,41,17,96,39,45,54,75,0,49,16,11,69,44,20,36,27,52,76,71,19,83,44,48,53,100,40,61,17,29,19,51,21,14,26,31,89,48,57,58,68,68,38,58,39,45,56,78,47,31,26,94,13,82,70,54,16,24,16,100,30,82,63,64,73,28,32
31,55,98,69,22,16,100,92,89,96,12,36,23,64,62,23,70,58,69,63,37,92,49,0,97,83,33,53,78,72,48,30,64,67,67,94,54,51,50,31,69,24,28,36,19,58,66,50,24,22,87,46,41,14,45,16,59,18,98,77,79,56,38,98,52,67,43,55,54,87,59,97,47,41,19,11,94,67,45,29,31
35,99,25,77,23,28,78,43,52,27,51,83,35,10,51,76,82,44,31,75,45,60,16,97,0,70,99,68,55,35,65,86,18,50,96,23,36,97,99,89,35,42,26,74,68,29,66,42,91,93,77,61,11,71,77,28,20,36,77,20,97,38,94,65,86,46,90,26,64,85,23,56,11,60,86,54,58,86,65,78,35
17,99,34,62,19,62,34,73,98,74,95,37,64,56,31,41,69,71,74,94,44,58,11,83,70,0,24,91,60,15,35,25,86,81,58,44,39,74,68,24,23,81,64,26,78,57,49,47,29,34,95,39,79,38,15,52,27,28,46,42,16,76,53,33,76,54,73,56,13,72,99,21,39,39,80,49,25,73,16,72,17
97,25,63,65,28,37,17,77,15,48,33,39,28,33,69,83,58,27,57,99,18,99,69,33,99,24,0,91,11,46,39,79,97,56,86,11,19,22,32,46,97,96,84,89,45,18,97,78,47,74,41,56,15,33,37,96,56,37,40,99,29,52,19,34,64,12,94,96,24,71,100,11,59,73,100,23,79,18,46,76,97
42,67,53,32,50,46,86,25,70,55,93,75,55,98,34,14,79,29,15,60,20,27,44,53,68,91,91,0,44,98,11,88,39,28,97,87,17,20,46,45,25,79,79,26,14,93,30,70,62,40,29,97,77,20,25,51,93,57,65,81,63,63,87,70,22,19,90,46,24,75,43,33,11,53,34,67,97,41,67,31,42
69,19,100,94,37,94,45,81,23,58,75,60,85,43,87,42,51,28,29,29,98,41,20,78,55,60,11,44,0,90,59,55,94,81,84,67,79,61,54,72,35,23,19,45,24,41,31,42,10,91,79,65,39,85,63,32,43,29,15,95,37,34,89,53,96,77,28,46,42,89,32,91,41,64,77,44,85,41,72,79,69
