77
0,3,3,4,4,3,2,4,2,3,2,4,1,4,2,2,2,1,3,3,1,1,3,4,2,1,2,2,1,1,2,3,3,4,2,3,1,1,3,3,4,1,1,1,2,4,3,4,4,4,4,2,3,1,1,2,1,3,2,4,2,4,1,1,1,3,2,3,2,3,2,4,1,4,2,4,4,2,0
0,35,33,75,56,57,62,100,81,68,22,79,40,45,32,74,92,24,93,85,80,67,55,13,41,32,17,20,18,59,54,51,46,61,60,89,38,88,69,52,71,83,51,76,54,67,40,22,29,50,40,87,83,68,73,25,92,52,81,85,11,29,42,92,91,43,50,18,53,29,64,18,17,10,75,15,21,93,0
35,0,54,38,71,74,55,44,28,68,12,62,10,95,91,92,45,96,15,85,40,39,33,77,51,67,34,76,69,58,13,26,99,96,85,63,30,79,29,90,60,100,69,16,10,76,89,32,77,60,71,51,71,43,35,25,40,13,36,70,71,47,40,79,89,46,70,84,47,20,77,52,10,10,51,79,28,69,35
33,54,0,40,97,100,86,50,55,73,62,60,81,58,57,22,97,99,67,23,82,24,78,35,68,16,42,53,61,49,70,57,39,10,49,56,38,41,42,10,80,58,10,100,64,66,27,72,60,30,80,57,91,28,55,34,49,79,42,38,25,46,43,54,33,37,92,13,51,15,26,84,86,56,90,92,31,80,33
75,38,40,0,37,76,25,41,11,24,24,64,54,85,51,51,21,58,61,80,23,95,52,54,50,28,31,63,36,75,79,54,64,95,54,87,52,36,35,100,94,10,74,85,83,72,51,77,72,76,67,89,58,29,90,70,82,59,65,60,81,89,42,57,93,78,92,99,59,13,54,90,74,24,23,99,43,82,75
56,71,97,37,0,57,79,35,60,19,62,28,84,58,93,49,72,56,38,71,95,17,50,72,79,93,15,26,46,46,19,21,78,67,26,50,93,61,42,59,92,81,91,97,71,78,65,62,81,43,47,48,81,60,53,15,59,55,97,37,44,88,59,65,29,47,74,56,100,13,100,66,86,11,80,32,31,50,56
57,74,100,76,57,0,83,54,73,64,86,53,100,73,32,32,68,56,61,24,49,12,98,71,53,11,88,77,10,78,11,70,79,25,62,28,14,35,52,70,44,48,17,94,55,50,97,23,100,46,85,30,76,19,18,14,29,17,87,30,81,92,11,85,30,14,52,74,58,19,93,97,16,22,12,45,64,80,57
62,55,86,25,79,83,0,38,21,10,72,94,39,32,34,32,85,32,52,56,84,55,78,21,26,19,77,93,35,41,73,21,52,90,41,12,16,25,33,72,40,58,82,37,66,82,51,51,81,99,54,84,39,17,15,10,44,96,11,57,57,95,65,88,29,95,54,16,42,60,12,53,60,75,99,41,67,55,62
100,44,50,41,35,54,38,0,57,88,82,95,77,28,72,27,14,20,27,43,78,21,67,72,59,59,35,12,43,52,15,25,91,27,18,73,19,45,71,87,25,67,62,86,37,92,24,51,16,73,32,50,30,57,65,74,99,69,59,65,55,40,19,82,11,15,77,74,55,16,35,34,48,54,79,31,90,89,100
81,28,55,11,60,73,21,57,0,27,48,14,53,16,66,36,64,19,66,73,52,35,95,95,84,61,69,52,52,92,62,20,76,36,46,20,76,19,30,57,100,73,41,15,59,77,10,46,18,93,49,76,32,39,12,62,57,10,49,61,67,36,83,60,75,83,16,62,91,78,32,84,31,87,100,95,44,55,81
68,68,73,24,19,64,10,88,27,0,62,62,77,51,49,86,32,48,23,86,37,36,35,63,21,32,38,31,86,10,25,69,49,87,29,15,56,100,32,64,29,39,66,65,27,77,79,86,58,58,77,13,98,89,11,94,36,10,12,91,16,61,48,17,59,53,91,42,77,24,45,50,95,78,68,74,38,56,68
22,12,62,24,62,86,72,82,48,62,0,50,43,77,92,67,12,78,19,85,66,73,80,94,76,79,30,97,37,56,75,52,62,22,88,21,42,28,30,27,88,40,79,94,45,74,17,96,82,11,30,84,60,96,73,38,91,59,98,79,57,83,74,60,68,95,28,86,17,78,84,96,71,82,35,10,91,35,22
79,62,60,64,28,53,94,95,14,62,50,0,35,60,52,60,69,91,80,87,10,65,93,25,21,94,20,89,28,71,94,23,11,66,21,75,77,67,69,13,12,99,57,74,39,20,84,36,74,62,68,48,41,30,43,92,96,21,30,42,17,33,58,87,87,36,14,100,18,59,47,10,35,68,11,45,49,89,79
40,10,81,54,84,100,39,77,53,77,43,35,0,62,50,16,92,98,77,57,38,29,77,94,48,34,72,20,56,64,69,70,73,75,81,29,44,78,83,74,91,26,31,27,56,52,40,88,39,20,77,78,49,22,75,46,41,60,97,26,36,75,48,41,76,67,27,38,34,26,53,23,49,66,42,25,80,42,40
45,95,58,85,58,73,32,28,16,51,77,60,62,0,65,56,61,58,38,63,49,43,91,37,90,38,15,71,62,76,86,46,36,82,40,81,45,94,67,15,84,52,12,81,66,31,95,79,84,57,73,84,34,16,25,54,59,10,33,73,11,31,66,83,84,60,63,73,81,11,52,87,69,84,37,80,37,99,45
32,91,57,51,93,32,34,72,66,49,92,52,50,65,0,15,94,64,96,98,89,93,62,66,26,74,92,38,98,57,73,47,93,99,71,44,76,79,38,70,63,74,61,94,41,51,65,66,15,22,47,30,57,84,75,20,91,92,21,21,67,14,32,81,95,33,56,55,64,82,14,95,92,33,55,29,47,90,32
74,92,22,51,49,32,32,27,36,86,67,60,16,56,15,0,28,73,11,93,83,46,36,83,67,61,44,11,20,93,36,82,16,68,74,87,57,35,66,51,92,56,16,45,12,23,98,23,54,66,77,38,62,48,53,17,44,79,62,11,46,28,87,71,31,85,53,65,60,86,24,42,37,34,52,78,60,32,74
92,45,97,21,72,68,85,14,64,32,12,69,92,61,94,28,0,29,35,12,72,20,79,51,48,50,74,31,70,94,73,14,98,10,75,39,78,84,40,60,73,51,99,70,96,32,67,15,58,62,46,40,28,50,28,53,50,75,45,66,98,99,15,33,60,41,42,62,44,99,66,17,71,38,73,32,70,58,92
24,96,99,58,56,56,32,20,19,48,78,91,98,58,64,73,29,0,10,25,100,32,73,66,15,59,30,69,89,51,99,42,62,57,37,13,15,57,90,61,25,27,38,98,74,93,65,72,83,29,42,21,40,28,54,54,63,41,94,49,57,49,67,35,55,75,26,33,16,76,26,25,99,92,20,77,63,82,24
93,15,67,61,38,61,52,27,66,23,19,80,77,38,96,11,35,10,0,18,43,67,29,23,57,100,64,10,37,100,55,20,29,70,35,11,91,59,95,96,66,58,90,38,68,19,49,90,89,43,41,88,17,57,60,62,69,80,85,70,83,89,58,16,63,34,53,100,27,53,37,46,76,92,37,85,51,42,93
85,85,23,80,71,24,56,43,73,86,85,87,57,63,98,93,12,25,18,0,71,79,17,10,83,33,44,72,23,41,90,53,71,93,95,55,65,30,100,67,91,100,80,51,79,48,89,19,82,59,37,62,66,93,61,86,68,94,62,17,74,67,29,56,25,68,67,100,18,85,11,79,73,29,44,21,97,23,85
80,40,82,23,95,49,84,78,52,37,66,10,38,49,89,83,72,100,43,71,0,25,96,71,67,72,19,44,21,75,37,30,53,13,18,53,45,58,69,24,48,16,68,38,28,20,94,76,74,92,61,12,33,99,89,32,60,22,90,64,100,45,81,27,72,30,47,50,63,27,70,49,65,90,47,99,79,64,80
67,39,24,95,17,12,55,21,35,36,73,65,29,43,93,46,20,32,67,79,25,0,84,12,16,67,34,45,28,23,57,37,30,78,23,73,12,75,67,11,97,97,40,46,89,39,70,85,64,56,12,47,69,89,87,87,59,87,51,93,50,34,96,55,33,42,95,47,71,15,37,99,22,89,10,20,30,62,67
55,33,78,52,50,98,78,67,95,35,80,93,77,91,62,36,79,73,29,17,96,84,0,17,23,35,41,83,53,52,17,38,100,16,17,28,90,81,29,15,66,87,55,82,48,55,52,67,41,100,71,51,93,63,40,78,13,65,87,61,53,61,76,55,28,70,40,41,37,17,27,70,22,82,35,38,93,100,55
13,77,35,54,72,71,21,72,95,63,94,25,94,37,66,83,51,66,23,10,71,12,17,0,78,71,41,23,79,92,25,29,16,42,65,28,37,14,16,27,93,52,68,66,78,60,60,98,78,58,93,87,90,70,15,57,68,41,39,79,46,55,53,72,39,21,75,76,96,21,41,98,15,38,28,13,96,19,13
41,51,68,50,79,53,26,59,84,21,76,21,48,90,26,67,48,15,57,83,67,16,23,78,0,15,57,88,51,28,68,47,67,90,48,93,88,53,77,25,85,70,48,43,60,34,33,12,69,37,55,72,17,96,83,56,79,57,95,57,95,29,68,15,51,80,15,26,39,56,38,79,66,33,75,12,27,19,41
32,67,16,28,93,11,19,59,61,32,79,94,34,38,74,61,50,59,100,33,72,67,35,71,15,0,51,77,20,54,56,69,41,28,25,10,25,97,12,80,72,71,52,66,53,98,25,79,100,38,29,70,39,60,24,49,71,85,32,27,25,52,63,15,23,67,66,34,27,20,39,57,90,84,56,26,74,87,32
17,34,42,31,15,88,77,35,69,38,30,20,72,15,92,44,74,30,64,44,19,34,41,41,57,51,0,28,26,10,30,27,63,81,14,32,45,32,52,10,88,78,59,27,80,87,22,71,35,84,78,55,75,66,69,65,51,55,80,95,11,71,22,30,13,56,34,33,36,94,31,57,85,25,49,89,14,61,17
20,76,53,63,26,77,93,12,52,31,97,89,20,71,38,11,31,69,10,72,44,45,83,23,88,77,28,0,13,53,35,53,12,82,44,92,22,21,35,80,75,18,23,65,80,93,81,85,26,15,24,56,14,94,79,45,28,91,96,100,91,13,49,94,60,98,56,97,24,52,66,71,75,55,46,61,71,73,20
18,69,61,36,46,10,35,43,52,86,37,28,56,62,98,20,70,89,37,23,21,28,53,79,51,20,26,13,0,30,70,94,19,52,75,12,25,78,94,71,19,30,77,28,14,81,71,48,21,65,54,36,77,15,86,24,10,19,96,74,55,19,59,76,72,64,20,83,81,63,87,13,66,13,75,24,67,14,18
59,58,49,75,46,78,41,52,92,10,56,71,64,76,57,93,94,51,100,41,75,23,52,92,28,54,10,53,30,0,36,80,98,75,52,63,41,82,36,26,36,42,16,81,58,11,70,73,91,56,62,16,24,51,90,65,52,73,61,46,66,69,26,44,84,79,58,13,96,50,87,69,56,35,100,73,82,61,59
54,13,70,79,19,11,73,15,62,25,75,94,69,86,73,36,73,99,55,90,37,57,17,25,68,56,30,35,70,36,0,10,22,92,65,26,12,86,37,60,85,27,23,80,41,36,32,84,52,25,33,99,100,14,80,85,19,78,22,50,56,96,59,96,21,30,38,40,92,85,57,82,88,88,11,87,33,78,54
51,26,57,54,21,70,21,25,20,69,52,23,70,46,47,82,14,42,20,53,30,37,38,29,47,69,27,53,94,80,10,0,64,39,43,12,69,40,59,25,17,50,41,30,60,98,90,68,50,29,71,23,12,80,77,65,25,78,38,85,75,96,82,12,62,26,22,78,33,61,13,46,37,70,77,55,93,72,51
46,99,39,64,78,79,52,91,76,49,62,11,73,36,93,16,98,62,29,71,53,30,100,16,67,41,63,12,19,98,22,64,0,36,48,62,39,26,93,88,38,95,11,33,42,53,94,81,96,63,95,92,14,60,37,15,69,79,24,31,31,16,45,76,17,28,22,98,18,68,82,73,83,56,37,17,79,95,46
61,96,10,95,67,25,90,27,36,87,22,66,75,82,99,68,10,57,70,93,13,78,16,42,90,28,81,82,52,75,92,39,36,0,95,89,54,33,88,65,30,83,97,95,76,27,41,31,98,79,61,88,16,66,80,20,11,35,98,21,56,82,67,40,99,23,90,72,26,69,71,35,73,18,60,19,62,83,61
60,85,49,54,26,62,41,18,46,29,88,21,81,40,71,74,75,37,35,95,18,23,17,65,48,25,14,44,75,52,65,43,48,95,0,39,11,95,12,74,51,50,57,57,77,78,75,45,67,88,89,20,38,100,60,80,68,59,19,52,96,52,36,73,45,62,21,97,55,12,66,96,64,21,65,26,45,49,60
89,63,56,87,50,28,12,73,20,15,21,75,29,81,44,87,39,13,11,55,53,73,28,28,93,10,32,92,12,63,26,12,62,89,39,0,75,48,28,80,77,25,85,49,28,46,69,27,65,18,33,73,22,62,96,11,73,98,51,95,65,94,30,25,20,80,77,19,17,39,86,36,25,86,75,96,42,51,89
38,30,38,52,93,14,16,19,76,56,42,77,44,45,76,57,78,15,91,65,45,12,90,37,88,25,45,22,25,41,12,69,39,54,11,75,0,71,80,15,38,92,33,67,63,54,74,71,31,47,37,41,49,50,90,21,78,54,18,32,89,22,34,69,10,44,42,98,56,100,32,44,65,70,95,64,51,78,38
