32
0,2,2,2,4,4,3,1,2,4,3,2,1,1,3,1,4,1,4,3,2,4,1,3,4,3,3,1,2,4,3,1,3,0
0,32,55,75,34,71,82,96,37,25,21,44,83,42,93,42,37,18,81,39,67,22,52,42,89,100,64,93,54,31,34,88,99,0
32,0,69,59,90,78,70,42,98,40,41,72,50,19,49,18,11,48,91,51,66,83,56,52,41,90,94,46,50,42,72,81,39,32
55,69,0,55,68,35,22,49,74,20,95,18,41,43,78,65,29,64,36,46,92,83,57,19,59,63,56,61,79,67,22,89,12,55
75,59,55,0,98,81,78,27,20,95,47,62,87,16,31,91,76,68,94,66,77,31,32,88,86,100,75,21,77,30,37,14,27,75
34,90,68,98,0,77,60,81,86,24,70,94,89,82,38,42,16,59,81,60,24,59,90,34,30,67,92,41,45,13,56,96,72,34
71,78,35,81,77,0,96,79,30,45,71,27,41,82,64,87,63,23,44,67,64,67,100,15,98,61,80,95,20,84,56,84,85,71
82,70,22,78,60,96,0,36,26,79,93,20,79,24,34,76,71,58,18,81,90,99,73,14,54,31,72,10,34,27,38,39,83,82
96,42,49,27,81,79,36,0,96,93,15,53,62,46,33,100,62,64,84,98,100,14,29,35,85,90,72,69,78,96,85,77,43,96
37,98,74,20,86,30,26,96,0,66,23,81,92,21,92,44,76,81,69,84,21,14,55,43,67,45,45,58,64,94,47,54,53,37
25,40,20,95,24,45,79,93,66,0,48,48,73,63,23,94,38,83,99,52,86,92,15,65,51,23,14,80,96,38,44,76,43,25
21,41,95,47,70,71,93,15,23,48,0,68,41,39,43,59,47,92,52,57,41,61,47,56,32,32,34,15,17,49,53,60,62,21
44,72,18,62,94,27,20,53,81,48,68,0,92,61,52,33,100,77,73,97,66,99,22,87,22,74,25,55,48,32,93,91,84,44
83,50,41,87,89,41,79,62,92,73,41,92,0,55,38,35,82,61,94,56,64,62,80,88,43,46,100,71,26,26,69,41,16,83
42,19,43,16,82,82,24,46,21,63,39,61,55,0,100,49,34,46,57,11,68,55,88,75,69,43,23,53,17,67,85,36,63,42
93,49,78,31,38,64,34,33,92,23,43,52,38,100,0,92,23,63,78,59,18,38,18,34,85,65,57,71,81,65,57,67,43,93
42,18,65,91,42,87,76,100,44,94,59,33,35,49,92,0,23,78,58,100,31,60,52,50,93,30,76,83,33,96,12,99,30,42
37,11,29,76,16,63,71,62,76,38,47,100,82,34,23,23,0,71,90,30,40,28,71,49,45,44,91,86,58,67,55,76,51,37
18,48,64,68,59,23,58,64,81,83,92,77,61,46,63,78,71,0,49,56,19,60,63,33,61,56,84,31,85,58,66,22,54,18
81,91,36,94,81,44,18,84,69,99,52,73,94,57,78,58,90,49,0,92,89,69,78,91,54,84,85,94,34,83,59,92,41,81
39,51,46,66,60,67,81,98,84,52,57,97,56,11,59,100,30,56,92,0,99,57,18,97,30,68,23,51,89,47,98,93,69,39
67,66,92,77,24,64,90,100,21,86,41,66,64,68,18,31,40,19,89,99,0,88,27,33,49,21,85,35,81,21,70,46,16,67
22,83,83,31,59,67,99,14,14,92,61,99,62,55,38,60,28,60,69,57,88,0,41,83,83,94,68,21,89,96,20,31,68,22
52,56,57,32,90,100,73,29,55,15,47,22,80,88,18,52,71,63,78,18,27,41,0,33,80,75,17,83,73,97,66,41,60,52
42,52,19,88,34,15,14,35,43,65,56,87,88,75,34,50,49,33,91,97,33,83,33,0,48,100,73,98,17,41,31,29,82,42
89,41,59,86,30,98,54,85,67,51,32,22,43,69,85,93,45,61,54,30,49,83,80,48,0,100,72,100,40,44,82,69,100,89
100,90,63,100,67,61,31,90,45,23,32,74,46,43,65,30,44,56,84,68,21,94,75,100,100,0,72,51,87,80,97,98,100,100
64,94,56,75,92,80,72,72,45,14,34,25,100,23,57,76,91,84,85,23,85,68,17,73,72,72,0,45,11,53,72,43,43,64
93,46,61,21,41,95,10,69,58,80,15,55,71,53,71,83,86,31,94,51,35,21,83,98,100,51,45,0,47,10,70,17,52,93
54,50,79,77,45,20,34,78,64,96,17,48,26,17,81,33,58,85,34,89,81,89,73,17,40,87,11,47,0,48,82,28,66,54
31,42,67,30,13,84,27,96,94,38,49,32,26,67,65,96,67,58,83,47,21,96,97,41,44,80,53,10,48,0,18,77,66,31
34,72,22,37,56,56,38,85,47,44,53,93,69,85,57,12,55,66,59,98,70,20,66,31,82,97,72,70,82,18,0,27,20,34
88,81,89,14,96,84,39,77,54,76,60,91,41,36,67,99,76,22,92,93,46,31,41,29,69,98,43,17,28,77,27,0,51,88
99,39,12,27,72,85,83,43,53,43,62,84,16,63,43,30,51,54,41,69,16,68,60,82,100,100,43,52,66,66,20,51,0,99
0,32,55,75,34,71,82,96,37,25,21,44,83,42,93,42,37,18,81,39,67,22,52,42,89,100,64,93,54,31,34,88,99,0
