45
0,4,2,2,4,4,3,3,3,3,4,4,2,2,4,1,1,3,3,2,3,3,1,1,4,2,2,4,4,1,1,1,4,1,4,2,2,3,4,1,4,4,3,3,1,3,0
0,45,26,95,57,28,93,55,99,74,73,38,49,62,11,91,90,23,70,36,30,71,100,80,62,18,11,32,16,61,97,96,82,47,64,13,68,38,10,13,35,10,82,49,51,33,0
45,0,86,31,34,97,98,28,100,19,70,10,46,96,70,29,100,68,62,80,73,100,88,28,64,81,35,60,29,16,47,89,13,34,85,83,25,71,31,72,42,56,59,10,91,47,45
26,86,0,92,45,72,37,79,41,67,92,62,46,49,40,43,64,87,33,56,77,19,16,23,79,98,28,17,57,96,53,87,51,22,65,63,40,32,16,36,43,31,20,12,75,76,26
95,31,92,0,97,28,97,24,77,68,73,80,90,94,65,54,82,36,85,46,22,75,82,16,29,97,94,89,53,46,71,65,61,98,78,22,12,75,19,53,58,87,34,69,61,63,95
57,34,45,97,0,74,86,80,20,85,49,58,30,26,46,55,42,18,90,50,56,77,88,40,86,59,22,73,49,80,48,18,20,69,52,21,17,16,67,33,64,73,94,71,16,87,57
28,97,72,28,74,0,61,93,63,58,16,65,53,73,24,42,41,95,56,83,39,69,14,22,87,73,17,54,59,33,64,56,22,58,93,14,10,95,97,30,20,79,84,89,100,12,28
93,98,37,97,86,61,0,36,66,79,42,88,97,66,79,16,22,61,91,77,76,33,46,22,88,43,97,13,86,88,71,12,15,71,52,53,76,16,83,44,51,82,59,61,68,92,93
55,28,79,24,80,93,36,0,14,19,37,26,99,38,49,89,69,56,20,49,28,11,80,83,68,41,14,21,42,38,91,71,75,69,87,34,51,63,98,27,14,98,53,24,54,62,55
99,100,41,77,20,63,66,14,0,84,42,78,59,38,39,30,22,24,96,73,98,79,53,74,96,75,97,87,78,15,43,30,76,13,86,26,80,67,85,63,52,40,76,43,25,71,99
74,19,67,68,85,58,79,19,84,0,70,72,80,20,60,53,89,22,78,89,20,19,39,59,79,25,91,72,34,98,62,21,35,16,95,39,86,76,66,78,80,91,52,97,52,58,74
73,70,92,73,49,16,42,37,42,70,0,73,13,68,70,88,22,48,27,55,64,87,37,12,40,50,14,71,77,64,87,77,98,52,78,57,28,76,45,96,41,60,44,93,25,86,73
