71
0,2,2,3,4,1,4,4,4,2,2,4,2,1,1,2,3,3,4,1,3,3,1,2,1,3,2,4,1,4,4,1,1,3,4,4,1,3,4,1,2,1,1,3,1,2,1,1,2,4,3,4,4,4,3,3,4,1,2,1,2,2,1,2,3,2,1,2,2,1,4,1,0
0,22,64,93,33,31,93,90,79,95,38,58,57,35,20,10,87,76,43,38,49,39,49,15,49,22,35,91,69,89,51,68,93,16,92,87,98,54,50,31,89,26,98,64,66,22,30,90,31,17,69,52,80,58,63,97,23,58,62,66,11,14,12,38,91,73,46,100,40,95,71,64,0
22,0,88,24,76,48,100,78,88,57,85,73,56,10,32,44,41,32,15,15,58,91,32,56,12,53,54,98,21,87,23,41,21,58,10,77,97,89,78,93,65,10,25,38,31,65,35,100,74,58,53,66,82,17,67,59,75,29,93,52,11,99,97,78,31,40,48,77,60,58,73,40,22
64,88,0,47,87,32,64,92,25,52,16,97,61,37,68,23,47,26,85,23,54,74,62,93,37,40,92,76,68,52,54,47,27,84,95,92,87,52,54,41,99,49,91,74,10,48,24,17,39,54,40,64,92,77,84,43,32,73,91,28,71,35,95,100,82,42,21,57,52,29,22,40,64
93,24,47,0,27,63,32,74,65,33,64,83,33,17,79,27,30,10,48,66,70,92,36,33,26,35,93,84,21,53,30,45,45,95,15,16,52,74,21,56,50,20,78,60,32,63,91,92,16,49,62,41,89,56,65,61,91,53,64,18,13,74,73,59,84,77,31,16,66,34,53,91,93
33,76,87,27,0,44,62,92,76,41,44,80,63,61,99,39,38,34,91,37,16,95,42,52,73,76,23,33,12,12,42,77,77,91,72,38,61,97,36,71,30,100,78,50,29,85,43,31,40,89,56,86,85,37,48,86,16,44,87,88,46,94,22,48,78,41,69,31,18,89,61,79,33
31,48,32,63,44,0,16,97,72,48,65,32,18,16,95,60,91,70,39,22,50,88,80,11,83,74,45,77,49,41,95,78,77,28,54,92,26,37,58,40,31,34,19,72,28,17,22,38,82,57,41,68,43,55,98,27,36,59,87,30,96,39,75,99,89,23,88,86,91,76,10,48,31
93,100,64,32,62,16,0,27,50,23,40,18,30,91,20,12,36,20,51,19,78,14,28,96,91,11,23,41,99,34,94,85,58,91,14,97,78,25,44,39,33,18,91,79,84,65,93,18,18,87,50,67,99,17,15,10,62,57,43,41,55,45,89,42,88,40,32,70,73,14,49,24,93
90,78,92,74,92,97,27,0,37,46,83,35,52,62,69,88,25,10,89,10,60,10,98,64,75,23,69,61,22,97,84,56,43,41,69,27,73,14,80,32,90,31,67,44,60,27,91,21,57,57,59,56,67,33,98,60,56,57,47,87,59,50,75,52,21,37,71,59,94,22,94,68,90
79,88,25,65,76,72,50,37,0,80,61,72,84,55,85,32,79,20,55,44,71,11,52,53,75,20,94,23,15,70,68,41,11,73,78,71,94,86,65,94,18,69,30,76,83,58,37,15,21,77,36,29,75,44,18,15,22,33,12,74,45,91,70,58,82,42,76,37,86,12,81,39,79
95,57,52,33,41,48,23,46,80,0,33,44,34,50,61,25,36,32,34,63,74,42,29,53,62,41,35,32,97,19,80,65,36,75,26,31,15,42,90,92,28,32,72,92,75,64,78,24,75,43,86,24,91,35,49,86,87,29,90,27,65,76,41,84,73,92,78,85,30,17,84,60,95
38,85,16,64,44,65,40,83,61,33,0,61,49,66,19,27,32,82,72,33,35,91,32,34,89,91,71,82,72,53,98,83,58,37,77,39,48,63,66,31,48,51,72,82,85,49,19,57,45,44,29,42,96,93,10,10,42,89,82,84,45,92,32,21,41,61,86,86,78,83,16,21,38
58,73,97,83,80,32,18,35,72,44,61,0,98,55,48,17,18,77,69,27,98,54,33,22,67,87,12,100,54,67,89,26,32,99,69,40,84,78,28,52,33,71,73,83,36,96,78,86,91,12,15,57,98,38,63,79,41,68,52,77,96,78,19,47,35,85,26,90,81,99,59,56,58
57,56,61,33,63,18,30,52,84,34,49,98,0,69,33,96,54,30,80,33,19,22,31,60,99,22,93,99,97,98,37,99,92,48,45,38,55,15,60,68,77,82,49,26,88,88,93,20,82,78,22,81,52,31,66,71,29,22,61,92,13,71,29,86,46,11,61,33,84,62,74,43,57
35,10,37,17,61,16,91,62,55,50,66,55,69,0,69,55,82,77,40,63,26,40,88,51,67,50,46,100,47,21,25,86,30,40,100,21,96,71,77,27,61,82,75,22,88,12,83,87,63,28,71,42,10,65,13,99,11,100,15,51,82,35,75,87,36,45,27,87,44,96,36,55,35
20,32,68,79,99,95,20,69,85,61,19,48,33,69,0,16,45,21,35,25,40,91,35,51,90,59,51,83,69,90,19,75,22,85,29,54,52,57,39,27,52,37,71,31,67,82,25,17,100,11,90,80,70,83,61,85,67,47,77,36,24,24,68,56,74,37,91,69,72,85,43,15,20
10,44,23,27,39,60,12,88,32,25,27,17,96,55,16,0,77,95,49,48,16,14,24,54,57,16,14,53,36,28,12,89,49,12,48,16,86,73,100,19,74,19,52,65,62,74,75,13,37,23,74,71,58,24,57,52,45,48,53,60,58,82,65,16,24,15,48,19,44,33,55,10,10
87,41,47,30,38,91,36,25,79,36,32,18,54,82,45,77,0,37,74,88,12,16,23,49,77,52,86,83,32,19,41,38,27,59,94,13,70,25,76,76,73,67,45,46,74,85,69,23,23,29,58,21,27,68,87,53,70,37,98,82,54,45,36,67,65,88,51,29,81,39,69,81,87
76,32,26,10,34,70,20,10,20,32,82,77,30,77,21,95,37,0,70,90,19,99,56,88,30,22,70,22,95,10,98,47,45,20,99,57,31,61,47,40,77,41,95,41,40,50,55,58,36,93,34,84,49,13,68,97,99,95,75,14,26,60,27,54,48,63,30,99,34,21,45,88,76
43,15,85,48,91,39,51,89,55,34,72,69,80,40,35,49,74,70,0,63,44,11,37,96,30,91,23,77,38,16,81,95,77,17,33,15,88,42,65,36,49,68,20,98,13,57,68,69,26,78,36,60,98,84,11,24,20,74,23,50,82,18,50,24,61,97,65,88,56,83,39,28,43
38,15,23,66,37,22,19,10,44,63,33,27,33,63,25,48,88,90,63,0,72,60,93,98,21,63,12,11,29,49,23,83,58,57,86,88,83,45,39,79,77,76,71,66,52,75,74,16,86,24,81,85,96,20,93,33,66,91,12,72,70,55,32,94,73,88,95,45,21,41,27,28,38
49,58,54,70,16,50,78,60,71,74,35,98,19,26,40,16,12,19,44,72,0,61,63,75,96,89,15,49,34,62,45,14,25,99,41,93,91,92,13,72,95,67,74,99,46,24,12,81,84,35,96,45,25,63,96,72,68,77,78,40,48,78,21,100,19,76,75,99,73,58,44,51,49
39,91,74,92,95,88,14,10,11,42,91,54,22,40,91,14,16,99,11,60,61,0,64,93,29,41,24,27,82,25,10,14,56,36,47,65,12,89,87,11,83,33,29,44,74,13,46,26,16,55,55,25,65,71,95,76,70,14,62,56,17,31,62,78,98,65,92,17,45,70,45,52,39
49,32,62,36,42,80,28,98,52,29,32,33,31,88,35,24,23,56,37,93,63,64,0,47,81,24,34,77,34,88,49,23,23,38,43,29,16,19,83,78,21,15,89,49,27,48,43,33,53,85,96,83,49,18,92,29,53,84,36,59,39,19,51,31,69,90,30,20,19,69,79,22,49
15,56,93,33,52,11,96,64,53,53,34,22,60,51,51,54,49,88,96,98,75,93,47,0,20,94,44,81,87,43,29,95,32,10,93,45,51,78,97,70,90,39,72,84,12,95,91,18,78,72,64,68,58,44,13,19,16,60,83,66,74,31,88,62,53,96,66,22,67,77,21,23,15
49,12,37,26,73,83,91,75,75,62,89,67,99,67,90,57,77,30,30,21,96,29,81,20,0,46,28,94,55,99,43,88,34,37,75,22,21,90,10,81,40,96,22,17,46,58,87,28,15,74,54,100,40,75,50,93,11,100,50,35,67,20,49,82,54,41,34,62,72,26,98,63,49
22,53,40,35,76,74,11,23,20,41,91,87,22,50,59,16,52,22,91,63,89,41,24,94,46,0,23,79,89,59,89,23,24,33,84,72,29,61,98,79,88,73,19,71,40,99,54,46,88,60,32,89,72,98,55,14,96,11,86,27,78,22,50,85,18,70,55,23,86,14,20,52,22
35,54,92,93,23,45,23,69,94,35,71,12,93,46,51,14,86,70,23,12,15,24,34,44,28,23,0,13,15,34,80,37,15,10,12,99,70,85,42,82,67,31,12,97,50,22,40,100,49,73,72,20,61,11,41,23,57,38,94,67,95,32,18,78,30,50,93,95,58,100,83,39,35
