34
0,1,2,3,4,4,1,1,2,4,3,1,1,3,1,3,4,3,4,1,4,4,1,1,3,4,1,2,1,4,3,3,1,4,1,0
0,93,26,89,64,42,29,48,36,32,92,28,68,59,53,13,77,51,16,53,84,61,59,17,48,11,67,30,59,85,62,90,76,84,38,0
93,0,62,72,19,61,91,70,72,45,77,86,39,56,20,67,52,94,40,43,90,32,16,37,93,64,57,14,26,39,91,68,45,84,66,93
26,62,0,15,80,45,23,15,69,51,85,82,38,76,57,78,55,37,22,10,92,69,92,45,73,99,56,96,99,33,30,90,79,85,34,26
89,72,15,0,23,58,43,52,27,69,24,23,49,56,11,99,35,88,21,14,18,57,58,82,20,85,71,37,23,92,90,91,92,84,29,89
64,19,80,23,0,86,78,62,48,66,26,94,81,78,43,62,89,39,79,23,35,54,60,78,60,35,23,26,29,87,52,18,48,87,77,64
42,61,45,58,86,0,16,77,25,42,61,33,86,88,86,92,28,17,83,59,19,97,50,80,85,81,72,22,24,46,15,94,61,26,48,42
29,91,23,43,78,16,0,67,46,82,32,45,83,49,23,75,87,30,71,38,32,51,85,75,51,34,88,49,23,98,51,25,89,38,35,29
48,70,15,52,62,77,67,0,10,63,46,34,14,64,82,23,40,51,39,22,13,48,10,39,66,56,93,41,42,48,62,32,40,13,38,48
36,72,69,27,48,25,46,10,0,38,82,78,57,63,41,84,53,95,38,87,47,48,80,80,31,98,47,62,66,44,19,92,24,63,95,36
32,45,51,69,66,42,82,63,38,0,63,36,47,11,45,22,64,62,39,92,38,53,22,74,50,75,47,31,10,100,99,83,39,75,99,32
92,77,85,24,26,61,32,46,82,63,0,60,35,14,56,52,12,84,16,33,64,24,37,71,92,17,67,87,90,34,54,81,70,55,46,92
28,86,82,23,94,33,45,34,78,36,60,0,12,53,56,95,41,71,98,51,81,49,86,53,62,89,57,28,92,28,84,70,53,88,62,28
68,39,38,49,81,86,83,14,57,47,35,12,0,97,16,68,70,77,56,11,77,54,14,18,26,97,54,27,89,61,46,75,81,64,28,68
59,56,76,56,78,88,49,64,63,11,14,53,97,0,30,46,33,38,35,98,99,42,44,31,59,70,64,17,86,48,13,14,88,97,84,59
53,20,57,11,43,86,23,82,41,45,56,56,16,30,0,12,82,45,42,34,69,16,17,24,41,71,77,92,51,82,44,63,11,22,80,53
13,67,78,99,62,92,75,23,84,22,52,95,68,46,12,0,81,28,59,37,69,21,89,13,48,18,32,59,86,51,37,14,47,13,57,13
77,52,55,35,89,28,87,40,53,64,12,41,70,33,82,81,0,13,66,39,10,65,60,43,93,76,17,34,16,67,77,57,30,61,23,77
51,94,37,88,39,17,30,51,95,62,84,71,77,38,45,28,13,0,54,92,36,25,94,14,22,10,40,91,90,48,56,34,61,78,60,51
16,40,22,21,79,83,71,39,38,39,16,98,56,35,42,59,66,54,0,21,31,74,25,53,93,45,77,66,63,24,37,18,36,18,59,16
53,43,10,14,23,59,38,22,87,92,33,51,11,98,34,37,39,92,21,0,88,66,86,12,76,49,26,51,32,68,23,53,82,10,12,53
84,90,92,18,35,19,32,13,47,38,64,81,77,99,69,69,10,36,31,88,0,19,39,22,77,35,67,88,49,84,47,79,100,29,29,84
61,32,69,57,54,97,51,48,48,53,24,49,54,42,16,21,65,25,74,66,19,0,75,98,61,69,36,40,58,58,70,32,22,50,86,61
59,16,92,58,60,50,85,10,80,22,37,86,14,44,17,89,60,94,25,86,39,75,0,19,51,87,11,35,18,15,71,88,75,82,17,59
17,37,45,82,78,80,75,39,80,74,71,53,18,31,24,13,43,14,53,12,22,98,19,0,46,28,31,74,52,60,10,32,72,43,15,17
48,93,73,20,60,85,51,66,31,50,92,62,26,59,41,48,93,22,93,76,77,61,51,46,0,49,58,97,32,80,38,18,41,94,55,48
11,64,99,85,35,81,34,56,98,75,17,89,97,70,71,18,76,10,45,49,35,69,87,28,49,0,18,92,37,52,21,94,65,53,99,11
67,57,56,71,23,72,88,93,47,47,67,57,54,64,77,32,17,40,77,26,67,36,11,31,58,18,0,41,95,92,22,28,42,85,82,67
30,14,96,37,26,22,49,41,62,31,87,28,27,17,92,59,34,91,66,51,88,40,35,74,97,92,41,0,77,20,30,46,84,61,71,30
59,26,99,23,29,24,23,42,66,10,90,92,89,86,51,86,16,90,63,32,49,58,18,52,32,37,95,77,0,58,39,37,45,36,93,59
85,39,33,92,87,46,98,48,44,100,34,28,61,48,82,51,67,48,24,68,84,58,15,60,80,52,92,20,58,0,32,60,70,79,54,85
62,91,30,90,52,15,51,62,19,99,54,84,46,13,44,37,77,56,37,23,47,70,71,10,38,21,22,30,39,32,0,39,16,13,58,62
90,68,90,91,18,94,25,32,92,83,81,70,75,14,63,14,57,34,18,53,79,32,88,32,18,94,28,46,37,60,39,0,28,56,31,90
76,45,79,92,48,61,89,40,24,39,70,53,81,88,11,47,30,61,36,82,100,22,75,72,41,65,42,84,45,70,16,28,0,58,93,76
84,84,85,84,87,26,38,13,63,75,55,88,64,97,22,13,61,78,18,10,29,50,82,43,94,53,85,61,36,79,13,56,58,0,75,84
38,66,34,29,77,48,35,38,95,99,46,62,28,84,80,57,23,60,59,12,29,86,17,15,55,99,82,71,93,54,58,31,93,75,0,38
0,93,26,89,64,42,29,48,36,32,92,28,68,59,53,13,77,51,16,53,84,61,59,17,48,11,67,30,59,85,62,90,76,84,38,0
