35
0,2,4,2,1,3,2,1,2,1,2,3,3,1,4,2,3,3,3,4,3,4,3,4,3,1,4,1,2,1,4,2,1,1,2,4,0
0,16,66,66,34,48,15,12,25,73,25,72,53,58,57,61,98,85,27,93,62,53,52,93,87,46,91,11,89,74,34,45,14,75,69,20,0
16,0,33,74,80,83,13,45,64,63,78,79,13,66,58,52,90,59,70,76,93,65,89,98,79,83,14,96,25,84,23,36,40,56,19,72,16
66,33,0,11,94,34,98,53,66,76,25,95,47,37,22,10,29,75,85,84,74,11,86,93,67,24,70,12,40,43,10,92,84,37,53,42,66
66,74,11,0,12,55,12,54,89,72,18,93,99,85,16,24,60,41,12,49,34,92,22,37,18,17,76,91,77,57,84,79,54,61,12,40,66
34,80,94,12,0,14,63,54,32,22,70,14,70,99,92,64,70,83,42,30,11,93,72,68,24,90,68,44,63,28,97,33,34,75,86,40,34
48,83,34,55,14,0,44,87,42,12,51,82,74,11,56,44,92,22,29,41,24,28,21,66,87,100,30,77,83,30,96,90,24,37,37,74,48
15,13,98,12,63,44,0,93,25,47,39,40,63,61,35,92,20,36,69,44,27,78,33,100,63,60,17,27,33,84,73,83,36,50,46,43,15
12,45,53,54,54,87,93,0,100,68,28,40,11,95,21,67,89,26,91,96,68,27,32,85,27,73,46,29,39,81,71,39,63,59,68,89,12
25,64,66,89,32,42,25,100,0,24,88,89,50,84,71,81,90,45,86,12,19,46,96,47,73,63,50,61,19,23,39,35,57,24,52,19,25
73,63,76,72,22,12,47,68,24,0,92,99,31,57,16,24,69,99,56,41,26,89,60,39,67,13,24,10,91,98,12,76,99,65,63,36,73
25,78,25,18,70,51,39,28,88,92,0,98,23,56,99,66,36,97,72,83,14,95,17,58,87,22,18,58,14,30,53,43,12,47,76,33,25
72,79,95,93,14,82,40,40,89,99,98,0,31,15,69,41,67,21,60,10,54,62,84,99,41,63,56,59,15,29,17,59,49,90,54,21,72
53,13,47,99,70,74,63,11,50,31,23,31,0,53,17,48,49,45,92,78,88,72,78,55,19,42,29,18,60,23,91,61,10,68,50,52,53
58,66,37,85,99,11,61,95,84,57,56,15,53,0,56,82,44,79,64,39,94,58,68,21,10,36,22,19,53,63,85,10,61,22,88,80,58
57,58,22,16,92,56,35,21,71,16,99,69,17,56,0,62,99,98,69,83,27,55,53,12,71,65,78,64,83,90,44,42,25,81,25,12,57
61,52,10,24,64,44,92,67,81,24,66,41,48,82,62,0,43,57,21,94,86,67,39,53,56,96,28,15,84,97,72,44,35,96,70,38,61
98,90,29,60,70,92,20,89,90,69,36,67,49,44,99,43,0,49,30,35,12,16,83,56,34,98,99,76,18,84,55,74,17,35,55,54,98
85,59,75,41,83,22,36,26,45,99,97,21,45,79,98,57,49,0,41,31,65,41,78,26,19,51,56,63,11,59,49,52,36,35,29,83,85
27,70,85,12,42,29,69,91,86,56,72,60,92,64,69,21,30,41,0,13,80,64,21,71,44,80,34,89,64,95,17,90,63,72,17,93,27
93,76,84,49,30,41,44,96,12,41,83,10,78,39,83,94,35,31,13,0,79,65,81,30,73,91,71,80,83,33,36,55,38,23,67,87,93
62,93,74,34,11,24,27,68,19,26,14,54,88,94,27,86,12,65,80,79,0,13,38,26,31,85,58,100,50,70,40,17,98,43,20,11,62
53,65,11,92,93,28,78,27,46,89,95,62,72,58,55,67,16,41,64,65,13,0,27,89,19,44,83,32,31,50,76,99,82,58,96,68,53
52,89,86,22,72,21,33,32,96,60,17,84,78,68,53,39,83,78,21,81,38,27,0,22,73,73,69,91,83,22,50,37,79,56,10,13,52
93,98,93,37,68,66,100,85,47,39,58,99,55,21,12,53,56,26,71,30,26,89,22,0,33,26,25,45,96,71,40,28,66,99,43,26,93
