73
0,1,2,2,2,3,2,4,4,2,4,1,2,2,4,4,3,2,1,1,2,4,4,4,1,1,4,2,2,1,1,2,2,4,3,1,3,3,3,2,1,1,4,3,3,3,2,2,1,4,4,4,3,4,1,1,4,2,3,2,1,4,2,4,3,4,2,2,1,3,2,3,3,4,0
0,36,73,18,16,55,28,75,18,38,47,51,61,89,19,15,56,90,77,95,75,30,76,76,16,33,38,59,50,68,63,79,62,56,80,40,91,90,22,76,99,36,51,79,33,85,32,48,67,97,46,56,62,20,69,22,95,16,50,95,62,10,67,87,99,67,79,23,77,58,30,97,40,26,0
36,0,92,85,52,31,73,71,64,56,55,57,44,82,90,19,88,94,64,19,41,90,83,57,35,99,48,51,33,56,31,98,26,62,75,58,20,91,16,66,13,54,44,58,31,91,73,26,57,87,19,32,58,24,52,23,30,85,87,49,98,64,93,90,33,70,43,75,81,18,86,44,69,19,36
73,92,0,74,70,45,60,46,25,79,29,48,85,91,10,48,91,51,83,67,63,90,68,66,88,69,91,73,53,75,16,40,68,86,25,25,55,79,74,22,74,73,94,72,19,88,29,45,43,78,33,33,65,79,49,69,31,38,79,12,30,28,65,15,57,59,55,37,90,42,76,81,52,11,73
18,85,74,0,41,71,99,47,80,18,87,83,42,45,46,84,11,95,90,51,50,65,69,68,59,96,89,96,47,56,94,57,28,31,43,56,79,31,65,87,18,38,21,48,61,57,65,35,61,77,89,56,38,73,20,36,53,59,43,80,34,32,41,61,26,61,77,26,12,39,36,25,56,49,18
16,52,70,41,0,25,25,13,25,96,99,40,91,51,95,76,26,33,90,10,36,73,44,97,37,60,44,41,29,19,66,100,56,32,10,84,98,71,90,96,85,48,58,83,17,53,29,33,39,82,93,26,39,11,98,93,10,33,14,70,26,89,21,12,57,71,80,94,15,28,49,20,97,67,16
55,31,45,71,25,0,41,16,11,87,65,89,54,37,77,72,18,38,79,17,61,39,20,15,17,98,80,92,100,10,21,53,48,96,91,11,19,34,39,70,35,15,83,57,71,88,58,22,44,92,87,20,72,30,81,58,52,66,66,96,16,64,49,54,34,81,45,95,40,63,13,30,49,85,55
28,73,60,99,25,41,0,41,10,53,85,75,42,75,60,64,63,11,96,54,98,43,64,63,76,75,44,80,24,30,22,67,74,22,56,65,33,79,25,60,56,58,74,100,30,72,12,38,79,30,75,23,55,35,13,52,99,82,83,29,14,85,80,13,48,98,20,64,31,11,45,69,74,79,28
75,71,46,47,13,16,41,0,29,82,51,65,91,82,41,67,80,88,57,90,81,47,100,67,56,86,72,81,31,10,31,25,28,62,19,21,81,46,56,54,89,65,44,92,47,32,92,21,27,42,38,86,48,13,97,37,90,61,17,93,85,96,40,43,89,13,78,97,86,96,40,91,15,92,75
18,64,25,80,25,11,10,29,0,48,53,17,18,46,82,39,34,74,87,65,57,13,99,11,56,58,66,32,48,59,40,69,53,54,47,27,59,93,24,31,72,27,11,36,29,63,83,45,18,25,37,79,92,23,80,53,23,38,16,90,93,96,75,98,24,32,17,26,15,78,53,90,98,99,18
38,56,79,18,96,87,53,82,48,0,19,23,39,57,69,45,34,69,31,55,26,12,62,73,42,49,24,21,77,18,71,85,98,28,87,32,35,75,19,53,76,28,69,35,54,79,82,78,66,79,84,41,35,98,47,79,39,80,24,10,33,65,63,90,96,47,53,87,16,19,53,11,36,62,38
47,55,29,87,99,65,85,51,53,19,0,70,29,86,80,86,78,86,75,40,64,19,53,29,71,25,88,61,28,67,87,71,59,93,90,87,71,87,91,95,35,82,61,51,44,35,13,71,44,53,99,51,48,80,27,78,28,100,78,12,97,68,35,65,93,94,93,73,63,69,47,42,67,28,47
51,57,48,83,40,89,75,65,17,23,70,0,34,19,65,45,17,22,89,14,57,49,69,15,43,51,37,77,26,95,46,80,58,65,78,71,12,14,60,24,81,27,85,69,41,43,92,69,19,86,100,93,53,14,31,61,43,11,95,80,27,14,54,33,27,52,84,27,79,19,33,58,48,58,51
61,44,85,42,91,54,42,91,18,39,29,34,0,53,89,91,26,45,22,89,36,82,33,93,91,47,47,67,73,36,84,63,62,68,88,57,65,47,42,100,11,34,60,79,61,39,68,23,40,94,16,56,31,84,62,42,38,90,29,22,54,64,48,69,69,89,30,90,62,56,41,30,93,51,61
89,82,91,45,51,37,75,82,46,57,86,19,53,0,68,92,62,68,55,75,85,70,21,31,68,42,89,60,28,93,74,38,60,50,93,41,81,98,78,98,32,69,30,95,98,68,28,52,32,39,62,49,56,58,21,87,27,51,42,41,38,34,20,84,29,59,14,56,48,17,83,40,70,69,89
19,90,10,46,95,77,60,41,82,69,80,65,89,68,0,33,100,90,24,99,13,54,12,16,94,72,99,100,24,85,12,62,85,49,26,74,43,12,40,42,14,96,60,35,27,78,26,14,49,16,42,64,84,10,82,50,85,87,87,57,41,88,58,46,12,38,36,32,39,51,29,28,65,68,19
15,19,48,84,76,72,64,67,39,45,86,45,91,92,33,0,50,59,12,42,17,77,51,24,89,91,64,68,40,20,19,15,80,32,26,14,99,56,72,64,27,89,53,85,20,11,94,79,25,80,60,67,33,98,12,77,31,87,12,12,66,88,18,46,98,100,91,84,35,27,87,34,87,11,15
56,88,91,11,26,18,63,80,34,34,78,17,26,62,100,50,0,71,47,90,74,76,37,92,10,89,36,52,25,76,35,88,62,61,63,26,28,50,30,100,74,26,10,29,73,42,96,82,13,84,85,78,87,70,52,96,95,80,69,13,78,50,80,65,20,61,34,30,44,35,52,28,49,49,56
90,94,51,95,33,38,11,88,74,69,86,22,45,68,90,59,71,0,34,16,32,23,84,28,42,78,68,76,82,87,20,74,12,93,13,44,13,71,21,58,65,77,57,56,68,11,34,27,80,77,35,84,50,80,86,94,55,90,30,34,40,23,72,43,91,74,20,51,21,95,32,40,54,38,90
77,64,83,90,90,79,96,57,87,31,75,89,22,55,24,12,47,34,0,28,68,35,79,41,11,57,85,21,51,78,99,80,28,92,26,69,90,83,95,15,91,73,16,43,50,68,61,86,24,21,83,44,58,34,19,100,60,42,90,83,15,35,13,11,64,20,51,14,57,49,69,98,100,69,77
95,19,67,51,10,17,54,90,65,55,40,14,89,75,99,42,90,16,28,0,15,62,21,54,71,65,55,59,11,83,90,92,27,85,19,27,87,85,87,61,18,56,63,61,97,34,87,67,51,32,74,90,35,58,25,31,34,100,64,55,32,55,59,61,22,11,41,100,50,76,65,21,30,90,95
75,41,63,50,36,61,98,81,57,26,64,57,36,85,13,17,74,32,68,15,0,78,16,100,73,57,69,19,58,80,87,38,97,34,31,92,11,72,47,30,53,55,26,12,40,47,61,78,87,94,87,51,90,33,29,36,73,75,20,90,47,44,69,17,19,98,21,64,62,14,90,72,22,46,75
30,90,90,65,73,39,43,47,13,12,19,49,82,70,54,77,76,23,35,62,78,0,57,87,75,89,20,66,40,11,78,82,82,39,80,100,66,50,12,74,98,16,68,98,42,11,16,29,78,42,100,77,33,25,60,37,58,21,70,19,58,39,50,18,91,22,79,28,95,82,29,77,45,68,30
76,83,68,69,44,20,64,100,99,62,53,69,33,21,12,51,37,84,79,21,16,57,0,12,94,82,59,10,29,63,81,89,32,43,11,77,31,68,41,96,48,91,18,16,62,85,72,42,73,65,72,46,45,35,98,44,42,90,76,17,82,81,13,23,34,12,36,88,90,18,54,100,72,55,76
76,57,66,68,97,15,63,67,11,73,29,15,93,31,16,24,92,28,41,54,100,87,12,0,60,44,86,33,78,66,47,79,94,98,37,33,99,11,33,90,80,69,17,39,98,55,34,15,32,23,69,30,57,100,60,36,90,49,51,83,58,35,11,92,83,97,79,91,34,81,82,81,11,25,76
16,35,88,59,37,17,76,56,56,42,71,43,91,68,94,89,10,42,11,71,73,75,94,60,0,60,67,67,28,18,98,10,22,89,82,81,20,16,89,43,37,10,74,21,36,43,42,79,67,51,74,55,44,61,96,62,81,73,75,97,82,26,22,50,90,81,90,32,63,51,58,82,92,73,16
