66
0,1,1,4,3,2,1,2,1,3,1,2,4,1,3,3,3,2,1,1,3,3,4,3,2,4,2,3,3,1,4,2,3,1,1,4,4,3,2,3,4,2,3,2,1,2,3,4,2,4,1,1,3,2,4,3,4,2,1,2,3,1,3,2,3,2,1,0
0,91,28,12,94,95,76,96,80,94,80,36,18,90,47,89,77,98,11,19,86,37,90,89,42,64,24,63,78,32,61,61,95,56,92,76,94,99,59,25,13,53,16,72,53,41,19,67,98,98,31,46,53,30,51,42,55,48,14,45,32,53,23,99,37,70,55,0
91,0,89,59,58,29,27,21,94,50,63,97,52,22,13,75,34,57,80,60,18,87,32,31,95,29,37,98,62,52,35,19,61,55,31,40,52,32,24,64,68,69,92,90,82,70,11,50,66,80,24,23,84,35,13,13,47,76,61,50,33,84,84,22,93,61,89,91
28,89,0,20,42,27,56,92,91,44,67,39,87,23,38,97,97,64,42,10,41,12,60,32,31,58,47,27,22,58,80,32,60,43,70,70,85,88,84,21,21,26,87,99,76,80,100,49,99,18,43,18,100,56,27,42,61,98,15,82,34,42,46,86,88,56,17,28
12,59,20,0,49,22,17,22,22,30,42,56,74,31,83,96,23,87,68,32,49,15,37,31,16,99,57,66,23,84,90,80,77,87,44,96,42,86,24,39,38,81,23,84,52,14,51,36,41,68,22,41,54,14,19,92,94,46,38,36,89,54,64,20,24,25,96,12
94,58,42,49,0,95,40,67,88,30,58,39,43,65,53,31,62,53,35,28,19,32,38,87,90,48,81,30,71,99,71,80,52,50,48,85,38,60,63,19,44,39,47,70,90,94,87,70,32,12,65,42,97,34,53,41,30,49,18,55,77,23,36,71,23,36,91,94
95,29,27,22,95,0,20,38,73,18,44,68,28,26,40,67,70,45,94,33,16,55,43,24,80,30,12,10,61,52,45,78,33,25,51,71,27,80,46,24,53,66,79,66,52,88,91,47,57,44,58,51,47,54,89,74,76,57,92,99,24,50,37,16,80,82,88,95
76,27,56,17,40,20,0,82,98,39,100,79,15,82,40,63,54,27,22,51,22,11,23,15,55,47,77,95,83,62,22,16,44,65,35,97,60,72,43,52,25,92,63,21,23,40,54,36,14,52,39,12,99,10,73,82,24,82,67,21,80,17,46,89,87,81,30,76
96,21,92,22,67,38,82,0,28,66,71,80,59,20,28,82,19,35,80,40,80,75,23,20,12,43,20,43,26,57,46,70,85,61,42,56,18,91,27,29,46,72,64,77,25,44,44,64,88,50,17,98,77,25,41,32,80,91,84,94,78,69,43,89,83,42,65,96
80,94,91,22,88,73,98,28,0,90,54,22,21,37,57,10,98,53,40,48,71,77,59,11,47,32,49,94,59,80,43,41,94,77,75,34,57,99,82,86,12,59,75,66,55,23,84,83,64,13,41,99,89,47,83,30,62,96,88,97,100,94,56,66,65,42,18,80
94,50,44,30,30,18,39,66,90,0,58,79,96,53,74,51,11,37,52,10,74,93,38,42,56,10,20,100,93,40,99,78,27,65,81,91,26,31,66,38,74,15,52,30,11,96,90,35,10,60,42,35,46,29,22,81,79,80,38,64,28,74,69,63,91,60,28,94
80,63,67,42,58,44,100,71,54,58,0,100,61,90,35,97,71,65,69,10,39,63,31,21,59,88,50,60,78,71,34,39,80,87,46,69,26,21,42,74,91,72,95,38,88,61,40,11,78,46,77,49,66,76,31,95,25,17,48,85,97,57,91,42,54,30,95,80
36,97,39,56,39,68,79,80,22,79,100,0,48,68,11,100,14,89,52,51,99,100,81,12,67,25,94,22,39,25,41,87,19,83,22,92,57,60,71,49,40,48,68,90,64,98,87,16,77,47,53,14,14,24,76,46,85,75,76,53,99,54,44,94,16,92,62,36
18,52,87,74,43,28,15,59,21,96,61,48,0,78,10,23,16,100,100,49,33,52,79,50,70,71,20,87,36,36,72,57,95,31,71,24,69,23,15,50,79,52,73,32,77,68,26,17,27,34,31,67,49,42,97,47,41,10,10,36,39,67,43,38,31,65,40,18
