80
0,2,2,3,1,2,1,4,4,3,2,4,2,1,1,2,1,2,4,2,1,2,2,3,3,2,1,4,2,3,3,3,1,3,1,2,4,2,2,2,2,3,1,1,2,1,1,3,3,2,3,1,1,4,4,4,3,4,2,4,3,3,4,2,2,2,3,2,3,4,4,2,3,2,1,2,1,3,2,2,4,0
0,80,69,97,18,48,91,42,64,47,43,54,73,14,94,31,73,89,97,57,92,33,61,68,96,99,98,27,62,57,21,95,91,40,43,43,66,61,50,17,46,56,32,18,22,47,74,19,91,53,20,81,86,36,18,38,67,96,16,82,39,67,12,19,74,23,47,50,75,47,98,46,98,75,10,60,48,74,35,50,21,0
80,0,52,68,13,24,85,34,52,89,89,32,89,83,87,39,89,35,65,56,37,22,32,56,44,70,12,18,57,40,77,81,44,54,14,60,80,31,31,19,33,91,47,81,23,38,31,20,57,89,39,33,12,16,40,21,25,90,40,34,77,55,53,37,51,90,88,78,49,34,36,88,64,28,86,52,66,62,50,20,98,80
69,52,0,59,81,29,39,33,52,63,16,25,48,40,47,92,49,27,31,93,36,96,82,85,57,30,24,74,35,41,12,70,67,62,51,97,22,63,65,32,35,22,82,15,86,50,71,53,49,74,26,95,98,69,65,56,60,100,18,92,14,47,99,83,62,97,60,89,52,20,33,39,90,22,91,96,86,37,59,91,55,69
97,68,59,0,64,18,76,37,20,10,48,78,32,71,74,78,81,44,90,62,44,21,13,48,64,100,53,86,37,11,90,50,37,49,28,39,12,32,61,34,44,52,72,90,89,57,93,21,82,26,63,20,38,68,87,37,75,69,99,67,18,47,30,22,73,64,88,84,84,83,47,71,77,99,33,55,57,43,56,30,91,97
18,13,81,64,0,21,28,83,34,94,37,91,93,23,98,77,39,93,63,86,71,72,78,81,78,51,35,45,46,46,58,51,64,63,96,89,53,12,62,57,67,51,79,89,66,43,24,21,95,94,79,27,90,56,95,13,66,23,67,64,77,67,93,53,88,41,60,26,73,98,74,92,22,54,88,28,15,46,97,64,77,18
48,24,29,18,21,0,67,73,14,88,28,32,65,91,28,70,73,24,44,83,78,34,35,48,19,51,33,20,95,52,92,81,62,95,45,99,30,81,100,87,66,78,33,92,18,30,57,68,75,70,34,40,92,86,46,19,63,30,33,58,47,22,47,98,66,82,54,95,17,64,100,30,79,16,56,73,32,64,42,39,92,48
91,85,39,76,28,67,0,86,21,67,99,53,81,14,32,60,64,56,70,93,45,21,96,60,17,66,32,40,26,13,79,78,91,88,68,56,46,94,63,16,41,51,24,75,45,48,61,22,91,79,96,83,95,47,79,63,71,21,11,67,72,50,35,89,12,21,48,83,42,48,89,53,16,98,94,13,87,85,18,72,44,91
42,34,33,37,83,73,86,0,93,94,68,91,55,65,30,64,95,73,35,98,42,15,20,95,36,39,34,59,31,78,20,51,44,88,47,58,98,60,11,39,34,50,12,30,84,21,36,13,87,26,30,100,72,18,31,89,74,67,61,54,78,12,77,78,46,58,37,45,56,89,46,79,54,59,48,72,25,13,33,13,27,42
64,52,52,20,34,14,21,93,0,63,35,30,86,77,99,17,35,87,68,36,61,78,16,93,39,34,34,23,93,13,54,69,31,34,34,60,92,99,11,34,34,87,42,69,40,75,61,57,42,76,90,94,19,94,13,41,40,97,40,24,93,97,27,98,100,85,17,66,78,14,49,39,34,49,40,90,63,30,30,72,59,64
47,89,63,10,94,88,67,94,63,0,99,31,12,36,71,78,56,58,10,52,83,96,20,13,17,80,27,30,65,56,22,41,48,69,22,37,80,15,29,29,16,93,94,36,53,92,67,92,57,41,92,23,92,77,33,48,88,68,42,74,34,20,30,58,31,43,22,57,66,27,34,85,85,50,53,18,22,47,64,59,46,47
43,89,16,48,37,28,99,68,35,99,0,36,94,11,93,15,35,78,86,57,37,71,10,55,12,18,51,97,37,92,49,89,76,17,97,76,60,31,53,100,97,40,42,92,56,62,14,79,69,100,43,51,94,41,29,51,65,50,99,88,11,82,20,29,85,60,89,51,100,71,53,55,66,42,60,26,50,39,96,93,82,43
54,32,25,78,91,32,53,91,30,31,36,0,85,42,47,27,63,61,23,97,82,18,47,33,48,53,11,22,12,18,99,25,15,53,34,85,68,75,77,52,33,14,39,97,14,54,57,88,100,79,77,88,96,92,58,66,98,32,26,54,28,54,18,42,59,70,63,77,27,44,39,91,80,14,88,98,65,38,55,55,91,54
73,89,48,32,93,65,81,55,86,12,94,85,0,33,78,31,41,49,71,98,64,92,56,49,15,100,10,31,63,98,83,15,43,63,17,99,13,23,100,74,28,79,41,76,19,32,97,48,94,33,44,78,21,24,25,55,87,83,66,17,92,15,25,59,47,71,96,66,83,28,37,96,37,17,11,85,80,71,43,85,43,73
14,83,40,71,23,91,14,65,77,36,11,42,33,0,43,80,95,20,70,92,27,56,22,23,49,93,59,19,51,67,75,13,41,46,97,49,59,81,10,94,100,48,61,81,36,83,75,87,28,89,80,14,59,38,23,64,72,42,70,40,77,28,24,48,26,84,53,80,33,43,83,20,11,60,44,86,54,30,83,64,74,14
94,87,47,74,98,28,32,30,99,71,93,47,78,43,0,48,81,33,73,67,33,70,29,100,85,12,52,73,30,65,71,44,22,30,44,59,95,63,16,36,45,69,61,24,26,83,93,37,14,86,80,15,84,40,76,14,18,17,43,26,21,57,74,20,40,59,97,37,13,38,31,36,92,89,31,13,57,99,21,92,32,94
31,39,92,78,77,70,60,64,17,78,15,27,31,80,48,0,12,69,19,33,57,83,28,100,84,73,30,36,38,33,58,48,25,64,93,58,51,71,85,83,49,52,98,34,79,99,80,82,33,13,96,95,70,92,11,26,34,92,10,96,82,84,74,65,88,46,61,38,80,68,34,68,65,41,22,11,39,18,39,28,51,31
73,89,49,81,39,73,64,95,35,56,35,63,41,95,81,12,0,18,36,46,14,39,74,100,72,18,43,86,98,49,21,82,68,48,99,27,36,29,95,14,12,25,99,77,34,64,97,26,82,41,32,19,33,15,63,54,71,62,47,14,27,93,91,55,50,92,66,97,29,50,80,87,76,99,79,100,52,85,80,39,50,73
89,35,27,44,93,24,56,73,87,58,78,61,49,20,33,69,18,0,36,100,45,21,100,96,81,58,46,43,65,77,17,96,87,76,73,23,28,30,56,13,68,43,83,56,38,32,29,55,30,44,72,56,33,70,78,98,79,41,68,81,34,14,82,62,50,31,43,61,81,96,100,87,89,57,57,22,21,74,47,11,33,89
97,65,31,90,63,44,70,35,68,10,86,23,71,70,73,19,36,36,0,78,26,61,65,16,95,66,77,40,97,45,36,43,42,67,41,46,26,70,63,55,18,24,64,97,70,62,59,19,63,57,34,37,45,90,28,69,70,74,45,37,75,63,71,97,45,11,34,90,10,92,80,78,100,22,28,98,51,15,26,87,89,97
57,56,93,62,86,83,93,98,36,52,57,97,98,92,67,33,46,100,78,0,48,37,41,55,51,52,89,26,67,60,46,24,30,11,59,86,86,86,94,42,88,93,16,46,68,72,46,60,10,87,19,48,16,66,93,94,23,23,65,84,79,45,97,51,69,46,80,64,100,26,38,21,10,48,90,68,95,13,62,39,73,57
92,37,36,44,71,78,45,42,61,83,37,82,64,27,33,57,14,45,26,48,0,66,10,33,70,65,53,25,59,60,17,28,35,20,100,60,78,25,70,16,23,19,86,39,81,90,59,81,70,24,63,96,17,59,72,82,90,87,76,41,53,87,77,76,88,29,60,41,94,64,64,12,55,82,99,78,15,33,53,55,38,92
33,22,96,21,72,34,21,15,78,96,71,18,92,56,70,83,39,21,61,37,66,0,86,53,89,21,57,30,87,33,16,71,16,100,21,58,41,16,40,47,67,41,86,78,60,64,41,37,79,46,50,55,73,52,45,31,65,16,32,19,50,13,25,85,35,62,54,51,27,18,55,26,83,32,21,24,47,65,73,98,35,33
61,32,82,13,78,35,96,20,16,20,10,47,56,22,29,28,74,100,65,41,10,86,0,10,21,38,55,31,77,70,64,99,64,28,51,31,47,13,64,85,11,28,34,83,60,36,45,52,68,48,81,10,98,37,36,13,34,14,39,44,87,93,82,22,24,75,11,28,15,60,32,80,53,47,65,66,63,56,22,34,59,61
68,56,85,48,81,48,60,95,93,13,55,33,49,23,100,100,100,96,16,55,33,53,10,0,80,77,58,35,77,40,80,54,32,85,17,97,46,84,99,55,76,71,38,55,23,20,65,61,75,31,29,74,11,45,40,20,11,56,20,83,19,83,69,67,21,93,63,51,81,93,25,13,95,30,95,61,36,56,13,65,51,68
96,44,57,64,78,19,17,36,39,17,12,48,15,49,85,84,72,81,95,51,70,89,21,80,0,14,20,23,40,15,40,93,56,41,55,98,28,97,62,60,83,52,96,80,13,100,51,44,10,64,34,81,17,72,36,46,32,89,27,60,54,92,48,46,55,24,90,41,17,45,60,23,22,36,46,62,92,73,29,67,92,96
99,70,30,100,51,51,66,39,34,80,18,53,100,93,12,73,18,58,66,52,65,21,38,77,14,0,79,61,77,56,31,18,16,16,92,58,35,24,60,18,67,17,29,56,54,96,37,10,44,63,67,32,18,21,81,59,70,10,20,12,70,100,97,53,68,90,94,26,18,52,17,61,15,29,94,31,78,49,22,60,77,99
98,12,24,53,35,33,32,34,34,27,51,11,10,59,52,30,43,46,77,89,53,57,55,58,20,79,0,13,79,29,14,67,72,67,66,94,93,43,75,55,11,77,78,84,39,10,22,13,50,35,31,77,18,32,84,91,47,93,19,26,33,98,10,34,35,82,18,74,99,20,95,95,78,38,43,59,75,49,83,89,67,98
27,18,74,86,45,20,40,59,23,30,97,22,31,19,73,36,86,43,40,26,25,30,31,35,23,61,13,0,49,40,35,27,96,44,14,72,11,62,24,13,57,11,56,95,17,49,55,70,84,22,21,90,49,97,75,41,52,71,61,94,93,46,99,23,47,100,95,81,66,42,91,15,21,96,70,51,28,100,98,28,78,27
62,57,35,37,46,95,26,31,93,65,37,12,63,51,30,38,98,65,97,67,59,87,77,77,40,77,79,49,0,90,46,84,26,67,17,70,43,96,97,75,25,72,34,74,45,59,20,15,46,48,74,69,100,79,51,34,70,65,17,28,86,59,50,45,94,83,29,14,36,98,62,47,50,61,33,63,41,71,46,71,76,62
57,40,41,11,46,52,13,78,13,56,92,18,98,67,65,33,49,77,45,60,60,33,70,40,15,56,29,40,90,0,32,60,54,68,78,50,15,80,57,100,96,36,65,59,29,57,12,96,72,32,81,97,46,16,20,79,55,26,66,83,37,81,17,85,30,48,99,33,40,29,30,75,70,66,60,91,36,70,60,98,98,57
21,77,12,90,58,92,79,20,54,22,49,99,83,75,71,58,21,17,36,46,17,16,64,80,40,31,14,35,46,32,0,13,19,51,97,39,38,76,72,93,11,86,93,71,94,88,44,64,15,26,32,80,25,10,42,91,65,21,67,91,25,13,24,96,65,45,57,72,45,51,19,29,50,57,60,46,56,47,83,49,68,21
95,81,70,50,51,81,78,51,69,41,89,25,15,13,44,48,82,96,43,24,28,71,99,54,93,18,67,27,84,60,13,0,42,76,71,15,86,16,84,48,10,26,54,78,41,50,32,34,64,52,85,93,94,88,20,15,60,34,100,100,85,100,55,97,54,81,68,39,99,53,58,73,41,27,95,10,85,20,82,89,91,95
91,44,67,37,64,62,91,44,31,48,76,15,43,41,22,25,68,87,42,30,35,16,64,32,56,16,72,96,26,54,19,42,0,18,88,94,47,73,43,75,100,78,55,22,93,36,87,81,96,24,62,61,32,64,84,93,62,10,15,70,41,56,80,82,47,77,83,98,63,14,75,40,23,10,67,26,33,87,70,73,32,91
40,54,62,49,63,95,88,88,34,69,17,53,63,46,30,64,48,76,67,11,20,100,28,85,41,16,67,44,67,68,51,76,18,0,72,14,37,51,93,11,33,12,33,36,19,86,91,21,78,75,35,40,22,47,25,11,35,55,10,47,53,51,22,70,24,51,15,42,95,69,85,59,84,39,27,82,15,60,19,55,83,40
43,14,51,28,96,45,68,47,34,22,97,34,17,97,44,93,99,73,41,59,100,21,51,17,55,92,66,14,17,78,97,71,88,72,0,86,37,60,20,10,76,92,57,21,18,84,81,62,35,39,66,68,19,69,53,54,96,95,49,92,13,34,92,39,32,33,43,64,98,78,94,16,56,99,35,11,44,71,43,69,31,43
43,60,97,39,89,99,56,58,60,37,76,85,99,49,59,58,27,23,46,86,60,58,31,97,98,58,94,72,70,50,39,15,94,14,86,0,19,41,62,18,19,11,11,21,11,63,60,16,98,100,58,28,62,51,73,54,24,26,11,69,87,67,55,26,51,33,24,68,60,28,36,59,30,93,24,34,45,20,88,30,51,43
66,80,22,12,53,30,46,98,92,80,60,68,13,59,95,51,36,28,26,86,78,41,47,46,28,35,93,11,43,15,38,86,47,37,37,19,0,71,95,78,21,50,98,56,33,55,94,73,65,14,63,73,78,25,59,26,92,65,92,37,53,61,82,30,43,23,92,14,14,82,25,47,59,48,61,98,82,100,48,23,21,66
61,31,63,32,12,81,94,60,99,15,31,75,23,81,63,71,29,30,70,86,25,16,13,84,97,24,43,62,96,80,76,16,73,51,60,41,71,0,49,70,18,30,62,97,89,22,47,39,51,21,44,67,64,80,48,41,27,29,78,29,69,61,100,49,87,77,64,67,16,41,64,25,67,35,24,37,30,69,10,18,85,61
50,31,65,61,62,100,63,11,11,29,53,77,100,10,16,85,95,56,63,94,70,40,64,99,62,60,75,24,97,57,72,84,43,93,20,62,95,49,0,28,28,64,40,33,87,63,45,69,89,36,76,17,81,28,15,84,24,76,92,12,55,88,90,12,78,79,58,59,93,73,87,50,46,41,48,95,69,97,55,24,45,50
17,19,32,34,57,87,16,39,34,29,100,52,74,94,36,83,14,13,55,42,16,47,85,55,60,18,55,13,75,100,93,48,75,11,10,18,78,70,28,0,41,52,40,13,47,99,93,55,40,44,46,57,42,21,73,86,34,31,97,35,55,73,32,13,50,99,36,19,58,73,68,22,33,86,64,36,21,57,42,68,28,17
46,33,35,44,67,66,41,34,34,16,97,33,28,100,45,49,12,68,18,88,23,67,11,76,83,67,11,57,25,96,11,10,100,33,76,19,21,18,28,41,0,31,68,15,39,75,53,100,22,96,73,43,89,69,76,87,62,39,97,11,66,21,93,40,84,45,67,26,17,40,61,72,66,56,54,34,27,46,19,43,73,46
56,91,22,52,51,78,51,50,87,93,40,14,79,48,69,52,25,43,24,93,19,41,28,71,52,17,77,11,72,36,86,26,78,12,92,11,50,30,64,52,31,0,87,15,33,86,87,46,48,79,91,70,74,66,96,56,100,92,92,17,54,93,89,100,87,41,55,65,32,57,31,33,76,32,63,38,94,46,77,18,92,56
32,47,82,72,79,33,24,12,42,94,42,39,41,61,61,98,99,83,64,16,86,86,34,38,96,29,78,56,34,65,93,54,55,33,57,11,98,62,40,40,68,87,0,67,22,34,83,85,100,95,31,71,40,12,15,74,44,35,77,80,78,81,87,42,83,76,59,31,72,93,34,55,21,22,64,78,45,19,96,70,52,32
18,81,15,90,89,92,75,30,69,36,92,97,76,81,24,34,77,56,97,46,39,78,83,55,80,56,84,95,74,59,71,78,22,36,21,21,56,97,33,13,15,15,67,0,55,13,53,57,27,29,78,95,83,28,23,97,96,20,54,76,17,97,51,10,33,36,62,33,43,47,36,87,22,56,11,96,62,90,76,18,59,18
22,23,86,89,66,18,45,84,40,53,56,14,19,36,26,79,34,38,70,68,81,60,60,23,13,54,39,17,45,29,94,41,93,19,18,11,33,89,87,47,39,33,22,55,0,60,86,95,83,51,92,97,81,29,67,69,81,99,64,43,66,26,84,66,95,84,74,81,38,95,81,48,70,38,21,98,55,48,18,63,68,22
47,38,50,57,43,30,48,21,75,92,62,54,32,83,83,99,64,32,62,72,90,64,36,20,100,96,10,49,59,57,88,50,36,86,84,63,55,22,63,99,75,86,34,13,60,0,64,92,95,38,61,98,11,25,43,24,94,96,63,86,62,57,88,68,20,67,55,99,60,98,45,36,62,43,71,11,57,36,42,43,88,47
74,31,71,93,24,57,61,36,61,67,14,57,97,75,93,80,97,29,59,46,59,41,45,65,51,37,22,55,20,12,44,32,87,91,81,60,94,47,45,93,53,87,83,53,86,64,0,62,57,24,80,71,26,40,97,58,98,22,32,63,15,50,42,55,65,98,72,75,95,83,82,100,64,24,65,82,40,18,47,89,95,74
19,20,53,21,21,68,22,13,57,92,79,88,48,87,37,82,26,55,19,60,81,37,52,61,44,10,13,70,15,96,64,34,81,21,62,16,73,39,69,55,100,46,85,57,95,92,62,0,46,38,21,77,64,41,21,70,32,78,19,17,47,39,51,13,66,42,42,55,47,52,98,99,56,75,63,93,83,63,66,30,93,19
91,57,49,82,95,75,91,87,42,57,69,100,94,28,14,33,82,30,63,10,70,79,68,75,10,44,50,84,46,72,15,64,96,78,35,98,65,51,89,40,22,48,100,27,83,95,57,46,0,53,20,91,65,11,34,63,93,36,76,73,77,31,92,36,79,34,58,56,42,18,20,29,64,11,24,99,99,35,82,16,68,91
53,89,74,26,94,70,79,26,76,41,100,79,33,89,86,13,41,44,57,87,24,46,48,31,64,63,35,22,48,32,26,52,24,75,39,100,14,21,36,44,96,79,95,29,51,38,24,38,53,0,37,78,75,57,76,50,80,34,70,21,26,19,90,54,66,27,52,63,62,26,31,84,97,12,59,74,34,53,31,80,27,53
20,39,26,63,79,34,96,30,90,92,43,77,44,80,80,96,32,72,34,19,63,50,81,29,34,67,31,21,74,81,32,85,62,35,66,58,63,44,76,46,73,91,31,78,92,61,80,21,20,37,0,72,55,40,21,58,13,57,46,99,10,19,13,12,75,18,20,28,54,52,28,87,12,37,59,95,49,40,20,11,71,20
81,33,95,20,27,40,83,100,94,23,51,88,78,14,15,95,19,56,37,48,96,55,10,74,81,32,77,90,69,97,80,93,61,40,68,28,73,67,17,57,43,70,71,95,97,98,71,77,91,78,72,0,61,69,26,56,83,25,75,34,28,21,48,26,87,92,38,96,99,85,69,48,42,76,37,16,78,74,70,79,11,81
86,12,98,38,90,92,95,72,19,92,94,96,21,59,84,70,33,33,45,16,17,73,98,11,17,18,18,49,100,46,25,94,32,22,19,62,78,64,81,42,89,74,40,83,81,11,26,64,65,75,55,61,0,71,14,99,29,66,21,81,80,46,50,15,100,100,73,72,98,42,67,65,83,28,21,26,71,19,29,49,58,86
36,16,69,68,56,86,47,18,94,77,41,92,24,38,40,92,15,70,90,66,59,52,37,45,72,21,32,97,79,16,10,88,64,47,69,51,25,80,28,21,69,66,12,28,29,25,40,41,11,57,40,69,71,0,100,60,84,72,15,75,82,92,42,37,53,36,81,28,20,76,94,36,68,97,59,19,81,49,75,40,89,36
18,40,65,87,95,46,79,31,13,33,29,58,25,23,76,11,63,78,28,93,72,45,36,40,36,81,84,75,51,20,42,20,84,25,53,73,59,48,15,73,76,96,15,23,67,43,97,21,34,76,21,26,14,100,0,75,85,42,31,56,46,13,47,27,20,71,40,84,52,79,95,83,65,37,41,81,29,42,30,45,59,18
38,21,56,37,13,19,63,89,41,48,51,66,55,64,14,26,54,98,69,94,82,31,13,20,46,59,91,41,34,79,91,15,93,11,54,54,26,41,84,86,87,56,74,97,69,24,58,70,63,50,58,56,99,60,75,0,78,37,21,28,68,62,39,78,52,67,76,54,15,70,98,43,77,60,96,89,68,16,13,67,82,38
67,25,60,75,66,63,71,74,40,88,65,98,87,72,18,34,71,79,70,23,90,65,34,11,32,70,47,52,70,55,65,60,62,35,96,24,92,27,24,34,62,100,44,96,81,94,98,32,93,80,13,83,29,84,85,78,0,13,73,21,16,15,50,87,46,97,24,21,53,18,96,85,50,36,65,49,11,46,70,25,12,67
96,90,100,69,23,30,21,67,97,68,50,32,83,42,17,92,62,41,74,23,87,16,14,56,89,10,93,71,65,26,21,34,10,55,95,26,65,29,76,31,39,92,35,20,99,96,22,78,36,34,57,25,66,72,42,37,13,0,89,91,98,55,94,67,18,13,82,74,80,63,46,76,69,76,35,80,28,14,61,95,87,96
16,40,18,99,67,33,11,61,40,42,99,26,66,70,43,10,47,68,45,65,76,32,39,20,27,20,19,61,17,66,67,100,15,10,49,11,92,78,92,97,97,92,77,54,64,63,32,19,76,70,46,75,21,15,31,21,73,89,0,99,27,14,56,66,91,94,41,34,69,56,99,32,64,88,99,48,57,59,98,10,52,16
82,34,92,67,64,58,67,54,24,74,88,54,17,40,26,96,14,81,37,84,41,19,44,83,60,12,26,94,28,83,91,100,70,47,92,69,37,29,12,35,11,17,80,76,43,86,63,17,73,21,99,34,81,75,56,28,21,91,99,0,78,83,49,61,43,100,86,68,97,78,67,67,61,48,28,33,60,38,89,18,61,82
39,77,14,18,77,47,72,78,93,34,11,28,92,77,21,82,27,34,75,79,53,50,87,19,54,70,33,93,86,37,25,85,41,53,13,87,53,69,55,55,66,54,78,17,66,62,15,47,77,26,10,28,80,82,46,68,16,98,27,78,0,67,18,54,40,70,100,99,94,67,36,77,90,68,70,17,18,64,43,57,58,39
67,55,47,47,67,22,50,12,97,20,82,54,15,28,57,84,93,14,63,45,87,13,93,83,92,100,98,46,59,81,13,100,56,51,34,67,61,61,88,73,21,93,81,97,26,57,50,39,31,19,19,21,46,92,13,62,15,55,14,83,67,0,40,28,50,75,40,87,14,16,18,88,21,93,60,73,54,24,89,24,61,67
12,53,99,30,93,47,35,77,27,30,20,18,25,24,74,74,91,82,71,97,77,25,82,69,48,97,10,99,50,17,24,55,80,22,92,55,82,100,90,32,93,89,87,51,84,88,42,51,92,90,13,48,50,42,47,39,50,94,56,49,18,40,0,11,74,34,91,78,28,62,54,26,45,69,26,14,25,24,61,17,42,12
19,37,83,22,53,98,89,78,98,58,29,42,59,48,20,65,55,62,97,51,76,85,22,67,46,53,34,23,45,85,96,97,82,70,39,26,30,49,12,13,40,100,42,10,66,68,55,13,36,54,12,26,15,37,27,78,87,67,66,61,54,28,11,0,90,31,56,52,22,86,49,19,70,49,18,18,29,41,71,82,11,19
74,51,62,73,88,66,12,46,100,31,85,59,47,26,40,88,50,50,45,69,88,35,24,21,55,68,35,47,94,30,65,54,47,24,32,51,43,87,78,50,84,87,83,33,95,20,65,66,79,66,75,87,100,53,20,52,46,18,91,43,40,50,74,90,0,92,90,88,57,34,45,28,39,56,35,13,51,70,86,83,66,74
23,90,97,64,41,82,21,58,85,43,60,70,71,84,59,46,92,31,11,46,29,62,75,93,24,90,82,100,83,48,45,81,77,51,33,33,23,77,79,99,45,41,76,36,84,67,98,42,34,27,18,92,100,36,71,67,97,13,94,100,70,75,34,31,92,0,83,55,80,61,92,30,35,13,38,28,75,24,69,21,51,23
47,88,60,88,60,54,48,37,17,22,89,63,96,53,97,61,66,43,34,80,60,54,11,63,90,94,18,95,29,99,57,68,83,15,43,24,92,64,58,36,67,55,59,62,74,55,72,42,58,52,20,38,73,81,40,76,24,82,41,86,100,40,91,56,90,83,0,11,94,50,50,94,61,67,69,89,64,32,24,18,85,47
