92
0,2,4,4,1,4,3,4,2,4,3,4,1,4,3,3,1,4,1,1,2,4,2,3,4,1,1,2,2,3,2,1,4,3,2,3,2,4,4,3,3,4,3,4,1,2,4,1,3,3,4,3,3,3,4,2,2,4,2,4,4,1,4,3,4,4,4,1,3,1,4,3,1,4,1,1,2,4,4,4,4,1,3,1,4,1,4,4,3,4,4,4,4,0
0,33,25,29,92,65,57,87,68,30,72,13,84,35,68,84,27,30,98,68,38,46,30,38,37,75,54,34,37,40,97,16,63,49,91,82,26,97,90,33,66,39,69,92,38,19,36,56,66,79,73,79,24,75,50,43,49,12,31,57,36,17,83,52,66,93,58,11,16,65,50,59,13,81,73,92,63,71,78,58,43,64,78,53,62,91,44,35,49,11,32,100,98,0
33,0,29,24,49,82,70,27,28,71,43,55,39,92,71,50,74,24,51,81,71,37,52,51,33,82,35,62,52,47,18,15,15,53,16,85,68,63,64,89,24,66,20,99,51,82,29,54,16,95,35,26,28,84,11,26,70,82,43,90,43,96,45,95,86,65,99,11,58,41,88,95,61,76,28,68,11,31,26,41,47,63,31,82,80,82,33,49,53,10,33,74,11,33
25,29,0,52,34,91,27,29,78,67,68,13,58,30,53,40,64,31,89,32,96,62,14,20,88,36,47,45,31,56,33,66,79,19,82,26,53,16,41,98,82,38,88,39,26,28,68,19,58,100,36,87,18,79,95,92,95,45,41,33,10,60,40,83,21,64,60,91,68,25,14,100,50,35,42,17,100,53,22,73,66,44,10,27,11,38,19,88,81,96,69,89,28,25
29,24,52,0,61,36,73,12,29,42,28,76,11,12,49,31,68,25,58,16,50,57,78,79,24,19,85,60,74,29,46,48,29,43,60,65,88,42,55,16,31,62,44,16,86,62,93,74,77,49,54,43,93,91,17,68,87,49,56,49,31,38,55,86,13,27,31,98,47,22,33,16,88,53,52,92,55,52,85,69,17,19,54,69,93,68,97,15,70,64,98,50,37,29
92,49,34,61,0,42,54,32,62,40,86,48,48,33,98,97,31,50,37,93,15,75,39,42,75,34,93,53,42,50,82,25,98,21,59,74,16,85,85,16,68,61,14,76,73,78,87,92,39,65,32,49,79,82,14,84,65,87,80,61,65,12,62,59,72,42,26,24,44,45,89,62,19,78,75,42,46,21,24,25,13,28,90,40,35,95,72,73,42,20,26,97,96,92
65,82,91,36,42,0,71,67,66,100,19,39,57,61,79,35,20,16,34,54,95,83,93,71,13,39,91,11,80,90,86,39,45,45,69,100,30,71,22,89,73,76,11,42,49,29,58,15,98,15,73,53,28,62,66,34,60,56,14,93,75,60,95,69,45,96,64,62,45,99,63,43,83,42,11,37,33,63,10,25,10,84,44,21,50,79,69,40,59,38,94,27,56,65
57,70,27,73,54,71,0,70,69,44,33,77,11,90,20,52,23,78,95,21,93,52,67,19,68,99,26,100,81,79,65,27,73,10,44,92,62,30,26,26,81,14,62,97,67,98,54,77,51,19,78,45,94,96,76,52,85,24,90,46,43,80,57,98,24,41,78,71,98,51,28,38,78,31,84,15,81,41,78,17,90,36,68,72,59,58,39,69,60,62,31,29,86,57
87,27,29,12,32,67,70,0,21,30,36,81,64,41,37,94,95,22,33,47,27,31,90,10,31,65,87,29,66,90,84,70,13,69,23,14,100,42,68,99,60,31,76,42,69,26,47,45,49,18,85,29,77,96,59,11,58,63,14,45,64,54,81,69,75,64,36,22,62,73,67,35,61,77,59,63,90,39,82,32,39,16,73,37,90,81,74,17,79,23,70,63,86,87
68,28,78,29,62,66,69,21,0,54,29,32,24,51,81,12,14,48,79,90,66,33,35,24,97,22,41,66,87,80,32,71,57,19,26,37,93,13,37,72,56,55,28,81,51,74,94,47,31,17,51,65,79,92,14,13,68,66,58,30,89,91,80,86,57,29,12,60,31,16,92,97,88,47,22,17,48,21,55,31,71,38,55,47,92,98,80,90,17,53,56,25,83,68
30,71,67,42,40,100,44,30,54,0,62,61,90,77,30,29,18,32,14,79,37,32,45,96,62,20,33,42,99,68,95,26,38,24,36,51,39,89,37,80,61,57,42,100,62,26,93,99,28,69,59,90,35,41,46,94,59,29,50,27,91,12,11,58,75,15,71,16,38,89,85,83,56,100,65,99,97,61,16,96,80,30,47,21,83,14,44,71,66,65,94,69,56,30
72,43,68,28,86,19,33,36,29,62,0,44,40,27,25,72,91,32,40,65,44,36,60,46,27,37,21,59,99,21,90,27,54,38,64,87,14,82,71,36,29,14,79,47,64,28,42,95,59,91,31,23,18,66,65,100,25,57,45,39,51,97,29,45,80,88,29,70,46,98,15,33,60,46,39,14,17,96,41,43,13,61,36,42,93,46,30,45,47,69,90,26,88,72
13,55,13,76,48,39,77,81,32,61,44,0,95,98,88,86,44,47,47,80,66,22,55,99,76,26,10,89,67,60,27,16,38,71,87,40,47,83,37,86,35,86,83,54,54,61,87,19,81,92,13,79,92,19,32,93,16,65,66,84,34,93,12,61,14,47,94,17,26,80,97,77,71,83,26,96,40,24,77,11,88,54,62,43,74,78,78,40,31,93,38,45,82,13
84,39,58,11,48,57,11,64,24,90,40,95,0,52,36,91,26,91,50,59,56,38,64,26,78,42,18,52,19,64,68,47,48,11,85,24,76,46,28,62,11,32,78,29,37,89,69,21,28,81,99,28,92,41,83,39,52,99,80,84,97,52,94,36,25,13,55,66,46,49,81,42,21,79,81,63,10,75,40,94,55,17,63,25,25,71,39,88,54,55,36,100,100,84
