85
0,3,2,2,3,1,3,1,2,2,4,1,1,1,4,1,4,4,3,3,3,2,2,4,4,3,3,4,1,2,1,1,2,3,1,2,2,1,4,2,1,2,1,2,2,2,1,4,1,3,2,4,1,3,1,2,1,1,4,4,2,1,4,3,1,4,2,2,1,2,3,3,3,2,2,1,1,2,4,4,4,4,2,3,4,1,0
0,28,16,61,34,92,74,46,93,33,98,73,42,11,13,53,99,22,26,12,24,50,83,81,59,70,49,84,57,59,48,37,42,64,47,35,61,31,59,52,22,17,41,54,41,67,79,18,22,34,27,12,23,63,42,66,67,82,22,57,67,15,88,17,42,100,88,91,98,74,10,82,16,73,25,65,40,33,54,83,93,70,16,66,93,18,0
28,0,33,41,37,23,23,33,76,74,30,32,40,74,70,93,28,43,90,69,71,73,24,64,94,99,96,80,85,91,57,61,76,35,60,34,24,67,93,64,71,68,99,18,95,83,93,15,14,39,100,19,22,90,85,62,10,87,37,92,84,66,12,11,89,63,95,94,43,34,61,44,80,50,73,12,72,89,38,13,91,46,66,94,77,85,28
16,33,0,53,75,55,14,33,29,44,79,28,71,80,98,63,57,51,41,29,75,95,73,89,17,41,14,50,25,16,44,32,31,93,44,38,75,70,41,38,41,48,76,65,43,69,89,26,97,22,65,71,95,88,91,34,19,35,38,45,13,77,88,18,67,29,96,66,64,16,80,92,28,48,76,23,73,58,98,63,18,28,14,40,67,93,16
61,41,53,0,15,76,18,49,49,42,77,60,57,62,21,29,94,82,57,42,28,77,27,85,27,29,42,84,46,79,13,44,87,83,68,83,34,42,35,100,93,45,87,66,32,41,34,12,71,47,24,59,56,52,51,76,100,67,20,100,37,29,49,77,64,88,17,91,98,55,52,34,62,12,69,46,54,55,38,40,80,41,52,49,64,53,61
34,37,75,15,0,31,91,67,73,63,22,67,39,53,26,90,19,59,14,82,59,30,63,69,92,76,97,74,18,84,28,15,38,91,93,52,84,15,74,49,97,14,93,57,41,85,16,16,29,50,87,20,68,31,100,22,90,52,12,65,69,90,36,57,43,77,10,33,93,48,46,90,13,57,35,43,75,65,30,52,15,86,77,89,46,14,34
92,23,55,76,31,0,71,43,91,86,13,94,91,24,38,15,84,28,21,59,95,11,26,48,82,15,91,58,92,29,72,12,11,15,73,59,24,38,29,17,51,61,19,38,73,90,88,76,61,44,40,88,98,23,28,66,79,37,76,88,18,86,61,10,33,39,73,94,66,10,92,24,19,82,64,71,83,77,54,51,47,20,55,50,91,54,92
74,23,14,18,91,71,0,52,64,63,27,93,54,64,88,100,24,95,85,53,71,24,79,95,63,43,73,34,62,11,70,66,41,26,67,51,57,43,29,20,77,46,16,90,30,70,96,42,33,50,57,70,36,84,18,25,81,82,76,96,63,52,54,39,83,54,10,53,25,29,12,23,18,12,50,44,11,18,87,29,100,38,40,81,15,15,74
46,33,33,49,67,43,52,0,26,34,17,24,22,86,93,78,69,73,75,66,85,34,61,90,20,34,45,93,40,61,40,31,21,79,96,39,87,12,89,98,67,67,38,88,47,60,75,18,24,97,85,87,91,24,73,84,75,42,18,20,65,16,70,35,22,91,44,64,65,71,53,94,94,18,82,52,46,22,81,34,88,79,34,48,78,20,46
93,76,29,49,73,91,64,26,0,76,28,43,98,33,90,64,21,37,77,75,24,31,63,82,73,90,60,71,28,45,91,98,50,12,20,41,79,88,54,90,22,21,85,96,30,19,49,39,32,45,43,13,40,15,51,51,91,80,61,40,54,99,51,73,63,45,94,73,94,18,99,81,75,92,21,43,52,97,21,56,47,54,70,21,21,92,93
33,74,44,42,63,86,63,34,76,0,56,92,94,94,31,17,11,61,25,62,94,25,46,34,98,73,65,95,53,49,97,82,28,27,58,50,98,33,21,33,81,33,93,21,84,57,16,46,46,52,14,81,24,50,100,78,93,83,29,100,37,78,12,96,54,47,50,57,90,99,13,11,28,13,36,46,20,53,90,71,47,36,88,97,35,33,33
98,30,79,77,22,13,27,17,28,56,0,35,62,46,28,13,93,78,41,44,59,100,27,60,39,29,19,12,94,16,66,22,66,56,93,77,49,53,14,31,94,47,10,75,52,99,51,58,62,71,14,82,70,92,36,89,46,71,34,100,29,90,57,34,86,32,81,14,55,100,63,15,70,45,93,61,20,60,17,54,59,64,92,70,82,68,98
73,32,28,60,67,94,93,24,43,92,35,0,40,57,87,96,40,60,48,43,34,90,77,78,35,28,71,72,81,11,34,55,79,49,63,97,36,25,82,18,13,55,46,54,49,55,81,29,41,52,11,47,47,83,69,84,53,76,100,100,37,59,68,83,52,29,99,93,95,15,85,64,39,48,56,88,87,32,89,84,10,13,29,81,32,73,73
42,40,71,57,39,91,54,22,98,94,62,40,0,52,69,14,51,55,48,13,32,64,41,42,89,38,35,19,77,71,25,18,91,87,77,89,92,47,39,39,81,80,85,99,66,63,95,58,74,27,81,28,44,53,30,17,96,41,96,14,28,46,35,25,59,22,17,74,62,62,84,91,34,84,55,43,61,16,12,17,43,82,62,45,14,82,42
11,74,80,62,53,24,64,86,33,94,46,57,52,0,92,87,99,88,54,41,96,92,58,83,20,95,100,57,42,83,46,87,24,97,36,12,84,77,12,56,15,12,34,62,94,30,45,99,24,23,76,30,32,83,87,30,66,23,87,28,61,37,77,41,84,79,41,37,65,39,57,19,72,99,29,59,59,17,22,79,60,14,14,31,26,17,11
13,70,98,21,26,38,88,93,90,31,28,87,69,92,0,55,46,10,90,61,15,21,39,11,70,77,55,50,95,41,92,48,79,30,79,89,81,84,68,57,59,89,63,35,93,92,36,95,79,76,44,13,33,61,55,100,84,72,100,26,70,16,74,86,61,43,83,34,29,41,44,97,12,97,88,69,34,33,99,76,58,19,55,79,36,56,13
53,93,63,29,90,15,100,78,64,17,13,96,14,87,55,0,19,39,33,51,69,48,86,18,22,20,54,86,34,24,90,87,10,44,57,11,87,85,91,27,30,66,10,17,19,96,33,87,73,93,47,100,26,89,50,63,89,77,81,93,54,98,87,27,68,73,62,94,43,26,78,89,98,15,94,14,75,16,49,65,80,49,71,89,69,91,53
99,28,57,94,19,84,24,69,21,11,93,40,51,99,46,19,0,32,14,39,36,76,19,100,48,15,25,32,58,82,59,13,75,43,21,38,60,76,77,16,84,35,83,15,40,88,35,24,87,67,44,89,13,77,64,100,67,27,69,34,23,15,43,87,33,86,62,45,68,68,84,91,93,81,59,99,15,52,69,47,71,36,16,40,53,47,99
22,43,51,82,59,28,95,73,37,61,78,60,55,88,10,39,32,0,89,44,27,18,79,95,67,20,88,34,61,78,40,66,29,96,78,57,96,42,42,38,12,12,50,40,19,16,41,87,51,20,64,63,91,55,46,10,73,39,75,98,97,81,94,41,51,10,55,60,60,24,94,24,46,80,96,43,100,44,44,75,45,58,68,37,99,75,22
