50
0,4,3,4,2,3,4,4,3,4,2,2,1,4,1,1,1,3,2,4,4,3,3,1,2,1,2,1,3,3,3,2,3,3,1,1,3,2,1,3,3,4,2,4,1,1,1,3,1,2,1,0
0,10,60,84,24,11,79,78,78,11,11,98,76,63,83,39,69,27,43,87,10,10,80,41,93,30,91,34,99,73,95,67,64,85,21,22,28,25,38,16,46,61,42,60,79,65,80,30,40,69,17,0
10,0,28,40,30,60,40,23,63,64,43,53,27,27,96,45,27,90,42,57,10,34,21,19,17,47,18,24,39,43,40,72,48,41,37,19,83,76,16,15,33,34,32,61,49,18,70,40,61,88,29,10
60,28,0,82,18,54,84,40,47,48,54,45,99,61,74,95,84,16,28,42,11,12,54,27,65,30,80,34,82,95,13,34,13,69,65,74,64,60,13,59,87,65,25,24,23,20,66,15,14,77,14,60
84,40,82,0,46,84,47,20,25,22,44,98,42,59,63,30,27,14,54,52,38,86,30,89,34,58,26,55,54,84,37,16,77,17,77,82,68,21,61,79,77,46,16,78,86,21,61,81,29,44,70,84
24,30,18,46,0,23,47,22,12,65,64,73,24,67,95,15,47,72,13,63,20,91,76,68,61,36,78,17,44,49,66,94,56,53,58,24,13,74,100,58,72,63,87,85,15,50,89,39,39,73,52,24
11,60,54,84,23,0,44,94,29,57,53,61,24,74,11,22,51,40,97,66,58,84,94,45,15,35,95,21,76,55,40,72,36,24,81,93,59,72,23,52,82,54,85,34,71,27,36,100,44,46,34,11
79,40,84,47,47,44,0,76,35,26,25,52,97,80,92,57,65,87,56,74,89,41,49,37,61,10,99,90,63,21,91,100,13,18,13,25,82,44,61,38,45,33,71,99,61,89,29,90,39,26,80,79
78,23,40,20,22,94,76,0,10,53,88,14,28,37,84,79,62,54,95,16,94,64,37,84,93,13,50,73,53,75,86,81,13,28,69,62,32,78,71,34,58,75,87,66,91,20,12,13,18,65,72,78
78,63,47,25,12,29,35,10,0,41,86,84,98,18,56,87,100,94,75,34,100,81,90,18,92,89,81,85,56,69,53,90,17,58,15,66,22,15,33,83,82,89,24,41,98,37,98,78,63,81,58,78
11,64,48,22,65,57,26,53,41,0,86,94,78,33,38,60,30,53,62,66,93,13,15,81,90,42,53,74,91,36,63,11,86,71,23,87,56,73,14,50,95,93,40,98,36,69,30,25,73,50,52,11
11,43,54,44,64,53,25,88,86,86,0,10,88,19,32,30,13,19,22,42,88,60,87,17,43,37,80,19,20,79,98,25,57,47,79,62,98,57,94,15,99,40,85,71,83,41,31,25,13,77,84,11
98,53,45,98,73,61,52,14,84,94,10,0,94,79,21,19,84,49,78,75,28,84,24,68,94,89,88,18,82,96,75,71,16,20,79,84,67,76,55,80,17,32,68,57,62,90,86,67,19,47,95,98
76,27,99,42,24,24,97,28,98,78,88,94,0,16,57,93,54,69,38,30,53,95,48,83,98,56,10,41,25,40,32,84,57,68,36,16,62,54,71,95,93,86,14,24,88,19,31,86,44,39,46,76
63,27,61,59,67,74,80,37,18,33,19,79,16,0,12,92,85,63,11,84,74,81,98,73,39,70,58,40,31,42,98,20,31,28,19,14,63,94,95,55,35,71,20,94,55,71,62,70,16,86,46,63
83,96,74,63,95,11,92,84,56,38,32,21,57,12,0,97,91,75,23,80,63,10,10,67,76,82,81,80,64,45,75,89,62,89,13,98,10,10,52,30,36,79,48,50,68,72,52,84,43,19,96,83
39,45,95,30,15,22,57,79,87,60,30,19,93,92,97,0,39,14,69,99,47,33,56,45,64,82,69,37,29,65,98,14,53,61,46,44,83,56,75,41,85,46,24,46,71,18,53,56,75,30,71,39
69,27,84,27,47,51,65,62,100,30,13,84,54,85,91,39,0,42,56,35,50,18,92,63,35,49,99,32,64,86,73,98,13,63,34,58,98,23,32,11,92,47,32,64,51,13,61,40,15,48,13,69
27,90,16,14,72,40,87,54,94,53,19,49,69,63,75,14,42,0,74,92,61,95,38,80,86,59,75,39,39,49,95,87,38,69,37,69,100,17,53,70,10,60,43,98,99,55,97,14,75,79,48,27
43,42,28,54,13,97,56,95,75,62,22,78,38,11,23,69,56,74,0,29,74,12,38,25,92,80,72,60,18,65,21,10,73,76,12,38,33,49,95,71,92,72,61,77,78,32,89,34,67,52,25,43
87,57,42,52,63,66,74,16,34,66,42,75,30,84,80,99,35,92,29,0,100,74,68,11,66,26,44,33,97,88,28,37,100,60,12,74,16,65,30,39,83,85,49,57,51,14,64,51,80,51,75,87
10,10,11,38,20,58,89,94,100,93,88,28,53,74,63,47,50,61,74,100,0,44,20,87,36,10,15,17,98,94,63,49,79,91,91,70,60,37,39,56,92,86,62,27,31,65,93,63,43,80,26,10
10,34,12,86,91,84,41,64,81,13,60,84,95,81,10,33,18,95,12,74,44,0,96,74,60,53,57,58,54,48,75,71,91,34,26,82,67,42,78,44,98,74,54,81,63,23,59,26,65,77,70,10
80,21,54,30,76,94,49,37,90,15,87,24,48,98,10,56,92,38,38,68,20,96,0,72,98,69,69,49,27,52,16,76,74,93,54,71,66,71,62,97,48,67,96,38,23,55,75,46,67,30,27,80
41,19,27,89,68,45,37,84,18,81,17,68,83,73,67,45,63,80,25,11,87,74,72,0,34,15,21,99,97,77,35,64,32,88,59,49,67,28,74,40,30,82,66,52,48,89,33,86,19,65,96,41
93,17,65,34,61,15,61,93,92,90,43,94,98,39,76,64,35,86,92,66,36,60,98,34,0,15,60,89,24,93,96,63,80,31,41,40,94,63,63,73,26,38,50,19,78,33,33,16,82,26,31,93
30,47,30,58,36,35,10,13,89,42,37,89,56,70,82,82,49,59,80,26,10,53,69,15,15,0,59,12,63,97,24,97,61,89,60,41,44,46,18,20,68,56,60,25,20,62,83,27,92,71,79,30
91,18,80,26,78,95,99,50,81,53,80,88,10,58,81,69,99,75,72,44,15,57,69,21,60,59,0,52,14,59,54,86,11,100,19,22,20,17,34,17,32,96,18,15,78,89,26,23,79,49,57,91
34,24,34,55,17,21,90,73,85,74,19,18,41,40,80,37,32,39,60,33,17,58,49,99,89,12,52,0,73,93,66,99,86,24,59,25,67,39,33,96,90,72,79,80,67,66,13,32,75,85,47,34
99,39,82,54,44,76,63,53,56,91,20,82,25,31,64,29,64,39,18,97,98,54,27,97,24,63,14,73,0,99,74,14,46,70,19,82,96,50,83,40,29,18,81,65,68,41,18,74,46,70,50,99
73,43,95,84,49,55,21,75,69,36,79,96,40,42,45,65,86,49,65,88,94,48,52,77,93,97,59,93,99,0,95,39,77,82,57,70,30,75,81,42,54,78,39,72,62,28,72,75,96,51,29,73
95,40,13,37,66,40,91,86,53,63,98,75,32,98,75,98,73,95,21,28,63,75,16,35,96,24,54,66,74,95,0,79,20,12,93,85,33,32,97,31,68,38,18,91,80,38,55,11,92,96,65,95
67,72,34,16,94,72,100,81,90,11,25,71,84,20,89,14,98,87,10,37,49,71,76,64,63,97,86,99,14,39,79,0,18,70,23,87,15,89,11,96,76,67,41,28,46,51,28,15,37,33,18,67
64,48,13,77,56,36,13,13,17,86,57,16,57,31,62,53,13,38,73,100,79,91,74,32,80,61,11,86,46,77,20,18,0,41,25,61,61,93,14,95,89,20,53,31,24,45,95,62,58,78,71,64
85,41,69,17,53,24,18,28,58,71,47,20,68,28,89,61,63,69,76,60,91,34,93,88,31,89,100,24,70,82,12,70,41,0,37,53,62,96,92,53,67,73,90,67,69,21,75,88,19,67,75,85
21,37,65,77,58,81,13,69,15,23,79,79,36,19,13,46,34,37,12,12,91,26,54,59,41,60,19,59,19,57,93,23,25,37,0,11,97,74,93,73,82,70,50,13,99,84,28,58,45,54,47,21
22,19,74,82,24,93,25,62,66,87,62,84,16,14,98,44,58,69,38,74,70,82,71,49,40,41,22,25,82,70,85,87,61,53,11,0,63,100,37,75,36,40,60,19,10,63,93,57,73,93,41,22
28,83,64,68,13,59,82,32,22,56,98,67,62,63,10,83,98,100,33,16,60,67,66,67,94,44,20,67,96,30,33,15,61,62,97,63,0,38,37,40,23,62,59,16,46,15,39,65,45,78,69,28
25,76,60,21,74,72,44,78,15,73,57,76,54,94,10,56,23,17,49,65,37,42,71,28,63,46,17,39,50,75,32,89,93,96,74,100,38,0,62,26,24,26,81,49,41,68,79,70,48,61,65,25
38,16,13,61,100,23,61,71,33,14,94,55,71,95,52,75,32,53,95,30,39,78,62,74,63,18,34,33,83,81,97,11,14,92,93,37,37,62,0,19,72,38,50,86,25,23,69,72,48,93,96,38
16,15,59,79,58,52,38,34,83,50,15,80,95,55,30,41,11,70,71,39,56,44,97,40,73,20,17,96,40,42,31,96,95,53,73,75,40,26,19,0,56,93,49,49,10,18,77,61,74,22,91,16
46,33,87,77,72,82,45,58,82,95,99,17,93,35,36,85,92,10,92,83,92,98,48,30,26,68,32,90,29,54,68,76,89,67,82,36,23,24,72,56,0,24,22,11,14,41,97,86,78,76,99,46
61,34,65,46,63,54,33,75,89,93,40,32,86,71,79,46,47,60,72,85,86,74,67,82,38,56,96,72,18,78,38,67,20,73,70,40,62,26,38,93,24,0,73,22,23,69,31,50,93,46,100,61
42,32,25,16,87,85,71,87,24,40,85,68,14,20,48,24,32,43,61,49,62,54,96,66,50,60,18,79,81,39,18,41,53,90,50,60,59,81,50,49,22,73,0,26,11,27,28,62,64,100,45,42
60,61,24,78,85,34,99,66,41,98,71,57,24,94,50,46,64,98,77,57,27,81,38,52,19,25,15,80,65,72,91,28,31,67,13,19,16,49,86,49,11,22,26,0,91,82,36,39,78,80,86,60
79,49,23,86,15,71,61,91,98,36,83,62,88,55,68,71,51,99,78,51,31,63,23,48,78,20,78,67,68,62,80,46,24,69,99,10,46,41,25,10,14,23,11,91,0,76,24,80,96,20,93,79
65,18,20,21,50,27,89,20,37,69,41,90,19,71,72,18,13,55,32,14,65,23,55,89,33,62,89,66,41,28,38,51,45,21,84,63,15,68,23,18,41,69,27,82,76,0,61,11,27,86,16,65
80,70,66,61,89,36,29,12,98,30,31,86,31,62,52,53,61,97,89,64,93,59,75,33,33,83,26,13,18,72,55,28,95,75,28,93,39,79,69,77,97,31,28,36,24,61,0,63,77,96,45,80
