66
0,2,2,2,4,4,4,3,3,3,3,1,2,2,4,2,2,4,1,2,4,3,1,4,2,2,3,2,3,3,4,3,1,4,4,3,1,4,4,3,1,3,2,4,2,3,2,3,3,4,4,4,2,2,3,4,3,1,2,3,2,1,4,2,3,1,2,0
0,23,89,28,63,44,55,45,49,75,44,89,60,61,39,72,67,57,78,94,78,25,71,21,49,80,86,21,35,32,52,21,62,32,89,73,39,86,87,96,22,54,22,98,93,69,95,19,92,61,69,65,68,38,62,59,59,52,10,82,19,66,79,96,19,98,32,0
23,0,65,10,32,10,29,26,87,24,35,89,98,90,25,61,49,50,11,67,51,36,84,70,70,55,73,53,36,43,51,54,85,13,34,58,42,71,21,81,75,50,65,88,44,39,19,56,36,55,93,52,38,55,79,89,99,24,46,58,85,36,24,27,22,55,74,23
89,65,0,68,42,69,25,26,90,92,62,61,30,94,68,12,96,84,43,55,47,50,31,64,69,28,45,55,62,10,49,35,84,38,67,14,27,72,25,46,41,84,63,98,98,96,23,100,25,47,64,33,77,43,79,94,40,40,17,87,25,45,18,38,80,94,32,89
28,10,68,0,20,87,55,67,57,26,96,54,39,42,18,52,70,90,20,82,54,31,93,85,20,38,94,61,78,17,89,26,57,38,54,72,51,55,31,43,11,32,31,97,51,74,10,48,16,58,10,50,56,58,48,21,23,50,54,77,73,68,26,87,16,97,90,28
63,32,42,20,0,70,48,59,78,48,44,79,87,20,29,16,96,40,47,89,63,12,36,46,86,75,32,92,86,67,88,51,13,88,49,83,24,21,67,26,24,67,21,46,95,31,91,75,38,52,56,88,56,77,28,95,11,30,48,90,74,34,10,97,61,74,14,63
44,10,69,87,70,0,62,38,100,21,84,68,94,58,62,87,33,68,84,26,30,100,84,67,95,38,68,49,96,84,14,43,94,85,18,39,69,59,85,43,55,97,22,99,44,82,28,24,63,24,51,84,56,30,16,90,58,88,83,75,58,29,36,51,85,45,46,44
55,29,25,55,48,62,0,75,43,28,31,35,29,71,47,79,60,92,34,87,49,99,18,50,100,88,87,48,24,96,39,87,77,96,14,30,56,75,22,33,78,64,75,95,54,41,95,72,35,66,62,30,42,43,100,40,93,89,31,63,57,20,77,76,62,85,57,55
45,26,26,67,59,38,75,0,14,13,42,10,33,85,46,89,68,87,82,63,89,33,72,11,92,89,69,34,79,75,43,53,25,70,43,68,97,87,96,62,51,59,37,17,36,81,53,22,91,87,21,25,54,73,47,77,20,36,81,46,62,57,29,40,23,89,88,45
49,87,90,57,78,100,43,14,0,18,100,11,37,64,89,30,51,96,86,52,82,17,35,77,82,44,74,53,90,66,56,46,69,87,46,14,76,39,68,91,18,78,80,32,30,22,70,32,50,22,43,34,36,70,84,18,60,14,55,32,88,39,22,34,52,19,73,49
75,24,92,26,48,21,28,13,18,0,86,11,38,33,37,58,72,94,69,27,21,16,64,61,12,75,17,62,72,30,34,53,46,49,23,100,14,86,30,55,36,96,98,64,20,16,38,94,40,53,60,99,12,90,30,78,36,92,52,58,30,27,84,82,41,67,49,75
44,35,62,96,44,84,31,42,100,86,0,31,79,23,95,56,87,19,16,44,17,40,66,84,77,12,16,35,62,17,79,69,42,81,22,18,11,23,40,32,29,30,57,27,84,46,80,50,68,98,72,23,36,38,54,40,68,63,93,80,99,60,48,84,78,73,84,44
89,89,61,54,79,68,35,10,11,11,31,0,40,21,45,40,75,32,62,53,21,39,59,35,62,99,44,19,11,82,79,16,56,21,100,84,16,59,75,26,35,17,83,25,99,96,15,92,50,27,31,48,75,60,62,51,55,27,54,45,47,19,30,48,90,94,64,89
60,98,30,39,87,94,29,33,37,38,79,40,0,81,31,57,85,79,92,63,90,17,70,33,21,40,45,14,24,65,49,26,48,23,80,17,66,97,55,68,55,60,87,73,18,28,65,76,28,76,24,59,80,27,82,31,79,90,78,55,40,98,30,38,25,92,41,60
61,90,94,42,20,58,71,85,64,33,23,21,81,0,35,54,66,47,69,18,73,43,66,66,38,51,85,50,88,99,77,89,35,82,89,77,34,24,35,91,53,14,88,98,21,28,83,83,56,13,78,90,100,68,55,94,19,87,25,69,95,37,91,71,39,58,30,61
39,25,68,18,29,62,47,46,89,37,95,45,31,35,0,28,100,22,63,74,70,12,41,58,87,86,52,94,87,39,32,50,88,10,89,91,78,43,15,63,46,10,87,11,97,52,40,97,47,44,36,44,96,31,33,62,67,83,96,100,39,46,68,15,29,81,52,39
