81
0,3,1,4,4,3,2,3,4,1,4,3,1,1,4,2,1,2,4,3,3,3,1,4,3,4,3,4,4,2,1,2,2,4,3,2,1,2,1,2,4,3,2,2,1,1,2,4,2,2,1,3,4,2,2,3,3,2,2,2,3,3,1,1,2,1,4,3,2,3,4,1,3,3,3,3,2,1,2,3,1,3,0
0,14,39,46,93,16,31,91,37,85,75,92,42,46,81,39,68,16,15,10,52,77,15,89,29,12,95,21,22,78,61,64,83,33,14,62,57,15,14,43,26,15,51,48,61,85,37,81,21,37,30,57,43,90,69,19,75,93,57,77,96,45,28,56,31,27,42,62,10,65,43,51,94,51,92,48,92,40,17,32,87,99,0
14,0,68,58,36,52,83,12,63,86,28,75,25,46,39,81,40,45,18,98,11,45,97,89,32,68,52,91,55,78,32,19,26,26,35,73,56,34,76,70,32,70,61,74,62,67,87,30,41,12,88,42,89,68,50,53,38,97,53,48,64,93,71,37,95,85,63,62,50,44,98,27,26,15,26,39,90,40,52,91,72,78,14
39,68,0,52,92,46,23,76,17,11,45,61,38,26,41,22,64,10,25,18,67,71,98,79,59,96,85,66,74,25,71,74,26,57,11,75,81,60,59,78,39,13,81,15,66,43,43,66,90,73,19,57,12,65,13,58,73,24,29,95,11,51,38,26,73,73,10,94,48,21,56,73,16,80,63,34,87,98,66,44,39,64,39
46,58,52,0,55,28,76,34,29,27,32,75,55,33,29,96,62,40,24,48,71,92,16,36,93,17,86,43,84,97,11,89,75,85,94,57,97,50,82,51,49,53,13,77,46,78,24,49,76,84,22,22,31,91,41,59,65,70,70,57,38,52,50,61,18,31,18,32,26,74,16,29,70,10,52,59,77,78,58,68,44,64,46
93,36,92,55,0,72,82,76,13,97,91,46,93,30,76,28,42,87,69,63,80,54,85,22,42,46,22,83,81,20,72,45,13,19,42,97,28,78,61,61,82,58,31,14,62,41,46,10,68,14,36,33,65,57,71,90,98,27,68,74,47,92,42,79,65,37,58,24,44,100,32,43,54,96,75,57,94,12,26,80,88,31,93
16,52,46,28,72,0,93,63,36,29,27,44,68,24,63,18,13,34,66,60,25,25,34,17,34,39,86,40,15,53,61,66,13,97,16,18,87,12,75,67,59,25,65,33,40,11,17,12,67,24,10,90,59,75,73,69,25,99,22,36,83,49,88,84,59,40,81,31,24,79,29,43,70,29,83,97,35,53,72,70,28,37,16
31,83,23,76,82,93,0,30,92,20,10,50,18,31,35,66,90,81,94,38,35,28,25,66,10,27,97,76,62,35,83,36,53,59,14,95,41,48,84,43,77,31,35,28,91,72,87,81,82,46,34,18,14,81,16,86,15,22,75,66,96,75,52,80,44,75,100,64,70,53,44,16,51,79,27,69,53,63,53,15,16,86,31
91,12,76,34,76,63,30,0,10,20,33,100,24,97,67,94,35,80,20,22,23,19,51,85,31,48,19,38,66,71,76,86,59,45,27,93,64,10,24,40,74,57,20,55,40,38,71,34,45,10,82,76,32,49,22,43,95,39,75,27,62,97,19,79,80,17,91,13,35,39,70,28,27,74,46,58,52,40,72,37,64,97,91
37,63,17,29,13,36,92,10,0,98,83,68,68,69,85,34,61,86,65,53,95,35,24,69,45,24,40,93,93,29,16,48,82,77,12,91,11,88,77,79,94,90,28,77,64,18,33,17,93,70,22,75,29,10,26,19,65,28,94,14,81,76,53,85,77,40,22,81,62,36,35,24,94,82,20,17,54,81,90,67,16,40,37
