11
0,3,2,1,1,1,3,4,2,2,2,4,0
0,13,18,51,47,22,33,77,49,80,88,25,0
13,0,10,74,90,42,54,98,68,49,51,67,13
18,10,0,54,62,75,72,38,87,19,69,32,18
51,74,54,0,30,17,20,61,16,95,77,69,51
47,90,62,30,0,22,75,68,11,64,98,22,47
22,42,75,17,22,0,25,10,84,21,68,52,22
33,54,72,20,75,25,0,100,76,49,81,92,33
77,98,38,61,68,10,100,0,37,81,99,91,77
49,68,87,16,11,84,76,37,0,80,32,24,49
80,49,19,95,64,21,49,81,80,0,49,58,80
88,51,69,77,98,68,81,99,32,49,0,83,88
25,67,32,69,22,52,92,91,24,58,83,0,25
0,13,18,51,47,22,33,77,49,80,88,25,0
