14
0,4,2,1,3,4,3,4,4,2,2,4,1,1,2,0
0,54,44,93,68,27,40,43,22,21,51,33,80,76,56,0
54,0,14,32,91,68,24,100,26,39,76,54,43,92,66,54
44,14,0,51,32,26,91,53,74,57,47,77,75,14,43,44
93,32,51,0,40,88,14,68,78,53,15,40,98,47,71,93
68,91,32,40,0,33,69,22,31,84,31,99,46,68,15,68
27,68,26,88,33,0,74,84,27,92,44,87,37,69,29,27
40,24,91,14,69,74,0,94,89,46,28,98,74,16,65,40
43,100,53,68,22,84,94,0,29,14,64,61,85,15,42,43
22,26,74,78,31,27,89,29,0,82,10,91,95,93,71,22
21,39,57,53,84,92,46,14,82,0,38,38,33,90,54,21
51,76,47,15,31,44,28,64,10,38,0,49,58,26,11,51
33,54,77,40,99,87,98,61,91,38,49,0,48,13,39,33
80,43,75,98,46,37,74,85,95,33,58,48,0,13,15,80
76,92,14,47,68,69,16,15,93,90,26,13,13,0,30,76
56,66,43,71,15,29,65,42,71,54,11,39,15,30,0,56
0,54,44,93,68,27,40,43,22,21,51,33,80,76,56,0
