69
0,4,1,3,2,1,1,1,2,3,1,4,1,4,1,1,4,2,4,3,4,1,1,3,3,2,1,3,1,1,1,2,2,2,3,4,4,3,1,3,3,3,1,1,2,2,4,3,2,3,4,2,2,4,2,3,3,1,3,2,1,3,3,2,2,3,4,1,3,2,0
0,22,29,52,96,59,74,76,68,36,44,30,81,16,41,37,75,45,55,91,59,19,74,46,48,85,44,94,52,63,75,78,56,13,38,80,93,16,61,50,44,78,25,27,51,33,55,72,77,72,45,27,16,35,21,72,50,31,23,57,71,98,40,40,86,43,85,24,63,94,0
22,0,79,92,65,59,49,87,74,92,93,17,51,55,15,96,79,64,21,32,63,100,61,82,39,24,98,87,29,67,47,62,90,22,91,28,35,89,78,73,15,66,22,90,82,55,30,96,85,46,81,49,22,64,57,95,79,78,56,38,63,67,79,27,79,99,61,74,41,82,22
29,79,0,100,90,66,92,44,22,29,46,95,48,83,71,24,41,19,68,32,88,71,15,87,69,32,54,79,36,58,20,14,52,87,62,60,68,51,56,85,69,37,59,51,64,59,31,52,80,47,48,59,96,14,35,93,93,21,29,58,52,86,72,41,42,16,63,47,33,80,29
52,92,100,0,41,74,18,71,24,83,39,57,11,52,83,76,52,62,64,18,48,58,17,21,51,38,53,84,75,100,99,14,97,92,57,22,91,43,92,28,25,23,63,64,76,89,28,14,42,66,11,46,14,63,57,12,96,97,50,41,64,76,25,40,94,75,55,12,70,74,52
96,65,90,41,0,93,76,90,71,52,26,81,90,81,96,100,29,64,72,99,50,83,17,80,40,30,71,11,77,98,28,42,77,29,11,97,83,10,29,44,31,52,39,49,64,91,27,47,68,74,30,12,90,34,93,11,48,54,69,81,31,55,84,15,71,87,67,65,87,77,96
59,59,66,74,93,0,53,22,46,73,88,60,62,94,77,46,26,20,35,48,79,17,65,35,83,73,24,53,84,62,25,59,29,13,45,18,78,52,38,59,48,50,23,27,79,38,27,96,45,100,17,46,11,76,50,70,28,17,28,85,58,14,38,67,40,41,48,87,40,54,59
74,49,92,18,76,53,0,65,59,54,51,44,100,25,46,83,76,94,81,84,78,56,57,87,45,40,99,56,62,70,56,82,17,62,18,90,91,21,54,34,97,59,89,26,56,28,21,57,70,92,98,17,62,24,99,82,60,100,94,79,80,24,68,98,24,28,92,80,74,18,74
76,87,44,71,90,22,65,0,83,87,15,36,85,92,47,33,80,72,65,69,69,70,49,79,62,17,61,12,67,79,78,44,78,22,86,62,17,66,34,95,70,50,84,69,82,54,83,54,43,30,40,50,36,53,57,63,52,58,24,69,61,55,17,24,56,70,98,97,14,24,76
68,74,22,24,71,46,59,83,0,39,55,63,53,100,64,16,12,35,80,76,65,82,53,57,27,97,25,14,76,75,45,92,33,48,89,25,27,37,97,53,28,31,34,31,50,78,32,16,32,59,17,39,57,23,33,91,40,41,89,36,55,13,79,42,55,66,77,87,42,72,68
