56
0,4,4,3,2,4,1,4,2,2,4,4,4,4,4,1,4,1,2,3,1,2,4,1,4,3,4,4,4,4,4,3,1,3,1,4,4,4,2,2,4,1,2,4,4,2,2,2,4,4,3,3,3,2,4,4,2,0
0,22,14,40,40,11,69,83,45,70,100,18,34,86,18,59,76,96,87,24,83,88,27,19,37,21,80,25,83,38,70,91,31,34,15,85,88,36,93,34,30,31,58,86,57,90,27,97,55,55,15,30,94,11,67,30,30,0
22,0,20,40,68,58,71,88,45,33,90,49,69,35,40,46,100,18,57,93,74,88,86,51,40,58,78,81,22,73,47,70,98,94,46,50,24,71,61,84,70,78,34,47,41,58,29,40,88,54,61,84,74,89,51,25,23,22
14,20,0,56,16,22,26,44,73,15,43,87,26,95,40,92,41,13,63,81,12,95,78,84,52,89,29,35,26,31,18,73,14,94,38,44,47,82,28,45,59,11,45,98,69,61,42,67,79,62,12,11,45,18,98,58,41,14
40,40,56,0,23,89,57,73,21,39,61,94,44,100,74,85,42,28,19,68,78,66,63,71,76,50,88,54,80,67,55,61,37,87,37,34,42,79,30,97,84,62,28,54,77,77,44,54,62,60,48,29,71,54,93,65,90,40
40,68,16,23,0,17,55,31,83,10,96,79,37,67,20,80,13,36,52,44,24,61,65,75,59,50,36,65,99,76,77,56,73,47,41,20,50,44,67,88,82,58,63,17,56,20,82,99,90,86,47,86,68,60,98,25,81,40
11,58,22,89,17,0,25,75,30,81,42,72,23,98,15,54,30,89,84,27,59,48,72,42,72,94,75,51,65,76,38,31,43,44,35,17,44,46,69,85,29,30,58,83,17,16,25,54,31,46,99,83,91,70,68,32,88,11
69,71,26,57,55,25,0,24,28,69,30,42,87,62,79,48,70,86,76,47,45,94,82,70,42,81,87,90,38,50,74,33,55,48,15,53,47,86,85,79,23,77,12,48,23,12,100,21,43,15,89,12,59,65,47,10,30,69
83,88,44,73,31,75,24,0,39,18,94,74,90,85,24,49,68,100,26,74,100,34,68,85,24,49,74,42,41,13,45,47,21,29,83,73,57,86,90,53,58,97,68,13,43,58,60,31,26,35,92,27,27,17,31,27,52,83
45,45,73,21,83,30,28,39,0,26,14,99,100,82,74,44,14,13,74,23,37,51,54,58,54,86,18,53,74,36,25,57,61,58,56,22,13,57,56,30,63,80,89,20,43,75,65,76,81,41,72,60,29,37,81,64,10,45
70,33,15,39,10,81,69,18,26,0,19,37,92,64,90,68,32,98,58,51,15,99,15,26,95,29,70,96,98,34,90,77,15,49,16,31,97,16,34,83,64,69,82,84,24,93,64,96,22,55,18,82,24,26,12,64,20,70
100,90,43,61,96,42,30,94,14,19,0,33,68,21,27,50,37,22,62,96,60,10,90,100,44,48,95,26,77,11,75,25,92,65,13,54,94,27,96,70,26,90,63,98,23,58,11,46,64,67,14,53,72,27,78,97,93,100
18,49,87,94,79,72,42,74,99,37,33,0,99,35,54,28,79,29,12,57,62,88,84,75,87,25,25,59,48,52,74,59,13,98,48,11,51,40,34,59,81,71,23,96,50,24,82,84,98,27,36,83,100,67,82,73,85,18
34,69,26,44,37,23,87,90,100,92,68,99,0,44,35,50,93,92,31,16,16,13,56,58,100,79,72,88,90,49,80,73,36,83,93,18,64,65,80,69,16,60,59,15,100,21,82,34,43,19,53,45,94,36,97,62,44,34
