88
0,1,4,4,2,1,2,3,3,3,2,2,4,1,4,3,4,3,4,3,2,4,1,1,1,4,3,3,1,3,4,4,4,4,4,2,1,3,4,1,2,2,4,3,4,1,4,2,3,3,4,4,2,3,1,1,4,1,3,3,4,2,2,4,4,2,4,3,4,1,3,4,1,1,4,3,1,3,3,1,2,4,3,2,2,1,3,4,3,0
0,97,74,42,65,47,73,59,10,74,39,98,25,49,96,32,33,46,42,85,33,83,21,40,90,67,20,54,59,48,71,15,53,98,32,100,62,17,22,23,57,28,40,96,78,30,92,95,79,14,97,73,19,15,70,43,60,24,94,94,97,23,84,28,92,83,48,32,75,21,58,81,28,80,19,54,42,61,63,90,52,68,90,76,77,41,74,86,74,0
97,0,63,81,56,86,79,68,99,53,82,60,14,34,10,43,40,88,62,16,61,59,50,38,81,97,44,68,58,18,25,18,78,73,62,12,58,79,59,64,94,93,59,14,10,55,20,57,44,53,33,21,27,88,29,90,80,17,76,28,24,70,97,43,52,66,32,56,36,77,27,47,29,93,51,48,83,29,71,94,59,47,82,60,29,36,41,45,73,97
74,63,0,22,78,11,56,61,86,90,65,83,12,87,69,68,53,18,64,21,93,29,80,81,44,62,72,37,74,55,25,49,100,18,96,48,55,36,72,36,34,76,85,63,71,43,35,66,73,81,50,55,22,71,47,92,37,34,73,26,68,26,55,60,40,96,71,78,70,48,85,75,48,73,11,59,93,79,18,35,23,18,41,27,48,31,34,30,18,74
42,81,22,0,21,42,10,89,65,46,39,71,11,98,16,64,82,70,54,28,94,33,66,98,21,58,98,56,56,84,100,25,55,20,74,64,67,67,21,64,31,81,50,23,77,70,89,24,80,88,27,14,29,54,15,90,71,58,40,56,25,73,63,31,86,48,76,100,73,100,29,72,94,55,16,84,22,63,44,92,62,77,50,41,58,63,50,55,28,42
65,56,78,21,0,17,55,53,95,20,77,17,68,29,80,56,56,14,18,85,77,87,43,38,93,39,67,76,89,90,39,61,24,75,92,98,48,55,50,49,26,35,16,68,84,66,96,63,23,74,70,91,64,49,82,58,47,61,58,99,53,26,46,60,42,28,29,28,28,41,20,22,56,27,32,35,61,76,78,66,99,68,53,26,90,66,46,20,94,65
47,86,11,42,17,0,67,86,52,82,85,25,33,20,50,40,22,18,68,68,28,49,78,36,52,61,97,14,41,41,44,60,56,50,46,74,24,13,65,42,14,43,58,97,46,89,95,87,39,30,29,97,36,45,55,74,36,16,90,70,81,54,28,100,39,12,11,16,46,86,99,92,22,90,84,25,75,96,36,52,21,87,21,91,39,69,84,27,22,47
73,79,56,10,55,67,0,87,68,48,35,87,25,13,83,16,11,59,40,24,41,83,82,46,42,100,38,18,32,91,52,54,86,27,96,12,60,36,94,58,40,26,95,67,80,15,27,55,64,30,19,65,56,17,41,48,59,93,55,40,71,34,56,97,63,72,84,19,59,86,48,65,57,53,42,51,40,60,93,51,58,39,34,100,11,76,28,63,68,73
59,68,61,89,53,86,87,0,76,56,51,49,47,61,80,73,43,80,18,51,39,86,38,71,73,26,97,10,24,72,81,19,91,65,14,29,37,41,43,63,99,78,52,75,83,54,75,42,35,36,19,93,16,57,96,57,99,28,90,48,91,52,89,88,99,59,54,91,25,39,41,57,57,37,53,11,96,32,32,13,66,61,24,82,62,76,16,27,47,59
10,99,86,65,95,52,68,76,0,10,75,72,18,52,92,35,74,75,36,89,87,59,64,21,13,98,95,45,57,61,93,63,58,59,73,30,64,50,62,34,96,21,99,38,67,15,70,49,46,33,22,96,60,28,42,48,76,53,10,23,65,99,65,68,98,25,89,46,85,28,62,82,38,42,14,80,67,87,74,52,62,91,47,62,85,43,40,61,44,10
74,53,90,46,20,82,48,56,10,0,36,45,65,13,55,38,25,22,54,61,28,67,24,82,27,82,100,66,30,32,43,76,25,96,97,80,100,72,80,89,40,33,35,48,75,44,71,70,96,47,90,35,77,26,25,13,82,69,90,57,69,15,66,22,100,82,71,64,87,89,43,73,93,88,46,85,56,82,100,52,37,52,29,45,35,92,13,28,78,74
39,82,65,39,77,85,35,51,75,36,0,43,30,72,26,70,89,55,75,95,14,82,35,52,11,41,11,12,10,43,19,24,13,80,45,23,64,41,42,98,39,86,83,50,27,92,39,60,77,41,13,76,69,10,50,46,85,45,16,84,36,89,39,75,44,83,72,17,50,30,38,36,74,96,22,52,96,58,66,81,49,98,92,89,96,48,32,71,10,39
98,60,83,71,17,25,87,49,72,45,43,0,46,16,60,31,82,54,87,67,59,70,59,43,38,45,86,19,100,32,96,42,94,90,73,40,95,56,48,22,54,85,99,74,61,10,100,11,58,35,49,92,23,71,50,100,83,92,85,78,78,19,100,84,43,41,81,66,30,99,34,81,63,64,63,64,60,61,71,27,11,91,47,10,49,52,74,90,95,98
25,14,12,11,68,33,25,47,18,65,30,46,0,61,37,95,90,71,49,19,20,63,17,36,48,56,52,93,23,60,99,95,96,63,87,35,89,82,12,94,22,69,95,11,97,60,45,59,81,20,44,31,96,81,80,12,85,63,58,57,31,49,11,86,84,100,15,43,47,26,65,81,91,49,81,53,60,31,34,41,31,22,88,59,81,76,21,26,19,25
49,34,87,98,29,20,13,61,52,13,72,16,61,0,14,73,90,83,74,40,29,80,44,18,84,96,66,87,38,80,37,51,39,22,47,54,58,71,60,81,56,31,21,67,74,43,11,13,80,52,98,97,68,33,24,16,34,73,16,20,78,19,83,67,98,31,14,68,41,43,14,83,45,12,87,23,66,57,46,10,77,43,31,48,75,31,36,44,73,49
96,10,69,16,80,50,83,80,92,55,26,60,37,14,0,38,93,21,20,17,22,23,77,96,86,95,79,74,93,41,97,19,46,23,20,41,27,23,35,42,11,19,79,49,84,79,60,92,65,50,44,75,63,77,35,54,21,90,83,37,99,28,92,12,86,22,43,26,74,50,60,32,42,42,27,68,26,46,64,64,37,57,23,78,28,17,29,80,74,96
32,43,68,64,56,40,16,73,35,38,70,31,95,73,38,0,84,65,93,29,45,35,18,15,23,99,97,31,63,42,40,67,70,76,90,89,94,50,70,63,82,15,93,61,44,42,82,96,25,43,42,23,13,69,88,16,35,99,22,16,32,62,47,22,64,78,20,68,34,70,58,10,46,25,60,10,39,41,45,41,28,62,57,74,23,53,16,85,70,32
33,40,53,82,56,22,11,43,74,25,89,82,90,90,93,84,0,90,73,78,41,34,83,51,90,44,90,83,47,64,52,17,18,34,49,55,69,84,34,99,36,88,25,98,25,75,78,47,94,90,48,29,70,96,48,45,59,48,18,13,56,76,96,91,25,45,92,20,30,70,34,71,32,58,96,66,94,13,83,95,73,14,23,15,71,50,61,56,26,33
46,88,18,70,14,18,59,80,75,22,55,54,71,83,21,65,90,0,47,58,59,32,87,95,93,49,58,11,66,94,71,93,91,72,83,46,93,31,62,35,75,17,40,69,50,62,100,72,76,89,58,17,27,83,73,43,55,33,18,41,81,92,36,85,98,52,63,84,25,15,31,61,51,51,89,82,73,42,88,36,50,36,35,36,27,75,65,82,44,46
