82
0,2,2,1,4,2,1,1,2,3,3,2,3,1,2,2,1,2,1,2,1,3,3,4,3,1,1,2,2,4,3,2,2,3,2,3,2,3,2,4,3,4,1,3,1,2,2,2,4,3,4,4,1,1,4,2,2,3,3,1,2,3,3,4,2,4,3,1,1,3,2,3,3,2,4,2,2,3,2,3,1,1,3,0
0,39,56,39,93,63,67,88,82,61,99,88,34,13,30,92,86,68,79,38,49,78,42,93,10,42,11,94,26,87,43,99,54,41,20,22,54,40,58,57,59,16,95,65,87,64,16,21,14,32,71,15,16,25,23,31,14,21,52,68,71,41,90,19,60,19,79,99,11,96,62,20,32,50,21,20,57,69,11,11,22,48,91,0
39,0,75,43,93,25,80,87,17,44,48,73,20,74,91,98,85,43,22,81,35,19,86,10,83,82,29,66,81,84,14,55,94,42,35,42,40,18,49,86,34,52,60,39,12,76,21,100,44,34,91,39,60,17,22,78,39,17,84,54,24,13,33,34,69,51,10,25,66,85,34,90,34,86,21,88,85,66,30,64,83,40,39,39
56,75,0,65,59,63,47,92,81,72,64,68,40,61,99,46,81,38,72,98,27,37,52,69,57,60,25,76,27,42,75,33,53,68,81,87,83,76,82,31,60,78,76,57,59,96,67,91,34,28,48,64,67,43,100,22,79,95,43,44,10,16,21,79,42,97,42,12,54,77,20,19,53,89,82,66,92,85,38,79,84,84,39,56
39,43,65,0,26,22,85,50,84,77,77,62,31,49,49,31,44,33,76,98,72,75,38,43,41,66,13,94,51,12,37,68,85,53,78,99,40,78,18,25,59,27,57,89,54,76,12,31,98,56,13,27,65,10,14,78,66,74,96,24,65,25,59,69,20,52,49,86,34,13,55,64,71,85,71,40,44,16,32,80,89,61,85,39
93,93,59,26,0,36,95,19,42,28,71,37,80,22,53,14,81,93,23,69,26,31,61,87,85,99,59,37,66,66,30,30,38,43,31,20,35,43,86,51,39,40,72,49,67,38,45,15,18,83,56,33,13,48,74,31,97,31,63,55,68,85,45,75,80,99,34,72,63,14,40,88,52,66,93,93,91,51,47,11,50,59,51,93
63,25,63,22,36,0,55,80,75,24,21,90,56,58,58,84,21,12,29,47,60,99,82,72,81,37,19,51,34,34,100,46,48,73,73,55,25,77,13,20,18,56,32,78,10,79,35,10,71,67,95,41,40,53,99,48,24,91,33,40,59,62,44,90,90,79,72,94,36,26,49,34,98,46,88,60,24,79,58,91,91,93,78,63
67,80,47,85,95,55,0,21,64,63,27,22,11,42,10,95,34,58,49,12,53,21,29,31,70,11,40,80,62,15,30,84,74,36,56,69,33,83,95,49,71,33,48,85,84,62,59,46,59,48,52,28,55,20,55,64,33,65,11,48,96,96,92,88,22,11,38,99,46,81,49,60,89,44,38,44,89,58,68,53,10,20,47,67
88,87,92,50,19,80,21,0,54,75,80,92,97,10,25,30,41,100,96,78,56,39,77,96,99,51,91,16,40,76,59,47,10,78,43,76,18,44,39,70,23,47,58,50,17,91,69,77,46,78,68,28,66,58,73,30,44,72,90,80,27,63,83,23,37,88,86,100,51,10,53,42,84,83,60,66,34,11,63,28,17,25,29,88
82,17,81,84,42,75,64,54,0,25,98,27,88,53,35,16,24,14,79,66,44,29,62,64,51,35,27,96,83,34,99,94,74,18,14,97,55,61,93,32,19,77,89,83,71,40,90,91,33,66,83,73,31,13,71,88,28,34,24,22,39,35,49,51,58,70,94,13,75,97,47,39,98,75,82,93,84,81,79,59,84,86,86,82
61,44,72,77,28,24,63,75,25,0,52,92,46,12,88,84,72,81,22,73,87,24,74,82,77,17,15,16,41,68,65,72,52,80,21,78,81,30,98,88,52,78,72,87,91,19,30,63,14,45,75,28,30,11,36,87,79,43,39,20,68,74,70,95,50,80,20,40,28,88,79,25,47,53,61,20,79,33,63,85,28,71,91,61
99,48,64,77,71,21,27,80,98,52,0,33,53,49,57,83,65,51,62,58,98,60,80,29,87,11,39,30,33,99,56,65,45,58,45,56,27,60,89,58,70,39,98,46,25,67,67,42,96,69,30,58,90,63,12,13,95,59,14,35,79,55,100,44,65,64,65,97,86,76,35,94,67,90,46,73,53,98,25,12,43,62,59,99
88,73,68,62,37,90,22,92,27,92,33,0,55,100,18,31,58,61,18,90,81,80,77,91,63,68,13,74,81,99,42,28,21,87,39,86,27,48,53,90,80,36,73,41,47,79,47,82,68,82,13,21,71,46,63,89,12,80,98,33,21,70,86,73,25,81,25,14,69,86,78,13,40,47,89,48,19,76,95,11,86,90,63,88
34,20,40,31,80,56,11,97,88,46,53,55,0,35,78,46,22,49,20,23,21,66,65,31,43,20,71,18,75,11,44,11,81,89,46,64,13,37,72,19,39,53,94,20,21,66,77,84,16,69,95,54,23,13,49,59,25,98,87,90,49,88,45,39,88,92,25,65,23,41,52,90,39,80,22,45,62,36,100,53,46,37,84,34
13,74,61,49,22,58,42,10,53,12,49,100,35,0,12,50,70,43,28,45,21,26,30,59,80,44,62,37,67,61,65,97,62,71,26,83,76,40,62,60,17,89,60,82,21,53,39,92,96,97,37,50,83,50,39,79,12,42,52,87,92,19,93,100,67,57,20,26,98,100,74,66,25,61,77,25,10,66,17,44,37,31,76,13
30,91,99,49,53,58,10,25,35,88,57,18,78,12,0,53,83,99,97,24,36,29,29,62,21,50,88,26,91,16,51,64,91,43,16,29,40,95,56,87,38,69,29,53,88,22,18,83,18,79,49,72,84,72,11,93,45,57,71,94,54,39,10,67,96,48,90,16,97,39,71,16,74,17,51,62,92,28,78,25,80,10,44,30
92,98,46,31,14,84,95,30,16,84,83,31,46,50,53,0,53,31,32,74,79,24,23,95,80,52,60,23,20,16,100,15,88,98,42,50,40,25,65,54,39,78,97,22,93,64,29,48,56,32,15,56,26,87,91,16,87,76,11,13,24,40,63,72,71,58,61,90,69,24,11,86,88,59,54,83,84,58,48,33,34,28,50,92
86,85,81,44,81,21,34,41,24,72,65,58,22,70,83,53,0,83,42,22,44,93,66,11,65,23,52,78,12,45,96,72,59,60,49,70,79,52,73,25,82,73,62,10,65,50,43,80,46,86,76,75,59,99,46,25,57,27,57,82,34,46,42,62,81,31,72,91,18,17,98,63,39,59,64,49,89,68,51,64,49,24,98,86
68,43,38,33,93,12,58,100,14,81,51,61,49,43,99,31,83,0,33,26,51,12,32,46,21,36,15,93,94,74,40,18,34,61,96,80,32,27,86,34,23,41,46,99,80,92,81,46,97,72,66,40,34,33,64,98,89,65,97,13,99,17,44,28,100,69,96,62,32,63,60,34,30,97,13,72,96,35,46,83,57,81,99,68
79,22,72,76,23,29,49,96,79,22,62,18,20,28,97,32,42,33,0,29,14,65,20,16,13,71,91,71,82,45,89,87,77,22,25,82,38,18,74,82,47,35,93,37,38,26,61,52,11,32,93,48,58,24,20,84,73,93,29,97,15,23,57,93,41,84,52,32,24,88,55,47,72,94,34,58,22,36,96,52,43,45,55,79
38,81,98,98,69,47,12,78,66,73,58,90,23,45,24,74,22,26,29,0,89,86,96,48,21,39,100,18,44,30,24,52,25,75,66,76,48,47,88,53,73,88,21,92,81,68,88,55,77,28,78,79,56,100,19,16,72,55,15,100,28,39,58,95,10,27,24,81,10,26,51,44,43,76,44,75,44,50,64,53,92,10,35,38
