89
0,4,3,1,4,2,2,3,3,2,1,2,4,3,2,1,4,3,3,2,3,2,1,2,1,4,4,1,2,1,4,4,1,3,4,3,2,3,4,3,1,1,1,1,3,1,3,3,2,4,1,1,1,3,2,4,4,2,1,2,2,1,4,3,1,2,2,3,4,1,2,3,3,4,2,2,3,3,1,1,3,1,3,1,1,4,4,1,4,1,0
0,58,22,25,81,93,27,100,57,34,99,51,30,25,30,38,15,16,60,19,70,31,77,20,25,15,81,56,91,17,62,78,42,90,21,69,34,16,20,48,31,91,70,75,21,44,90,65,30,77,21,22,53,82,11,25,94,21,25,83,89,79,15,95,56,30,56,49,45,90,99,87,81,13,53,14,62,12,39,45,98,65,93,37,89,100,99,60,62,61,0
58,0,66,30,11,30,33,59,83,38,83,80,22,31,62,84,16,33,38,79,60,25,63,96,30,41,57,58,20,79,58,48,28,77,61,46,100,63,63,21,91,70,68,34,26,68,20,75,18,46,91,13,57,14,73,54,23,93,25,53,47,95,27,66,22,63,74,51,11,63,97,23,69,72,29,13,41,35,31,34,99,33,75,73,87,57,45,75,36,29,58
22,66,0,31,61,39,20,94,42,77,58,41,56,46,31,90,29,32,98,31,60,36,70,95,59,85,36,24,42,12,55,24,41,51,35,41,12,27,70,64,72,14,97,24,10,15,100,89,45,91,15,82,99,44,84,10,30,62,31,87,38,83,39,58,68,56,14,19,30,48,23,84,88,12,94,51,67,22,50,27,88,67,75,79,12,21,69,23,57,71,22
25,30,31,0,47,16,77,73,37,49,80,54,87,28,44,98,33,34,37,74,30,21,14,75,86,53,53,37,92,21,61,59,59,49,31,45,99,34,89,71,73,15,57,49,21,80,51,68,39,65,51,19,98,54,40,54,26,21,57,14,70,65,38,47,62,34,82,73,37,49,80,32,68,72,11,42,85,63,52,55,69,49,32,90,65,46,32,84,73,38,25
81,11,61,47,0,67,45,26,16,61,26,67,41,62,35,75,53,93,42,85,80,92,87,38,56,81,10,46,28,88,94,77,36,23,40,61,17,69,15,24,95,77,21,13,59,28,51,47,37,66,20,71,50,50,85,38,23,54,38,20,12,84,85,44,81,82,14,79,68,56,76,18,29,63,64,80,34,96,69,63,92,29,97,33,90,52,63,30,25,49,81
93,30,39,16,67,0,42,77,59,64,44,20,91,74,50,42,72,45,10,33,67,50,37,41,12,26,25,83,17,34,15,49,10,41,52,62,73,22,47,92,12,12,22,98,56,91,62,62,54,40,18,44,99,15,14,55,48,61,87,51,58,33,93,19,97,28,41,16,52,94,26,80,37,66,92,25,79,74,33,41,43,36,11,55,72,60,72,91,33,35,93
27,33,20,77,45,42,0,28,35,45,81,77,18,65,69,83,44,55,12,17,16,57,34,94,95,97,21,58,61,69,97,64,41,10,35,93,63,86,90,48,19,64,23,81,65,16,68,100,22,84,62,13,26,63,14,70,62,54,40,76,94,47,93,25,20,64,55,96,13,53,82,61,38,85,83,52,87,37,87,25,46,97,39,67,32,62,61,68,16,21,27
100,59,94,73,26,77,28,0,44,19,19,91,10,81,47,89,49,87,37,51,35,72,86,16,43,61,93,73,62,65,82,86,65,37,35,57,83,25,87,19,74,50,45,24,89,96,84,59,22,81,16,48,50,90,17,38,85,74,71,61,79,72,47,59,58,82,24,81,44,10,81,53,33,19,21,23,61,37,58,55,88,30,56,47,33,61,32,35,16,58,100
57,83,42,37,16,59,35,44,0,83,94,71,79,61,36,88,13,70,86,65,46,44,52,64,60,16,75,37,57,54,12,47,78,80,72,94,96,57,49,53,92,47,58,35,97,49,69,45,56,67,45,86,88,92,84,22,62,69,53,29,18,37,98,58,28,53,90,38,61,98,49,18,89,42,57,81,14,38,42,30,28,36,36,51,85,26,91,49,22,17,57
34,38,77,49,61,64,45,19,83,0,16,96,78,93,55,99,89,90,53,100,66,90,79,54,66,75,58,97,19,36,38,91,79,26,58,10,66,48,17,42,37,20,17,33,39,38,21,79,35,57,65,81,88,26,18,95,10,64,31,69,67,52,89,99,35,81,92,100,81,50,98,90,67,77,59,54,94,44,82,93,56,97,53,31,21,36,90,15,44,81,34
99,83,58,80,26,44,81,19,94,16,0,51,89,46,71,53,66,69,74,26,42,95,46,53,61,38,20,34,58,34,46,100,52,69,55,51,43,44,57,38,42,88,94,39,61,83,39,12,93,87,19,43,88,76,11,71,67,37,96,16,52,87,29,42,38,66,36,35,61,100,88,32,28,19,77,24,75,90,90,36,36,77,87,98,62,36,64,71,36,26,99
51,80,41,54,67,20,77,91,71,96,51,0,74,97,30,14,58,62,70,39,13,58,35,88,82,18,32,44,91,47,34,68,27,37,21,99,85,86,20,42,14,92,90,68,19,97,53,81,98,88,94,96,85,56,86,78,75,93,47,40,100,26,96,40,25,65,47,50,60,78,35,32,21,39,12,24,26,90,63,54,85,30,25,88,20,27,39,73,47,73,51
30,22,56,87,41,91,18,10,79,78,89,74,0,37,32,18,46,77,81,10,80,26,99,25,36,15,15,93,65,44,92,80,29,30,30,53,91,45,62,12,15,65,25,42,29,24,24,44,17,39,87,20,44,82,13,69,87,76,61,24,50,21,49,95,55,30,47,70,94,44,81,50,73,97,90,76,52,22,61,85,86,39,40,71,54,75,75,32,57,41,30
25,31,46,28,62,74,65,81,61,93,46,97,37,0,20,94,88,37,16,84,80,58,93,38,32,25,11,60,15,53,93,63,45,59,34,71,29,43,83,100,99,63,88,55,37,60,64,76,48,67,32,25,96,41,59,33,54,63,80,92,20,78,62,93,84,45,89,55,56,83,63,86,39,50,52,36,82,49,97,46,30,41,40,96,99,32,82,65,12,42,25
30,62,31,44,35,50,69,47,36,55,71,30,32,20,0,71,68,14,54,90,77,95,83,40,16,48,58,95,17,14,74,76,24,24,40,41,44,60,93,67,36,51,36,18,88,71,77,92,77,31,59,42,53,12,47,68,66,32,11,93,27,99,51,37,41,32,37,86,60,37,40,21,71,36,41,17,39,63,43,65,29,31,82,12,63,70,26,56,30,72,30
38,84,90,98,75,42,83,89,88,99,53,14,18,94,71,0,14,37,45,85,71,46,76,33,53,82,47,93,10,74,51,87,12,48,40,80,47,19,64,75,81,21,79,60,54,63,72,83,100,69,72,39,21,97,89,63,15,25,37,11,64,100,35,43,54,47,34,46,56,28,79,70,35,59,67,67,14,22,56,64,69,26,68,29,63,38,88,83,84,34,38
15,16,29,33,53,72,44,49,13,89,66,58,46,88,68,14,0,74,30,35,66,82,95,97,15,38,40,27,45,41,26,57,12,58,34,14,74,78,32,87,44,59,99,46,89,98,20,61,36,14,33,43,48,89,32,97,56,74,11,67,83,91,54,22,93,19,45,35,70,66,67,74,68,52,71,26,91,71,33,88,45,76,35,52,86,24,84,25,59,73,15
16,33,32,34,93,45,55,87,70,90,69,62,77,37,14,37,74,0,18,68,41,86,23,19,60,41,96,86,65,98,46,60,25,86,35,68,44,89,46,75,57,11,89,54,86,81,31,12,66,36,74,31,22,61,59,88,93,69,67,37,10,96,10,45,23,97,81,94,27,31,74,97,64,74,66,17,40,16,16,71,48,62,30,27,39,41,51,71,73,67,16
60,38,98,37,42,10,12,37,86,53,74,70,81,16,54,45,30,18,0,51,29,89,42,76,36,33,42,32,23,92,27,47,46,63,22,70,12,44,95,41,13,27,52,33,44,67,34,27,38,85,61,29,82,23,22,43,82,63,89,57,10,35,28,92,99,94,64,12,73,79,41,72,78,58,25,88,99,19,45,46,77,82,86,79,57,41,65,24,59,77,60
19,79,31,74,85,33,17,51,65,100,26,39,10,84,90,85,35,68,51,0,35,81,75,95,43,92,45,96,26,53,97,65,18,86,92,34,35,80,12,49,82,46,55,12,83,73,20,81,52,93,85,28,67,52,98,91,73,12,93,92,66,16,55,82,54,90,11,61,30,88,95,24,44,85,82,22,93,46,99,41,92,70,76,76,48,21,51,77,61,12,19
70,60,60,30,80,67,16,35,46,66,42,13,80,80,77,71,66,41,29,35,0,66,15,85,11,31,70,38,33,95,22,81,84,19,55,80,83,62,40,92,34,12,96,43,29,44,16,78,22,65,57,87,10,41,61,44,40,98,39,80,87,42,77,59,50,94,47,16,29,81,90,30,89,19,26,37,34,79,70,61,45,85,19,25,54,20,63,57,55,30,70
31,25,36,21,92,50,57,72,44,90,95,58,26,58,95,46,82,86,89,81,66,0,54,58,51,64,55,86,75,72,23,45,43,100,15,83,11,82,14,88,43,59,20,57,59,45,46,40,82,62,25,23,40,40,93,73,92,34,89,33,37,95,83,90,83,75,17,87,54,44,52,43,74,33,11,77,65,44,43,40,21,12,54,88,71,68,12,51,50,86,31
77,63,70,14,87,37,34,86,52,79,46,35,99,93,83,76,95,23,42,75,15,54,0,29,35,49,39,69,23,61,17,17,99,60,75,49,35,54,66,29,92,51,54,74,68,77,86,40,51,21,43,65,19,68,49,93,55,48,81,28,63,13,99,34,15,45,45,93,32,34,19,57,23,78,68,73,56,99,71,76,23,65,30,22,74,89,47,39,73,72,77
20,96,95,75,38,41,94,16,64,54,53,88,25,38,40,33,97,19,76,95,85,58,29,0,86,71,70,62,56,10,32,60,60,84,77,20,44,66,67,12,14,73,77,12,67,97,26,44,42,77,32,74,23,28,59,87,42,85,40,21,86,97,52,68,98,15,44,53,80,30,34,10,68,74,11,36,52,65,27,41,73,75,10,39,44,32,93,28,81,41,20
25,30,59,86,56,12,95,43,60,66,61,82,36,32,16,53,15,60,36,43,11,51,35,86,0,53,76,42,53,21,74,31,77,63,71,26,68,30,21,81,81,36,46,59,20,80,20,41,20,10,77,52,90,22,65,27,49,94,16,58,73,83,77,96,74,72,56,46,31,10,71,44,16,37,22,14,61,82,65,64,36,83,46,96,98,94,11,19,41,71,25
15,41,85,53,81,26,97,61,16,75,38,18,15,25,48,82,38,41,33,92,31,64,49,71,53,0,85,47,35,75,63,22,43,57,76,65,41,17,73,87,57,81,86,71,73,21,71,33,55,38,37,29,33,76,69,59,19,87,12,33,64,90,24,88,85,57,64,35,80,27,91,63,57,14,56,62,85,83,62,90,50,20,19,94,55,92,95,55,98,56,15
